'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'121:43:10.304',-1.125,-,-,-,103.200
'121:43:10.312',-0.750,-,-,-,99.200
'121:43:10.320',-0.550,-,-,-,96.800
'121:43:10.328',-0.500,-,-,-,93.600
'121:43:10.336',-0.400,-,-,-,88.800
'121:43:10.344',-0.250,-,-,-,84.800
'121:43:10.352',-0.050,-,-,-,81.600
'121:43:10.360',0.075,-,-,-,80.000
'121:43:10.368',0.100,-,-,-,77.600
'121:43:10.376',0.125,-,-,-,75.200
'121:43:10.384',0.100,-,-,-,75.200
'121:43:10.392',0.100,-,-,-,75.200
'121:43:10.400',0.125,-,-,-,73.600
'121:43:10.408',0.075,-,-,-,73.600
'121:43:10.416',0.050,-,-,-,73.600
'121:43:10.424',0.025,-,-,-,73.600
'121:43:10.432',-0.025,-,-,-,73.600
'121:43:10.440',-0.025,-,-,-,73.600
'121:43:10.448',-0.050,-,-,-,73.600
'121:43:10.456',-0.025,-,-,-,73.600
'121:43:10.464',0.000,-,-,-,72.800
'121:43:10.472',0.025,-,-,-,72.800
'121:43:10.480',0.075,-,-,-,71.200
'121:43:10.488',0.175,-,-,-,70.400
'121:43:10.496',0.250,-,-,-,70.400
'121:43:10.504',0.350,-,-,-,68.800
'121:43:10.512',0.400,-,-,-,68.000
'121:43:10.520',0.425,-,-,-,68.000
'121:43:10.528',0.425,-,-,-,68.000
'121:43:10.536',0.425,-,-,-,66.400
'121:43:10.544',0.375,-,-,-,65.600
'121:43:10.552',0.350,-,-,-,65.600
'121:43:10.560',0.300,-,-,-,64.000
'121:43:10.568',0.250,-,-,-,64.000
'121:43:10.576',0.200,-,-,-,63.200
'121:43:10.584',0.100,-,-,-,63.200
'121:43:10.592',0.050,-,-,-,61.600
'121:43:10.600',0.025,-,-,-,61.600
'121:43:10.608',0.000,-,-,-,60.800
'121:43:10.616',0.000,-,-,-,60.800
'121:43:10.624',0.000,-,-,-,59.200
'121:43:10.632',0.000,-,-,-,59.200
'121:43:10.640',0.000,-,-,-,58.400
'121:43:10.648',0.000,-,-,-,58.400
'121:43:10.656',0.025,-,-,-,56.800
'121:43:10.664',0.050,-,-,-,56.000
'121:43:10.672',0.050,-,-,-,56.000
'121:43:10.680',0.075,-,-,-,54.400
'121:43:10.688',0.100,-,-,-,54.400
'121:43:10.696',0.125,-,-,-,53.600
'121:43:10.704',0.125,-,-,-,53.600
'121:43:10.712',0.125,-,-,-,52.000
'121:43:10.720',0.125,-,-,-,52.000
'121:43:10.728',0.100,-,-,-,51.200
'121:43:10.736',0.075,-,-,-,51.200
'121:43:10.744',0.050,-,-,-,49.600
'121:43:10.752',0.025,-,-,-,49.600
'121:43:10.760',0.025,-,-,-,49.600
'121:43:10.768',0.050,-,-,-,48.800
'121:43:10.776',0.025,-,-,-,48.800
'121:43:10.784',0.000,-,-,-,47.200
'121:43:10.792',-0.025,-,-,-,47.200
'121:43:10.800',-0.075,-,-,-,47.200
'121:43:10.808',-0.075,-,-,-,47.200
'121:43:10.816',-0.050,-,-,-,47.200
'121:43:10.824',-0.050,-,-,-,47.200
'121:43:10.832',0.000,-,-,-,47.200
'121:43:10.840',0.000,-,-,-,47.200
'121:43:10.848',0.025,-,-,-,47.200
'121:43:10.856',0.050,-,-,-,48.800
'121:43:10.864',0.050,-,-,-,47.200
'121:43:10.872',0.050,-,-,-,47.200
'121:43:10.880',0.175,-,-,-,47.200
'121:43:10.888',0.450,-,-,-,47.200
'121:43:10.896',0.950,-,-,-,47.200
'121:43:10.904',1.300,-,-,-,46.400
'121:43:10.912',1.050,-,-,-,46.400
'121:43:10.920',0.175,-,-,-,46.400
'121:43:10.928',-0.875,-,-,-,44.800
'121:43:10.936',-1.275,-,-,-,44.800
'121:43:10.944',-0.925,-,-,-,44.800
'121:43:10.952',-0.525,-,-,-,44.000
'121:43:10.960',-0.350,-,-,-,44.000
'121:43:10.968',-0.275,-,-,-,42.400
'121:43:10.976',-0.250,-,-,-,42.400
'121:43:10.984',-0.200,-,-,-,42.400
'121:43:10.992',-0.175,-,-,-,42.400
'121:43:11.000',-0.100,-,-,-,41.600
'121:43:11.008',-0.075,-,-,-,41.600
'121:43:11.016',-0.050,-,-,-,41.600
'121:43:11.024',-0.025,-,-,-,41.600
'121:43:11.032',-0.025,-,-,-,41.600
'121:43:11.040',-0.025,-,-,-,41.600
'121:43:11.048',-0.025,-,-,-,42.400
'121:43:11.056',-0.050,-,-,-,44.000
'121:43:11.064',-0.075,-,-,-,46.400
'121:43:11.072',-0.100,-,-,-,51.200
'121:43:11.080',-0.125,-,-,-,58.400
'121:43:11.088',-0.200,-,-,-,65.600
'121:43:11.096',-0.225,-,-,-,75.200
'121:43:11.104',-0.250,-,-,-,84.000
'121:43:11.112',-0.250,-,-,-,94.400
'121:43:11.120',-0.250,-,-,-,104.000
'121:43:11.128',-0.275,-,-,-,113.600
'121:43:11.136',-0.225,-,-,-,120.800
'121:43:11.144',-0.175,-,-,-,128.000
'121:43:11.152',-0.075,-,-,-,132.800
'121:43:11.160',-0.025,-,-,-,135.200
'121:43:11.168',0.000,-,-,-,136.800
'121:43:11.176',0.025,-,-,-,136.800
'121:43:11.184',0.075,-,-,-,135.200
'121:43:11.192',0.075,-,-,-,132.800
'121:43:11.200',0.050,-,-,-,130.400
'121:43:11.208',0.050,-,-,-,128.000
'121:43:11.216',0.075,-,-,-,124.800
'121:43:11.224',0.175,-,-,-,122.400
'121:43:11.232',0.375,-,-,-,118.400
'121:43:11.240',0.800,-,-,-,116.000
'121:43:11.248',1.075,-,-,-,112.800
'121:43:11.256',0.700,-,-,-,110.400
'121:43:11.264',-0.175,-,-,-,108.000
'121:43:11.272',-1.025,-,-,-,105.600
'121:43:11.280',-1.350,-,-,-,103.200
'121:43:11.288',-1.100,-,-,-,99.200
'121:43:11.296',-0.750,-,-,-,96.000
'121:43:11.304',-0.550,-,-,-,91.200
'121:43:11.312',-0.525,-,-,-,87.200
'121:43:11.320',-0.425,-,-,-,84.000
'121:43:11.328',-0.250,-,-,-,80.000
'121:43:11.336',-0.075,-,-,-,78.400
'121:43:11.344',0.000,-,-,-,75.200
'121:43:11.352',0.025,-,-,-,72.800
'121:43:11.360',0.050,-,-,-,70.400
'121:43:11.368',0.050,-,-,-,68.800
'121:43:11.376',0.050,-,-,-,68.800
'121:43:11.384',0.025,-,-,-,68.800
'121:43:11.392',0.025,-,-,-,70.400
'121:43:11.400',0.000,-,-,-,70.400
'121:43:11.408',-0.050,-,-,-,70.400
'121:43:11.416',-0.050,-,-,-,70.400
'121:43:11.424',-0.100,-,-,-,70.400
'121:43:11.432',-0.100,-,-,-,70.400
'121:43:11.440',-0.100,-,-,-,70.400
'121:43:11.448',-0.075,-,-,-,70.400
'121:43:11.456',-0.050,-,-,-,70.400
'121:43:11.464',0.000,-,-,-,70.400
'121:43:11.472',0.025,-,-,-,68.800
'121:43:11.480',0.100,-,-,-,68.000
'121:43:11.488',0.200,-,-,-,68.000
'121:43:11.496',0.250,-,-,-,66.400
'121:43:11.504',0.300,-,-,-,65.600
'121:43:11.512',0.300,-,-,-,65.600
'121:43:11.520',0.350,-,-,-,64.000
'121:43:11.528',0.275,-,-,-,64.000
'121:43:11.536',0.225,-,-,-,64.000
'121:43:11.544',0.175,-,-,-,63.200
'121:43:11.552',0.175,-,-,-,63.200
'121:43:11.560',0.175,-,-,-,61.600
'121:43:11.568',0.100,-,-,-,61.600
'121:43:11.576',0.050,-,-,-,60.800
'121:43:11.584',0.000,-,-,-,60.800
'121:43:11.592',-0.025,-,-,-,59.200
'121:43:11.600',-0.050,-,-,-,58.400
'121:43:11.608',-0.050,-,-,-,58.400
'121:43:11.616',-0.075,-,-,-,56.800
'121:43:11.624',-0.100,-,-,-,56.000
'121:43:11.632',-0.075,-,-,-,54.400
'121:43:11.640',-0.075,-,-,-,54.400
'121:43:11.648',-0.050,-,-,-,53.600
'121:43:11.656',-0.025,-,-,-,52.000
'121:43:11.664',0.000,-,-,-,51.200
'121:43:11.672',0.025,-,-,-,51.200
'121:43:11.680',0.025,-,-,-,49.600
'121:43:11.688',0.075,-,-,-,48.800
'121:43:11.696',0.075,-,-,-,48.800
'121:43:11.704',0.050,-,-,-,48.800
