'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'121:44:53.304',0.300,-,-,-,76.000
'121:44:53.312',0.300,-,-,-,75.200
'121:44:53.320',0.350,-,-,-,75.200
'121:44:53.328',0.375,-,-,-,75.200
'121:44:53.336',0.425,-,-,-,75.200
'121:44:53.344',0.500,-,-,-,75.200
'121:44:53.352',0.575,-,-,-,75.200
'121:44:53.360',0.675,-,-,-,73.600
'121:44:53.368',0.750,-,-,-,72.800
'121:44:53.376',0.775,-,-,-,71.200
'121:44:53.384',0.800,-,-,-,70.400
'121:44:53.392',0.850,-,-,-,70.400
'121:44:53.400',0.775,-,-,-,68.800
'121:44:53.408',0.725,-,-,-,68.000
'121:44:53.416',0.700,-,-,-,68.000
'121:44:53.424',0.625,-,-,-,68.000
'121:44:53.432',0.575,-,-,-,68.000
'121:44:53.440',0.525,-,-,-,68.000
'121:44:53.448',0.450,-,-,-,68.000
'121:44:53.456',0.425,-,-,-,68.000
'121:44:53.464',0.375,-,-,-,68.000
'121:44:53.472',0.375,-,-,-,66.400
'121:44:53.480',0.375,-,-,-,65.600
'121:44:53.488',0.375,-,-,-,64.000
'121:44:53.496',0.375,-,-,-,63.200
'121:44:53.504',0.375,-,-,-,61.600
'121:44:53.512',0.375,-,-,-,60.800
'121:44:53.520',0.400,-,-,-,59.200
'121:44:53.528',0.425,-,-,-,58.400
'121:44:53.536',0.450,-,-,-,56.800
'121:44:53.544',0.500,-,-,-,56.000
'121:44:53.552',0.500,-,-,-,54.400
'121:44:53.560',0.525,-,-,-,54.400
'121:44:53.568',0.525,-,-,-,53.600
'121:44:53.576',0.525,-,-,-,53.600
'121:44:53.584',0.525,-,-,-,52.000
'121:44:53.592',0.525,-,-,-,52.000
'121:44:53.600',0.500,-,-,-,52.000
'121:44:53.608',0.425,-,-,-,51.200
'121:44:53.616',0.400,-,-,-,51.200
'121:44:53.624',0.375,-,-,-,51.200
'121:44:53.632',0.350,-,-,-,51.200
'121:44:53.640',0.350,-,-,-,51.200
'121:44:53.648',0.350,-,-,-,51.200
'121:44:53.656',0.300,-,-,-,51.200
'121:44:53.664',0.300,-,-,-,51.200
'121:44:53.672',0.300,-,-,-,51.200
'121:44:53.680',0.300,-,-,-,49.600
'121:44:53.688',0.375,-,-,-,49.600
'121:44:53.696',0.400,-,-,-,49.600
'121:44:53.704',0.425,-,-,-,49.600
'121:44:53.712',0.450,-,-,-,49.600
'121:44:53.720',0.500,-,-,-,49.600
'121:44:53.728',0.500,-,-,-,49.600
'121:44:53.736',0.550,-,-,-,49.600
'121:44:53.744',0.750,-,-,-,49.600
'121:44:53.752',1.250,-,-,-,49.600
'121:44:53.760',1.750,-,-,-,49.600
'121:44:53.768',1.850,-,-,-,48.800
'121:44:53.776',1.075,-,-,-,48.800
'121:44:53.784',-0.025,-,-,-,48.800
'121:44:53.792',-0.750,-,-,-,48.800
'121:44:53.800',-0.775,-,-,-,47.200
'121:44:53.808',-0.200,-,-,-,47.200
'121:44:53.816',0.025,-,-,-,46.400
'121:44:53.824',0.100,-,-,-,46.400
'121:44:53.832',0.175,-,-,-,44.800
'121:44:53.840',0.175,-,-,-,44.800
'121:44:53.848',0.225,-,-,-,44.800
'121:44:53.856',0.250,-,-,-,44.000
'121:44:53.864',0.275,-,-,-,44.000
'121:44:53.872',0.300,-,-,-,42.400
'121:44:53.880',0.350,-,-,-,42.400
'121:44:53.888',0.375,-,-,-,42.400
'121:44:53.896',0.375,-,-,-,42.400
'121:44:53.904',0.375,-,-,-,44.000
'121:44:53.912',0.375,-,-,-,44.800
'121:44:53.920',0.375,-,-,-,48.800
'121:44:53.928',0.300,-,-,-,52.000
'121:44:53.936',0.250,-,-,-,58.400
'121:44:53.944',0.225,-,-,-,65.600
'121:44:53.952',0.200,-,-,-,72.800
'121:44:53.960',0.175,-,-,-,80.000
'121:44:53.968',0.125,-,-,-,88.800
'121:44:53.976',0.125,-,-,-,96.800
'121:44:53.984',0.125,-,-,-,105.600
'121:44:53.992',0.175,-,-,-,112.800
'121:44:54.000',0.225,-,-,-,120.000
'121:44:54.008',0.275,-,-,-,124.800
'121:44:54.016',0.375,-,-,-,127.200
'121:44:54.024',0.425,-,-,-,129.600
'121:44:54.032',0.450,-,-,-,129.600
'121:44:54.040',0.500,-,-,-,128.000
'121:44:54.048',0.525,-,-,-,127.200
'121:44:54.056',0.550,-,-,-,125.600
'121:44:54.064',0.525,-,-,-,124.800
'121:44:54.072',0.525,-,-,-,123.200
'121:44:54.080',0.550,-,-,-,120.800
'121:44:54.088',0.625,-,-,-,118.400
'121:44:54.096',1.000,-,-,-,115.200
'121:44:54.104',1.500,-,-,-,112.800
'121:44:54.112',1.600,-,-,-,110.400
'121:44:54.120',1.000,-,-,-,108.000
'121:44:54.128',-0.050,-,-,-,105.600
'121:44:54.136',-0.900,-,-,-,103.200
'121:44:54.144',-1.050,-,-,-,100.800
'121:44:54.152',-0.625,-,-,-,96.800
'121:44:54.160',-0.275,-,-,-,93.600
'121:44:54.168',-0.175,-,-,-,89.600
'121:44:54.176',-0.175,-,-,-,86.400
'121:44:54.184',-0.050,-,-,-,82.400
'121:44:54.192',0.175,-,-,-,80.000
'121:44:54.200',0.350,-,-,-,76.000
'121:44:54.208',0.425,-,-,-,73.600
'121:44:54.216',0.450,-,-,-,72.800
'121:44:54.224',0.500,-,-,-,71.200
'121:44:54.232',0.450,-,-,-,70.400
'121:44:54.240',0.450,-,-,-,70.400
'121:44:54.248',0.450,-,-,-,70.400
'121:44:54.256',0.425,-,-,-,71.200
'121:44:54.264',0.400,-,-,-,71.200
'121:44:54.272',0.350,-,-,-,71.200
'121:44:54.280',0.300,-,-,-,71.200
'121:44:54.288',0.300,-,-,-,71.200
'121:44:54.296',0.300,-,-,-,71.200
'121:44:54.304',0.300,-,-,-,71.200
'121:44:54.312',0.350,-,-,-,70.400
'121:44:54.320',0.375,-,-,-,70.400
'121:44:54.328',0.425,-,-,-,68.800
'121:44:54.336',0.525,-,-,-,68.800
'121:44:54.344',0.600,-,-,-,68.000
'121:44:54.352',0.700,-,-,-,66.400
'121:44:54.360',0.750,-,-,-,66.400
'121:44:54.368',0.775,-,-,-,65.600
'121:44:54.376',0.750,-,-,-,65.600
'121:44:54.384',0.750,-,-,-,64.000
'121:44:54.392',0.700,-,-,-,64.000
'121:44:54.400',0.625,-,-,-,64.000
'121:44:54.408',0.600,-,-,-,64.000
'121:44:54.416',0.575,-,-,-,63.200
'121:44:54.424',0.525,-,-,-,61.600
'121:44:54.432',0.450,-,-,-,60.800
'121:44:54.440',0.400,-,-,-,60.800
'121:44:54.448',0.375,-,-,-,59.200
'121:44:54.456',0.350,-,-,-,58.400
'121:44:54.464',0.300,-,-,-,58.400
'121:44:54.472',0.300,-,-,-,58.400
'121:44:54.480',0.300,-,-,-,56.800
'121:44:54.488',0.300,-,-,-,56.800
'121:44:54.496',0.275,-,-,-,56.000
'121:44:54.504',0.300,-,-,-,54.400
'121:44:54.512',0.350,-,-,-,53.600
'121:44:54.520',0.375,-,-,-,53.600
'121:44:54.528',0.400,-,-,-,52.000
'121:44:54.536',0.425,-,-,-,52.000
'121:44:54.544',0.450,-,-,-,51.200
'121:44:54.552',0.450,-,-,-,51.200
'121:44:54.560',0.425,-,-,-,49.600
'121:44:54.568',0.425,-,-,-,49.600
'121:44:54.576',0.425,-,-,-,48.800
'121:44:54.584',0.400,-,-,-,48.800
'121:44:54.592',0.375,-,-,-,48.800
'121:44:54.600',0.300,-,-,-,48.800
'121:44:54.608',0.275,-,-,-,47.200
'121:44:54.616',0.275,-,-,-,47.200
'121:44:54.624',0.250,-,-,-,47.200
'121:44:54.632',0.250,-,-,-,47.200
'121:44:54.640',0.225,-,-,-,47.200
'121:44:54.648',0.200,-,-,-,46.400
'121:44:54.656',0.200,-,-,-,46.400
'121:44:54.664',0.200,-,-,-,46.400
'121:44:54.672',0.225,-,-,-,46.400
'121:44:54.680',0.250,-,-,-,46.400
'121:44:54.688',0.300,-,-,-,46.400
'121:44:54.696',0.300,-,-,-,46.400
'121:44:54.704',0.350,-,-,-,46.400
'121:44:54.712',0.375,-,-,-,44.800
'121:44:54.720',0.375,-,-,-,44.800
'121:44:54.728',0.400,-,-,-,44.800
'121:44:54.736',0.575,-,-,-,44.800
'121:44:54.744',1.025,-,-,-,44.800
'121:44:54.752',1.575,-,-,-,44.800
'121:44:54.760',1.725,-,-,-,44.000
'121:44:54.768',1.050,-,-,-,44.000
'121:44:54.776',-0.050,-,-,-,44.000
'121:44:54.784',-0.900,-,-,-,44.000
'121:44:54.792',-1.000,-,-,-,44.000
'121:44:54.800',-0.400,-,-,-,42.400
'121:44:54.808',-0.100,-,-,-,42.400
'121:44:54.816',-0.025,-,-,-,42.400
'121:44:54.824',0.000,-,-,-,41.600
'121:44:54.832',0.025,-,-,-,41.600
'121:44:54.840',0.050,-,-,-,40.000
'121:44:54.848',0.100,-,-,-,40.000
'121:44:54.856',0.125,-,-,-,40.000
'121:44:54.864',0.175,-,-,-,40.000
'121:44:54.872',0.200,-,-,-,39.200
'121:44:54.880',0.225,-,-,-,39.200
'121:44:54.888',0.225,-,-,-,37.600
'121:44:54.896',0.200,-,-,-,37.600
'121:44:54.904',0.225,-,-,-,39.200
'121:44:54.912',0.200,-,-,-,41.600
'121:44:54.920',0.125,-,-,-,44.000
'121:44:54.928',0.075,-,-,-,48.800
'121:44:54.936',0.050,-,-,-,54.400
'121:44:54.944',0.025,-,-,-,63.200
'121:44:54.952',-0.025,-,-,-,71.200
'121:44:54.960',-0.025,-,-,-,80.000
'121:44:54.968',-0.025,-,-,-,91.200
'121:44:54.976',-0.025,-,-,-,100.800
'121:44:54.984',0.000,-,-,-,108.800
'121:44:54.992',0.050,-,-,-,116.000
'121:44:55.000',0.100,-,-,-,120.800
'121:44:55.008',0.175,-,-,-,123.200
'121:44:55.016',0.225,-,-,-,125.600
'121:44:55.024',0.250,-,-,-,125.600
'121:44:55.032',0.300,-,-,-,127.200
'121:44:55.040',0.350,-,-,-,127.200
'121:44:55.048',0.350,-,-,-,124.800
'121:44:55.056',0.350,-,-,-,123.200
'121:44:55.064',0.375,-,-,-,120.800
'121:44:55.072',0.400,-,-,-,118.400
'121:44:55.080',0.550,-,-,-,116.000
'121:44:55.088',0.900,-,-,-,113.600
'121:44:55.096',1.350,-,-,-,111.200
'121:44:55.104',1.400,-,-,-,108.000
'121:44:55.112',0.450,-,-,-,104.000
'121:44:55.120',-0.550,-,-,-,100.800
'121:44:55.128',-1.200,-,-,-,98.400
'121:44:55.136',-1.250,-,-,-,94.400
'121:44:55.144',-0.750,-,-,-,92.000
'121:44:55.152',-0.425,-,-,-,88.800
'121:44:55.160',-0.375,-,-,-,84.800
'121:44:55.168',-0.300,-,-,-,81.600
'121:44:55.176',-0.175,-,-,-,78.400
'121:44:55.184',0.025,-,-,-,75.200
'121:44:55.192',0.200,-,-,-,71.200
'121:44:55.200',0.250,-,-,-,70.400
'121:44:55.208',0.275,-,-,-,68.800
'121:44:55.216',0.300,-,-,-,68.000
'121:44:55.224',0.275,-,-,-,68.000
'121:44:55.232',0.275,-,-,-,66.400
'121:44:55.240',0.275,-,-,-,66.400
'121:44:55.248',0.250,-,-,-,66.400
'121:44:55.256',0.225,-,-,-,68.000
'121:44:55.264',0.175,-,-,-,68.000
'121:44:55.272',0.125,-,-,-,68.000
'121:44:55.280',0.100,-,-,-,68.000
'121:44:55.288',0.100,-,-,-,68.000
'121:44:55.296',0.100,-,-,-,68.000
'121:44:55.304',0.125,-,-,-,68.000
'121:44:55.312',0.175,-,-,-,66.400
'121:44:55.320',0.250,-,-,-,66.400
'121:44:55.328',0.300,-,-,-,65.600
'121:44:55.336',0.400,-,-,-,65.600
'121:44:55.344',0.450,-,-,-,64.000
'121:44:55.352',0.550,-,-,-,63.200
'121:44:55.360',0.575,-,-,-,60.800
'121:44:55.368',0.575,-,-,-,56.800
'121:44:55.376',0.575,-,-,-,56.000
'121:44:55.384',0.550,-,-,-,56.800
'121:44:55.392',0.500,-,-,-,60.800
'121:44:55.400',0.425,-,-,-,64.000
'121:44:55.408',0.400,-,-,-,64.000
'121:44:55.416',0.350,-,-,-,61.600
'121:44:55.424',0.275,-,-,-,56.800
'121:44:55.432',0.225,-,-,-,54.400
'121:44:55.440',0.175,-,-,-,53.600
'121:44:55.448',0.175,-,-,-,54.400
'121:44:55.456',0.125,-,-,-,56.000
'121:44:55.464',0.125,-,-,-,54.400
'121:44:55.472',0.125,-,-,-,52.000
'121:44:55.480',0.100,-,-,-,49.600
'121:44:55.488',0.075,-,-,-,47.200
'121:44:55.496',0.100,-,-,-,47.200
'121:44:55.504',0.125,-,-,-,47.200
'121:44:55.512',0.175,-,-,-,48.800
'121:44:55.520',0.200,-,-,-,48.800
'121:44:55.528',0.225,-,-,-,48.800
