'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'121:47:06.304',-0.600,-,-,-,91.200
'121:47:06.312',-0.525,-,-,-,87.200
'121:47:06.320',-0.350,-,-,-,84.000
'121:47:06.328',-0.125,-,-,-,80.000
'121:47:06.336',0.000,-,-,-,77.600
'121:47:06.344',0.075,-,-,-,76.000
'121:47:06.352',0.075,-,-,-,73.600
'121:47:06.360',0.075,-,-,-,73.600
'121:47:06.368',0.075,-,-,-,72.800
'121:47:06.376',0.075,-,-,-,72.800
'121:47:06.384',0.075,-,-,-,72.800
'121:47:06.392',0.025,-,-,-,72.800
'121:47:06.400',-0.025,-,-,-,73.600
'121:47:06.408',-0.050,-,-,-,73.600
'121:47:06.416',-0.025,-,-,-,73.600
'121:47:06.424',-0.050,-,-,-,72.800
'121:47:06.432',-0.050,-,-,-,72.800
'121:47:06.440',-0.025,-,-,-,72.800
'121:47:06.448',0.000,-,-,-,71.200
'121:47:06.456',0.050,-,-,-,71.200
'121:47:06.464',0.125,-,-,-,70.400
'121:47:06.472',0.225,-,-,-,70.400
'121:47:06.480',0.250,-,-,-,68.800
'121:47:06.488',0.350,-,-,-,68.800
'121:47:06.496',0.375,-,-,-,68.000
'121:47:06.504',0.375,-,-,-,68.000
'121:47:06.512',0.350,-,-,-,68.000
'121:47:06.520',0.350,-,-,-,66.400
'121:47:06.528',0.250,-,-,-,66.400
'121:47:06.536',0.200,-,-,-,66.400
'121:47:06.544',0.200,-,-,-,66.400
'121:47:06.552',0.175,-,-,-,65.600
'121:47:06.560',0.075,-,-,-,65.600
'121:47:06.568',0.025,-,-,-,65.600
'121:47:06.576',0.000,-,-,-,64.000
'121:47:06.584',-0.025,-,-,-,64.000
'121:47:06.592',-0.050,-,-,-,64.000
'121:47:06.600',-0.050,-,-,-,64.000
'121:47:06.608',-0.075,-,-,-,63.200
'121:47:06.616',-0.050,-,-,-,63.200
'121:47:06.624',-0.075,-,-,-,61.600
'121:47:06.632',-0.075,-,-,-,61.600
'121:47:06.640',-0.050,-,-,-,61.600
'121:47:06.648',0.000,-,-,-,60.800
'121:47:06.656',0.025,-,-,-,60.800
'121:47:06.664',0.050,-,-,-,60.800
'121:47:06.672',0.025,-,-,-,60.800
'121:47:06.680',0.050,-,-,-,59.200
'121:47:06.688',0.075,-,-,-,58.400
'121:47:06.696',0.050,-,-,-,58.400
'121:47:06.704',0.050,-,-,-,58.400
'121:47:06.712',0.075,-,-,-,58.400
'121:47:06.720',0.025,-,-,-,58.400
'121:47:06.728',-0.050,-,-,-,56.800
'121:47:06.736',-0.075,-,-,-,56.800
'121:47:06.744',-0.075,-,-,-,56.800
'121:47:06.752',-0.075,-,-,-,56.800
'121:47:06.760',-0.075,-,-,-,56.800
'121:47:06.768',-0.125,-,-,-,56.000
'121:47:06.776',-0.100,-,-,-,56.000
'121:47:06.784',-0.100,-,-,-,56.000
'121:47:06.792',-0.125,-,-,-,56.000
'121:47:06.800',-0.100,-,-,-,56.000
'121:47:06.808',-0.050,-,-,-,56.000
'121:47:06.816',-0.050,-,-,-,56.000
'121:47:06.824',0.000,-,-,-,56.000
'121:47:06.832',0.000,-,-,-,56.000
'121:47:06.840',0.025,-,-,-,54.400
'121:47:06.848',0.050,-,-,-,54.400
'121:47:06.856',0.075,-,-,-,54.400
'121:47:06.864',0.200,-,-,-,54.400
'121:47:06.872',0.600,-,-,-,54.400
'121:47:06.880',1.175,-,-,-,54.400
'121:47:06.888',1.300,-,-,-,54.400
'121:47:06.896',0.800,-,-,-,54.400
'121:47:06.904',-0.200,-,-,-,54.400
'121:47:06.912',-1.075,-,-,-,53.600
'121:47:06.920',-1.225,-,-,-,53.600
'121:47:06.928',-0.700,-,-,-,53.600
'121:47:06.936',-0.375,-,-,-,53.600
'121:47:06.944',-0.275,-,-,-,52.000
'121:47:06.952',-0.250,-,-,-,52.000
'121:47:06.960',-0.250,-,-,-,52.000
'121:47:06.968',-0.225,-,-,-,51.200
'121:47:06.976',-0.125,-,-,-,51.200
'121:47:06.984',-0.100,-,-,-,51.200
'121:47:06.992',-0.100,-,-,-,51.200
'121:47:07.000',-0.050,-,-,-,51.200
'121:47:07.008',-0.025,-,-,-,51.200
'121:47:07.016',0.000,-,-,-,51.200
'121:47:07.024',-0.025,-,-,-,52.000
'121:47:07.032',-0.050,-,-,-,54.400
'121:47:07.040',-0.050,-,-,-,59.200
