'Elapsed time','II','AVR','AVL','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'44:04:05.200',-0.028,-,-,-0.019,-,-,-
'44:04:05.208',-0.028,-,-,-0.019,-,-,-
'44:04:05.216',-0.028,-,-,-0.009,-,-,-
'44:04:05.224',-0.047,-,-,-0.019,-,-,-
'44:04:05.232',-0.028,-,-,-0.028,-,-,-
'44:04:05.240',-0.028,-,-,-0.019,-,-,-
'44:04:05.248',0.000,-,-,-0.019,-,-,-
'44:04:05.256',0.009,-,-,0.000,-,-,-
'44:04:05.264',0.047,-,-,0.038,-,-,-
'44:04:05.272',0.057,-,-,0.047,-,-,-
'44:04:05.280',0.094,-,-,0.057,-,-,-
'44:04:05.288',0.094,-,-,0.066,-,-,-
'44:04:05.296',0.094,-,-,0.085,-,-,-
'44:04:05.304',0.075,-,-,0.057,-,-,-
'44:04:05.312',0.057,-,-,0.047,-,-,-
'44:04:05.320',0.057,-,-,0.047,-,-,-
'44:04:05.328',0.028,-,-,0.028,-,-,-
'44:04:05.336',0.009,-,-,0.019,-,-,-
'44:04:05.344',0.009,-,-,0.000,-,-,-
'44:04:05.352',0.009,-,-,0.000,-,-,-
'44:04:05.360',0.009,-,-,0.000,-,-,-
'44:04:05.368',0.028,-,-,0.019,-,-,-
'44:04:05.376',0.047,-,-,0.019,-,-,-
'44:04:05.384',0.057,-,-,0.038,-,-,-
'44:04:05.392',0.075,-,-,0.066,-,-,-
'44:04:05.400',0.075,-,-,0.047,-,-,-
'44:04:05.408',0.075,-,-,0.057,-,-,-
'44:04:05.416',0.057,-,-,0.038,-,-,-
'44:04:05.424',0.047,-,-,0.028,-,-,-
'44:04:05.432',0.047,-,-,0.028,-,-,-
'44:04:05.440',0.009,-,-,0.009,-,-,-
'44:04:05.448',0.009,-,-,-0.009,-,-,-
'44:04:05.456',0.000,-,-,0.000,-,-,-
'44:04:05.464',0.000,-,-,-0.038,-,-,-
'44:04:05.472',0.000,-,-,-0.019,-,-,-
'44:04:05.480',0.000,-,-,-0.019,-,-,-
'44:04:05.488',0.000,-,-,0.000,-,-,-
'44:04:05.496',-0.009,-,-,-0.028,-,-,-
'44:04:05.504',-0.009,-,-,-0.047,-,-,-
'44:04:05.512',-0.009,-,-,-0.019,-,-,-
'44:04:05.520',-0.009,-,-,-0.038,-,-,-
'44:04:05.528',-0.009,-,-,-0.028,-,-,-
'44:04:05.536',-0.009,-,-,-0.038,-,-,-
'44:04:05.544',0.000,-,-,-0.019,-,-,-
'44:04:05.552',0.009,-,-,-0.028,-,-,-
'44:04:05.560',0.057,-,-,0.000,-,-,-
'44:04:05.568',0.142,-,-,0.057,-,-,-
'44:04:05.576',0.245,-,-,0.132,-,-,-
'44:04:05.584',0.274,-,-,0.217,-,-,-
'44:04:05.592',0.255,-,-,0.113,-,-,-
'44:04:05.600',0.255,-,-,0.085,-,-,-
'44:04:05.608',0.160,-,-,0.113,-,-,-
'44:04:05.616',0.000,-,-,-0.094,-,-,-
'44:04:05.624',-0.123,-,-,-0.255,-,-,-
'44:04:05.632',-0.179,-,-,-0.274,-,-,-
'44:04:05.640',-0.189,-,-,-0.255,-,-,-
'44:04:05.648',-0.208,-,-,-0.264,-,-,-
'44:04:05.656',-0.160,-,-,-0.208,-,-,-
'44:04:05.664',-0.123,-,-,-0.170,-,-,-
'44:04:05.672',-0.075,-,-,-0.094,-,-,-
'44:04:05.680',-0.028,-,-,-0.028,-,-,-
'44:04:05.688',-0.028,-,-,-0.009,-,-,-
'44:04:05.696',-0.009,-,-,0.000,-,-,-
