'Elapsed time','II','AVL','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg','mmHg'
'5:39:53.064',-0.024,-,-0.064,-,44.000,-
'5:39:53.072',-0.024,-,-0.040,-,44.000,-
'5:39:53.080',-0.024,-,0.000,-,43.200,-
'5:39:53.088',-0.008,-,0.016,-,42.400,-
'5:39:53.096',0.000,-,0.064,-,42.400,-
'5:39:53.104',-0.008,-,0.080,-,42.400,-
'5:39:53.112',-0.008,-,0.128,-,41.600,-
'5:39:53.120',0.000,-,0.152,-,41.600,-
'5:39:53.128',0.000,-,0.192,-,41.600,-
'5:39:53.136',0.000,-,0.232,-,41.600,-
'5:39:53.144',0.000,-,0.256,-,41.600,-
'5:39:53.152',0.008,-,0.304,-,41.600,-
'5:39:53.160',0.024,-,0.320,-,41.600,-
'5:39:53.168',0.048,-,0.368,-,41.600,-
'5:39:53.176',0.072,-,0.384,-,40.800,-
'5:39:53.184',0.088,-,0.408,-,40.800,-
'5:39:53.192',0.048,-,0.432,-,40.800,-
'5:39:53.200',-0.104,-,0.472,-,40.800,-
'5:39:53.208',-0.288,-,0.496,-,40.800,-
'5:39:53.216',-0.376,-,0.520,-,40.800,-
'5:39:53.224',-0.400,-,0.560,-,40.000,-
'5:39:53.232',-0.376,-,0.608,-,40.000,-
'5:39:53.240',-0.296,-,0.624,-,40.000,-
'5:39:53.248',-0.168,-,0.672,-,40.000,-
'5:39:53.256',-0.064,-,0.688,-,39.200,-
'5:39:53.264',0.000,-,0.736,-,39.200,-
'5:39:53.272',0.024,-,0.776,-,39.200,-
'5:39:53.280',0.048,-,0.800,-,39.200,-
'5:39:53.288',0.064,-,0.840,-,38.400,-
'5:39:53.296',0.064,-,0.864,-,38.400,-
'5:39:53.304',0.064,-,0.888,-,38.400,-
'5:39:53.312',0.064,-,0.928,-,38.400,-
'5:39:53.320',0.072,-,0.952,-,38.400,-
'5:39:53.328',0.072,-,0.976,-,37.600,-
'5:39:53.336',0.072,-,1.016,-,37.600,-
'5:39:53.344',0.072,-,1.040,-,37.600,-
'5:39:53.352',0.088,-,1.064,-,37.600,-
'5:39:53.360',0.104,-,1.080,-,38.400,-
'5:39:53.368',0.112,-,1.104,-,39.200,-
'5:39:53.376',0.112,-,1.128,-,40.800,-
'5:39:53.384',0.112,-,1.128,-,42.400,-
'5:39:53.392',0.112,-,1.152,-,44.800,-
'5:39:53.400',0.128,-,1.168,-,47.200,-
'5:39:53.408',0.128,-,1.192,-,48.800,-
'5:39:53.416',0.128,-,1.232,-,50.400,-
'5:39:53.424',0.112,-,1.256,-,52.000,-
'5:39:53.432',0.112,-,1.280,-,52.800,-
'5:39:53.440',0.112,-,1.304,-,54.400,-
'5:39:53.448',0.088,-,1.320,-,54.400,-
'5:39:53.456',0.072,-,1.344,-,55.200,-
'5:39:53.464',0.048,-,1.368,-,56.000,-
'5:39:53.472',0.024,-,1.368,-,56.000,-
'5:39:53.480',0.008,-,1.384,-,55.200,-
'5:39:53.488',0.008,-,1.408,-,55.200,-
'5:39:53.496',0.024,-,1.408,-,54.400,-
'5:39:53.504',0.024,-,1.408,-,52.800,-
'5:39:53.512',0.024,-,1.432,-,52.000,-
'5:39:53.520',0.024,-,1.432,-,50.400,-
'5:39:53.528',0.024,-,1.432,-,48.800,-
'5:39:53.536',0.032,-,1.432,-,47.200,-
'5:39:53.544',0.024,-,1.432,-,46.400,-
'5:39:53.552',0.024,-,1.432,-,45.600,-
'5:39:53.560',0.024,-,1.432,-,44.800,-
'5:39:53.568',0.024,-,1.408,-,44.000,-
'5:39:53.576',0.024,-,1.408,-,44.000,-
'5:39:53.584',0.024,-,1.384,-,43.200,-
'5:39:53.592',0.008,-,1.368,-,43.200,-
'5:39:53.600',0.008,-,1.368,-,42.400,-
