'Elapsed time','II','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'48:25:25.200',-0.032,-,129.480,89.880
'48:25:25.208',0.000,-,131.880,89.880
'48:25:25.216',-0.032,-,133.560,89.880
'48:25:25.224',0.000,-,134.280,89.880
'48:25:25.232',0.000,-,134.280,89.880
'48:25:25.240',0.032,-,133.560,89.880
'48:25:25.248',0.011,-,131.880,89.880
'48:25:25.256',0.075,-,129.480,89.880
'48:25:25.264',0.075,-,127.080,89.880
'48:25:25.272',0.097,-,125.520,89.880
'48:25:25.280',0.032,-,123.120,89.880
'48:25:25.288',0.032,-,119.880,89.880
'48:25:25.296',0.054,-,117.480,89.880
'48:25:25.304',0.075,-,114.360,89.880
'48:25:25.312',0.011,-,111.960,89.880
'48:25:25.320',0.000,-,109.560,89.880
'48:25:25.328',-0.032,-,107.160,89.880
'48:25:25.336',-0.054,-,105.480,89.880
'48:25:25.344',-0.075,-,103.920,89.880
'48:25:25.352',-0.032,-,102.360,89.880
'48:25:25.360',-0.054,-,101.520,89.880
'48:25:25.368',-0.075,-,99.960,89.880
'48:25:25.376',-0.054,-,99.120,89.880
'48:25:25.384',-0.075,-,97.560,89.880
'48:25:25.392',-0.032,-,96.720,89.880
'48:25:25.400',-0.032,-,95.880,89.880
'48:25:25.408',0.258,-,95.160,89.880
'48:25:25.416',0.656,-,94.320,89.880
'48:25:25.424',0.731,-,93.480,89.880
'48:25:25.432',0.290,-,92.760,89.880
'48:25:25.440',0.140,-,91.080,89.880
'48:25:25.448',0.000,-,89.520,89.880
'48:25:25.456',-0.172,-,87.120,89.880
'48:25:25.464',-0.237,-,83.880,89.880
'48:25:25.472',-0.172,-,80.760,89.880
'48:25:25.480',-0.172,-,76.680,89.880
'48:25:25.488',-0.140,-,73.560,89.880
'48:25:25.496',-0.151,-,69.480,89.880
'48:25:25.504',-0.140,-,66.360,89.880
'48:25:25.512',-0.172,-,63.120,89.880
'48:25:25.520',-0.140,-,60.720,89.880
'48:25:25.528',-0.151,-,59.160,89.880
'48:25:25.536',-0.140,-,58.320,89.880
'48:25:25.544',-0.118,-,57.480,89.880
'48:25:25.552',-0.151,-,58.320,89.880
'48:25:25.560',-0.140,-,59.160,89.880
'48:25:25.568',-0.172,-,60.720,89.880
'48:25:25.576',-0.097,-,62.280,89.880
'48:25:25.584',-0.172,-,63.960,89.880
'48:25:25.592',-0.151,-,66.360,89.880
'48:25:25.600',-0.140,-,68.760,89.880
'48:25:25.608',-0.172,-,70.320,89.880
'48:25:25.616',-0.172,-,72.720,89.880
'48:25:25.624',-0.140,-,75.120,89.880
'48:25:25.632',-0.172,-,77.520,89.880
'48:25:25.640',-0.140,-,80.760,89.880
'48:25:25.648',-0.215,-,83.880,89.880
'48:25:25.656',-0.172,-,86.280,89.880
'48:25:25.664',-0.172,-,89.520,89.880
'48:25:25.672',-0.140,-,91.920,89.880
'48:25:25.680',-0.140,-,95.160,89.880
'48:25:25.688',-0.075,-,97.560,89.880
'48:25:25.696',-0.097,-,100.680,89.880
'48:25:25.704',0.000,-,103.080,89.880
'48:25:25.712',-0.011,-,104.760,89.880
'48:25:25.720',0.032,-,106.320,89.880
'48:25:25.728',0.075,-,107.160,89.880
'48:25:25.736',0.151,-,107.880,89.880
'48:25:25.744',0.118,-,107.160,89.880
'48:25:25.752',0.075,-,106.320,89.880
'48:25:25.760',0.075,-,103.920,89.880
'48:25:25.768',0.032,-,101.520,89.880
'48:25:25.776',0.075,-,98.280,89.880
'48:25:25.784',0.054,-,94.320,89.880
'48:25:25.792',0.075,-,91.080,89.880
'48:25:25.800',0.032,-,87.960,89.880
'48:25:25.808',0.032,-,85.560,89.880
'48:25:25.816',0.032,-,85.560,89.880
'48:25:25.824',0.032,-,86.280,89.880
'48:25:25.832',0.032,-,88.680,89.880
'48:25:25.840',0.032,-,91.920,89.880
'48:25:25.848',0.032,-,95.880,89.880
'48:25:25.856',0.054,-,99.960,89.880
'48:25:25.864',0.011,-,104.760,89.880
'48:25:25.872',0.054,-,109.560,89.880
'48:25:25.880',0.000,-,114.360,89.880
'48:25:25.888',0.032,-,118.320,89.880
'48:25:25.896',0.000,-,122.280,89.880
'48:25:25.904',0.032,-,125.520,89.880
'48:25:25.912',0.032,-,127.920,89.880
'48:25:25.920',0.011,-,129.480,89.880
'48:25:25.928',0.032,-,130.320,89.880
'48:25:25.936',0.054,-,131.160,89.880
'48:25:25.944',0.032,-,130.320,89.880
'48:25:25.952',0.011,-,129.480,89.880
'48:25:25.960',0.032,-,128.760,89.880
'48:25:25.968',0.075,-,126.360,89.880
'48:25:25.976',0.075,-,124.680,89.880
'48:25:25.984',0.075,-,122.280,89.880
'48:25:25.992',0.118,-,119.880,89.880
'48:25:26.000',0.075,-,117.480,89.880
'48:25:26.008',0.151,-,114.360,89.880
'48:25:26.016',0.075,-,111.960,89.880
'48:25:26.024',0.118,-,109.560,89.880
'48:25:26.032',0.075,-,107.160,89.880
'48:25:26.040',0.075,-,104.760,89.880
'48:25:26.048',0.097,-,103.080,89.880
'48:25:26.056',0.032,-,101.520,89.880
'48:25:26.064',0.000,-,99.960,89.880
'48:25:26.072',0.011,-,98.280,89.880
'48:25:26.080',-0.011,-,97.560,89.880
'48:25:26.088',0.000,-,95.880,89.880
'48:25:26.096',-0.011,-,95.160,89.880
'48:25:26.104',0.011,-,94.320,89.880
'48:25:26.112',-0.011,-,93.480,89.880
'48:25:26.120',-0.032,-,92.760,89.880
'48:25:26.128',0.011,-,91.080,89.880
'48:25:26.136',0.000,-,89.520,89.880
'48:25:26.144',0.355,-,87.120,89.880
'48:25:26.152',0.817,-,83.880,89.880
'48:25:26.160',0.935,-,80.760,89.880
'48:25:26.168',0.355,-,75.960,89.880
'48:25:26.176',0.075,-,71.880,89.880
'48:25:26.184',-0.075,-,67.920,89.880
'48:25:26.192',-0.258,-,63.960,89.880
'48:25:26.200',-0.290,-,59.880,89.880
'48:25:26.208',-0.172,-,56.760,89.880
'48:25:26.216',-0.151,-,54.360,89.880
'48:25:26.224',-0.215,-,51.960,89.880
'48:25:26.232',-0.215,-,50.280,89.880
'48:25:26.240',-0.172,-,48.720,89.880
'48:25:26.248',-0.215,-,47.880,89.880
'48:25:26.256',-0.172,-,47.880,89.880
'48:25:26.264',-0.172,-,47.880,89.880
'48:25:26.272',-0.172,-,48.720,89.880
'48:25:26.280',-0.194,-,50.280,89.880
'48:25:26.288',-0.151,-,51.960,89.880
'48:25:26.296',-0.140,-,54.360,89.880
'48:25:26.304',-0.172,-,56.760,89.880
'48:25:26.312',-0.172,-,59.160,89.880
'48:25:26.320',-0.140,-,62.280,89.880
'48:25:26.328',-0.172,-,64.680,89.880
'48:25:26.336',-0.194,-,67.920,89.880
'48:25:26.344',-0.215,-,71.160,89.880
'48:25:26.352',-0.194,-,75.120,89.880
'48:25:26.360',-0.237,-,79.080,89.880
'48:25:26.368',-0.194,-,83.160,89.880
'48:25:26.376',-0.151,-,86.280,89.880
'48:25:26.384',-0.215,-,89.520,89.880
'48:25:26.392',-0.215,-,92.760,89.880
'48:25:26.400',-0.194,-,95.880,89.880
'48:25:26.408',-0.172,-,99.120,89.880
'48:25:26.416',-0.172,-,101.520,89.880
'48:25:26.424',-0.097,-,103.080,89.880
'48:25:26.432',-0.118,-,104.760,89.880
'48:25:26.440',-0.032,-,106.320,89.880
'48:25:26.448',0.000,-,107.160,89.880
'48:25:26.456',0.032,-,107.880,89.880
'48:25:26.464',0.054,-,108.720,89.880
'48:25:26.472',0.075,-,108.720,89.880
'48:25:26.480',0.075,-,108.720,89.880
'48:25:26.488',0.097,-,108.720,89.880
'48:25:26.496',0.075,-,107.160,89.880
'48:25:26.504',0.054,-,105.480,89.880
'48:25:26.512',0.075,-,102.360,89.880
'48:25:26.520',0.054,-,99.120,89.880
'48:25:26.528',0.032,-,95.880,89.880
'48:25:26.536',0.032,-,93.480,89.880
'48:25:26.544',0.054,-,92.760,89.880
'48:25:26.552',0.032,-,92.760,89.880
'48:25:26.560',0.054,-,94.320,89.880
'48:25:26.568',0.032,-,96.720,89.880
'48:25:26.576',0.032,-,99.960,89.880
'48:25:26.584',0.054,-,103.080,89.880
'48:25:26.592',0.032,-,107.160,89.880
'48:25:26.600',0.032,-,111.960,89.880
'48:25:26.608',0.075,-,115.920,89.880
'48:25:26.616',0.032,-,119.880,89.880
'48:25:26.624',0.054,-,123.120,89.880
'48:25:26.632',0.054,-,125.520,89.880
'48:25:26.640',0.075,-,127.920,89.880
'48:25:26.648',0.054,-,129.480,89.880
'48:25:26.656',0.075,-,130.320,89.880
'48:25:26.664',0.054,-,130.320,89.880
'48:25:26.672',0.075,-,130.320,89.880
'48:25:26.680',0.054,-,129.480,89.880
'48:25:26.688',0.075,-,127.920,89.880
'48:25:26.696',0.054,-,126.360,89.880
'48:25:26.704',0.075,-,124.680,89.880
'48:25:26.712',0.097,-,123.120,89.880
'48:25:26.720',0.118,-,121.560,89.880
'48:25:26.728',0.118,-,119.160,89.880
'48:25:26.736',0.151,-,117.480,89.880
'48:25:26.744',0.151,-,115.080,89.880
'48:25:26.752',0.151,-,111.960,89.880
'48:25:26.760',0.118,-,109.560,89.880
'48:25:26.768',0.118,-,107.160,89.880
'48:25:26.776',0.140,-,105.480,89.880
'48:25:26.784',0.140,-,103.080,89.880
'48:25:26.792',0.118,-,101.520,89.880
'48:25:26.800',0.075,-,99.960,89.880
'48:25:26.808',0.032,-,99.120,89.880
'48:25:26.816',0.011,-,97.560,89.880
'48:25:26.824',0.032,-,96.720,89.880
'48:25:26.832',0.000,-,95.880,89.880
'48:25:26.840',0.032,-,94.320,89.880
'48:25:26.848',0.000,-,93.480,89.880
'48:25:26.856',0.011,-,93.480,89.880
'48:25:26.864',0.000,-,92.760,89.880
