'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'26:14:16.088',-0.240,-,-,-,-,-0.248,173.600,30.000
'26:14:16.096',-0.208,-,-,-,-,-0.296,168.000,28.000
'26:14:16.104',-0.184,-,-,-,-,-0.368,130.400,26.800
'26:14:16.112',-0.168,-,-,-,-,-0.592,101.600,26.400
'26:14:16.120',-0.152,-,-,-,-,-0.656,94.400,27.200
'26:14:16.128',-0.144,-,-,-,-,-0.280,98.400,28.800
'26:14:16.136',-0.136,-,-,-,-,-0.104,100.000,29.600
'26:14:16.144',-0.136,-,-,-,-,0.072,95.200,29.200
'26:14:16.152',-0.152,-,-,-,-,0.696,86.400,28.000
'26:14:16.160',-0.136,-,-,-,-,1.072,84.800,27.200
'26:14:16.168',-0.128,-,-,-,-,0.560,95.200,26.800
'26:14:16.176',-0.128,-,-,-,-,-0.040,108.800,26.400
'26:14:16.184',-0.112,-,-,-,-,-0.184,110.400,26.400
'26:14:16.192',-0.120,-,-,-,-,-0.216,102.400,26.800
'26:14:16.200',-0.136,-,-,-,-,-0.248,96.800,27.600
'26:14:16.208',-0.144,-,-,-,-,-0.272,95.200,28.800
'26:14:16.216',-0.128,-,-,-,-,-0.360,89.600,29.200
'26:14:16.224',-0.128,-,-,-,-,-0.400,79.200,27.200
'26:14:16.232',-0.136,-,-,-,-,-0.368,72.000,24.000
'26:14:16.240',-0.136,-,-,-,-,-0.312,69.600,21.600
'26:14:16.248',-0.144,-,-,-,-,-0.232,68.800,22.400
'26:14:16.256',-0.152,-,-,-,-,-0.152,70.400,26.000
'26:14:16.264',-0.152,-,-,-,-,-0.120,76.000,29.200
'26:14:16.272',-0.144,-,-,-,-,-0.104,83.200,29.600
'26:14:16.280',-0.136,-,-,-,-,-0.080,84.000,27.200
'26:14:16.288',-0.144,-,-,-,-,-0.072,76.800,24.000
'26:14:16.296',-0.168,-,-,-,-,-0.072,72.800,22.400
'26:14:16.304',-0.192,-,-,-,-,-0.088,74.400,22.800
'26:14:16.312',-0.200,-,-,-,-,-0.112,77.600,24.000
'26:14:16.320',-0.192,-,-,-,-,-0.120,79.200,24.800
'26:14:16.328',-0.176,-,-,-,-,-0.176,77.600,24.000
'26:14:16.336',-0.176,-,-,-,-,-0.176,72.800,22.400
'26:14:16.344',-0.176,-,-,-,-,-0.016,70.400,20.800
'26:14:16.352',-0.192,-,-,-,-,0.088,70.400,20.800
'26:14:16.360',-0.192,-,-,-,-,0.144,71.200,21.600
'26:14:16.368',-0.192,-,-,-,-,0.168,72.800,22.800
'26:14:16.376',-0.176,-,-,-,-,0.168,72.800,22.400
'26:14:16.384',-0.168,-,-,-,-,0.152,72.000,19.600
'26:14:16.392',-0.176,-,-,-,-,0.144,70.400,16.000
'26:14:16.400',-0.176,-,-,-,-,0.168,69.600,14.000
'26:14:16.408',-0.144,-,-,-,-,0.176,68.800,14.400
