'Elapsed time','II','AVL','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg','mmHg'
'5:21:09.064',-0.008,-,0.648,-,40.800,-
'5:21:09.072',0.008,-,0.672,-,40.800,-
'5:21:09.080',0.024,-,0.712,-,40.800,-
'5:21:09.088',0.024,-,0.736,-,40.000,-
'5:21:09.096',0.024,-,0.776,-,40.000,-
'5:21:09.104',0.032,-,0.800,-,40.000,-
'5:21:09.112',0.032,-,0.840,-,39.200,-
'5:21:09.120',0.048,-,0.864,-,39.200,-
'5:21:09.128',0.048,-,0.888,-,40.000,-
'5:21:09.136',0.048,-,0.912,-,40.000,-
'5:21:09.144',0.048,-,0.928,-,40.800,-
'5:21:09.152',0.048,-,0.952,-,41.600,-
'5:21:09.160',0.048,-,0.976,-,44.800,-
'5:21:09.168',0.064,-,1.016,-,48.000,-
'5:21:09.176',0.064,-,1.040,-,51.200,-
'5:21:09.184',0.072,-,1.064,-,53.600,-
'5:21:09.192',0.064,-,1.104,-,56.000,-
'5:21:09.200',0.064,-,1.128,-,57.600,-
'5:21:09.208',0.064,-,1.168,-,60.000,-
'5:21:09.216',0.072,-,1.192,-,61.600,-
'5:21:09.224',0.072,-,1.216,-,62.400,-
'5:21:09.232',0.064,-,1.256,-,64.000,-
'5:21:09.240',0.048,-,1.280,-,64.000,-
'5:21:09.248',0.024,-,1.304,-,64.800,-
'5:21:09.256',0.008,-,1.344,-,64.000,-
'5:21:09.264',-0.008,-,1.368,-,64.000,-
'5:21:09.272',-0.024,-,1.384,-,63.200,-
'5:21:09.280',-0.032,-,1.432,-,61.600,-
'5:21:09.288',-0.024,-,1.456,-,60.000,-
'5:21:09.296',-0.024,-,1.472,-,58.400,-
'5:21:09.304',-0.024,-,1.496,-,56.800,-
'5:21:09.312',-0.008,-,1.520,-,54.400,-
'5:21:09.320',-0.008,-,1.536,-,52.800,-
'5:21:09.328',-0.008,-,1.560,-,51.200,-
'5:21:09.336',-0.024,-,1.584,-,49.600,-
'5:21:09.344',-0.024,-,1.608,-,48.800,-
'5:21:09.352',-0.024,-,1.624,-,48.800,-
'5:21:09.360',-0.008,-,1.624,-,48.000,-
'5:21:09.368',-0.024,-,1.648,-,47.200,-
'5:21:09.376',-0.024,-,1.648,-,47.200,-
'5:21:09.384',-0.032,-,1.672,-,46.400,-
'5:21:09.392',-0.032,-,1.672,-,46.400,-
'5:21:09.400',-0.032,-,1.672,-,45.600,-
'5:21:09.408',-0.024,-,1.672,-,45.600,-
'5:21:09.416',-0.024,-,1.672,-,45.600,-
'5:21:09.424',-0.024,-,1.672,-,45.600,-
'5:21:09.432',-0.008,-,1.648,-,45.600,-
'5:21:09.440',0.000,-,1.648,-,45.600,-
'5:21:09.448',0.000,-,1.648,-,45.600,-
'5:21:09.456',0.000,-,1.648,-,45.600,-
'5:21:09.464',0.000,-,1.624,-,45.600,-
'5:21:09.472',0.008,-,1.624,-,45.600,-
'5:21:09.480',0.024,-,1.608,-,45.600,-
'5:21:09.488',0.048,-,1.584,-,45.600,-
'5:21:09.496',0.072,-,1.560,-,45.600,-
'5:21:09.504',0.072,-,1.536,-,45.600,-
'5:21:09.512',0.032,-,1.520,-,45.600,-
'5:21:09.520',-0.072,-,1.472,-,45.600,-
'5:21:09.528',-0.248,-,1.456,-,45.600,-
'5:21:09.536',-0.352,-,1.408,-,45.600,-
'5:21:09.544',-0.376,-,1.368,-,45.600,-
'5:21:09.552',-0.336,-,1.344,-,45.600,-
'5:21:09.560',-0.248,-,1.304,-,44.800,-
'5:21:09.568',-0.128,-,1.256,-,44.800,-
'5:21:09.576',-0.032,-,1.216,-,44.800,-
'5:21:09.584',0.008,-,1.152,-,44.800,-
'5:21:09.592',0.032,-,1.104,-,44.800,-
'5:21:09.600',0.048,-,1.064,-,44.800,-
'5:21:09.608',0.072,-,1.016,-,44.800,-
'5:21:09.616',0.072,-,0.952,-,44.800,-
'5:21:09.624',0.072,-,0.912,-,44.800,-
'5:21:09.632',0.088,-,0.864,-,44.800,-
'5:21:09.640',0.088,-,0.800,-,44.800,-
'5:21:09.648',0.088,-,0.760,-,44.800,-
'5:21:09.656',0.104,-,0.688,-,44.800,-
'5:21:09.664',0.104,-,0.648,-,45.600,-
'5:21:09.672',0.104,-,0.608,-,46.400,-
'5:21:09.680',0.112,-,0.560,-,48.000,-
'5:21:09.688',0.128,-,0.520,-,50.400,-
'5:21:09.696',0.128,-,0.472,-,54.400,-
'5:21:09.704',0.128,-,0.432,-,57.600,-
'5:21:09.712',0.128,-,0.384,-,60.000,-
'5:21:09.720',0.128,-,0.368,-,62.400,-
'5:21:09.728',0.128,-,0.344,-,64.800,-
'5:21:09.736',0.128,-,0.320,-,66.400,-
'5:21:09.744',0.128,-,0.304,-,68.800,-
'5:21:09.752',0.144,-,0.280,-,69.600,-
'5:21:09.760',0.128,-,0.256,-,71.200,-
'5:21:09.768',0.104,-,0.232,-,71.200,-
'5:21:09.776',0.088,-,0.216,-,72.000,-
'5:21:09.784',0.064,-,0.192,-,71.200,-
'5:21:09.792',0.048,-,0.192,-,71.200,-
'5:21:09.800',0.024,-,0.168,-,69.600,-
'5:21:09.808',0.024,-,0.168,-,68.800,-
'5:21:09.816',0.024,-,0.152,-,67.200,-
'5:21:09.824',0.024,-,0.152,-,65.600,-
'5:21:09.832',0.024,-,0.128,-,63.200,-
'5:21:09.840',0.032,-,0.104,-,61.600,-
'5:21:09.848',0.032,-,0.104,-,59.200,-
'5:21:09.856',0.024,-,0.080,-,57.600,-
'5:21:09.864',0.024,-,0.080,-,56.000,-
