'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'121:44:16.304',-0.075,-,-,-,115.200
'121:44:16.312',-0.050,-,-,-,122.400
'121:44:16.320',0.000,-,-,-,125.600
'121:44:16.328',0.025,-,-,-,128.000
'121:44:16.336',0.050,-,-,-,128.000
'121:44:16.344',0.075,-,-,-,127.200
'121:44:16.352',0.100,-,-,-,125.600
'121:44:16.360',0.075,-,-,-,124.800
'121:44:16.368',0.075,-,-,-,123.200
'121:44:16.376',0.100,-,-,-,120.800
'121:44:16.384',0.100,-,-,-,118.400
'121:44:16.392',0.100,-,-,-,116.000
'121:44:16.400',0.350,-,-,-,112.800
'121:44:16.408',0.800,-,-,-,110.400
'121:44:16.416',1.225,-,-,-,108.000
'121:44:16.424',1.250,-,-,-,104.000
'121:44:16.432',0.125,-,-,-,101.600
'121:44:16.440',-1.125,-,-,-,99.200
'121:44:16.448',-1.750,-,-,-,96.000
'121:44:16.456',-1.350,-,-,-,93.600
'121:44:16.464',-0.600,-,-,-,89.600
'121:44:16.472',-0.200,-,-,-,86.400
'121:44:16.480',-0.050,-,-,-,82.400
'121:44:16.488',0.000,-,-,-,80.000
'121:44:16.496',0.025,-,-,-,76.000
'121:44:16.504',0.025,-,-,-,72.800
'121:44:16.512',0.050,-,-,-,70.400
'121:44:16.520',0.050,-,-,-,68.800
'121:44:16.528',0.050,-,-,-,68.000
'121:44:16.536',0.050,-,-,-,66.400
'121:44:16.544',0.050,-,-,-,66.400
'121:44:16.552',0.050,-,-,-,66.400
'121:44:16.560',0.025,-,-,-,68.000
'121:44:16.568',0.000,-,-,-,68.000
'121:44:16.576',-0.025,-,-,-,68.000
'121:44:16.584',-0.050,-,-,-,68.800
'121:44:16.592',-0.050,-,-,-,68.800
'121:44:16.600',-0.050,-,-,-,68.800
'121:44:16.608',-0.025,-,-,-,68.800
'121:44:16.616',-0.025,-,-,-,68.800
'121:44:16.624',0.000,-,-,-,68.000
'121:44:16.632',0.000,-,-,-,68.000
'121:44:16.640',0.050,-,-,-,66.400
'121:44:16.648',0.075,-,-,-,66.400
'121:44:16.656',0.175,-,-,-,65.600
'121:44:16.664',0.200,-,-,-,65.600
'121:44:16.672',0.225,-,-,-,64.000
'121:44:16.680',0.225,-,-,-,64.000
'121:44:16.688',0.225,-,-,-,63.200
'121:44:16.696',0.200,-,-,-,63.200
'121:44:16.704',0.175,-,-,-,61.600
'121:44:16.712',0.175,-,-,-,61.600
'121:44:16.720',0.125,-,-,-,60.800
'121:44:16.728',0.075,-,-,-,60.800
'121:44:16.736',0.025,-,-,-,60.800
'121:44:16.744',0.000,-,-,-,59.200
'121:44:16.752',0.000,-,-,-,59.200
'121:44:16.760',0.000,-,-,-,58.400
'121:44:16.768',-0.025,-,-,-,58.400
'121:44:16.776',-0.025,-,-,-,56.800
'121:44:16.784',-0.025,-,-,-,56.800
'121:44:16.792',-0.025,-,-,-,56.000
'121:44:16.800',-0.025,-,-,-,54.400
'121:44:16.808',0.000,-,-,-,54.400
'121:44:16.816',0.025,-,-,-,53.600
'121:44:16.824',0.050,-,-,-,52.000
'121:44:16.832',0.075,-,-,-,52.000
'121:44:16.840',0.125,-,-,-,51.200
'121:44:16.848',0.125,-,-,-,49.600
'121:44:16.856',0.100,-,-,-,49.600
'121:44:16.864',0.075,-,-,-,48.800
'121:44:16.872',0.075,-,-,-,48.800
'121:44:16.880',0.075,-,-,-,48.800
'121:44:16.888',0.050,-,-,-,48.800
'121:44:16.896',0.025,-,-,-,47.200
'121:44:16.904',0.000,-,-,-,47.200
'121:44:16.912',-0.050,-,-,-,47.200
'121:44:16.920',-0.050,-,-,-,47.200
'121:44:16.928',-0.050,-,-,-,47.200
'121:44:16.936',-0.050,-,-,-,47.200
'121:44:16.944',-0.075,-,-,-,46.400
'121:44:16.952',-0.075,-,-,-,46.400
'121:44:16.960',-0.075,-,-,-,46.400
'121:44:16.968',-0.050,-,-,-,46.400
'121:44:16.976',-0.025,-,-,-,46.400
'121:44:16.984',0.000,-,-,-,44.800
'121:44:16.992',0.000,-,-,-,44.800
'121:44:17.000',0.025,-,-,-,44.800
'121:44:17.008',0.050,-,-,-,44.800
'121:44:17.016',0.075,-,-,-,44.800
'121:44:17.024',0.100,-,-,-,44.800
'121:44:17.032',0.275,-,-,-,44.800
'121:44:17.040',0.700,-,-,-,44.000
'121:44:17.048',1.225,-,-,-,44.000
