'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'95:48:18.840',-0.042,-,0.000,132.000
'95:48:18.848',-0.042,-,0.000,132.000
'95:48:18.856',-0.042,-,0.000,132.000
'95:48:18.864',-0.042,-,0.000,132.000
'95:48:18.872',-0.042,-,0.000,132.800
'95:48:18.880',-0.042,-,0.000,132.800
'95:48:18.888',-0.042,-,0.000,132.800
'95:48:18.896',-0.042,-,0.050,132.800
'95:48:18.904',-0.042,-,0.000,132.800
'95:48:18.912',-0.042,-,0.050,132.000
'95:48:18.920',-0.014,-,0.050,130.400
'95:48:18.928',0.000,-,0.050,129.600
'95:48:18.936',-0.014,-,0.000,128.000
'95:48:18.944',-0.014,-,0.000,127.200
'95:48:18.952',0.000,-,0.000,125.600
'95:48:18.960',-0.042,-,0.000,124.800
'95:48:18.968',-0.042,-,0.000,122.400
'95:48:18.976',-0.042,-,0.000,120.800
'95:48:18.984',-0.042,-,0.000,120.000
'95:48:18.992',-0.042,-,0.000,118.400
'95:48:19.000',-0.042,-,0.000,117.600
'95:48:19.008',-0.042,-,0.050,116.000
'95:48:19.016',-0.097,-,0.050,115.200
'95:48:19.024',0.000,-,0.150,113.600
'95:48:19.032',0.319,-,0.200,112.800
'95:48:19.040',0.764,-,-0.100,111.200
'95:48:19.048',0.875,-,-0.263,110.400
'95:48:19.056',0.319,-,-0.525,108.800
'95:48:19.064',0.139,-,-0.575,108.000
'95:48:19.072',0.042,-,-0.312,106.400
'95:48:19.080',-0.042,-,-0.150,105.600
'95:48:19.088',-0.125,-,0.000,105.600
'95:48:19.096',-0.125,-,0.000,104.000
'95:48:19.104',-0.125,-,0.000,104.000
'95:48:19.112',-0.125,-,0.050,103.200
'95:48:19.120',-0.097,-,0.000,103.200
'95:48:19.128',-0.125,-,0.050,103.200
'95:48:19.136',-0.097,-,0.000,101.600
'95:48:19.144',-0.097,-,0.000,101.600
'95:48:19.152',-0.125,-,0.000,103.200
'95:48:19.160',-0.097,-,0.000,104.000
'95:48:19.168',-0.125,-,0.000,106.400
'95:48:19.176',-0.069,-,0.000,111.200
'95:48:19.184',-0.097,-,0.000,118.400
'95:48:19.192',-0.042,-,0.000,128.000
'95:48:19.200',-0.042,-,0.000,141.600
'95:48:19.208',-0.042,-,0.050,156.000
'95:48:19.216',0.000,-,0.050,170.400
'95:48:19.224',0.000,-,0.000,185.600
'95:48:19.232',0.014,-,0.000,200.000
'95:48:19.240',0.042,-,0.000,211.200
'95:48:19.248',0.097,-,0.000,219.200
'95:48:19.256',0.125,-,0.000,223.200
'95:48:19.264',0.139,-,0.000,223.200
'95:48:19.272',0.139,-,0.000,221.600
'95:48:19.280',0.125,-,0.000,218.400
'95:48:19.288',0.097,-,0.000,214.400
'95:48:19.296',0.042,-,0.000,211.200
'95:48:19.304',0.014,-,0.000,206.400
'95:48:19.312',0.000,-,0.000,202.400
'95:48:19.320',0.000,-,0.000,199.200
'95:48:19.328',-0.014,-,0.000,195.200
'95:48:19.336',-0.042,-,0.000,192.800
'95:48:19.344',-0.042,-,0.000,189.600
'95:48:19.352',-0.042,-,0.000,184.800
'95:48:19.360',-0.042,-,0.000,180.800
'95:48:19.368',-0.042,-,0.000,176.000
'95:48:19.376',-0.042,-,0.000,170.400
'95:48:19.384',-0.042,-,0.000,164.000
'95:48:19.392',-0.042,-,0.000,156.800
'95:48:19.400',-0.069,-,0.000,149.600
'95:48:19.408',-0.097,-,0.000,144.000
'95:48:19.416',-0.069,-,0.000,137.600
'95:48:19.424',-0.042,-,0.000,132.800
'95:48:19.432',-0.042,-,0.000,129.600
'95:48:19.440',-0.042,-,0.000,127.200
'95:48:19.448',-0.042,-,0.000,125.600
'95:48:19.456',-0.042,-,0.000,125.600
'95:48:19.464',-0.042,-,0.000,125.600
'95:48:19.472',-0.042,-,0.000,127.200
'95:48:19.480',-0.042,-,0.000,127.200
'95:48:19.488',-0.042,-,0.000,128.000
'95:48:19.496',-0.042,-,0.000,129.600
'95:48:19.504',-0.042,-,0.000,129.600
'95:48:19.512',-0.042,-,0.000,129.600
'95:48:19.520',-0.042,-,0.000,129.600
'95:48:19.528',-0.042,-,0.000,128.000
'95:48:19.536',-0.042,-,0.000,127.200
'95:48:19.544',-0.042,-,0.000,125.600
'95:48:19.552',-0.042,-,0.000,124.800
'95:48:19.560',-0.014,-,0.000,123.200
'95:48:19.568',-0.042,-,0.000,120.800
'95:48:19.576',-0.042,-,0.000,120.000
'95:48:19.584',-0.042,-,0.000,118.400
'95:48:19.592',-0.069,-,0.000,116.000
'95:48:19.600',-0.097,-,0.000,115.200
'95:48:19.608',-0.069,-,0.000,112.800
'95:48:19.616',-0.069,-,0.000,111.200
'95:48:19.624',-0.069,-,0.000,110.400
'95:48:19.632',-0.097,-,0.000,108.800
'95:48:19.640',-0.069,-,0.000,108.000
'95:48:19.648',-0.125,-,0.000,108.000
'95:48:19.656',-0.069,-,0.000,106.400
'95:48:19.664',-0.069,-,0.050,106.400
'95:48:19.672',-0.125,-,0.050,105.600
'95:48:19.680',0.042,-,0.200,105.600
'95:48:19.688',0.417,-,0.200,105.600
'95:48:19.696',0.875,-,-0.100,105.600
'95:48:19.704',0.917,-,-0.362,105.600
'95:48:19.712',0.264,-,-0.675,104.000
'95:48:19.720',0.097,-,-0.675,104.000
'95:48:19.728',-0.014,-,-0.362,103.200
'95:48:19.736',-0.125,-,-0.200,103.200
'95:48:19.744',-0.167,-,-0.100,103.200
'95:48:19.752',-0.139,-,0.000,101.600
'95:48:19.760',-0.167,-,0.000,101.600
'95:48:19.768',-0.167,-,0.000,100.800
'95:48:19.776',-0.167,-,0.000,100.800
'95:48:19.784',-0.167,-,0.000,100.800
'95:48:19.792',-0.125,-,0.000,99.200
'95:48:19.800',-0.125,-,0.000,100.800
'95:48:19.808',-0.125,-,0.000,101.600
'95:48:19.816',-0.097,-,0.000,105.600
'95:48:19.824',-0.125,-,0.000,111.200
'95:48:19.832',-0.097,-,0.000,120.000
'95:48:19.840',-0.069,-,0.050,132.000
'95:48:19.848',-0.097,-,0.000,147.200
'95:48:19.856',-0.042,-,0.000,164.000
'95:48:19.864',-0.042,-,0.000,182.400
'95:48:19.872',-0.042,-,0.000,199.200
'95:48:19.880',-0.042,-,0.000,212.000
'95:48:19.888',-0.014,-,0.000,223.200
'95:48:19.896',0.000,-,0.000,228.800
'95:48:19.904',0.000,-,0.000,231.200
