'Elapsed time','II','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'48:17:39.200',-0.172,-,59.880,58.680
'48:17:39.208',-0.140,-,59.880,61.080
'48:17:39.216',-0.151,-,60.720,63.960
'48:17:39.224',-0.140,-,62.280,67.080
'48:17:39.232',-0.151,-,63.960,70.320
'48:17:39.240',-0.140,-,65.520,73.920
'48:17:39.248',-0.151,-,67.920,77.520
'48:17:39.256',-0.140,-,70.320,80.760
'48:17:39.264',-0.118,-,72.720,83.160
'48:17:39.272',-0.140,-,75.120,84.720
'48:17:39.280',-0.140,-,78.360,85.920
'48:17:39.288',-0.140,-,81.480,85.920
'48:17:39.296',-0.151,-,85.560,85.920
'48:17:39.304',-0.140,-,88.680,84.720
'48:17:39.312',-0.118,-,92.760,83.520
'48:17:39.320',-0.151,-,95.880,81.960
'48:17:39.328',-0.140,-,99.120,80.760
'48:17:39.336',-0.075,-,102.360,79.560
'48:17:39.344',-0.032,-,104.760,78.360
'48:17:39.352',-0.011,-,107.160,77.520
'48:17:39.360',0.000,-,109.560,76.320
'48:17:39.368',0.032,-,111.120,75.120
'48:17:39.376',0.075,-,112.680,73.560
'48:17:39.384',0.054,-,113.520,71.520
'48:17:39.392',0.118,-,113.520,69.480
'48:17:39.400',0.118,-,113.520,67.920
'48:17:39.408',0.097,-,111.960,66.720
'48:17:39.416',0.054,-,110.280,66.360
'48:17:39.424',0.032,-,108.720,65.880
'48:17:39.432',0.075,-,105.480,65.520
'48:17:39.440',0.075,-,102.360,64.680
'48:17:39.448',0.032,-,99.120,63.960
'48:17:39.456',0.011,-,96.720,63.120
'48:17:39.464',0.097,-,94.320,62.280
'48:17:39.472',0.075,-,93.480,61.560
'48:17:39.480',0.032,-,92.760,61.080
'48:17:39.488',0.032,-,94.320,60.720
'48:17:39.496',0.032,-,96.720,59.880
'48:17:39.504',0.000,-,99.120,59.160
'48:17:39.512',0.032,-,103.080,57.960
'48:17:39.520',0.032,-,107.160,56.760
'48:17:39.528',0.054,-,111.120,55.080
'48:17:39.536',0.032,-,114.360,53.520
'48:17:39.544',0.097,-,117.480,51.480
'48:17:39.552',0.118,-,120.720,49.920
'48:17:39.560',0.118,-,123.120,47.880
'48:17:39.568',0.140,-,124.680,46.320
'48:17:39.576',0.118,-,126.360,44.760
'48:17:39.584',0.140,-,127.080,43.560
'48:17:39.592',0.118,-,127.080,42.720
'48:17:39.600',0.075,-,126.360,41.520
