'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'121:45:30.304',0.075,-,-,-,46.400
'121:45:30.312',0.025,-,-,-,46.400
'121:45:30.320',0.000,-,-,-,46.400
'121:45:30.328',-0.050,-,-,-,46.400
'121:45:30.336',-0.075,-,-,-,46.400
'121:45:30.344',-0.075,-,-,-,46.400
'121:45:30.352',-0.050,-,-,-,46.400
'121:45:30.360',-0.050,-,-,-,46.400
'121:45:30.368',-0.075,-,-,-,46.400
'121:45:30.376',-0.075,-,-,-,46.400
'121:45:30.384',-0.050,-,-,-,44.800
'121:45:30.392',-0.050,-,-,-,44.800
'121:45:30.400',-0.025,-,-,-,44.800
'121:45:30.408',0.000,-,-,-,44.800
'121:45:30.416',0.025,-,-,-,44.800
'121:45:30.424',0.050,-,-,-,44.800
'121:45:30.432',0.075,-,-,-,44.000
'121:45:30.440',0.100,-,-,-,44.000
'121:45:30.448',0.175,-,-,-,44.000
'121:45:30.456',0.500,-,-,-,44.000
'121:45:30.464',1.025,-,-,-,42.400
'121:45:30.472',1.375,-,-,-,42.400
'121:45:30.480',1.050,-,-,-,42.400
'121:45:30.488',0.100,-,-,-,42.400
'121:45:30.496',-0.900,-,-,-,41.600
'121:45:30.504',-1.250,-,-,-,41.600
'121:45:30.512',-0.900,-,-,-,41.600
'121:45:30.520',-0.500,-,-,-,40.000
'121:45:30.528',-0.275,-,-,-,40.000
'121:45:30.536',-0.250,-,-,-,40.000
'121:45:30.544',-0.225,-,-,-,39.200
'121:45:30.552',-0.200,-,-,-,39.200
'121:45:30.560',-0.125,-,-,-,39.200
'121:45:30.568',-0.100,-,-,-,37.600
'121:45:30.576',-0.075,-,-,-,37.600
'121:45:30.584',-0.050,-,-,-,37.600
'121:45:30.592',-0.025,-,-,-,37.600
'121:45:30.600',0.000,-,-,-,37.600
'121:45:30.608',-0.025,-,-,-,39.200
'121:45:30.616',-0.025,-,-,-,39.200
'121:45:30.624',-0.025,-,-,-,40.000
'121:45:30.632',-0.025,-,-,-,42.400
'121:45:30.640',-0.075,-,-,-,46.400
'121:45:30.648',-0.125,-,-,-,52.000
'121:45:30.656',-0.200,-,-,-,60.800
'121:45:30.664',-0.225,-,-,-,68.800
'121:45:30.672',-0.250,-,-,-,78.400
'121:45:30.680',-0.250,-,-,-,88.800
'121:45:30.688',-0.250,-,-,-,98.400
'121:45:30.696',-0.250,-,-,-,108.000
'121:45:30.704',-0.200,-,-,-,116.000
'121:45:30.712',-0.125,-,-,-,122.400
'121:45:30.720',-0.075,-,-,-,127.200
'121:45:30.728',-0.025,-,-,-,128.000
'121:45:30.736',0.025,-,-,-,128.000
'121:45:30.744',0.050,-,-,-,128.000
'121:45:30.752',0.075,-,-,-,125.600
'121:45:30.760',0.125,-,-,-,124.800
'121:45:30.768',0.125,-,-,-,122.400
'121:45:30.776',0.100,-,-,-,120.000
'121:45:30.784',0.125,-,-,-,117.600
'121:45:30.792',0.125,-,-,-,115.200
'121:45:30.800',0.250,-,-,-,111.200
'121:45:30.808',0.625,-,-,-,108.800
'121:45:30.816',1.075,-,-,-,106.400
'121:45:30.824',1.200,-,-,-,104.000
'121:45:30.832',0.575,-,-,-,101.600
'121:45:30.840',-0.400,-,-,-,99.200
'121:45:30.848',-1.350,-,-,-,96.800
'121:45:30.856',-1.600,-,-,-,94.400
'121:45:30.864',-1.200,-,-,-,92.000
'121:45:30.872',-0.600,-,-,-,88.800
'121:45:30.880',-0.200,-,-,-,86.400
'121:45:30.888',-0.050,-,-,-,82.400
'121:45:30.896',-0.025,-,-,-,80.000
'121:45:30.904',0.025,-,-,-,76.000
'121:45:30.912',0.025,-,-,-,73.600
'121:45:30.920',0.050,-,-,-,72.800
'121:45:30.928',0.075,-,-,-,71.200
'121:45:30.936',0.075,-,-,-,71.200
'121:45:30.944',0.075,-,-,-,70.400
'121:45:30.952',0.050,-,-,-,71.200
'121:45:30.960',0.050,-,-,-,71.200
'121:45:30.968',0.050,-,-,-,71.200
'121:45:30.976',0.025,-,-,-,71.200
'121:45:30.984',0.000,-,-,-,71.200
'121:45:30.992',-0.050,-,-,-,71.200
'121:45:31.000',-0.050,-,-,-,71.200
'121:45:31.008',-0.050,-,-,-,71.200
'121:45:31.016',-0.025,-,-,-,70.400
'121:45:31.024',0.000,-,-,-,70.400
'121:45:31.032',0.025,-,-,-,68.800
'121:45:31.040',0.050,-,-,-,68.800
'121:45:31.048',0.100,-,-,-,68.000
'121:45:31.056',0.175,-,-,-,66.400
'121:45:31.064',0.225,-,-,-,66.400
'121:45:31.072',0.250,-,-,-,65.600
'121:45:31.080',0.275,-,-,-,65.600
'121:45:31.088',0.275,-,-,-,65.600
'121:45:31.096',0.250,-,-,-,64.000
'121:45:31.104',0.225,-,-,-,64.000
'121:45:31.112',0.200,-,-,-,64.000
'121:45:31.120',0.200,-,-,-,65.600
'121:45:31.128',0.175,-,-,-,65.600
'121:45:31.136',0.125,-,-,-,65.600
'121:45:31.144',0.075,-,-,-,65.600
'121:45:31.152',0.050,-,-,-,65.600
'121:45:31.160',0.025,-,-,-,65.600
'121:45:31.168',0.025,-,-,-,64.000
'121:45:31.176',0.000,-,-,-,63.200
'121:45:31.184',0.000,-,-,-,61.600
'121:45:31.192',0.000,-,-,-,60.800
'121:45:31.200',0.000,-,-,-,58.400
'121:45:31.208',0.000,-,-,-,56.800
'121:45:31.216',0.025,-,-,-,56.000
'121:45:31.224',0.025,-,-,-,54.400
'121:45:31.232',0.050,-,-,-,53.600
'121:45:31.240',0.075,-,-,-,52.000
'121:45:31.248',0.100,-,-,-,52.000
'121:45:31.256',0.125,-,-,-,51.200
'121:45:31.264',0.125,-,-,-,51.200
'121:45:31.272',0.100,-,-,-,49.600
'121:45:31.280',0.100,-,-,-,49.600
'121:45:31.288',0.100,-,-,-,49.600
'121:45:31.296',0.100,-,-,-,49.600
'121:45:31.304',0.050,-,-,-,49.600
'121:45:31.312',0.025,-,-,-,49.600
'121:45:31.320',0.000,-,-,-,49.600
'121:45:31.328',-0.025,-,-,-,48.800
'121:45:31.336',-0.025,-,-,-,48.800
'121:45:31.344',-0.025,-,-,-,48.800
'121:45:31.352',-0.050,-,-,-,48.800
'121:45:31.360',-0.050,-,-,-,48.800
'121:45:31.368',-0.050,-,-,-,48.800
'121:45:31.376',-0.025,-,-,-,48.800
'121:45:31.384',-0.025,-,-,-,48.800
'121:45:31.392',0.000,-,-,-,48.800
'121:45:31.400',0.025,-,-,-,48.800
'121:45:31.408',0.050,-,-,-,48.800
'121:45:31.416',0.075,-,-,-,48.800
'121:45:31.424',0.075,-,-,-,48.800
'121:45:31.432',0.100,-,-,-,47.200
'121:45:31.440',0.125,-,-,-,47.200
'121:45:31.448',0.350,-,-,-,47.200
'121:45:31.456',0.850,-,-,-,47.200
'121:45:31.464',1.375,-,-,-,46.400
'121:45:31.472',1.450,-,-,-,46.400
'121:45:31.480',0.700,-,-,-,46.400
'121:45:31.488',-0.400,-,-,-,44.800
'121:45:31.496',-1.175,-,-,-,44.800
'121:45:31.504',-1.200,-,-,-,44.800
'121:45:31.512',-0.575,-,-,-,44.000
'121:45:31.520',-0.350,-,-,-,44.000
'121:45:31.528',-0.250,-,-,-,42.400
'121:45:31.536',-0.225,-,-,-,42.400
'121:45:31.544',-0.200,-,-,-,42.400
'121:45:31.552',-0.125,-,-,-,42.400
'121:45:31.560',-0.100,-,-,-,42.400
'121:45:31.568',-0.050,-,-,-,41.600
'121:45:31.576',-0.050,-,-,-,41.600
'121:45:31.584',-0.025,-,-,-,41.600
'121:45:31.592',0.000,-,-,-,41.600
'121:45:31.600',-0.025,-,-,-,41.600
'121:45:31.608',-0.025,-,-,-,42.400
'121:45:31.616',-0.025,-,-,-,44.000
'121:45:31.624',-0.025,-,-,-,46.400
'121:45:31.632',-0.075,-,-,-,49.600
'121:45:31.640',-0.125,-,-,-,54.400
'121:45:31.648',-0.175,-,-,-,61.600
'121:45:31.656',-0.200,-,-,-,70.400
'121:45:31.664',-0.225,-,-,-,78.400
'121:45:31.672',-0.250,-,-,-,87.200
'121:45:31.680',-0.250,-,-,-,96.800
'121:45:31.688',-0.225,-,-,-,106.400
'121:45:31.696',-0.200,-,-,-,116.000
'121:45:31.704',-0.125,-,-,-,123.200
'121:45:31.712',-0.050,-,-,-,129.600
'121:45:31.720',0.000,-,-,-,132.800
'121:45:31.728',0.050,-,-,-,134.400
'121:45:31.736',0.075,-,-,-,132.800
'121:45:31.744',0.100,-,-,-,132.000
'121:45:31.752',0.125,-,-,-,130.400
'121:45:31.760',0.125,-,-,-,128.000
'121:45:31.768',0.125,-,-,-,125.600
'121:45:31.776',0.125,-,-,-,122.400
'121:45:31.784',0.175,-,-,-,120.000
'121:45:31.792',0.350,-,-,-,117.600
'121:45:31.800',0.775,-,-,-,115.200
'121:45:31.808',1.200,-,-,-,112.800
