'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'121:34:25.304',-0.025,-,-,-,64.000
'121:34:25.312',-0.050,-,-,-,72.800
'121:34:25.320',-0.075,-,-,-,81.600
'121:34:25.328',-0.100,-,-,-,92.000
'121:34:25.336',-0.100,-,-,-,104.000
'121:34:25.344',-0.075,-,-,-,115.200
'121:34:25.352',-0.075,-,-,-,124.800
'121:34:25.360',-0.050,-,-,-,132.800
'121:34:25.368',-0.025,-,-,-,140.000
'121:34:25.376',-0.025,-,-,-,144.800
'121:34:25.384',0.000,-,-,-,147.200
'121:34:25.392',0.025,-,-,-,147.200
'121:34:25.400',0.050,-,-,-,147.200
'121:34:25.408',0.075,-,-,-,146.400
'121:34:25.416',0.100,-,-,-,144.800
'121:34:25.424',0.100,-,-,-,142.400
'121:34:25.432',0.100,-,-,-,141.600
'121:34:25.440',0.100,-,-,-,140.000
'121:34:25.448',0.075,-,-,-,137.600
'121:34:25.456',0.075,-,-,-,135.200
'121:34:25.464',0.075,-,-,-,132.800
'121:34:25.472',0.175,-,-,-,130.400
'121:34:25.480',0.350,-,-,-,129.600
'121:34:25.488',0.375,-,-,-,127.200
'121:34:25.496',-0.050,-,-,-,125.600
'121:34:25.504',-0.625,-,-,-,123.200
'121:34:25.512',-1.050,-,-,-,120.800
'121:34:25.520',-1.100,-,-,-,117.600
'121:34:25.528',-0.775,-,-,-,113.600
'121:34:25.536',-0.525,-,-,-,110.400
'121:34:25.544',-0.400,-,-,-,105.600
'121:34:25.552',-0.375,-,-,-,100.800
'121:34:25.560',-0.275,-,-,-,96.800
'121:34:25.568',-0.100,-,-,-,93.600
'121:34:25.576',0.075,-,-,-,89.600
'121:34:25.584',0.200,-,-,-,87.200
'121:34:25.592',0.225,-,-,-,86.400
'121:34:25.600',0.250,-,-,-,84.800
'121:34:25.608',0.250,-,-,-,84.000
'121:34:25.616',0.225,-,-,-,84.000
'121:34:25.624',0.200,-,-,-,84.000
'121:34:25.632',0.125,-,-,-,84.000
'121:34:25.640',0.100,-,-,-,82.400
'121:34:25.648',0.075,-,-,-,82.400
'121:34:25.656',0.050,-,-,-,82.400
'121:34:25.664',0.025,-,-,-,82.400
'121:34:25.672',0.050,-,-,-,82.400
'121:34:25.680',0.050,-,-,-,81.600
'121:34:25.688',0.075,-,-,-,81.600
'121:34:25.696',0.100,-,-,-,80.000
'121:34:25.704',0.125,-,-,-,80.000
'121:34:25.712',0.200,-,-,-,80.000
'121:34:25.720',0.250,-,-,-,78.400
'121:34:25.728',0.300,-,-,-,78.400
'121:34:25.736',0.375,-,-,-,78.400
'121:34:25.744',0.400,-,-,-,78.400
'121:34:25.752',0.425,-,-,-,78.400
'121:34:25.760',0.425,-,-,-,80.000
'121:34:25.768',0.375,-,-,-,80.000
'121:34:25.776',0.350,-,-,-,81.600
'121:34:25.784',0.275,-,-,-,84.000
'121:34:25.792',0.200,-,-,-,84.800
'121:34:25.800',0.100,-,-,-,84.800
'121:34:25.808',0.050,-,-,-,84.800
'121:34:25.816',0.000,-,-,-,84.800
'121:34:25.824',-0.025,-,-,-,84.800
'121:34:25.832',-0.050,-,-,-,84.000
'121:34:25.840',-0.050,-,-,-,81.600
'121:34:25.848',-0.050,-,-,-,80.000
'121:34:25.856',-0.050,-,-,-,77.600
'121:34:25.864',-0.050,-,-,-,75.200
'121:34:25.872',-0.025,-,-,-,72.800
'121:34:25.880',0.000,-,-,-,70.400
'121:34:25.888',0.025,-,-,-,68.000
'121:34:25.896',0.050,-,-,-,66.400
'121:34:25.904',0.075,-,-,-,65.600
'121:34:25.912',0.125,-,-,-,64.000
'121:34:25.920',0.125,-,-,-,63.200
'121:34:25.928',0.125,-,-,-,61.600
'121:34:25.936',0.125,-,-,-,61.600
'121:34:25.944',0.100,-,-,-,60.800
'121:34:25.952',0.100,-,-,-,60.800
'121:34:25.960',0.050,-,-,-,60.800
'121:34:25.968',0.000,-,-,-,60.800
'121:34:25.976',-0.025,-,-,-,60.800
'121:34:25.984',-0.050,-,-,-,60.800
