'Elapsed time','II','AVL','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg','mmHg'
'5:31:27.064',0.328,-,-0.256,-,57.600,-
'5:31:27.072',0.312,-,-0.256,-,58.400,-
'5:31:27.080',0.288,-,-0.280,-,58.400,-
'5:31:27.088',0.272,-,-0.280,-,59.200,-
'5:31:27.096',0.256,-,-0.304,-,59.200,-
'5:31:27.104',0.216,-,-0.304,-,59.200,-
'5:31:27.112',0.192,-,-0.304,-,59.200,-
'5:31:27.120',0.168,-,-0.320,-,58.400,-
'5:31:27.128',0.144,-,-0.320,-,57.600,-
'5:31:27.136',0.112,-,-0.320,-,56.800,-
'5:31:27.144',0.088,-,-0.320,-,55.200,-
'5:31:27.152',0.072,-,-0.344,-,53.600,-
'5:31:27.160',0.064,-,-0.344,-,52.800,-
'5:31:27.168',0.048,-,-0.344,-,51.200,-
'5:31:27.176',0.024,-,-0.368,-,49.600,-
'5:31:27.184',0.008,-,-0.384,-,48.800,-
'5:31:27.192',0.000,-,-0.408,-,48.000,-
'5:31:27.200',-0.008,-,-0.432,-,48.000,-
'5:31:27.208',-0.024,-,-0.456,-,47.200,-
'5:31:27.216',-0.032,-,-0.472,-,46.400,-
'5:31:27.224',-0.024,-,-0.496,-,45.600,-
'5:31:27.232',0.000,-,-0.520,-,45.600,-
'5:31:27.240',0.000,-,-0.536,-,44.800,-
'5:31:27.248',0.000,-,-0.560,-,44.800,-
'5:31:27.256',0.000,-,-0.584,-,44.000,-
'5:31:27.264',-0.008,-,-0.584,-,44.000,-
'5:31:27.272',-0.008,-,-0.608,-,44.000,-
'5:31:27.280',-0.008,-,-0.608,-,43.200,-
'5:31:27.288',-0.008,-,-0.608,-,43.200,-
'5:31:27.296',-0.008,-,-0.624,-,43.200,-
'5:31:27.304',-0.024,-,-0.624,-,43.200,-
'5:31:27.312',-0.008,-,-0.624,-,43.200,-
'5:31:27.320',-0.008,-,-0.624,-,43.200,-
'5:31:27.328',-0.008,-,-0.624,-,43.200,-
'5:31:27.336',-0.008,-,-0.624,-,43.200,-
'5:31:27.344',-0.008,-,-0.624,-,42.400,-
'5:31:27.352',0.000,-,-0.648,-,42.400,-
'5:31:27.360',0.000,-,-0.648,-,42.400,-
'5:31:27.368',-0.008,-,-0.648,-,42.400,-
'5:31:27.376',-0.008,-,-0.624,-,42.400,-
'5:31:27.384',0.000,-,-0.624,-,42.400,-
'5:31:27.392',0.000,-,-0.624,-,42.400,-
'5:31:27.400',0.000,-,-0.624,-,42.400,-
'5:31:27.408',0.000,-,-0.608,-,42.400,-
'5:31:27.416',0.008,-,-0.608,-,41.600,-
'5:31:27.424',0.024,-,-0.608,-,41.600,-
'5:31:27.432',0.032,-,-0.584,-,41.600,-
'5:31:27.440',0.064,-,-0.584,-,41.600,-
'5:31:27.448',0.064,-,-0.584,-,41.600,-
'5:31:27.456',0.008,-,-0.584,-,40.800,-
'5:31:27.464',-0.152,-,-0.584,-,40.800,-
'5:31:27.472',-0.296,-,-0.584,-,40.800,-
'5:31:27.480',-0.376,-,-0.584,-,40.800,-
'5:31:27.488',-0.376,-,-0.584,-,40.800,-
'5:31:27.496',-0.328,-,-0.560,-,40.000,-
'5:31:27.504',-0.232,-,-0.560,-,40.000,-
'5:31:27.512',-0.144,-,-0.560,-,40.000,-
'5:31:27.520',-0.048,-,-0.560,-,40.000,-
'5:31:27.528',-0.008,-,-0.560,-,39.200,-
'5:31:27.536',0.008,-,-0.560,-,39.200,-
'5:31:27.544',0.032,-,-0.560,-,39.200,-
'5:31:27.552',0.048,-,-0.536,-,39.200,-
'5:31:27.560',0.048,-,-0.536,-,39.200,-
'5:31:27.568',0.048,-,-0.536,-,39.200,-
'5:31:27.576',0.064,-,-0.536,-,39.200,-
'5:31:27.584',0.064,-,-0.536,-,39.200,-
'5:31:27.592',0.064,-,-0.536,-,39.200,-
'5:31:27.600',0.064,-,-0.536,-,40.000,-
'5:31:27.608',0.064,-,-0.560,-,41.600,-
'5:31:27.616',0.064,-,-0.560,-,44.800,-
'5:31:27.624',0.072,-,-0.560,-,48.800,-
'5:31:27.632',0.072,-,-0.560,-,53.600,-
'5:31:27.640',0.072,-,-0.560,-,57.600,-
'5:31:27.648',0.072,-,-0.560,-,60.800,-
'5:31:27.656',0.072,-,-0.560,-,63.200,-
'5:31:27.664',0.072,-,-0.560,-,65.600,-
'5:31:27.672',0.088,-,-0.536,-,68.000,-
'5:31:27.680',0.088,-,-0.536,-,69.600,-
'5:31:27.688',0.088,-,-0.536,-,72.000,-
'5:31:27.696',0.072,-,-0.536,-,73.600,-
'5:31:27.704',0.064,-,-0.520,-,74.400,-
'5:31:27.712',0.048,-,-0.520,-,75.200,-
'5:31:27.720',0.032,-,-0.520,-,75.200,-
'5:31:27.728',0.024,-,-0.520,-,75.200,-
'5:31:27.736',0.000,-,-0.520,-,74.400,-
'5:31:27.744',0.000,-,-0.520,-,72.800,-
'5:31:27.752',0.000,-,-0.520,-,72.000,-
'5:31:27.760',0.000,-,-0.520,-,70.400,-
'5:31:27.768',0.000,-,-0.520,-,68.000,-
'5:31:27.776',0.000,-,-0.520,-,66.400,-
'5:31:27.784',0.000,-,-0.520,-,64.000,-
'5:31:27.792',0.000,-,-0.536,-,61.600,-
'5:31:27.800',0.000,-,-0.536,-,59.200,-
'5:31:27.808',0.000,-,-0.536,-,57.600,-
'5:31:27.816',0.000,-,-0.560,-,56.000,-
'5:31:27.824',0.000,-,-0.584,-,54.400,-
'5:31:27.832',0.000,-,-0.584,-,53.600,-
'5:31:27.840',-0.008,-,-0.608,-,52.800,-
'5:31:27.848',-0.008,-,-0.608,-,52.000,-
'5:31:27.856',-0.008,-,-0.624,-,51.200,-
'5:31:27.864',-0.008,-,-0.648,-,50.400,-
'5:31:27.872',-0.008,-,-0.672,-,50.400,-
'5:31:27.880',0.000,-,-0.672,-,49.600,-
'5:31:27.888',0.000,-,-0.688,-,49.600,-
'5:31:27.896',0.000,-,-0.712,-,48.800,-
'5:31:27.904',0.000,-,-0.712,-,48.800,-
'5:31:27.912',0.000,-,-0.736,-,48.000,-
'5:31:27.920',0.000,-,-0.760,-,48.000,-
'5:31:27.928',0.000,-,-0.760,-,48.000,-
'5:31:27.936',0.008,-,-0.776,-,48.000,-
'5:31:27.944',0.008,-,-0.776,-,47.200,-
'5:31:27.952',0.024,-,-0.800,-,47.200,-
'5:31:27.960',0.048,-,-0.824,-,47.200,-
'5:31:27.968',0.064,-,-0.824,-,47.200,-
'5:31:27.976',0.048,-,-0.840,-,47.200,-
'5:31:27.984',-0.024,-,-0.864,-,46.400,-
'5:31:27.992',-0.184,-,-0.888,-,46.400,-
'5:31:28.000',-0.312,-,-0.912,-,46.400,-
'5:31:28.008',-0.368,-,-0.912,-,46.400,-
'5:31:28.016',-0.336,-,-0.928,-,46.400,-
'5:31:28.024',-0.288,-,-0.952,-,46.400,-
'5:31:28.032',-0.208,-,-0.976,-,45.600,-
'5:31:28.040',-0.128,-,-0.976,-,45.600,-
'5:31:28.048',-0.048,-,-1.000,-,45.600,-
'5:31:28.056',-0.008,-,-1.000,-,44.800,-
'5:31:28.064',0.008,-,-1.016,-,44.800,-
'5:31:28.072',0.032,-,-1.016,-,44.800,-
'5:31:28.080',0.048,-,-1.040,-,44.000,-
'5:31:28.088',0.048,-,-1.040,-,44.000,-
'5:31:28.096',0.048,-,-1.064,-,44.000,-
'5:31:28.104',0.064,-,-1.064,-,43.200,-
'5:31:28.112',0.064,-,-1.064,-,43.200,-
'5:31:28.120',0.064,-,-1.080,-,43.200,-
'5:31:28.128',0.064,-,-1.080,-,43.200,-
'5:31:28.136',0.064,-,-1.080,-,43.200,-
'5:31:28.144',0.072,-,-1.080,-,44.000,-
'5:31:28.152',0.072,-,-1.104,-,44.800,-
'5:31:28.160',0.072,-,-1.104,-,46.400,-
'5:31:28.168',0.088,-,-1.104,-,48.800,-
'5:31:28.176',0.088,-,-1.128,-,52.000,-
'5:31:28.184',0.088,-,-1.128,-,55.200,-
