'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'27:29:43.480',-,-,-,-,-
'27:29:43.488',-,-,-,-,-
'27:29:43.496',-,-,-,-,-
'27:29:43.504',-,-,-,-,-
'27:29:43.512',-,-,-,-,-
'27:29:43.520',-,-,-,-,-
'27:29:43.528',-,-,-,-,-
'27:29:43.536',-,-,-,-,-
'27:29:43.544',-,-,-,-,-
'27:29:43.552',-,-,-,-,-
'27:29:43.560',-,-,-,-,-
'27:29:43.568',-,-,-,-,-
'27:29:43.576',-,-,-,-,-
'27:29:43.584',-,-,-,-,-
'27:29:43.592',-,-,-,-,-
'27:29:43.600',-,-,-,-,-
'27:29:43.608',-,-,-,-,-
'27:29:43.616',-,-,-,-,-
'27:29:43.624',-,-,-,-,-
'27:29:43.632',-,-,-,-,-
'27:29:43.640',-,-,-,-,-
'27:29:43.648',-,-,-,-,-
'27:29:43.656',-,-,-,-,-
'27:29:43.664',-,-,-,-,-
'27:29:43.672',-,-,-,-,-
'27:29:43.680',-,-,-,-,-
'27:29:43.688',-,-,-,-,-
'27:29:43.696',-,-,-,-,-
'27:29:43.704',-,-,-,-,-
'27:29:43.712',-,-,-,-,-
'27:29:43.720',-,-,-,-,-
'27:29:43.728',-,-,-,-,-
'27:29:43.736',-,-,-,-,-
'27:29:43.744',-,-,-,-,-
'27:29:43.752',-,-,-,-,-
'27:29:43.760',-,-,-,-,-
'27:29:43.768',-,-,-,-,-
'27:29:43.776',-,-,-,-,-
'27:29:43.784',-,-,-,-,-
'27:29:43.792',-,-,-,-,-
'27:29:43.800',-,-,-,-,-
'27:29:43.808',-,-,-,-,-
'27:29:43.816',-,-,-,-,-
'27:29:43.824',-,-,-,-,-
'27:29:43.832',-,-,-,-,-
'27:29:43.840',-,-,-,-,-
'27:29:43.848',-,-,-,-,-
'27:29:43.856',-,-,-,-,-
'27:29:43.864',-,-,-,-,-
'27:29:43.872',-,-,-,-,-
'27:29:43.880',-,-,-,-,-
'27:29:43.888',-,-,-,-,-
'27:29:43.896',-,-,-,-,-
'27:29:43.904',-,-,-,-,-
'27:29:43.912',-,-,-,-,-
'27:29:43.920',-,-,-,-,-
'27:29:43.928',-,-,-,-,-
'27:29:43.936',-,-,-,-,-
'27:29:43.944',-,-,-,-,-
'27:29:43.952',-,-,-,-,-
'27:29:43.960',-,-,-,-,-
'27:29:43.968',-,-,-,-,-
'27:29:43.976',-,-,-,-,-
'27:29:43.984',-,-,-,-,-
'27:29:43.992',-,-,-,-,-
'27:29:44.000',-,-,-,-,-
'27:29:44.008',-,-,-,-,-
'27:29:44.016',-,-,-,-,-
'27:29:44.024',-,-,-,-,-
'27:29:44.032',-,-,-,-,-
'27:29:44.040',-,-,-,-,-
'27:29:44.048',-,-,-,-,-
'27:29:44.056',-,-,-,-,-
'27:29:44.064',-,-,-,-,-
'27:29:44.072',-,-,-,-,-
'27:29:44.080',-,-,-,-,-
'27:29:44.088',-,-,-,-,-
'27:29:44.096',-,-,-,-,-
'27:29:44.104',-,-,-,-,-
'27:29:44.112',-,-,-,-,-
'27:29:44.120',-,-,-,-,-
'27:29:44.128',-,-,-,-,-
'27:29:44.136',-,-,-,-,-
'27:29:44.144',-,-,-,-,-
'27:29:44.152',-,-,-,-,-
'27:29:44.160',-,-,-,-,-
'27:29:44.168',-,-,-,-,-
'27:29:44.176',-,-,-,-,-
'27:29:44.184',-,-,-,-,-
'27:29:44.192',-,-,-,-,-
'27:29:44.200',-,-,-,-,-
'27:29:44.208',-,-,-,-,-
'27:29:44.216',-,-,-,-,-
'27:29:44.224',-,-,-,-,-
'27:29:44.232',-,-,-,-,-
'27:29:44.240',-,-,-,-,-
'27:29:44.248',-,-,-,-,-
'27:29:44.256',-,-,-,-,-
'27:29:44.264',-,-,-,-,-
'27:29:44.272',-,-,-,-,-
'27:29:44.280',-,-,-,-,-
'27:29:44.288',-,-,-,-,-
'27:29:44.296',-,-,-,-,-
'27:29:44.304',-,-,-,-,-
'27:29:44.312',-,-,-,-,-
'27:29:44.320',-,-,-,-,-
'27:29:44.328',-,-,-,-,-
'27:29:44.336',-,-,-,-,-
'27:29:44.344',-,-,-,-,-
'27:29:44.352',-,-,-,-,-
'27:29:44.360',-,-,-,-,-
'27:29:44.368',-,-,-,-,-
'27:29:44.376',-,-,-,-,-
'27:29:44.384',-,-,-,-,-
'27:29:44.392',-,-,-,-,-
'27:29:44.400',-,-,-,-,-
'27:29:44.408',-,-,-,-,-
'27:29:44.416',-,-,-,-,-
'27:29:44.424',-,-,-,-,-
'27:29:44.432',-,-,-,-,-
'27:29:44.440',-,-,-,-,-
'27:29:44.448',-,-,-,-,-
