'Elapsed time','II','AVR','AVL','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'44:45:46.200',-0.009,-,-,0.000,-,-,-
'44:45:46.208',0.000,-,-,0.009,-,-,-
'44:45:46.216',-0.009,-,-,0.000,-,-,-
'44:45:46.224',-0.009,-,-,-0.019,-,-,-
'44:45:46.232',-0.009,-,-,-0.028,-,-,-
'44:45:46.240',0.000,-,-,0.000,-,-,-
'44:45:46.248',0.000,-,-,0.000,-,-,-
'44:45:46.256',0.000,-,-,0.009,-,-,-
'44:45:46.264',0.028,-,-,0.000,-,-,-
'44:45:46.272',0.123,-,-,0.066,-,-,-
'44:45:46.280',0.274,-,-,0.198,-,-,-
'44:45:46.288',0.434,-,-,0.349,-,-,-
'44:45:46.296',0.566,-,-,0.528,-,-,-
'44:45:46.304',0.623,-,-,0.509,-,-,-
'44:45:46.312',0.632,-,-,0.557,-,-,-
'44:45:46.320',0.519,-,-,0.566,-,-,-
'44:45:46.328',0.311,-,-,0.292,-,-,-
'44:45:46.336',0.142,-,-,0.113,-,-,-
'44:45:46.344',0.000,-,-,0.019,-,-,-
'44:45:46.352',-0.123,-,-,-0.123,-,-,-
'44:45:46.360',-0.179,-,-,-0.198,-,-,-
'44:45:46.368',-0.179,-,-,-0.179,-,-,-
'44:45:46.376',-0.142,-,-,-0.142,-,-,-
'44:45:46.384',-0.113,-,-,-0.104,-,-,-
'44:45:46.392',-0.075,-,-,-0.038,-,-,-
'44:45:46.400',-0.057,-,-,-0.028,-,-,-
'44:45:46.408',-0.057,-,-,-0.038,-,-,-
'44:45:46.416',-0.047,-,-,-0.019,-,-,-
'44:45:46.424',-0.047,-,-,-0.019,-,-,-
'44:45:46.432',-0.047,-,-,-0.009,-,-,-
'44:45:46.440',-0.028,-,-,-0.019,-,-,-
'44:45:46.448',-0.028,-,-,0.000,-,-,-
'44:45:46.456',-0.028,-,-,-0.009,-,-,-
'44:45:46.464',-0.028,-,-,0.000,-,-,-
'44:45:46.472',-0.047,-,-,-0.009,-,-,-
'44:45:46.480',-0.047,-,-,-0.019,-,-,-
'44:45:46.488',-0.057,-,-,-0.019,-,-,-
'44:45:46.496',-0.057,-,-,-0.038,-,-,-
'44:45:46.504',-0.057,-,-,-0.028,-,-,-
'44:45:46.512',-0.075,-,-,-0.019,-,-,-
'44:45:46.520',-0.094,-,-,-0.085,-,-,-
'44:45:46.528',-0.057,-,-,-0.047,-,-,-
'44:45:46.536',-0.057,-,-,-0.028,-,-,-
'44:45:46.544',-0.047,-,-,-0.038,-,-,-
'44:45:46.552',-0.028,-,-,-0.038,-,-,-
'44:45:46.560',0.000,-,-,-0.009,-,-,-
'44:45:46.568',0.028,-,-,0.019,-,-,-
'44:45:46.576',0.075,-,-,0.057,-,-,-
'44:45:46.584',0.113,-,-,0.094,-,-,-
'44:45:46.592',0.113,-,-,0.104,-,-,-
'44:45:46.600',0.113,-,-,0.113,-,-,-
'44:45:46.608',0.113,-,-,0.085,-,-,-
'44:45:46.616',0.094,-,-,0.104,-,-,-
'44:45:46.624',0.057,-,-,0.066,-,-,-
'44:45:46.632',0.047,-,-,0.047,-,-,-
'44:45:46.640',0.028,-,-,0.047,-,-,-
'44:45:46.648',0.028,-,-,0.038,-,-,-
'44:45:46.656',0.028,-,-,0.028,-,-,-
'44:45:46.664',0.047,-,-,0.047,-,-,-
'44:45:46.672',0.057,-,-,0.057,-,-,-
'44:45:46.680',0.057,-,-,0.085,-,-,-
'44:45:46.688',0.057,-,-,0.066,-,-,-
'44:45:46.696',0.057,-,-,0.057,-,-,-
'44:45:46.704',0.075,-,-,0.066,-,-,-
'44:45:46.712',0.075,-,-,0.085,-,-,-
'44:45:46.720',0.057,-,-,0.057,-,-,-
'44:45:46.728',0.057,-,-,0.047,-,-,-
'44:45:46.736',0.057,-,-,0.057,-,-,-
'44:45:46.744',0.047,-,-,0.047,-,-,-
'44:45:46.752',0.028,-,-,0.038,-,-,-
'44:45:46.760',0.009,-,-,0.000,-,-,-
'44:45:46.768',0.000,-,-,0.000,-,-,-
'44:45:46.776',0.000,-,-,0.009,-,-,-
'44:45:46.784',0.000,-,-,0.000,-,-,-
'44:45:46.792',0.000,-,-,0.009,-,-,-
'44:45:46.800',0.000,-,-,0.000,-,-,-
'44:45:46.808',0.000,-,-,0.009,-,-,-
'44:45:46.816',0.000,-,-,0.000,-,-,-
'44:45:46.824',0.000,-,-,-0.019,-,-,-
'44:45:46.832',0.000,-,-,-0.009,-,-,-
'44:45:46.840',0.000,-,-,0.000,-,-,-
'44:45:46.848',0.009,-,-,0.009,-,-,-
'44:45:46.856',0.075,-,-,0.019,-,-,-
'44:45:46.864',0.189,-,-,0.123,-,-,-
'44:45:46.872',0.340,-,-,0.217,-,-,-
'44:45:46.880',0.453,-,-,0.377,-,-,-
'44:45:46.888',0.500,-,-,0.434,-,-,-
'44:45:46.896',0.519,-,-,0.368,-,-,-
'44:45:46.904',0.472,-,-,0.406,-,-,-
'44:45:46.912',0.292,-,-,0.255,-,-,-
'44:45:46.920',0.113,-,-,0.047,-,-,-
'44:45:46.928',-0.028,-,-,-0.028,-,-,-
'44:45:46.936',-0.160,-,-,-0.151,-,-,-
'44:45:46.944',-0.255,-,-,-0.255,-,-,-
'44:45:46.952',-0.255,-,-,-0.302,-,-,-
'44:45:46.960',-0.189,-,-,-0.208,-,-,-
'44:45:46.968',-0.142,-,-,-0.142,-,-,-
'44:45:46.976',-0.075,-,-,-0.066,-,-,-
'44:45:46.984',-0.057,-,-,-0.028,-,-,-
'44:45:46.992',-0.047,-,-,-0.019,-,-,-
'44:45:47.000',-0.047,-,-,-0.019,-,-,-
'44:45:47.008',-0.047,-,-,-0.009,-,-,-
'44:45:47.016',-0.047,-,-,0.000,-,-,-
'44:45:47.024',-0.028,-,-,-0.009,-,-,-
'44:45:47.032',-0.028,-,-,0.000,-,-,-
'44:45:47.040',-0.028,-,-,0.000,-,-,-
'44:45:47.048',-0.028,-,-,0.000,-,-,-
'44:45:47.056',-0.047,-,-,-0.009,-,-,-
'44:45:47.064',-0.047,-,-,-0.019,-,-,-
'44:45:47.072',-0.057,-,-,-0.009,-,-,-
'44:45:47.080',-0.057,-,-,-0.019,-,-,-
'44:45:47.088',-0.057,-,-,-0.028,-,-,-
'44:45:47.096',-0.075,-,-,-0.019,-,-,-
'44:45:47.104',-0.075,-,-,-0.047,-,-,-
'44:45:47.112',-0.057,-,-,-0.047,-,-,-
'44:45:47.120',-0.057,-,-,-0.019,-,-,-
'44:45:47.128',-0.047,-,-,-0.038,-,-,-
'44:45:47.136',-0.028,-,-,-0.019,-,-,-
'44:45:47.144',0.000,-,-,0.000,-,-,-
'44:45:47.152',0.028,-,-,0.028,-,-,-
'44:45:47.160',0.075,-,-,0.057,-,-,-
'44:45:47.168',0.094,-,-,0.085,-,-,-
'44:45:47.176',0.113,-,-,0.104,-,-,-
'44:45:47.184',0.113,-,-,0.094,-,-,-
'44:45:47.192',0.113,-,-,0.113,-,-,-
'44:45:47.200',0.113,-,-,0.094,-,-,-
'44:45:47.208',0.094,-,-,0.085,-,-,-
'44:45:47.216',0.075,-,-,0.085,-,-,-
'44:45:47.224',0.057,-,-,0.085,-,-,-
'44:45:47.232',0.057,-,-,0.047,-,-,-
'44:45:47.240',0.075,-,-,0.057,-,-,-
'44:45:47.248',0.075,-,-,0.085,-,-,-
'44:45:47.256',0.075,-,-,0.085,-,-,-
'44:45:47.264',0.075,-,-,0.085,-,-,-
'44:45:47.272',0.075,-,-,0.066,-,-,-
'44:45:47.280',0.094,-,-,0.085,-,-,-
'44:45:47.288',0.094,-,-,0.104,-,-,-
'44:45:47.296',0.075,-,-,0.085,-,-,-
'44:45:47.304',0.075,-,-,0.066,-,-,-
'44:45:47.312',0.057,-,-,0.085,-,-,-
'44:45:47.320',0.047,-,-,0.047,-,-,-
'44:45:47.328',0.009,-,-,0.038,-,-,-
'44:45:47.336',0.000,-,-,0.000,-,-,-
'44:45:47.344',0.000,-,-,-0.009,-,-,-
'44:45:47.352',0.000,-,-,0.009,-,-,-
'44:45:47.360',0.000,-,-,-0.009,-,-,-
'44:45:47.368',0.000,-,-,0.000,-,-,-
'44:45:47.376',0.000,-,-,-0.009,-,-,-
'44:45:47.384',0.000,-,-,0.009,-,-,-
'44:45:47.392',-0.009,-,-,0.000,-,-,-
'44:45:47.400',-0.009,-,-,-0.038,-,-,-
'44:45:47.408',0.000,-,-,-0.019,-,-,-
'44:45:47.416',0.000,-,-,0.000,-,-,-
'44:45:47.424',0.009,-,-,0.009,-,-,-
'44:45:47.432',0.057,-,-,0.019,-,-,-
'44:45:47.440',0.142,-,-,0.085,-,-,-
'44:45:47.448',0.274,-,-,0.179,-,-,-
'44:45:47.456',0.406,-,-,0.311,-,-,-
'44:45:47.464',0.453,-,-,0.377,-,-,-
'44:45:47.472',0.491,-,-,0.311,-,-,-
'44:45:47.480',0.434,-,-,0.368,-,-,-
'44:45:47.488',0.274,-,-,0.236,-,-,-
'44:45:47.496',0.075,-,-,0.019,-,-,-
'44:45:47.504',-0.057,-,-,-0.066,-,-,-
'44:45:47.512',-0.189,-,-,-0.189,-,-,-
'44:45:47.520',-0.292,-,-,-0.292,-,-,-
'44:45:47.528',-0.311,-,-,-0.340,-,-,-
'44:45:47.536',-0.226,-,-,-0.255,-,-,-
'44:45:47.544',-0.179,-,-,-0.189,-,-,-
'44:45:47.552',-0.113,-,-,-0.094,-,-,-
'44:45:47.560',-0.094,-,-,-0.057,-,-,-
'44:45:47.568',-0.075,-,-,-0.066,-,-,-
'44:45:47.576',-0.075,-,-,-0.047,-,-,-
'44:45:47.584',-0.075,-,-,-0.028,-,-,-
'44:45:47.592',-0.075,-,-,-0.047,-,-,-
'44:45:47.600',-0.057,-,-,-0.038,-,-,-
'44:45:47.608',-0.047,-,-,-0.019,-,-,-
'44:45:47.616',-0.047,-,-,-0.009,-,-,-
'44:45:47.624',-0.047,-,-,-0.019,-,-,-
'44:45:47.632',-0.057,-,-,-0.019,-,-,-
