'Elapsed time','II','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'48:07:54.200',-0.075,-,117.480,73.560
'48:07:54.208',-0.097,-,119.880,71.520
'48:07:54.216',0.032,-,123.120,69.960
'48:07:54.224',-0.032,-,126.360,68.280
'48:07:54.232',0.118,-,129.480,67.080
'48:07:54.240',0.054,-,132.720,66.360
'48:07:54.248',0.151,-,135.120,65.880
'48:07:54.256',0.011,-,137.520,65.520
'48:07:54.264',0.000,-,139.080,65.520
'48:07:54.272',-0.032,-,140.760,64.680
'48:07:54.280',0.151,-,142.320,64.320
'48:07:54.288',0.172,-,143.880,63.480
'48:07:54.296',0.000,-,144.720,63.480
'48:07:54.304',-0.032,-,145.560,63.480
'48:07:54.312',0.032,-,146.280,63.480
'48:07:54.320',-0.011,-,146.280,64.320
'48:07:54.328',-0.032,-,146.280,64.680
'48:07:54.336',0.215,-,146.280,65.160
'48:07:54.344',0.032,-,144.720,65.520
'48:07:54.352',-0.011,-,143.160,65.880
'48:07:54.360',-0.097,-,140.760,66.360
'48:07:54.368',0.011,-,139.080,66.360
'48:07:54.376',0.258,-,135.960,65.880
'48:07:54.384',0.376,-,133.560,65.880
'48:07:54.392',0.473,-,130.320,65.520
'48:07:54.400',0.516,-,127.920,65.160
'48:07:54.408',0.075,-,124.680,65.160
'48:07:54.416',-0.097,-,122.280,65.160
'48:07:54.424',-0.172,-,119.160,65.160
'48:07:54.432',-0.140,-,116.760,65.520
'48:07:54.440',-0.355,-,114.360,65.880
'48:07:54.448',-0.054,-,114.360,67.080
'48:07:54.456',-0.194,-,115.080,69.480
'48:07:54.464',-0.097,-,116.760,72.720
'48:07:54.472',-0.118,-,118.320,77.160
'48:07:54.480',0.032,-,118.320,81.480
'48:07:54.488',0.000,-,117.480,84.720
'48:07:54.496',0.054,-,115.920,87.480
'48:07:54.504',-0.172,-,114.360,89.520
'48:07:54.512',-0.097,-,113.520,89.880
'48:07:54.520',0.032,-,112.680,89.880
'48:07:54.528',0.032,-,111.120,89.880
'48:07:54.536',0.054,-,110.280,89.880
'48:07:54.544',-0.054,-,110.280,89.880
'48:07:54.552',-0.097,-,112.680,89.880
'48:07:54.560',0.054,-,115.920,89.880
'48:07:54.568',-0.140,-,118.320,89.880
'48:07:54.576',0.054,-,120.720,89.880
'48:07:54.584',0.097,-,122.280,89.880
'48:07:54.592',-0.075,-,123.960,89.880
'48:07:54.600',0.000,-,126.360,89.880
'48:07:54.608',0.011,-,128.760,89.880
'48:07:54.616',-0.097,-,131.160,89.880
'48:07:54.624',-0.194,-,131.880,89.880
'48:07:54.632',0.000,-,133.560,89.880
'48:07:54.640',0.011,-,134.280,89.880
'48:07:54.648',0.118,-,135.960,87.120
'48:07:54.656',0.054,-,138.360,83.520
'48:07:54.664',0.011,-,139.920,81.480
'48:07:54.672',0.054,-,141.480,80.280
'48:07:54.680',0.151,-,141.480,79.560
'48:07:54.688',0.172,-,140.760,78.360
'48:07:54.696',0.075,-,138.360,76.680
'48:07:54.704',0.140,-,135.960,74.760
'48:07:54.712',0.237,-,133.560,72.360
'48:07:54.720',0.118,-,129.480,70.320
'48:07:54.728',0.075,-,124.680,67.920
'48:07:54.736',0.118,-,120.720,65.880
'48:07:54.744',0.075,-,115.920,64.680
'48:07:54.752',0.000,-,111.120,63.120
'48:07:54.760',0.000,-,107.160,62.280
'48:07:54.768',0.032,-,104.760,61.560
'48:07:54.776',0.000,-,102.360,61.080
'48:07:54.784',0.140,-,99.960,61.080
'48:07:54.792',0.054,-,98.280,61.920
'48:07:54.800',0.075,-,99.120,62.280
