'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'122:15:22.304',-0.050,-,-,-,78.400
'122:15:22.312',-0.100,-,-,-,87.200
'122:15:22.320',-0.175,-,-,-,96.800
'122:15:22.328',-0.200,-,-,-,108.000
'122:15:22.336',-0.225,-,-,-,117.600
'122:15:22.344',-0.250,-,-,-,125.600
'122:15:22.352',-0.250,-,-,-,134.400
'122:15:22.360',-0.225,-,-,-,141.600
'122:15:22.368',-0.175,-,-,-,147.200
'122:15:22.376',-0.075,-,-,-,152.000
'122:15:22.384',-0.050,-,-,-,153.600
'122:15:22.392',0.000,-,-,-,154.400
'122:15:22.400',0.050,-,-,-,153.600
'122:15:22.408',0.075,-,-,-,151.200
'122:15:22.416',0.100,-,-,-,148.800
'122:15:22.424',0.125,-,-,-,146.400
'122:15:22.432',0.125,-,-,-,144.000
'122:15:22.440',0.125,-,-,-,141.600
'122:15:22.448',0.175,-,-,-,139.200
'122:15:22.456',0.300,-,-,-,137.600
'122:15:22.464',0.675,-,-,-,135.200
'122:15:22.472',1.200,-,-,-,132.800
'122:15:22.480',1.350,-,-,-,132.000
'122:15:22.488',0.775,-,-,-,129.600
'122:15:22.496',-0.275,-,-,-,128.000
'122:15:22.504',-1.200,-,-,-,125.600
'122:15:22.512',-1.425,-,-,-,123.200
'122:15:22.520',-1.100,-,-,-,120.000
'122:15:22.528',-0.775,-,-,-,115.200
'122:15:22.536',-0.675,-,-,-,110.400
'122:15:22.544',-0.625,-,-,-,105.600
'122:15:22.552',-0.575,-,-,-,100.800
'122:15:22.560',-0.375,-,-,-,96.800
'122:15:22.568',-0.100,-,-,-,94.400
'122:15:22.576',0.050,-,-,-,93.600
'122:15:22.584',0.075,-,-,-,92.000
'122:15:22.592',0.100,-,-,-,91.200
'122:15:22.600',0.125,-,-,-,91.200
'122:15:22.608',0.125,-,-,-,89.600
'122:15:22.616',0.125,-,-,-,89.600
'122:15:22.624',0.125,-,-,-,89.600
'122:15:22.632',0.125,-,-,-,89.600
'122:15:22.640',0.125,-,-,-,88.800
'122:15:22.648',0.075,-,-,-,88.800
'122:15:22.656',0.075,-,-,-,87.200
'122:15:22.664',0.075,-,-,-,87.200
'122:15:22.672',0.075,-,-,-,86.400
'122:15:22.680',0.100,-,-,-,84.800
'122:15:22.688',0.175,-,-,-,84.000
'122:15:22.696',0.225,-,-,-,84.000
'122:15:22.704',0.275,-,-,-,82.400
'122:15:22.712',0.350,-,-,-,81.600
'122:15:22.720',0.400,-,-,-,80.000
'122:15:22.728',0.450,-,-,-,80.000
'122:15:22.736',0.450,-,-,-,80.000
'122:15:22.744',0.450,-,-,-,80.000
'122:15:22.752',0.425,-,-,-,78.400
'122:15:22.760',0.375,-,-,-,78.400
'122:15:22.768',0.350,-,-,-,77.600
'122:15:22.776',0.275,-,-,-,76.000
