'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'27:22:50.480',-,-,-,-,-
'27:22:50.488',-,-,-,-,-
'27:22:50.496',-,-,-,-,-
'27:22:50.504',-,-,-,-,-
'27:22:50.512',-,-,-,-,-
'27:22:50.520',-,-,-,-,-
'27:22:50.528',-,-,-,-,-
'27:22:50.536',-,-,-,-,-
'27:22:50.544',-,-,-,-,-
'27:22:50.552',-,-,-,-,-
'27:22:50.560',-,-,-,-,-
'27:22:50.568',-,-,-,-,-
'27:22:50.576',-,-,-,-,-
'27:22:50.584',-,-,-,-,-
'27:22:50.592',-,-,-,-,-
'27:22:50.600',-,-,-,-,-
'27:22:50.608',-,-,-,-,-
'27:22:50.616',-,-,-,-,-
'27:22:50.624',-,-,-,-,-
'27:22:50.632',-,-,-,-,-
'27:22:50.640',-,-,-,-,-
'27:22:50.648',-,-,-,-,-
'27:22:50.656',-,-,-,-,-
'27:22:50.664',-,-,-,-,-
'27:22:50.672',-,-,-,-,-
'27:22:50.680',-,-,-,-,-
'27:22:50.688',-,-,-,-,-
'27:22:50.696',-,-,-,-,-
'27:22:50.704',-,-,-,-,-
'27:22:50.712',-,-,-,-,-
'27:22:50.720',-,-,-,-,-
'27:22:50.728',-,-,-,-,-
'27:22:50.736',-,-,-,-,-
'27:22:50.744',-,-,-,-,-
'27:22:50.752',-,-,-,-,-
'27:22:50.760',-,-,-,-,-
'27:22:50.768',-,-,-,-,-
'27:22:50.776',-,-,-,-,-
'27:22:50.784',-,-,-,-,-
'27:22:50.792',-,-,-,-,-
'27:22:50.800',-,-,-,-,-
'27:22:50.808',-,-,-,-,-
'27:22:50.816',-,-,-,-,-
'27:22:50.824',-,-,-,-,-
'27:22:50.832',-,-,-,-,-
'27:22:50.840',-,-,-,-,-
'27:22:50.848',-,-,-,-,-
'27:22:50.856',-,-,-,-,-
'27:22:50.864',-,-,-,-,-
