'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'58:58.256',-0.086,0.414,-,116.480
'58:58.264',-0.143,0.425,-,112.320
'58:58.272',-0.057,0.425,-,110.240
'58:58.280',-0.029,0.437,-,108.680
'58:58.288',0.000,0.448,-,107.120
'58:58.296',-0.029,0.448,-,107.120
'58:58.304',0.000,0.460,-,107.120
'58:58.312',0.000,0.471,-,107.120
'58:58.320',0.086,0.471,-,107.120
'58:58.328',0.029,0.483,-,107.120
'58:58.336',0.000,0.494,-,107.120
'58:58.344',-0.057,0.506,-,106.080
'58:58.352',0.000,0.506,-,106.080
'58:58.360',-0.057,0.517,-,105.560
'58:58.368',-0.086,0.529,-,105.560
'58:58.376',-0.057,0.540,-,104.520
'58:58.384',0.000,0.552,-,104.000
'58:58.392',0.114,0.552,-,102.960
'58:58.400',0.171,0.563,-,102.960
'58:58.408',0.286,0.575,-,101.920
'58:58.416',0.429,0.575,-,101.400
'58:58.424',0.600,0.586,-,100.360
'58:58.432',0.686,0.586,-,99.840
'58:58.440',0.371,0.586,-,98.800
'58:58.448',0.000,0.586,-,98.280
'58:58.456',0.000,0.586,-,98.280
'58:58.464',-0.200,0.586,-,97.240
'58:58.472',-0.371,0.586,-,97.240
'58:58.480',-0.514,0.575,-,97.240
'58:58.488',-0.286,0.575,-,96.720
'58:58.496',-0.257,0.563,-,96.720
'58:58.504',-0.257,0.563,-,97.240
'58:58.512',-0.200,0.552,-,96.720
'58:58.520',-0.200,0.552,-,96.720
'58:58.528',-0.257,0.540,-,96.720
'58:58.536',-0.229,0.540,-,96.720
'58:58.544',-0.257,0.529,-,96.720
'58:58.552',-0.200,0.517,-,97.240
'58:58.560',-0.257,0.517,-,98.280
'58:58.568',-0.200,0.506,-,100.360
'58:58.576',-0.257,0.494,-,104.520
'58:58.584',-0.286,0.483,-,111.800
'58:58.592',-0.229,0.483,-,119.600
'58:58.600',-0.257,0.471,-,129.480
'58:58.608',-0.286,0.460,-,138.840
'58:58.616',-0.200,0.460,-,148.720
'58:58.624',-0.143,0.448,-,157.560
'58:58.632',0.000,0.437,-,164.320
'58:58.640',-0.029,0.425,-,169.520
'58:58.648',0.000,0.425,-,171.600
'58:58.656',0.114,0.414,-,172.640
'58:58.664',0.114,0.402,-,171.600
'58:58.672',0.086,0.402,-,169.520
'58:58.680',0.114,0.391,-,166.400
'58:58.688',0.057,0.379,-,162.760
'58:58.696',0.057,0.379,-,158.080
'58:58.704',0.057,0.368,-,153.920
'58:58.712',-0.029,0.368,-,149.240
'58:58.720',-0.057,0.356,-,144.560
'58:58.728',-0.057,0.345,-,140.400
'58:58.736',-0.029,0.345,-,136.760
'58:58.744',0.029,0.333,-,132.600
'58:58.752',-0.086,0.333,-,130.000
'58:58.760',-0.057,0.322,-,128.440
'58:58.768',0.029,0.310,-,127.920
'58:58.776',0.114,0.299,-,126.880
'58:58.784',0.143,0.287,-,126.880
'58:58.792',0.171,0.276,-,126.880
'58:58.800',0.257,0.264,-,126.880
'58:58.808',0.371,0.253,-,126.360
'58:58.816',0.486,0.230,-,126.360
'58:58.824',0.600,0.218,-,124.800
'58:58.832',0.686,0.207,-,123.760
'58:58.840',0.800,0.195,-,122.200
'58:58.848',1.086,0.172,-,121.160
'58:58.856',1.457,0.161,-,120.640
'58:58.864',1.743,0.138,-,119.080
'58:58.872',1.800,0.126,-,118.040
'58:58.880',1.943,0.103,-,117.520
'58:58.888',1.971,0.092,-,117.520
'58:58.896',1.343,0.069,-,116.480
'58:58.904',0.771,0.057,-,115.960
'58:58.912',0.229,0.046,-,114.920
'58:58.920',-0.314,0.023,-,114.920
'58:58.928',-0.686,0.000,-,114.400
'58:58.936',-0.886,-0.011,-,113.360
'58:58.944',-0.886,-0.034,-,112.320
'58:58.952',-0.771,-0.057,-,112.320
'58:58.960',-0.771,-0.069,-,111.800
'58:58.968',-0.800,-0.092,-,110.760
'58:58.976',-0.829,-0.115,-,110.760
'58:58.984',-0.857,-0.126,-,110.760
'58:58.992',-0.800,-0.149,-,110.760
'58:59.000',-0.886,-0.172,-,111.800
'58:59.008',-0.943,-0.195,-,114.400
'58:59.016',-0.971,-0.207,-,117.520
'58:59.024',-0.943,-0.230,-,121.160
'58:59.032',-1.029,-0.253,-,126.360
'58:59.040',-1.057,-0.276,-,131.040
'58:59.048',-1.029,-0.299,-,135.720
'58:59.056',-1.057,-0.322,-,139.880
'58:59.064',-1.000,-0.345,-,143.520
'58:59.072',-0.943,-0.368,-,146.120
'58:59.080',-0.886,-0.391,-,147.160
