'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'122:19:56.304',-,-,-,0.118,70.400
'122:19:56.312',-,-,-,-0.118,66.400
'122:19:56.320',-,-,-,-0.206,65.600
'122:19:56.328',-,-,-,-0.235,63.200
'122:19:56.336',-,-,-,-0.235,63.200
'122:19:56.344',-,-,-,-0.235,61.600
'122:19:56.352',-,-,-,-0.235,61.600
'122:19:56.360',-,-,-,-0.235,61.600
'122:19:56.368',-,-,-,-0.265,61.600
'122:19:56.376',-,-,-,-0.265,61.600
'122:19:56.384',-,-,-,-0.265,61.600
'122:19:56.392',-,-,-,-0.265,61.600
'122:19:56.400',-,-,-,-0.265,60.800
'122:19:56.408',-,-,-,-0.265,60.800
'122:19:56.416',-,-,-,-0.324,60.800
'122:19:56.424',-,-,-,-0.353,60.800
'122:19:56.432',-,-,-,-0.353,60.800
'122:19:56.440',-,-,-,-0.412,60.800
'122:19:56.448',-,-,-,-0.412,60.800
'122:19:56.456',-,-,-,-0.412,59.200
'122:19:56.464',-,-,-,-0.353,58.400
'122:19:56.472',-,-,-,-0.324,58.400
'122:19:56.480',-,-,-,-0.265,58.400
'122:19:56.488',-,-,-,-0.235,56.800
'122:19:56.496',-,-,-,-0.147,56.800
'122:19:56.504',-,-,-,-0.059,56.000
'122:19:56.512',-,-,-,-0.029,56.000
'122:19:56.520',-,-,-,0.000,54.400
'122:19:56.528',-,-,-,0.000,54.400
'122:19:56.536',-,-,-,0.000,54.400
'122:19:56.544',-,-,-,0.000,54.400
'122:19:56.552',-,-,-,0.029,53.600
'122:19:56.560',-,-,-,0.029,53.600
'122:19:56.568',-,-,-,0.029,52.000
'122:19:56.576',-,-,-,0.059,52.000
'122:19:56.584',-,-,-,0.059,51.200
'122:19:56.592',-,-,-,0.029,49.600
'122:19:56.600',-,-,-,0.029,49.600
'122:19:56.608',-,-,-,0.029,48.800
'122:19:56.616',-,-,-,0.000,48.800
'122:19:56.624',-,-,-,0.000,47.200
'122:19:56.632',-,-,-,0.000,47.200
