'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'23:51.256',0.000,-0.310,-,78.000
'23:51.264',0.000,-0.322,-,79.040
'23:51.272',0.000,-0.333,-,82.160
'23:51.280',0.029,-0.345,-,85.280
'23:51.288',0.000,-0.356,-,89.440
'23:51.296',0.029,-0.368,-,93.600
'23:51.304',0.057,-0.368,-,98.280
'23:51.312',0.057,-0.379,-,104.000
'23:51.320',0.057,-0.391,-,108.680
'23:51.328',0.057,-0.402,-,113.360
'23:51.336',0.057,-0.402,-,117.520
'23:51.344',0.057,-0.414,-,120.640
'23:51.352',0.086,-0.425,-,123.760
'23:51.360',0.057,-0.425,-,125.320
'23:51.368',0.057,-0.437,-,126.880
'23:51.376',0.057,-0.448,-,127.920
'23:51.384',0.057,-0.448,-,127.920
'23:51.392',0.000,-0.460,-,127.920
'23:51.400',0.000,-0.460,-,126.360
'23:51.408',0.000,-0.471,-,124.800
'23:51.416',0.000,-0.471,-,122.200
'23:51.424',-0.029,-0.483,-,119.080
'23:51.432',-0.029,-0.483,-,115.960
'23:51.440',-0.057,-0.494,-,112.320
'23:51.448',-0.057,-0.494,-,108.680
'23:51.456',-0.057,-0.506,-,104.520
'23:51.464',-0.057,-0.506,-,101.400
'23:51.472',-0.057,-0.517,-,98.280
'23:51.480',-0.057,-0.517,-,95.680
'23:51.488',-0.057,-0.517,-,94.120
'23:51.496',-0.057,-0.529,-,93.600
'23:51.504',-0.029,-0.529,-,92.560
'23:51.512',-0.029,-0.540,-,91.520
'23:51.520',-0.029,-0.540,-,91.000
'23:51.528',0.000,-0.540,-,91.000
'23:51.536',0.000,-0.552,-,91.000
'23:51.544',-0.029,-0.552,-,89.960
'23:51.552',0.000,-0.563,-,89.960
'23:51.560',-0.029,-0.563,-,89.960
'23:51.568',0.000,-0.575,-,89.440
'23:51.576',-0.029,-0.575,-,89.440
'23:51.584',0.000,-0.575,-,88.400
'23:51.592',0.000,-0.586,-,88.400
'23:51.600',0.000,-0.586,-,87.880
'23:51.608',0.000,-0.586,-,86.840
'23:51.616',0.057,-0.598,-,86.840
'23:51.624',0.057,-0.598,-,86.320
'23:51.632',0.057,-0.598,-,85.280
'23:51.640',0.000,-0.609,-,85.280
'23:51.648',0.000,-0.609,-,84.760
'23:51.656',0.000,-0.621,-,83.720
'23:51.664',0.029,-0.632,-,83.200
'23:51.672',0.000,-0.632,-,82.160
'23:51.680',0.000,-0.644,-,81.120
'23:51.688',-0.029,-0.644,-,81.120
'23:51.696',-0.057,-0.655,-,80.600
'23:51.704',-0.057,-0.655,-,79.560
'23:51.712',-0.057,-0.667,-,79.560
'23:51.720',-0.057,-0.667,-,79.040
'23:51.728',-0.057,-0.678,-,79.040
'23:51.736',-0.057,-0.678,-,78.000
'23:51.744',-0.057,-0.690,-,77.480
'23:51.752',-0.057,-0.690,-,77.480
'23:51.760',-0.057,-0.690,-,77.480
'23:51.768',-0.057,-0.701,-,76.440
'23:51.776',-0.057,-0.701,-,76.440
'23:51.784',0.114,-0.701,-,75.920
'23:51.792',0.314,-0.701,-,75.920
'23:51.800',0.343,-0.713,-,75.920
'23:51.808',0.400,-0.713,-,74.880
'23:51.816',-0.057,-0.713,-,74.880
'23:51.824',-0.629,-0.724,-,74.880
'23:51.832',-0.857,-0.724,-,74.360
'23:51.840',-0.371,-0.724,-,74.360
'23:51.848',-0.143,-0.736,-,73.320
'23:51.856',-0.057,-0.736,-,73.320
'23:51.864',-0.057,-0.736,-,73.320
'23:51.872',-0.057,-0.736,-,72.800
'23:51.880',-0.029,-0.747,-,72.800
'23:51.888',-0.029,-0.747,-,71.760
'23:51.896',-0.029,-0.759,-,71.760
'23:51.904',-0.029,-0.759,-,71.760
'23:51.912',0.000,-0.759,-,70.720
'23:51.920',0.000,-0.770,-,70.720
'23:51.928',0.000,-0.770,-,70.720
'23:51.936',0.000,-0.770,-,70.200
'23:51.944',0.000,-0.782,-,70.200
'23:51.952',0.000,-0.782,-,70.720
'23:51.960',0.000,-0.782,-,71.760
'23:51.968',0.000,-0.793,-,73.320
'23:51.976',0.000,-0.793,-,76.440
'23:51.984',0.000,-0.805,-,80.600
'23:51.992',0.000,-0.805,-,85.280
'23:52.000',0.000,-0.816,-,91.000
'23:52.008',0.000,-0.816,-,97.240
'23:52.016',0.029,-0.816,-,104.000
'23:52.024',0.029,-0.816,-,110.240
'23:52.032',0.057,-0.816,-,116.480
'23:52.040',0.057,-0.828,-,122.200
'23:52.048',0.057,-0.828,-,127.920
'23:52.056',0.057,-0.828,-,131.560
'23:52.064',0.057,-0.828,-,135.200
'23:52.072',0.057,-0.828,-,137.280
'23:52.080',0.057,-0.828,-,138.840
'23:52.088',0.057,-0.828,-,140.400
'23:52.096',0.057,-0.828,-,140.400
'23:52.104',0.057,-0.816,-,140.400
'23:52.112',0.029,-0.816,-,138.840
'23:52.120',0.000,-0.816,-,138.320
'23:52.128',0.000,-0.816,-,135.720
'23:52.136',0.000,-0.816,-,133.120
