'Elapsed time','II','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'39:01.056',-0.076,-0.016,48.800,28.000
'39:01.064',-0.109,-0.016,48.800,28.600
'39:01.072',-0.126,-0.016,48.000,29.200
'39:01.080',-0.067,-0.032,47.200,29.400
'39:01.088',-0.042,-0.008,47.200,29.600
'39:01.096',-0.134,0.000,45.600,29.800
'39:01.104',-0.067,0.008,44.800,30.000
'39:01.112',-0.034,-0.016,43.200,30.400
'39:01.120',-0.067,-0.016,42.400,31.000
'39:01.128',0.000,-0.008,41.600,31.600
'39:01.136',-0.042,-0.016,42.400,32.200
'39:01.144',-0.067,-0.008,44.000,32.800
'39:01.152',0.017,-0.008,47.200,33.400
'39:01.160',-0.034,0.000,50.400,34.000
'39:01.168',0.025,-0.008,52.800,34.400
'39:01.176',0.000,-0.016,54.400,34.800
'39:01.184',0.034,-0.008,56.000,35.200
'39:01.192',0.008,0.008,56.800,35.600
'39:01.200',0.067,0.016,57.600,36.000
'39:01.208',0.092,0.000,58.400,36.200
'39:01.216',0.025,0.008,58.400,36.400
'39:01.224',0.034,0.000,58.400,36.400
'39:01.232',-0.059,0.016,58.400,36.400
'39:01.240',-0.008,0.008,57.600,36.200
'39:01.248',-0.092,0.048,57.600,36.000
'39:01.256',-0.076,0.016,56.800,35.600
'39:01.264',-0.134,0.024,56.800,35.200
'39:01.272',-0.067,0.000,56.800,34.400
'39:01.280',-0.109,0.008,56.800,33.600
'39:01.288',-0.134,0.000,56.800,32.800
'39:01.296',-0.151,0.000,56.800,32.000
'39:01.304',-0.109,0.000,56.000,31.600
'39:01.312',-0.076,0.008,55.200,31.400
'39:01.320',-0.151,0.016,54.400,32.000
'39:01.328',-0.185,0.000,53.600,32.600
'39:01.336',-0.076,-0.008,52.800,32.800
'39:01.344',-0.076,0.008,52.000,32.400
'39:01.352',-0.126,0.000,51.200,31.800
'39:01.360',-0.151,0.016,49.600,31.600
'39:01.368',-0.076,0.000,48.800,31.400
'39:01.376',-0.109,0.016,48.000,31.400
'39:01.384',0.000,0.032,48.000,31.600
'39:01.392',-0.092,0.000,48.800,32.000
'39:01.400',-0.076,0.008,49.600,32.200
'39:01.408',-0.092,-0.008,50.400,32.400
'39:01.416',-0.092,-0.032,52.000,32.000
'39:01.424',-0.050,-0.040,53.600,31.800
'39:01.432',-0.151,-0.016,56.800,31.400
'39:01.440',-0.126,-0.008,60.000,31.200
'39:01.448',-0.118,-0.016,64.800,31.000
'39:01.456',-0.168,-0.016,69.600,30.600
'39:01.464',-0.134,0.000,75.200,30.200
'39:01.472',-0.134,0.000,80.000,29.800
'39:01.480',-0.126,0.000,83.200,29.200
'39:01.488',-0.151,-0.016,85.600,28.600
'39:01.496',-0.134,-0.008,87.200,28.200
'39:01.504',-0.160,-0.016,88.800,27.600
'39:01.512',-0.126,-0.016,89.600,27.000
'39:01.520',-0.151,-0.008,89.600,26.600
'39:01.528',-0.118,-0.032,89.600,26.200
'39:01.536',-0.134,0.016,88.800,26.000
'39:01.544',-0.126,0.016,87.200,25.600
'39:01.552',-0.168,0.000,85.600,25.400
'39:01.560',-0.151,-0.016,84.000,25.200
'39:01.568',-0.134,0.000,81.600,25.200
'39:01.576',-0.126,0.000,79.200,25.200
'39:01.584',-0.151,-0.016,76.800,25.200
'39:01.592',-0.151,0.032,74.400,25.000
'39:01.600',-0.261,0.072,71.200,25.000
'39:01.608',-0.269,0.064,68.000,24.800
'39:01.616',0.067,0.072,65.600,24.400
'39:01.624',0.420,-0.072,63.200,24.000
'39:01.632',0.445,-0.016,60.000,23.200
'39:01.640',0.042,0.032,58.400,22.200
'39:01.648',-0.185,-0.088,56.000,21.000
'39:01.656',-0.092,-0.104,54.400,19.800
'39:01.664',-0.067,-0.072,53.600,18.800
'39:01.672',-0.042,-0.080,52.000,17.800
'39:01.680',-0.092,-0.080,51.200,17.200
'39:01.688',-0.067,-0.056,50.400,16.800
'39:01.696',-0.059,-0.016,49.600,16.600
'39:01.704',-0.126,-0.016,48.800,16.600
'39:01.712',-0.092,-0.032,48.800,17.000
'39:01.720',-0.118,-0.016,48.000,17.400
'39:01.728',-0.050,-0.040,48.000,18.000
'39:01.736',-0.092,-0.040,47.200,18.600
'39:01.744',-0.059,-0.016,47.200,19.200
'39:01.752',-0.092,0.000,46.400,19.600
'39:01.760',-0.076,-0.016,45.600,19.800
'39:01.768',-0.101,-0.032,44.000,20.000
'39:01.776',-0.067,-0.016,43.200,19.800
'39:01.784',-0.042,-0.056,41.600,19.800
'39:01.792',0.000,-0.008,40.800,19.400
'39:01.800',-0.042,0.000,40.000,19.200
'39:01.808',-0.017,0.000,40.000,19.200
'39:01.816',-0.042,-0.008,40.800,19.200
'39:01.824',-0.017,0.000,43.200,19.400
'39:01.832',-0.034,-0.032,46.400,19.600
'39:01.840',0.067,-0.056,49.600,19.800
'39:01.848',0.000,0.000,52.000,19.800
'39:01.856',0.034,0.008,52.800,20.000
'39:01.864',0.008,0.000,53.600,20.200
'39:01.872',0.050,0.008,53.600,20.200
'39:01.880',0.000,0.024,54.400,20.000
'39:01.888',-0.017,0.008,54.400,19.600
'39:01.896',0.008,0.000,54.400,19.200
'39:01.904',-0.042,0.008,54.400,18.800
'39:01.912',-0.017,0.000,54.400,18.200
'39:01.920',-0.059,-0.016,54.400,17.600
'39:01.928',-0.076,-0.032,53.600,16.800
'39:01.936',-0.101,0.000,53.600,16.000
'39:01.944',-0.092,0.024,52.800,15.400
'39:01.952',-0.151,0.032,52.800,15.000
'39:01.960',-0.092,0.016,52.000,15.000
'39:01.968',-0.151,-0.008,51.200,15.200
'39:01.976',-0.109,-0.016,50.400,15.400
'39:01.984',-0.076,-0.016,49.600,15.600
'39:01.992',-0.160,-0.008,48.800,15.800
'39:02.000',-0.092,0.000,47.200,15.800
'39:02.008',-0.092,0.016,46.400,16.000
'39:02.016',-0.126,0.000,44.800,16.600
'39:02.024',-0.109,0.000,44.000,17.200
'39:02.032',-0.134,0.000,42.400,17.600
