'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'56:31.256',-0.371,-1.069,-,140.400
'56:31.264',-0.914,-1.057,-,138.320
'56:31.272',-0.943,-1.046,-,135.720
'56:31.280',-0.200,-1.034,-,134.160
'56:31.288',-0.200,-1.023,-,131.560
'56:31.296',-0.057,-1.011,-,130.000
'56:31.304',0.000,-0.989,-,127.920
'56:31.312',-0.086,-0.977,-,126.880
'56:31.320',0.000,-0.966,-,125.320
'56:31.328',0.000,-0.954,-,123.760
'56:31.336',0.000,-0.931,-,122.720
'56:31.344',-0.029,-0.920,-,123.760
'56:31.352',-0.057,-0.897,-,126.360
'56:31.360',0.000,-0.885,-,131.560
'56:31.368',-0.057,-0.874,-,139.880
'56:31.376',0.000,-0.851,-,150.280
'56:31.384',0.057,-0.839,-,162.240
'56:31.392',0.000,-0.816,-,173.160
'56:31.400',0.114,-0.805,-,179.920
'56:31.408',0.000,-0.793,-,179.920
'56:31.416',0.114,-0.770,-,179.920
'56:31.424',0.086,-0.759,-,179.920
'56:31.432',0.114,-0.747,-,179.920
'56:31.440',0.057,-0.736,-,179.920
'56:31.448',0.229,-0.724,-,179.920
'56:31.456',0.057,-0.713,-,179.920
'56:31.464',0.114,-0.701,-,179.920
'56:31.472',0.057,-0.678,-,175.760
'56:31.480',0.057,-0.667,-,169.520
'56:31.488',0.029,-0.655,-,163.800
'56:31.496',0.114,-0.644,-,157.560
'56:31.504',0.143,-0.632,-,151.840
'56:31.512',0.000,-0.621,-,147.160
'56:31.520',-0.057,-0.609,-,143.000
'56:31.528',0.000,-0.598,-,141.440
'56:31.536',0.000,-0.575,-,139.880
'56:31.544',0.171,-0.563,-,139.880
'56:31.552',-0.143,-0.552,-,140.400
'56:31.560',-0.114,-0.540,-,140.400
'56:31.568',-0.057,-0.517,-,140.400
'56:31.576',0.000,-0.506,-,139.880
'56:31.584',0.057,-0.494,-,138.840
'56:31.592',0.000,-0.483,-,137.280
'56:31.600',-0.086,-0.471,-,135.720
'56:31.608',-0.114,-0.448,-,133.120
'56:31.616',0.000,-0.437,-,131.560
'56:31.624',-0.057,-0.425,-,129.480
'56:31.632',0.000,-0.414,-,127.920
'56:31.640',-0.057,-0.391,-,126.360
'56:31.648',-0.057,-0.379,-,125.320
'56:31.656',0.229,-0.368,-,123.760
'56:31.664',0.343,-0.356,-,122.200
'56:31.672',0.343,-0.345,-,121.160
'56:31.680',0.371,-0.333,-,120.640
'56:31.688',-0.257,-0.322,-,119.080
'56:31.696',-1.000,-0.310,-,118.040
'56:31.704',-0.571,-0.299,-,117.520
'56:31.712',-0.057,-0.287,-,116.480
'56:31.720',-0.057,-0.276,-,115.960
'56:31.728',-0.200,-0.264,-,115.960
'56:31.736',0.000,-0.253,-,114.920
'56:31.744',-0.057,-0.253,-,114.920
'56:31.752',0.000,-0.241,-,114.400
'56:31.760',0.000,-0.230,-,114.400
'56:31.768',-0.029,-0.218,-,114.920
'56:31.776',-0.143,-0.218,-,115.960
'56:31.784',0.000,-0.207,-,119.600
'56:31.792',0.000,-0.207,-,125.320
'56:31.800',0.000,-0.207,-,135.200
'56:31.808',-0.029,-0.207,-,146.120
'56:31.816',0.171,-0.207,-,159.120
'56:31.824',-0.029,-0.207,-,171.080
'56:31.832',-0.057,-0.207,-,179.920
'56:31.840',0.000,-0.207,-,179.920
'56:31.848',0.114,-0.207,-,179.920
'56:31.856',0.143,-0.207,-,179.920
'56:31.864',0.200,-0.207,-,179.920
'56:31.872',0.086,-0.207,-,179.920
'56:31.880',0.114,-0.207,-,179.920
'56:31.888',0.171,-0.207,-,179.920
'56:31.896',0.029,-0.207,-,178.880
'56:31.904',0.114,-0.195,-,172.640
'56:31.912',0.086,-0.195,-,166.400
'56:31.920',0.057,-0.195,-,159.640
'56:31.928',0.171,-0.195,-,153.920
'56:31.936',0.000,-0.184,-,147.680
'56:31.944',0.057,-0.184,-,143.520
'56:31.952',0.171,-0.184,-,140.400
'56:31.960',0.000,-0.172,-,138.320
'56:31.968',-0.143,-0.172,-,138.320
'56:31.976',0.000,-0.161,-,138.320
'56:31.984',0.000,-0.161,-,138.320
'56:31.992',-0.057,-0.161,-,138.840
'56:32.000',0.057,-0.149,-,138.840
'56:32.008',-0.029,-0.149,-,138.320
'56:32.016',-0.057,-0.138,-,137.280
'56:32.024',0.000,-0.138,-,135.720
'56:32.032',-0.086,-0.138,-,134.160
'56:32.040',0.000,-0.126,-,131.560
'56:32.048',-0.057,-0.126,-,130.000
'56:32.056',-0.057,-0.115,-,128.440
