'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'95:56:04.840',0.000,-,0.000,129.600
'95:56:04.848',0.000,-,0.000,128.000
'95:56:04.856',0.000,-,0.000,128.000
'95:56:04.864',0.000,-,0.000,128.000
'95:56:04.872',0.000,-,0.000,127.200
'95:56:04.880',0.000,-,0.000,127.200
'95:56:04.888',0.000,-,0.000,125.600
'95:56:04.896',0.000,-,0.000,125.600
'95:56:04.904',0.000,-,0.000,124.800
'95:56:04.912',-0.014,-,0.000,123.200
'95:56:04.920',0.000,-,0.000,122.400
'95:56:04.928',-0.042,-,0.000,120.800
'95:56:04.936',-0.069,-,-0.050,120.000
'95:56:04.944',-0.042,-,-0.050,118.400
'95:56:04.952',-0.042,-,0.000,117.600
'95:56:04.960',-0.042,-,0.000,116.000
'95:56:04.968',-0.042,-,0.000,115.200
'95:56:04.976',-0.069,-,0.000,113.600
'95:56:04.984',-0.042,-,0.000,111.200
'95:56:04.992',0.097,-,0.150,110.400
'95:56:05.000',0.472,-,0.050,108.800
'95:56:05.008',0.819,-,-0.200,108.000
'95:56:05.016',0.847,-,-0.362,106.400
'95:56:05.024',0.222,-,-0.675,105.600
'95:56:05.032',0.097,-,-0.463,104.000
'95:56:05.040',0.000,-,-0.362,104.000
'95:56:05.048',-0.069,-,-0.150,103.200
'95:56:05.056',-0.125,-,-0.050,101.600
'95:56:05.064',-0.125,-,0.000,101.600
'95:56:05.072',-0.125,-,0.000,100.800
'95:56:05.080',-0.125,-,0.000,99.200
'95:56:05.088',-0.125,-,0.000,99.200
'95:56:05.096',-0.125,-,0.000,99.200
'95:56:05.104',-0.097,-,0.000,99.200
'95:56:05.112',-0.125,-,0.000,99.200
'95:56:05.120',-0.097,-,0.000,99.200
'95:56:05.128',-0.097,-,0.000,103.200
'95:56:05.136',-0.097,-,0.000,106.400
'95:56:05.144',-0.069,-,0.000,113.600
'95:56:05.152',-0.069,-,0.000,123.200
'95:56:05.160',-0.042,-,0.000,135.200
'95:56:05.168',-0.042,-,0.000,148.800
'95:56:05.176',-0.014,-,0.000,161.600
'95:56:05.184',0.000,-,0.000,175.200
'95:56:05.192',0.000,-,0.000,187.200
'95:56:05.200',0.042,-,0.000,196.800
'95:56:05.208',0.069,-,0.000,204.000
'95:56:05.216',0.097,-,0.000,208.800
'95:56:05.224',0.125,-,0.000,209.600
'95:56:05.232',0.139,-,0.000,209.600
'95:56:05.240',0.139,-,0.000,207.200
'95:56:05.248',0.125,-,0.000,204.800
'95:56:05.256',0.069,-,0.000,202.400
'95:56:05.264',0.042,-,0.000,199.200
'95:56:05.272',0.014,-,0.000,195.200
'95:56:05.280',0.000,-,0.000,192.000
'95:56:05.288',-0.014,-,0.000,188.000
'95:56:05.296',-0.042,-,0.000,184.800
'95:56:05.304',-0.042,-,0.000,180.000
'95:56:05.312',-0.042,-,0.000,176.000
'95:56:05.320',-0.069,-,0.000,170.400
'95:56:05.328',-0.069,-,0.000,164.000
'95:56:05.336',-0.069,-,0.000,158.400
'95:56:05.344',-0.042,-,0.000,151.200
'95:56:05.352',-0.042,-,0.050,144.000
'95:56:05.360',-0.042,-,0.000,137.600
'95:56:05.368',-0.042,-,0.000,132.000
'95:56:05.376',-0.042,-,0.000,127.200
'95:56:05.384',-0.042,-,0.000,124.800
'95:56:05.392',-0.042,-,0.000,122.400
'95:56:05.400',-0.042,-,0.000,120.000
'95:56:05.408',-0.042,-,0.000,118.400
'95:56:05.416',-0.042,-,0.000,118.400
'95:56:05.424',-0.042,-,0.000,118.400
'95:56:05.432',-0.042,-,0.000,118.400
'95:56:05.440',-0.042,-,0.000,118.400
'95:56:05.448',-0.042,-,0.000,118.400
'95:56:05.456',-0.042,-,0.000,118.400
'95:56:05.464',-0.042,-,0.000,118.400
'95:56:05.472',-0.042,-,0.000,117.600
'95:56:05.480',-0.042,-,0.000,117.600
'95:56:05.488',-0.042,-,0.000,116.000
'95:56:05.496',-0.042,-,0.000,116.000
'95:56:05.504',-0.042,-,0.000,115.200
'95:56:05.512',-0.042,-,0.000,113.600
'95:56:05.520',-0.097,-,0.050,112.800
'95:56:05.528',0.042,-,0.150,111.200
'95:56:05.536',0.472,-,0.200,110.400
'95:56:05.544',0.819,-,-0.200,108.800
'95:56:05.552',0.875,-,-0.412,108.000
'95:56:05.560',0.250,-,-0.675,106.400
'95:56:05.568',0.125,-,-0.463,105.600
'95:56:05.576',0.000,-,-0.362,104.000
'95:56:05.584',-0.125,-,-0.150,103.200
'95:56:05.592',-0.125,-,-0.050,101.600
'95:56:05.600',-0.125,-,0.000,100.800
'95:56:05.608',-0.069,-,0.050,100.800
'95:56:05.616',-0.097,-,0.050,99.200
'95:56:05.624',-0.097,-,0.050,98.400
'95:56:05.632',-0.097,-,0.000,98.400
'95:56:05.640',-0.069,-,0.000,98.400
'95:56:05.648',-0.097,-,0.000,98.400
'95:56:05.656',-0.069,-,0.000,100.800
'95:56:05.664',-0.097,-,0.000,104.000
'95:56:05.672',-0.069,-,0.000,110.400
'95:56:05.680',-0.069,-,0.000,120.000
'95:56:05.688',-0.069,-,0.000,132.000
'95:56:05.696',-0.069,-,0.000,144.800
'95:56:05.704',-0.042,-,0.000,159.200
'95:56:05.712',-0.014,-,0.000,173.600
'95:56:05.720',0.000,-,0.000,188.000
'95:56:05.728',0.000,-,0.000,199.200
'95:56:05.736',0.042,-,0.000,207.200
'95:56:05.744',0.097,-,0.000,213.600
'95:56:05.752',0.097,-,0.000,216.000
'95:56:05.760',0.139,-,0.000,216.000
'95:56:05.768',0.139,-,0.000,214.400
'95:56:05.776',0.139,-,0.050,212.000
'95:56:05.784',0.097,-,0.050,209.600
'95:56:05.792',0.097,-,0.050,206.400
'95:56:05.800',0.042,-,0.000,202.400
'95:56:05.808',0.014,-,0.000,200.000
'95:56:05.816',0.000,-,0.000,196.800
'95:56:05.824',0.000,-,0.000,192.800
'95:56:05.832',0.000,-,0.000,189.600
'95:56:05.840',-0.042,-,0.000,185.600
'95:56:05.848',-0.042,-,0.000,182.400
'95:56:05.856',-0.014,-,0.000,177.600
'95:56:05.864',-0.042,-,0.000,172.800
'95:56:05.872',-0.014,-,0.000,166.400
'95:56:05.880',0.000,-,0.000,159.200
'95:56:05.888',0.000,-,0.000,152.000
'95:56:05.896',-0.014,-,0.000,144.800
'95:56:05.904',0.000,-,0.000,139.200
'95:56:05.912',0.000,-,0.000,132.800
'95:56:05.920',0.000,-,0.000,128.000
'95:56:05.928',0.000,-,0.000,124.800
'95:56:05.936',0.000,-,0.000,122.400
'95:56:05.944',-0.014,-,0.000,120.800
'95:56:05.952',0.000,-,0.000,120.000
'95:56:05.960',0.000,-,0.000,118.400
'95:56:05.968',0.000,-,0.000,118.400
'95:56:05.976',-0.014,-,0.000,118.400
'95:56:05.984',0.000,-,0.000,118.400
'95:56:05.992',0.000,-,0.050,118.400
'95:56:06.000',-0.014,-,0.100,118.400
'95:56:06.008',-0.042,-,0.100,117.600
'95:56:06.016',0.167,-,0.200,117.600
'95:56:06.024',0.639,-,0.000,116.000
'95:56:06.032',0.944,-,-0.263,116.000
'95:56:06.040',0.667,-,-0.362,115.200
'95:56:06.048',0.292,-,-0.575,113.600
'95:56:06.056',0.139,-,-0.362,112.800
'95:56:06.064',0.000,-,-0.263,111.200
'95:56:06.072',-0.097,-,-0.100,110.400
'95:56:06.080',-0.125,-,-0.050,108.800
'95:56:06.088',-0.125,-,0.000,108.000
'95:56:06.096',-0.125,-,0.000,106.400
'95:56:06.104',-0.125,-,0.000,105.600
'95:56:06.112',-0.125,-,0.000,104.000
'95:56:06.120',-0.069,-,0.050,103.200
'95:56:06.128',-0.042,-,0.100,103.200
'95:56:06.136',-0.042,-,0.050,103.200
'95:56:06.144',-0.042,-,0.000,105.600
'95:56:06.152',-0.069,-,0.000,108.800
'95:56:06.160',-0.042,-,0.000,116.000
'95:56:06.168',-0.042,-,0.000,125.600
'95:56:06.176',-0.042,-,0.000,136.800
'95:56:06.184',-0.014,-,0.000,149.600
'95:56:06.192',0.000,-,0.050,164.000
'95:56:06.200',0.000,-,0.000,177.600
'95:56:06.208',0.000,-,0.000,190.400
'95:56:06.216',0.042,-,0.000,200.000
'95:56:06.224',0.042,-,0.000,207.200
'95:56:06.232',0.042,-,0.000,211.200
'95:56:06.240',0.069,-,0.000,213.600
'95:56:06.248',0.097,-,0.000,212.000
'95:56:06.256',0.097,-,0.000,211.200
'95:56:06.264',0.069,-,0.000,208.800
'95:56:06.272',0.042,-,0.000,206.400
'95:56:06.280',0.042,-,0.000,202.400
'95:56:06.288',0.014,-,0.000,199.200
'95:56:06.296',0.000,-,0.000,195.200
'95:56:06.304',0.000,-,0.000,192.000
'95:56:06.312',0.000,-,0.000,187.200
'95:56:06.320',-0.014,-,0.000,183.200
'95:56:06.328',-0.014,-,0.000,180.000
'95:56:06.336',-0.042,-,0.000,175.200
'95:56:06.344',-0.014,-,0.000,168.800
'95:56:06.352',-0.042,-,0.000,163.200
'95:56:06.360',-0.042,-,0.000,156.800
'95:56:06.368',-0.042,-,0.000,149.600
'95:56:06.376',-0.069,-,0.000,142.400
'95:56:06.384',-0.042,-,0.050,136.800
'95:56:06.392',-0.042,-,0.050,130.400
'95:56:06.400',-0.042,-,0.000,125.600
'95:56:06.408',-0.042,-,0.000,122.400
'95:56:06.416',-0.042,-,0.000,120.000
'95:56:06.424',-0.042,-,0.000,118.400
'95:56:06.432',-0.042,-,0.000,117.600
'95:56:06.440',-0.042,-,0.000,117.600
'95:56:06.448',-0.042,-,0.000,116.000
'95:56:06.456',-0.042,-,0.000,116.000
'95:56:06.464',-0.042,-,0.000,116.000
'95:56:06.472',-0.042,-,0.000,116.000
'95:56:06.480',-0.069,-,0.000,116.000
'95:56:06.488',-0.069,-,0.000,116.000
'95:56:06.496',-0.125,-,0.000,116.000
'95:56:06.504',-0.097,-,0.000,115.200
'95:56:06.512',-0.097,-,0.000,113.600
'95:56:06.520',-0.069,-,0.000,113.600
'95:56:06.528',-0.069,-,0.000,112.800
'95:56:06.536',-0.069,-,0.000,111.200
'95:56:06.544',-0.097,-,0.050,110.400
'95:56:06.552',-0.125,-,0.100,108.800
'95:56:06.560',0.097,-,0.200,108.000
'95:56:06.568',0.514,-,0.050,106.400
'95:56:06.576',0.819,-,-0.263,105.600
'95:56:06.584',0.625,-,-0.463,104.000
'95:56:06.592',0.167,-,-0.675,103.200
'95:56:06.600',0.069,-,-0.463,101.600
'95:56:06.608',-0.042,-,-0.362,100.800
'95:56:06.616',-0.139,-,-0.200,99.200
'95:56:06.624',-0.167,-,-0.050,98.400
'95:56:06.632',-0.194,-,0.000,96.800
'95:56:06.640',-0.167,-,0.000,96.800
'95:56:06.648',-0.139,-,0.050,96.000
'95:56:06.656',-0.125,-,0.050,96.000
'95:56:06.664',-0.139,-,0.000,94.400
'95:56:06.672',-0.125,-,0.000,96.000
'95:56:06.680',-0.125,-,0.000,96.800
'95:56:06.688',-0.125,-,0.000,100.800
'95:56:06.696',-0.125,-,0.000,106.400
'95:56:06.704',-0.125,-,0.000,116.000
'95:56:06.712',-0.097,-,0.000,129.600
'95:56:06.720',-0.097,-,0.000,144.000
'95:56:06.728',-0.069,-,0.000,159.200
'95:56:06.736',-0.069,-,0.000,175.200
'95:56:06.744',-0.042,-,0.000,190.400
'95:56:06.752',-0.042,-,0.000,204.000
'95:56:06.760',-0.042,-,0.000,212.000
'95:56:06.768',0.000,-,0.000,218.400
'95:56:06.776',0.014,-,0.000,220.800
'95:56:06.784',0.042,-,0.000,220.800
'95:56:06.792',0.069,-,0.000,219.200
'95:56:06.800',0.097,-,0.000,216.800
'95:56:06.808',0.097,-,0.050,213.600
'95:56:06.816',0.042,-,0.000,209.600
'95:56:06.824',0.014,-,0.000,206.400
'95:56:06.832',0.000,-,0.000,202.400
'95:56:06.840',0.000,-,0.000,199.200
'95:56:06.848',-0.014,-,0.000,195.200
'95:56:06.856',-0.042,-,0.000,192.000
'95:56:06.864',-0.042,-,0.000,188.000
'95:56:06.872',-0.069,-,0.000,184.800
'95:56:06.880',-0.069,-,0.000,180.000
'95:56:06.888',-0.097,-,0.000,175.200
'95:56:06.896',-0.125,-,0.000,168.800
'95:56:06.904',-0.069,-,0.000,161.600
'95:56:06.912',-0.069,-,0.000,154.400
'95:56:06.920',-0.042,-,0.000,147.200
'95:56:06.928',-0.042,-,0.000,141.600
'95:56:06.936',-0.042,-,0.000,135.200
'95:56:06.944',-0.042,-,0.000,130.400
'95:56:06.952',-0.042,-,0.000,127.200
'95:56:06.960',-0.042,-,0.000,123.200
'95:56:06.968',-0.042,-,0.000,122.400
'95:56:06.976',-0.042,-,0.000,120.800
'95:56:06.984',-0.042,-,0.000,120.000
'95:56:06.992',-0.042,-,0.000,120.000
'95:56:07.000',-0.042,-,0.000,118.400
'95:56:07.008',-0.042,-,0.000,118.400
'95:56:07.016',-0.069,-,0.000,118.400
'95:56:07.024',-0.069,-,0.000,118.400
