'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'95:55:23.840',0.000,-,0.000,209.600
'95:55:23.848',0.000,-,0.000,207.200
'95:55:23.856',0.000,-,0.000,204.000
'95:55:23.864',-0.014,-,0.000,201.600
'95:55:23.872',-0.042,-,0.000,199.200
'95:55:23.880',-0.042,-,0.000,195.200
'95:55:23.888',-0.042,-,0.000,192.000
'95:55:23.896',-0.042,-,0.000,188.000
'95:55:23.904',-0.042,-,0.000,183.200
'95:55:23.912',-0.069,-,0.000,177.600
'95:55:23.920',-0.042,-,0.000,171.200
'95:55:23.928',-0.069,-,0.000,164.000
'95:55:23.936',-0.097,-,0.000,156.800
'95:55:23.944',-0.069,-,0.000,149.600
'95:55:23.952',-0.097,-,0.000,144.000
'95:55:23.960',-0.097,-,0.000,139.200
'95:55:23.968',-0.069,-,0.000,134.400
'95:55:23.976',-0.042,-,0.000,132.000
'95:55:23.984',-0.042,-,0.000,129.600
'95:55:23.992',-0.042,-,0.000,128.000
'95:55:24.000',-0.042,-,0.000,128.000
'95:55:24.008',-0.042,-,0.000,127.200
'95:55:24.016',-0.042,-,0.000,127.200
'95:55:24.024',-0.042,-,0.000,127.200
'95:55:24.032',-0.042,-,0.000,127.200
'95:55:24.040',-0.069,-,0.000,127.200
'95:55:24.048',-0.069,-,0.000,127.200
'95:55:24.056',-0.097,-,0.000,125.600
'95:55:24.064',-0.069,-,0.000,124.800
'95:55:24.072',-0.069,-,0.000,124.800
'95:55:24.080',-0.069,-,0.000,123.200
'95:55:24.088',-0.097,-,0.000,122.400
'95:55:24.096',-0.069,-,0.000,120.800
'95:55:24.104',-0.069,-,0.050,120.000
'95:55:24.112',0.000,-,0.150,118.400
'95:55:24.120',0.264,-,0.200,117.600
'95:55:24.128',0.750,-,0.000,116.000
'95:55:24.136',0.889,-,-0.312,113.600
'95:55:24.144',0.472,-,-0.625,112.800
'95:55:24.152',0.194,-,-0.725,111.200
'95:55:24.160',0.042,-,-0.362,110.400
'95:55:24.168',-0.069,-,-0.263,108.800
'95:55:24.176',-0.139,-,-0.100,108.000
'95:55:24.184',-0.139,-,0.000,106.400
'95:55:24.192',-0.125,-,0.000,106.400
'95:55:24.200',-0.125,-,0.000,105.600
'95:55:24.208',-0.139,-,0.000,104.000
'95:55:24.216',-0.167,-,0.000,104.000
'95:55:24.224',-0.167,-,0.000,104.000
'95:55:24.232',-0.139,-,0.000,104.000
'95:55:24.240',-0.097,-,0.000,105.600
'95:55:24.248',-0.125,-,0.000,108.800
'95:55:24.256',-0.069,-,0.000,115.200
'95:55:24.264',-0.069,-,0.050,123.200
'95:55:24.272',-0.042,-,0.000,135.200
'95:55:24.280',-0.042,-,0.000,148.800
'95:55:24.288',-0.042,-,0.000,163.200
'95:55:24.296',-0.042,-,0.000,178.400
'95:55:24.304',-0.014,-,0.000,192.800
'95:55:24.312',0.000,-,0.000,204.800
'95:55:24.320',0.014,-,0.000,213.600
'95:55:24.328',0.042,-,0.000,219.200
'95:55:24.336',0.069,-,0.000,221.600
'95:55:24.344',0.097,-,0.000,221.600
'95:55:24.352',0.097,-,0.000,220.800
'95:55:24.360',0.097,-,0.000,218.400
'95:55:24.368',0.125,-,0.000,216.000
'95:55:24.376',0.097,-,0.000,212.000
'95:55:24.384',0.042,-,0.000,209.600
'95:55:24.392',0.014,-,0.000,206.400
'95:55:24.400',0.000,-,0.000,204.000
'95:55:24.408',0.000,-,0.000,200.000
