'Elapsed time','II','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'48:08:02.200',0.140,-,131.880,35.880
'48:08:02.208',0.097,-,133.560,33.960
'48:08:02.216',0.075,-,134.280,31.080
'48:08:02.224',0.118,-,135.120,27.480
'48:08:02.232',0.075,-,135.120,23.880
'48:08:02.240',0.097,-,134.280,21.120
'48:08:02.248',0.075,-,132.720,20.280
'48:08:02.256',0.075,-,131.160,22.320
'48:08:02.264',0.000,-,129.480,25.920
'48:08:02.272',-0.011,-,127.080,30.360
'48:08:02.280',0.032,-,124.680,34.320
'48:08:02.288',-0.011,-,121.560,37.080
'48:08:02.296',0.011,-,118.320,37.560
'48:08:02.304',0.000,-,115.080,35.520
'48:08:02.312',-0.011,-,113.520,32.280
'48:08:02.320',0.011,-,110.280,28.680
'48:08:02.328',0.000,-,105.480,25.560
'48:08:02.336',0.312,-,99.120,23.160
'48:08:02.344',0.699,-,92.760,21.480
'48:08:02.352',0.774,-,86.280,21.120
'48:08:02.360',0.194,-,80.760,21.480
'48:08:02.368',0.032,-,76.680,22.680
'48:08:02.376',-0.054,-,72.720,23.880
'48:08:02.384',-0.258,-,69.480,25.920
'48:08:02.392',-0.290,-,66.360,27.960
'48:08:02.400',-0.172,-,63.120,29.880
'48:08:02.408',-0.097,-,60.720,31.920
'48:08:02.416',-0.151,-,56.760,34.320
'48:08:02.424',-0.151,-,52.680,37.920
'48:08:02.432',-0.140,-,50.280,42.720
'48:08:02.440',-0.118,-,48.720,49.560
'48:08:02.448',-0.140,-,48.720,56.760
'48:08:02.456',-0.140,-,50.280,63.960
'48:08:02.464',-0.118,-,52.680,70.680
'48:08:02.472',-0.151,-,55.080,76.680
'48:08:02.480',-0.097,-,57.480,81.120
'48:08:02.488',-0.140,-,60.720,84.360
'48:08:02.496',-0.097,-,63.960,86.280
'48:08:02.504',-0.118,-,68.760,87.120
'48:08:02.512',-0.097,-,74.280,86.280
'48:08:02.520',-0.151,-,79.920,85.080
'48:08:02.528',-0.140,-,84.720,83.520
'48:08:02.536',-0.097,-,89.520,81.960
'48:08:02.544',-0.140,-,94.320,81.120
'48:08:02.552',-0.097,-,99.120,79.920
'48:08:02.560',-0.118,-,103.080,79.560
'48:08:02.568',-0.075,-,105.480,79.560
'48:08:02.576',-0.032,-,107.880,79.080
'48:08:02.584',-0.011,-,109.560,79.080
'48:08:02.592',0.000,-,111.120,78.720
'48:08:02.600',0.054,-,112.680,77.880
'48:08:02.608',0.075,-,113.520,76.680
'48:08:02.616',0.118,-,113.520,74.760
'48:08:02.624',0.118,-,113.520,72.720
'48:08:02.632',0.151,-,113.520,70.680
'48:08:02.640',0.118,-,112.680,68.280
'48:08:02.648',0.118,-,112.680,65.880
'48:08:02.656',0.097,-,111.960,63.960
'48:08:02.664',0.118,-,110.280,61.920
'48:08:02.672',0.075,-,108.720,59.520
'48:08:02.680',0.075,-,107.160,57.960
'48:08:02.688',0.054,-,104.760,56.760
'48:08:02.696',0.075,-,103.080,56.760
'48:08:02.704',0.054,-,101.520,57.120
'48:08:02.712',0.075,-,99.960,57.960
'48:08:02.720',0.075,-,99.120,59.160
'48:08:02.728',0.054,-,99.120,59.880
'48:08:02.736',0.075,-,100.680,60.720
'48:08:02.744',0.054,-,103.080,60.360
'48:08:02.752',0.075,-,106.320,59.520
'48:08:02.760',0.032,-,110.280,58.320
'48:08:02.768',0.075,-,114.360,56.760
'48:08:02.776',0.054,-,118.320,54.360
'48:08:02.784',0.054,-,121.560,52.320
'48:08:02.792',0.032,-,124.680,49.920
'48:08:02.800',0.075,-,127.080,47.880
'48:08:02.808',0.097,-,127.920,46.320
'48:08:02.816',0.118,-,129.480,45.120
'48:08:02.824',0.118,-,130.320,43.920
'48:08:02.832',0.151,-,130.320,43.560
'48:08:02.840',0.151,-,131.160,43.080
'48:08:02.848',0.151,-,131.880,43.080
'48:08:02.856',0.118,-,132.720,43.080
'48:08:02.864',0.118,-,132.720,43.080
'48:08:02.872',0.140,-,132.720,43.080
'48:08:02.880',0.140,-,131.880,42.720
'48:08:02.888',0.151,-,130.320,41.880
'48:08:02.896',0.075,-,127.920,41.160
'48:08:02.904',0.032,-,125.520,40.680
'48:08:02.912',0.011,-,122.280,40.320
'48:08:02.920',0.000,-,119.880,40.320
'48:08:02.928',0.011,-,117.480,40.320
'48:08:02.936',0.032,-,114.360,40.320
'48:08:02.944',0.000,-,108.720,40.320
'48:08:02.952',0.000,-,101.520,40.320
'48:08:02.960',0.032,-,93.480,39.960
'48:08:02.968',0.032,-,84.720,39.960
'48:08:02.976',0.151,-,75.120,39.480
'48:08:02.984',0.495,-,67.920,39.480
'48:08:02.992',0.731,-,62.280,39.480
'48:08:03.000',0.419,-,59.160,39.960
'48:08:03.008',0.194,-,57.480,40.680
'48:08:03.016',0.054,-,56.760,41.160
'48:08:03.024',-0.097,-,56.760,41.520
'48:08:03.032',-0.215,-,59.160,42.720
'48:08:03.040',-0.172,-,62.280,43.920
'48:08:03.048',-0.140,-,63.960,45.480
'48:08:03.056',-0.140,-,62.280,47.160
'48:08:03.064',-0.118,-,59.880,48.360
'48:08:03.072',-0.151,-,57.480,50.760
'48:08:03.080',-0.140,-,56.760,54.360
'48:08:03.088',-0.140,-,57.480,59.160
'48:08:03.096',-0.118,-,58.320,64.320
'48:08:03.104',-0.097,-,59.160,69.480
'48:08:03.112',-0.140,-,61.560,74.280
'48:08:03.120',-0.118,-,66.360,78.720
'48:08:03.128',-0.140,-,73.560,82.680
'48:08:03.136',-0.140,-,79.920,86.280
'48:08:03.144',-0.140,-,87.120,89.160
'48:08:03.152',-0.140,-,92.760,89.880
'48:08:03.160',-0.140,-,98.280,89.880
'48:08:03.168',-0.140,-,102.360,89.880
'48:08:03.176',-0.097,-,104.760,89.520
'48:08:03.184',-0.118,-,106.320,88.320
'48:08:03.192',-0.140,-,107.880,86.760
'48:08:03.200',-0.097,-,110.280,85.920
'48:08:03.208',-0.118,-,113.520,84.720
'48:08:03.216',-0.075,-,116.760,83.880
'48:08:03.224',-0.054,-,120.720,83.160
'48:08:03.232',-0.011,-,125.520,82.320
'48:08:03.240',0.000,-,130.320,80.760
'48:08:03.248',0.032,-,132.720,78.720
'48:08:03.256',0.075,-,134.280,76.680
'48:08:03.264',0.097,-,133.560,75.480
'48:08:03.272',0.118,-,132.720,73.920
'48:08:03.280',0.118,-,130.320,72.720
'48:08:03.288',0.118,-,128.760,71.160
'48:08:03.296',0.118,-,127.080,68.760
'48:08:03.304',0.075,-,123.960,66.360
'48:08:03.312',0.075,-,120.720,63.960
'48:08:03.320',0.075,-,115.920,62.280
'48:08:03.328',0.054,-,111.960,61.080
'48:08:03.336',0.075,-,107.880,60.360
'48:08:03.344',0.032,-,103.920,59.880
'48:08:03.352',0.032,-,99.960,59.520
'48:08:03.360',0.032,-,96.720,59.520
'48:08:03.368',0.054,-,95.160,59.880
'48:08:03.376',0.032,-,94.320,60.360
'48:08:03.384',0.054,-,95.160,60.360
'48:08:03.392',0.032,-,96.720,59.520
'48:08:03.400',0.054,-,100.680,58.320
'48:08:03.408',0.032,-,106.320,56.760
'48:08:03.416',0.097,-,111.120,54.720
'48:08:03.424',0.118,-,116.760,52.680
'48:08:03.432',0.075,-,122.280,51.120
'48:08:03.440',-0.032,-,127.080,49.080
'48:08:03.448',-0.075,-,131.880,47.880
'48:08:03.456',-0.151,-,136.680,46.680
'48:08:03.464',-0.215,-,139.080,45.960
'48:08:03.472',-0.280,-,140.760,45.120
'48:08:03.480',-0.258,-,141.480,44.760
'48:08:03.488',-0.312,-,139.920,43.560
'48:08:03.496',-0.333,-,136.680,42.360
'48:08:03.504',-0.419,-,134.280,41.160
'48:08:03.512',-0.473,-,131.160,39.960
'48:08:03.520',-0.516,-,129.480,39.120
'48:08:03.528',-0.538,-,127.920,38.760
'48:08:03.536',-0.516,-,127.080,38.760
'48:08:03.544',-0.516,-,125.520,38.280
'48:08:03.552',-0.495,-,123.120,37.920
