'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'56:02.256',-0.057,-1.299,-,127.920
'56:02.264',-0.057,-1.264,-,127.920
'56:02.272',-0.200,-1.218,-,126.360
'56:02.280',0.286,-1.184,-,124.800
'56:02.288',-0.257,-1.149,-,123.760
'56:02.296',-0.314,-1.115,-,123.760
'56:02.304',-0.057,-1.080,-,125.320
'56:02.312',-0.200,-1.057,-,128.440
'56:02.320',0.000,-1.034,-,133.120
'56:02.328',-0.200,-1.000,-,138.840
'56:02.336',-0.257,-0.977,-,145.600
'56:02.344',-0.057,-0.954,-,151.840
'56:02.352',0.171,-0.931,-,157.560
'56:02.360',-0.143,-0.908,-,162.760
'56:02.368',-0.171,-0.874,-,166.920
'56:02.376',0.143,-0.851,-,170.040
'56:02.384',0.200,-0.816,-,171.600
'56:02.392',-0.057,-0.793,-,171.600
'56:02.400',0.000,-0.747,-,170.040
'56:02.408',0.000,-0.713,-,166.920
'56:02.416',0.029,-0.678,-,163.800
'56:02.424',0.086,-0.632,-,159.120
'56:02.432',0.029,-0.598,-,153.920
'56:02.440',0.000,-0.563,-,149.240
'56:02.448',0.057,-0.517,-,144.560
'56:02.456',0.200,-0.483,-,140.400
'56:02.464',0.057,-0.448,-,137.280
'56:02.472',-0.114,-0.414,-,135.720
'56:02.480',-0.229,-0.379,-,135.200
'56:02.488',0.057,-0.345,-,135.200
'56:02.496',-0.143,-0.310,-,135.720
'56:02.504',-0.057,-0.276,-,136.760
'56:02.512',-0.171,-0.253,-,136.760
'56:02.520',-0.029,-0.218,-,137.280
'56:02.528',0.229,-0.195,-,137.280
'56:02.536',0.000,-0.172,-,136.760
'56:02.544',0.257,-0.149,-,136.760
'56:02.552',0.514,-0.126,-,135.720
'56:02.560',0.286,-0.103,-,135.200
'56:02.568',0.571,-0.080,-,133.120
'56:02.576',1.057,-0.046,-,131.560
'56:02.584',1.114,-0.023,-,130.000
'56:02.592',0.914,0.000,-,128.440
'56:02.600',1.371,0.023,-,126.880
'56:02.608',1.800,0.046,-,126.360
'56:02.616',1.571,0.069,-,125.320
'56:02.624',1.229,0.092,-,125.320
'56:02.632',0.771,0.103,-,125.320
'56:02.640',-0.143,0.126,-,124.800
'56:02.648',-0.743,0.138,-,124.800
'56:02.656',-0.800,0.161,-,123.760
'56:02.664',-0.457,0.172,-,122.720
'56:02.672',-0.429,0.184,-,122.720
'56:02.680',-0.657,0.195,-,122.200
'56:02.688',-0.314,0.207,-,122.200
'56:02.696',-0.257,0.218,-,122.200
'56:02.704',-0.657,0.230,-,122.200
'56:02.712',-0.743,0.241,-,122.200
'56:02.720',-0.514,0.241,-,121.160
'56:02.728',-0.571,0.241,-,122.200
'56:02.736',-0.314,0.241,-,122.720
'56:02.744',-0.314,0.241,-,125.320
'56:02.752',-0.714,0.230,-,128.440
'56:02.760',-0.914,0.218,-,133.120
'56:02.768',-0.771,0.207,-,138.320
'56:02.776',-0.514,0.184,-,143.520
'56:02.784',-0.771,0.172,-,148.720
'56:02.792',-0.914,0.149,-,153.400
'56:02.800',-0.543,0.126,-,157.560
'56:02.808',-0.371,0.115,-,161.200
'56:02.816',-0.743,0.080,-,162.760
'56:02.824',-0.886,0.057,-,164.320
'56:02.832',-0.886,0.034,-,163.800
'56:02.840',-0.514,0.000,-,162.240
'56:02.848',-0.314,-0.023,-,159.640
'56:02.856',-0.371,-0.057,-,156.520
'56:02.864',-0.314,-0.080,-,152.360
'56:02.872',-0.029,-0.115,-,148.720
'56:02.880',0.057,-0.138,-,145.600
'56:02.888',-0.171,-0.161,-,141.960
'56:02.896',0.171,-0.184,-,139.880
'56:02.904',-0.114,-0.207,-,138.320
'56:02.912',0.143,-0.218,-,137.280
'56:02.920',0.171,-0.241,-,137.280
'56:02.928',-0.171,-0.253,-,138.320
'56:02.936',-0.257,-0.264,-,138.840
'56:02.944',0.143,-0.276,-,139.880
'56:02.952',-0.114,-0.287,-,140.400
'56:02.960',0.114,-0.299,-,140.400
'56:02.968',-0.143,-0.310,-,139.880
'56:02.976',-0.200,-0.322,-,139.880
'56:02.984',-0.057,-0.322,-,138.840
'56:02.992',-0.143,-0.333,-,139.880
'56:03.000',-0.029,-0.345,-,139.880
'56:03.008',-0.086,-0.356,-,140.400
'56:03.016',0.371,-0.379,-,140.400
'56:03.024',-0.371,-0.391,-,140.400
'56:03.032',-0.086,-0.402,-,140.400
'56:03.040',-0.029,-0.414,-,141.440
'56:03.048',-0.057,-0.425,-,141.440
'56:03.056',0.200,-0.437,-,141.440
'56:03.064',-0.057,-0.437,-,141.440
'56:03.072',0.171,-0.448,-,141.440
'56:03.080',0.486,-0.448,-,141.440
'56:03.088',0.686,-0.448,-,141.440
'56:03.096',-0.143,-0.448,-,141.960
'56:03.104',-0.743,-0.448,-,143.000
'56:03.112',-0.914,-0.448,-,144.560
'56:03.120',-0.286,-0.448,-,145.600
'56:03.128',0.000,-0.448,-,145.600
'56:03.136',0.114,-0.448,-,146.120
'56:03.144',-0.143,-0.460,-,145.600
'56:03.152',0.114,-0.460,-,145.600
'56:03.160',0.200,-0.460,-,145.600
'56:03.168',-0.086,-0.460,-,144.560
'56:03.176',-0.114,-0.460,-,144.560
'56:03.184',0.029,-0.460,-,145.600
'56:03.192',0.057,-0.460,-,147.160
'56:03.200',0.000,-0.460,-,151.840
'56:03.208',-0.057,-0.460,-,159.120
'56:03.216',0.000,-0.460,-,168.480
'56:03.224',0.171,-0.471,-,178.880
'56:03.232',0.057,-0.483,-,179.920
'56:03.240',0.171,-0.494,-,179.920
'56:03.248',-0.086,-0.517,-,179.920
'56:03.256',-0.114,-0.529,-,179.920
'56:03.264',0.457,-0.552,-,179.920
'56:03.272',0.486,-0.575,-,179.920
'56:03.280',0.000,-0.598,-,179.920
'56:03.288',-0.057,-0.621,-,179.920
'56:03.296',0.171,-0.644,-,179.920
'56:03.304',0.229,-0.667,-,179.920
'56:03.312',0.171,-0.690,-,179.920
'56:03.320',0.314,-0.713,-,179.920
'56:03.328',0.114,-0.736,-,179.920
'56:03.336',0.057,-0.747,-,179.920
'56:03.344',0.429,-0.770,-,179.920
'56:03.352',0.314,-0.782,-,179.920
'56:03.360',0.000,-0.805,-,179.920
'56:03.368',-0.057,-0.816,-,179.920
'56:03.376',0.029,-0.839,-,179.920
'56:03.384',0.143,-0.851,-,179.920
'56:03.392',0.000,-0.874,-,179.920
'56:03.400',0.057,-0.885,-,179.920
'56:03.408',-0.029,-0.908,-,179.920
'56:03.416',-0.057,-0.920,-,179.920
'56:03.424',-0.029,-0.931,-,179.920
'56:03.432',0.000,-0.943,-,179.920
'56:03.440',0.114,-0.954,-,179.920
'56:03.448',-0.057,-0.966,-,179.920
'56:03.456',-0.029,-0.977,-,179.920
'56:03.464',0.057,-0.977,-,179.920
