'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'95:47:32.840',0.069,-,0.050,226.400
'95:47:32.848',0.097,-,0.000,228.000
'95:47:32.856',0.097,-,0.000,228.000
'95:47:32.864',0.097,-,0.000,225.600
'95:47:32.872',0.097,-,0.000,224.000
'95:47:32.880',0.097,-,0.000,221.600
'95:47:32.888',0.042,-,0.000,218.400
'95:47:32.896',0.014,-,0.000,216.000
'95:47:32.904',0.000,-,0.000,213.600
'95:47:32.912',0.000,-,0.000,211.200
'95:47:32.920',-0.042,-,0.000,208.800
'95:47:32.928',-0.042,-,0.000,206.400
'95:47:32.936',-0.042,-,0.000,204.000
'95:47:32.944',-0.069,-,0.000,201.600
'95:47:32.952',-0.042,-,0.050,197.600
'95:47:32.960',-0.014,-,0.000,194.400
'95:47:32.968',-0.014,-,0.000,189.600
'95:47:32.976',-0.014,-,0.000,183.200
'95:47:32.984',-0.042,-,0.000,177.600
'95:47:32.992',-0.042,-,0.000,170.400
'95:47:33.000',-0.042,-,0.000,163.200
'95:47:33.008',-0.069,-,0.000,156.000
'95:47:33.016',-0.097,-,0.000,149.600
'95:47:33.024',-0.125,-,0.000,144.000
'95:47:33.032',-0.097,-,0.000,140.000
'95:47:33.040',-0.069,-,0.000,137.600
'95:47:33.048',-0.069,-,0.000,135.200
'95:47:33.056',-0.042,-,0.000,134.400
'95:47:33.064',-0.069,-,0.000,134.400
'95:47:33.072',-0.042,-,0.050,132.800
'95:47:33.080',-0.014,-,0.050,132.800
'95:47:33.088',0.000,-,0.050,132.800
'95:47:33.096',-0.042,-,0.050,132.800
'95:47:33.104',-0.125,-,0.000,132.800
'95:47:33.112',0.000,-,0.100,132.000
'95:47:33.120',0.389,-,0.150,130.400
'95:47:33.128',0.875,-,-0.263,130.400
'95:47:33.136',0.917,-,-0.463,129.600
'95:47:33.144',0.319,-,-0.725,128.000
'95:47:33.152',0.167,-,-0.575,127.200
'95:47:33.160',0.000,-,-0.362,125.600
'95:47:33.168',-0.097,-,-0.150,124.800
'95:47:33.176',-0.125,-,-0.050,123.200
'95:47:33.184',-0.125,-,0.000,122.400
'95:47:33.192',-0.097,-,0.000,120.800
'95:47:33.200',-0.125,-,0.050,120.000
'95:47:33.208',-0.069,-,0.050,118.400
'95:47:33.216',-0.042,-,0.100,117.600
'95:47:33.224',-0.042,-,0.100,116.000
'95:47:33.232',-0.042,-,0.050,116.000
'95:47:33.240',-0.069,-,0.000,116.000
'95:47:33.248',-0.069,-,0.000,117.600
'95:47:33.256',-0.042,-,0.000,120.800
'95:47:33.264',-0.069,-,-0.050,127.200
'95:47:33.272',-0.069,-,-0.050,135.200
'95:47:33.280',-0.042,-,0.000,146.400
'95:47:33.288',-0.069,-,-0.050,159.200
'95:47:33.296',-0.042,-,0.000,172.800
'95:47:33.304',-0.014,-,0.000,185.600
'95:47:33.312',0.000,-,0.000,197.600
'95:47:33.320',0.014,-,0.000,207.200
'95:47:33.328',0.042,-,0.000,214.400
'95:47:33.336',0.069,-,0.000,218.400
'95:47:33.344',0.097,-,0.050,220.800
'95:47:33.352',0.139,-,0.050,219.200
'95:47:33.360',0.125,-,0.050,218.400
'95:47:33.368',0.139,-,0.000,216.000
'95:47:33.376',0.042,-,0.000,213.600
'95:47:33.384',0.042,-,0.000,211.200
'95:47:33.392',0.000,-,0.000,207.200
'95:47:33.400',-0.014,-,0.000,204.800
'95:47:33.408',-0.042,-,0.000,201.600
'95:47:33.416',-0.042,-,0.000,197.600
'95:47:33.424',-0.042,-,0.000,194.400
'95:47:33.432',-0.097,-,0.000,189.600
'95:47:33.440',-0.069,-,0.000,184.800
'95:47:33.448',-0.042,-,0.000,178.400
'95:47:33.456',-0.042,-,0.000,172.800
'95:47:33.464',-0.069,-,0.000,165.600
'95:47:33.472',-0.069,-,0.000,158.400
'95:47:33.480',-0.042,-,0.050,151.200
'95:47:33.488',-0.014,-,0.000,144.800
'95:47:33.496',0.000,-,0.000,140.000
'95:47:33.504',-0.042,-,0.050,135.200
'95:47:33.512',-0.042,-,0.000,132.800
'95:47:33.520',-0.042,-,0.000,130.400
'95:47:33.528',-0.042,-,0.000,129.600
'95:47:33.536',-0.042,-,0.000,129.600
'95:47:33.544',-0.069,-,0.000,129.600
'95:47:33.552',-0.042,-,0.000,129.600
'95:47:33.560',-0.069,-,0.000,129.600
'95:47:33.568',-0.069,-,0.000,129.600
'95:47:33.576',-0.042,-,0.000,129.600
'95:47:33.584',-0.042,-,0.000,129.600
'95:47:33.592',-0.042,-,0.000,128.000
'95:47:33.600',-0.042,-,0.000,128.000
'95:47:33.608',0.000,-,0.050,127.200
'95:47:33.616',-0.014,-,0.100,127.200
'95:47:33.624',-0.042,-,0.050,125.600
'95:47:33.632',0.042,-,0.200,124.800
'95:47:33.640',0.417,-,0.100,123.200
'95:47:33.648',0.847,-,-0.150,122.400
'95:47:33.656',0.875,-,-0.362,120.000
'95:47:33.664',0.264,-,-0.575,118.400
'95:47:33.672',0.097,-,-0.463,117.600
'95:47:33.680',-0.014,-,-0.362,116.000
'95:47:33.688',-0.139,-,-0.200,115.200
'95:47:33.696',-0.167,-,-0.050,113.600
'95:47:33.704',-0.139,-,0.000,111.200
'95:47:33.712',-0.125,-,0.000,110.400
'95:47:33.720',-0.125,-,0.000,110.400
'95:47:33.728',-0.125,-,0.000,108.800
'95:47:33.736',-0.097,-,0.050,108.000
'95:47:33.744',-0.069,-,0.000,106.400
'95:47:33.752',-0.042,-,0.000,106.400
'95:47:33.760',-0.042,-,0.000,108.000
'95:47:33.768',-0.042,-,0.000,108.800
'95:47:33.776',-0.042,-,0.000,113.600
'95:47:33.784',-0.042,-,0.000,120.000
'95:47:33.792',-0.042,-,0.000,129.600
'95:47:33.800',-0.042,-,0.000,140.000
'95:47:33.808',-0.042,-,0.000,154.400
'95:47:33.816',-0.014,-,0.000,168.800
'95:47:33.824',-0.042,-,0.000,183.200
'95:47:33.832',0.000,-,0.000,197.600
'95:47:33.840',0.000,-,0.000,208.800
