'Elapsed time','II','AVR','AVL','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'44:01:13.200',0.057,-,-,0.047,-,-,-
'44:01:13.208',0.094,-,-,0.057,-,-,-
'44:01:13.216',0.094,-,-,0.066,-,-,-
'44:01:13.224',0.094,-,-,0.066,-,-,-
'44:01:13.232',0.075,-,-,0.057,-,-,-
'44:01:13.240',0.057,-,-,0.047,-,-,-
'44:01:13.248',0.047,-,-,0.038,-,-,-
'44:01:13.256',0.028,-,-,0.028,-,-,-
'44:01:13.264',0.028,-,-,0.019,-,-,-
'44:01:13.272',0.009,-,-,0.009,-,-,-
'44:01:13.280',0.009,-,-,0.019,-,-,-
'44:01:13.288',0.009,-,-,0.009,-,-,-
'44:01:13.296',0.009,-,-,0.000,-,-,-
'44:01:13.304',0.009,-,-,0.009,-,-,-
'44:01:13.312',0.028,-,-,0.019,-,-,-
'44:01:13.320',0.047,-,-,0.028,-,-,-
'44:01:13.328',0.047,-,-,0.047,-,-,-
'44:01:13.336',0.047,-,-,0.038,-,-,-
'44:01:13.344',0.057,-,-,0.047,-,-,-
'44:01:13.352',0.075,-,-,0.038,-,-,-
'44:01:13.360',0.075,-,-,0.057,-,-,-
'44:01:13.368',0.057,-,-,0.047,-,-,-
'44:01:13.376',0.057,-,-,0.038,-,-,-
'44:01:13.384',0.047,-,-,0.028,-,-,-
'44:01:13.392',0.028,-,-,0.019,-,-,-
'44:01:13.400',0.009,-,-,0.019,-,-,-
'44:01:13.408',0.000,-,-,0.000,-,-,-
'44:01:13.416',0.000,-,-,-0.019,-,-,-
'44:01:13.424',0.000,-,-,-0.019,-,-,-
'44:01:13.432',-0.009,-,-,-0.019,-,-,-
'44:01:13.440',0.000,-,-,-0.019,-,-,-
'44:01:13.448',0.000,-,-,-0.019,-,-,-
'44:01:13.456',0.000,-,-,-0.019,-,-,-
'44:01:13.464',-0.009,-,-,-0.019,-,-,-
'44:01:13.472',-0.009,-,-,-0.028,-,-,-
'44:01:13.480',-0.009,-,-,-0.019,-,-,-
'44:01:13.488',-0.009,-,-,-0.019,-,-,-
'44:01:13.496',0.000,-,-,-0.019,-,-,-
'44:01:13.504',0.009,-,-,-0.019,-,-,-
'44:01:13.512',0.057,-,-,0.019,-,-,-
'44:01:13.520',0.160,-,-,0.094,-,-,-
'44:01:13.528',0.245,-,-,0.132,-,-,-
'44:01:13.536',0.255,-,-,0.198,-,-,-
'44:01:13.544',0.255,-,-,0.198,-,-,-
'44:01:13.552',0.274,-,-,0.085,-,-,-
'44:01:13.560',0.179,-,-,0.113,-,-,-
'44:01:13.568',0.000,-,-,-0.085,-,-,-
'44:01:13.576',-0.094,-,-,-0.208,-,-,-
'44:01:13.584',-0.160,-,-,-0.226,-,-,-
'44:01:13.592',-0.208,-,-,-0.255,-,-,-
'44:01:13.600',-0.226,-,-,-0.255,-,-,-
'44:01:13.608',-0.189,-,-,-0.255,-,-,-
'44:01:13.616',-0.142,-,-,-0.170,-,-,-
'44:01:13.624',-0.075,-,-,-0.094,-,-,-
'44:01:13.632',-0.028,-,-,-0.019,-,-,-
'44:01:13.640',-0.028,-,-,0.000,-,-,-
'44:01:13.648',-0.009,-,-,0.000,-,-,-
'44:01:13.656',-0.009,-,-,0.000,-,-,-
'44:01:13.664',-0.009,-,-,0.000,-,-,-
'44:01:13.672',-0.009,-,-,0.009,-,-,-
'44:01:13.680',-0.009,-,-,0.000,-,-,-
'44:01:13.688',-0.009,-,-,0.009,-,-,-
'44:01:13.696',-0.009,-,-,0.009,-,-,-
'44:01:13.704',-0.009,-,-,0.000,-,-,-
'44:01:13.712',-0.009,-,-,0.009,-,-,-
'44:01:13.720',-0.028,-,-,0.000,-,-,-
'44:01:13.728',-0.028,-,-,0.000,-,-,-
'44:01:13.736',-0.028,-,-,0.000,-,-,-
'44:01:13.744',-0.028,-,-,0.000,-,-,-
'44:01:13.752',-0.028,-,-,0.000,-,-,-
'44:01:13.760',-0.028,-,-,0.000,-,-,-
