'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'121:44:04.304',0.000,-,-,-,51.200
'121:44:04.312',-0.050,-,-,-,56.000
'121:44:04.320',-0.075,-,-,-,63.200
'121:44:04.328',-0.075,-,-,-,70.400
'121:44:04.336',-0.100,-,-,-,77.600
'121:44:04.344',-0.100,-,-,-,84.000
'121:44:04.352',-0.075,-,-,-,92.000
'121:44:04.360',-0.050,-,-,-,99.200
'121:44:04.368',-0.025,-,-,-,106.400
'121:44:04.376',0.000,-,-,-,112.800
'121:44:04.384',0.050,-,-,-,118.400
'121:44:04.392',0.050,-,-,-,122.400
'121:44:04.400',0.075,-,-,-,123.200
'121:44:04.408',0.100,-,-,-,124.800
'121:44:04.416',0.125,-,-,-,124.800
'121:44:04.424',0.125,-,-,-,122.400
'121:44:04.432',0.125,-,-,-,120.800
'121:44:04.440',0.125,-,-,-,118.400
'121:44:04.448',0.100,-,-,-,116.000
'121:44:04.456',0.100,-,-,-,113.600
'121:44:04.464',0.175,-,-,-,112.800
'121:44:04.472',0.500,-,-,-,110.400
'121:44:04.480',0.950,-,-,-,108.000
'121:44:04.488',1.075,-,-,-,105.600
'121:44:04.496',0.525,-,-,-,101.600
'121:44:04.504',-0.450,-,-,-,99.200
'121:44:04.512',-1.275,-,-,-,96.800
'121:44:04.520',-1.400,-,-,-,93.600
'121:44:04.528',-0.925,-,-,-,89.600
'121:44:04.536',-0.600,-,-,-,87.200
'121:44:04.544',-0.500,-,-,-,84.000
'121:44:04.552',-0.425,-,-,-,80.000
'121:44:04.560',-0.350,-,-,-,76.000
'121:44:04.568',-0.175,-,-,-,72.800
'121:44:04.576',-0.025,-,-,-,70.400
'121:44:04.584',0.050,-,-,-,68.000
'121:44:04.592',0.075,-,-,-,65.600
'121:44:04.600',0.075,-,-,-,65.600
'121:44:04.608',0.075,-,-,-,64.000
'121:44:04.616',0.075,-,-,-,65.600
'121:44:04.624',0.050,-,-,-,65.600
'121:44:04.632',0.025,-,-,-,65.600
'121:44:04.640',0.000,-,-,-,65.600
'121:44:04.648',-0.025,-,-,-,65.600
'121:44:04.656',-0.050,-,-,-,66.400
'121:44:04.664',-0.075,-,-,-,66.400
'121:44:04.672',-0.075,-,-,-,66.400
'121:44:04.680',-0.050,-,-,-,66.400
'121:44:04.688',0.000,-,-,-,65.600
'121:44:04.696',0.025,-,-,-,65.600
'121:44:04.704',0.050,-,-,-,65.600
'121:44:04.712',0.100,-,-,-,64.000
'121:44:04.720',0.225,-,-,-,64.000
'121:44:04.728',0.250,-,-,-,63.200
'121:44:04.736',0.275,-,-,-,61.600
'121:44:04.744',0.300,-,-,-,61.600
'121:44:04.752',0.350,-,-,-,60.800
'121:44:04.760',0.275,-,-,-,59.200
'121:44:04.768',0.225,-,-,-,59.200
'121:44:04.776',0.225,-,-,-,58.400
'121:44:04.784',0.200,-,-,-,58.400
