'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'27:22:36.480',-,-,-,-,-
'27:22:36.488',-,-,-,-,-
'27:22:36.496',-,-,-,-,-
'27:22:36.504',-,-,-,-,-
'27:22:36.512',-,-,-,-,-
'27:22:36.520',-,-,-,-,-
'27:22:36.528',-,-,-,-,-
'27:22:36.536',-,-,-,-,-
'27:22:36.544',-,-,-,-,-
'27:22:36.552',-,-,-,-,-
'27:22:36.560',-,-,-,-,-
'27:22:36.568',-,-,-,-,-
'27:22:36.576',-,-,-,-,-
'27:22:36.584',-,-,-,-,-
'27:22:36.592',-,-,-,-,-
'27:22:36.600',-,-,-,-,-
'27:22:36.608',-,-,-,-,-
'27:22:36.616',-,-,-,-,-
'27:22:36.624',-,-,-,-,-
'27:22:36.632',-,-,-,-,-
'27:22:36.640',-,-,-,-,-
'27:22:36.648',-,-,-,-,-
'27:22:36.656',-,-,-,-,-
'27:22:36.664',-,-,-,-,-
'27:22:36.672',-,-,-,-,-
'27:22:36.680',-,-,-,-,-
'27:22:36.688',-,-,-,-,-
'27:22:36.696',-,-,-,-,-
'27:22:36.704',-,-,-,-,-
'27:22:36.712',-,-,-,-,-
'27:22:36.720',-,-,-,-,-
'27:22:36.728',-,-,-,-,-
'27:22:36.736',-,-,-,-,-
'27:22:36.744',-,-,-,-,-
'27:22:36.752',-,-,-,-,-
'27:22:36.760',-,-,-,-,-
'27:22:36.768',-,-,-,-,-
'27:22:36.776',-,-,-,-,-
'27:22:36.784',-,-,-,-,-
'27:22:36.792',-,-,-,-,-
'27:22:36.800',-,-,-,-,-
'27:22:36.808',-,-,-,-,-
'27:22:36.816',-,-,-,-,-
'27:22:36.824',-,-,-,-,-
'27:22:36.832',-,-,-,-,-
'27:22:36.840',-,-,-,-,-
'27:22:36.848',-,-,-,-,-
'27:22:36.856',-,-,-,-,-
'27:22:36.864',-,-,-,-,-
'27:22:36.872',-,-,-,-,-
'27:22:36.880',-,-,-,-,-
'27:22:36.888',-,-,-,-,-
'27:22:36.896',-,-,-,-,-
'27:22:36.904',-,-,-,-,-
'27:22:36.912',-,-,-,-,-
'27:22:36.920',-,-,-,-,-
'27:22:36.928',-,-,-,-,-
'27:22:36.936',-,-,-,-,-
'27:22:36.944',-,-,-,-,-
'27:22:36.952',-,-,-,-,-
