'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'121:44:43.312',0.125,-,-,-,63.200
'121:44:43.320',0.125,-,-,-,63.200
'121:44:43.328',0.100,-,-,-,61.600
'121:44:43.336',0.100,-,-,-,61.600
'121:44:43.344',0.100,-,-,-,61.600
'121:44:43.352',0.075,-,-,-,63.200
'121:44:43.360',0.050,-,-,-,63.200
'121:44:43.368',0.025,-,-,-,64.000
'121:44:43.376',0.000,-,-,-,64.000
'121:44:43.384',-0.025,-,-,-,65.600
'121:44:43.392',-0.025,-,-,-,65.600
'121:44:43.400',0.000,-,-,-,65.600
'121:44:43.408',0.025,-,-,-,65.600
'121:44:43.416',0.050,-,-,-,64.000
'121:44:43.424',0.100,-,-,-,64.000
'121:44:43.432',0.175,-,-,-,64.000
'121:44:43.440',0.250,-,-,-,63.200
'121:44:43.448',0.350,-,-,-,63.200
'121:44:43.456',0.400,-,-,-,63.200
'121:44:43.464',0.400,-,-,-,61.600
'121:44:43.472',0.400,-,-,-,60.800
'121:44:43.480',0.375,-,-,-,60.800
'121:44:43.488',0.300,-,-,-,60.800
'121:44:43.496',0.275,-,-,-,59.200
'121:44:43.504',0.225,-,-,-,59.200
'121:44:43.512',0.175,-,-,-,59.200
'121:44:43.520',0.125,-,-,-,59.200
'121:44:43.528',0.050,-,-,-,59.200
'121:44:43.536',0.025,-,-,-,59.200
'121:44:43.544',0.025,-,-,-,58.400
'121:44:43.552',0.000,-,-,-,56.800
'121:44:43.560',0.000,-,-,-,56.800
'121:44:43.568',0.000,-,-,-,56.000
'121:44:43.576',0.000,-,-,-,56.000
'121:44:43.584',0.000,-,-,-,54.400
'121:44:43.592',-0.025,-,-,-,52.000
'121:44:43.600',-0.025,-,-,-,51.200
'121:44:43.608',0.000,-,-,-,49.600
'121:44:43.616',0.025,-,-,-,49.600
'121:44:43.624',0.075,-,-,-,49.600
'121:44:43.632',0.075,-,-,-,48.800
'121:44:43.640',0.100,-,-,-,48.800
'121:44:43.648',0.125,-,-,-,48.800
'121:44:43.656',0.125,-,-,-,47.200
'121:44:43.664',0.100,-,-,-,47.200
'121:44:43.672',0.100,-,-,-,47.200
'121:44:43.680',0.100,-,-,-,47.200
'121:44:43.688',0.075,-,-,-,47.200
'121:44:43.696',0.050,-,-,-,47.200
'121:44:43.704',0.025,-,-,-,46.400
