'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'122:08:39.304',0.025,-,-,-,61.600
'122:08:39.312',0.075,-,-,-,60.800
'122:08:39.320',0.125,-,-,-,59.200
'122:08:39.328',0.200,-,-,-,59.200
'122:08:39.336',0.275,-,-,-,59.200
'122:08:39.344',0.350,-,-,-,58.400
'122:08:39.352',0.375,-,-,-,58.400
'122:08:39.360',0.400,-,-,-,58.400
'122:08:39.368',0.375,-,-,-,56.800
'122:08:39.376',0.350,-,-,-,56.000
'122:08:39.384',0.300,-,-,-,54.400
'122:08:39.392',0.250,-,-,-,54.400
'122:08:39.400',0.225,-,-,-,54.400
'122:08:39.408',0.200,-,-,-,54.400
'122:08:39.416',0.175,-,-,-,53.600
'122:08:39.424',0.075,-,-,-,53.600
'122:08:39.432',0.025,-,-,-,53.600
'122:08:39.440',0.000,-,-,-,52.000
'122:08:39.448',0.000,-,-,-,52.000
'122:08:39.456',0.000,-,-,-,51.200
'122:08:39.464',-0.025,-,-,-,49.600
'122:08:39.472',-0.025,-,-,-,49.600
'122:08:39.480',-0.025,-,-,-,48.800
'122:08:39.488',-0.025,-,-,-,48.800
'122:08:39.496',-0.025,-,-,-,47.200
'122:08:39.504',-0.025,-,-,-,47.200
'122:08:39.512',0.000,-,-,-,46.400
'122:08:39.520',0.025,-,-,-,44.800
'122:08:39.528',0.050,-,-,-,44.800
'122:08:39.536',0.075,-,-,-,44.000
'122:08:39.544',0.100,-,-,-,44.000
'122:08:39.552',0.100,-,-,-,42.400
'122:08:39.560',0.100,-,-,-,42.400
'122:08:39.568',0.075,-,-,-,42.400
'122:08:39.576',0.075,-,-,-,42.400
'122:08:39.584',0.075,-,-,-,41.600
'122:08:39.592',0.050,-,-,-,41.600
'122:08:39.600',0.000,-,-,-,41.600
'122:08:39.608',-0.025,-,-,-,41.600
'122:08:39.616',-0.025,-,-,-,41.600
'122:08:39.624',-0.050,-,-,-,41.600
'122:08:39.632',-0.050,-,-,-,41.600
'122:08:39.640',-0.050,-,-,-,41.600
'122:08:39.648',-0.075,-,-,-,41.600
'122:08:39.656',-0.075,-,-,-,40.000
'122:08:39.664',-0.050,-,-,-,40.000
'122:08:39.672',-0.050,-,-,-,40.000
'122:08:39.680',-0.025,-,-,-,40.000
'122:08:39.688',0.000,-,-,-,40.000
'122:08:39.696',0.025,-,-,-,40.000
'122:08:39.704',0.025,-,-,-,39.200
'122:08:39.712',0.050,-,-,-,39.200
'122:08:39.720',0.075,-,-,-,39.200
'122:08:39.728',0.125,-,-,-,39.200
'122:08:39.736',0.350,-,-,-,39.200
'122:08:39.744',0.775,-,-,-,39.200
'122:08:39.752',1.225,-,-,-,39.200
'122:08:39.760',1.275,-,-,-,37.600
'122:08:39.768',0.450,-,-,-,37.600
'122:08:39.776',-0.575,-,-,-,37.600
'122:08:39.784',-1.250,-,-,-,37.600
'122:08:39.792',-1.275,-,-,-,37.600
'122:08:39.800',-0.600,-,-,-,36.800
'122:08:39.808',-0.300,-,-,-,36.800
'122:08:39.816',-0.225,-,-,-,36.800
'122:08:39.824',-0.200,-,-,-,35.200
'122:08:39.832',-0.175,-,-,-,35.200
'122:08:39.840',-0.125,-,-,-,35.200
'122:08:39.848',-0.100,-,-,-,35.200
'122:08:39.856',-0.050,-,-,-,35.200
'122:08:39.864',-0.025,-,-,-,36.800
'122:08:39.872',-0.025,-,-,-,36.800
'122:08:39.880',0.000,-,-,-,36.800
'122:08:39.888',0.000,-,-,-,36.800
'122:08:39.896',0.000,-,-,-,36.800
'122:08:39.904',0.000,-,-,-,37.600
'122:08:39.912',0.025,-,-,-,40.000
'122:08:39.920',0.000,-,-,-,44.000
'122:08:39.928',0.000,-,-,-,49.600
'122:08:39.936',-0.050,-,-,-,56.800
'122:08:39.944',-0.075,-,-,-,64.000
'122:08:39.952',-0.100,-,-,-,71.200
'122:08:39.960',-0.125,-,-,-,78.400
'122:08:39.968',-0.125,-,-,-,84.800
'122:08:39.976',-0.175,-,-,-,91.200
'122:08:39.984',-0.125,-,-,-,96.800
'122:08:39.992',-0.100,-,-,-,101.600
'122:08:40.000',-0.075,-,-,-,106.400
'122:08:40.008',-0.025,-,-,-,110.400
'122:08:40.016',0.000,-,-,-,112.800
'122:08:40.024',0.025,-,-,-,113.600
'122:08:40.032',0.050,-,-,-,113.600
'122:08:40.040',0.075,-,-,-,113.600
'122:08:40.048',0.100,-,-,-,115.200
'122:08:40.056',0.100,-,-,-,113.600
'122:08:40.064',0.075,-,-,-,113.600
'122:08:40.072',0.100,-,-,-,112.800
'122:08:40.080',0.125,-,-,-,111.200
'122:08:40.088',0.350,-,-,-,108.800
'122:08:40.096',0.775,-,-,-,108.000
'122:08:40.104',1.200,-,-,-,105.600
'122:08:40.112',1.250,-,-,-,104.000
'122:08:40.120',0.575,-,-,-,103.200
'122:08:40.128',-0.375,-,-,-,100.800
'122:08:40.136',-1.250,-,-,-,98.400
'122:08:40.144',-1.450,-,-,-,96.000
'122:08:40.152',-1.000,-,-,-,92.000
'122:08:40.160',-0.450,-,-,-,88.800
'122:08:40.168',-0.175,-,-,-,84.000
'122:08:40.176',-0.050,-,-,-,80.000
'122:08:40.184',-0.025,-,-,-,77.600
'122:08:40.192',0.000,-,-,-,75.200
'122:08:40.200',0.025,-,-,-,72.800
'122:08:40.208',0.025,-,-,-,70.400
'122:08:40.216',0.050,-,-,-,68.800
'122:08:40.224',0.050,-,-,-,68.800
'122:08:40.232',0.050,-,-,-,68.000
'122:08:40.240',0.050,-,-,-,68.000
'122:08:40.248',0.050,-,-,-,66.400
'122:08:40.256',0.050,-,-,-,66.400
'122:08:40.264',0.025,-,-,-,66.400
'122:08:40.272',0.000,-,-,-,65.600
'122:08:40.280',0.000,-,-,-,65.600
'122:08:40.288',0.000,-,-,-,65.600
'122:08:40.296',0.025,-,-,-,65.600
'122:08:40.304',0.025,-,-,-,65.600
'122:08:40.312',0.050,-,-,-,64.000
'122:08:40.320',0.100,-,-,-,64.000
'122:08:40.328',0.125,-,-,-,64.000
'122:08:40.336',0.200,-,-,-,63.200
'122:08:40.344',0.250,-,-,-,63.200
'122:08:40.352',0.275,-,-,-,61.600
'122:08:40.360',0.300,-,-,-,61.600
'122:08:40.368',0.275,-,-,-,61.600
'122:08:40.376',0.250,-,-,-,61.600
'122:08:40.384',0.225,-,-,-,61.600
'122:08:40.392',0.175,-,-,-,61.600
'122:08:40.400',0.125,-,-,-,61.600
'122:08:40.408',0.125,-,-,-,61.600
'122:08:40.416',0.100,-,-,-,61.600
'122:08:40.424',0.050,-,-,-,63.200
'122:08:40.432',0.025,-,-,-,61.600
'122:08:40.440',0.000,-,-,-,61.600
'122:08:40.448',-0.025,-,-,-,61.600
'122:08:40.456',-0.025,-,-,-,60.800
'122:08:40.464',-0.050,-,-,-,59.200
'122:08:40.472',-0.050,-,-,-,58.400
'122:08:40.480',-0.050,-,-,-,56.800
'122:08:40.488',-0.050,-,-,-,56.000
'122:08:40.496',-0.050,-,-,-,54.400
'122:08:40.504',-0.025,-,-,-,53.600
'122:08:40.512',0.000,-,-,-,53.600
'122:08:40.520',0.000,-,-,-,52.000
'122:08:40.528',0.025,-,-,-,51.200
'122:08:40.536',0.050,-,-,-,51.200
'122:08:40.544',0.075,-,-,-,49.600
'122:08:40.552',0.075,-,-,-,49.600
'122:08:40.560',0.050,-,-,-,48.800
'122:08:40.568',0.050,-,-,-,48.800
'122:08:40.576',0.050,-,-,-,48.800
'122:08:40.584',0.050,-,-,-,48.800
'122:08:40.592',0.025,-,-,-,48.800
'122:08:40.600',0.000,-,-,-,47.200
'122:08:40.608',-0.025,-,-,-,47.200
'122:08:40.616',-0.050,-,-,-,47.200
'122:08:40.624',-0.075,-,-,-,46.400
'122:08:40.632',-0.075,-,-,-,46.400
'122:08:40.640',-0.075,-,-,-,46.400
'122:08:40.648',-0.100,-,-,-,46.400
'122:08:40.656',-0.100,-,-,-,46.400
'122:08:40.664',-0.075,-,-,-,46.400
'122:08:40.672',-0.050,-,-,-,46.400
'122:08:40.680',-0.025,-,-,-,44.800
'122:08:40.688',0.000,-,-,-,44.800
'122:08:40.696',0.000,-,-,-,44.800
'122:08:40.704',0.025,-,-,-,44.800
'122:08:40.712',0.050,-,-,-,44.000
'122:08:40.720',0.075,-,-,-,44.000
'122:08:40.728',0.275,-,-,-,44.000
'122:08:40.736',0.775,-,-,-,44.000
'122:08:40.744',1.300,-,-,-,44.000
'122:08:40.752',1.425,-,-,-,42.400
'122:08:40.760',0.675,-,-,-,42.400
'122:08:40.768',-0.425,-,-,-,42.400
'122:08:40.776',-1.200,-,-,-,42.400
'122:08:40.784',-1.225,-,-,-,42.400
'122:08:40.792',-0.600,-,-,-,42.400
'122:08:40.800',-0.300,-,-,-,42.400
'122:08:40.808',-0.250,-,-,-,42.400
'122:08:40.816',-0.225,-,-,-,41.600
'122:08:40.824',-0.200,-,-,-,41.600
'122:08:40.832',-0.175,-,-,-,41.600
'122:08:40.840',-0.125,-,-,-,41.600
'122:08:40.848',-0.075,-,-,-,40.000
'122:08:40.856',-0.050,-,-,-,40.000
'122:08:40.864',-0.025,-,-,-,40.000
'122:08:40.872',0.000,-,-,-,40.000
'122:08:40.880',0.000,-,-,-,40.000
'122:08:40.888',0.000,-,-,-,40.000
'122:08:40.896',0.000,-,-,-,41.600
'122:08:40.904',0.000,-,-,-,44.000
'122:08:40.912',0.000,-,-,-,47.200
'122:08:40.920',0.000,-,-,-,53.600
'122:08:40.928',-0.050,-,-,-,59.200
'122:08:40.936',-0.075,-,-,-,65.600
'122:08:40.944',-0.100,-,-,-,71.200
'122:08:40.952',-0.100,-,-,-,77.600
'122:08:40.960',-0.100,-,-,-,81.600
'122:08:40.968',-0.100,-,-,-,87.200
'122:08:40.976',-0.100,-,-,-,94.400
'122:08:40.984',-0.075,-,-,-,101.600
'122:08:40.992',-0.050,-,-,-,108.000
'122:08:41.000',-0.025,-,-,-,112.800
'122:08:41.008',0.025,-,-,-,115.200
'122:08:41.016',0.025,-,-,-,117.600
'122:08:41.024',0.050,-,-,-,117.600
'122:08:41.032',0.075,-,-,-,117.600
'122:08:41.040',0.075,-,-,-,117.600
'122:08:41.048',0.100,-,-,-,116.000
'122:08:41.056',0.075,-,-,-,116.000
'122:08:41.064',0.100,-,-,-,116.000
'122:08:41.072',0.250,-,-,-,115.200
'122:08:41.080',0.600,-,-,-,113.600
'122:08:41.088',1.100,-,-,-,111.200
'122:08:41.096',1.250,-,-,-,110.400
'122:08:41.104',0.675,-,-,-,108.000
'122:08:41.112',-0.300,-,-,-,106.400
'122:08:41.120',-1.225,-,-,-,104.000
'122:08:41.128',-1.425,-,-,-,101.600
'122:08:41.136',-1.100,-,-,-,98.400
'122:08:41.144',-0.775,-,-,-,94.400
'122:08:41.152',-0.675,-,-,-,91.200
'122:08:41.160',-0.625,-,-,-,86.400
'122:08:41.168',-0.550,-,-,-,82.400
'122:08:41.176',-0.350,-,-,-,80.000
'122:08:41.184',-0.100,-,-,-,76.000
'122:08:41.192',0.000,-,-,-,73.600
'122:08:41.200',0.050,-,-,-,71.200
'122:08:41.208',0.075,-,-,-,70.400
'122:08:41.216',0.075,-,-,-,68.800
'122:08:41.224',0.075,-,-,-,68.800
'122:08:41.232',0.075,-,-,-,68.800
'122:08:41.240',0.075,-,-,-,68.000
'122:08:41.248',0.075,-,-,-,68.000
'122:08:41.256',0.025,-,-,-,68.000
'122:08:41.264',0.025,-,-,-,68.000
'122:08:41.272',0.000,-,-,-,66.400
'122:08:41.280',0.000,-,-,-,66.400
'122:08:41.288',0.025,-,-,-,66.400
'122:08:41.296',0.025,-,-,-,65.600
'122:08:41.304',0.075,-,-,-,65.600
'122:08:41.312',0.100,-,-,-,65.600
'122:08:41.320',0.175,-,-,-,64.000
'122:08:41.328',0.250,-,-,-,64.000
'122:08:41.336',0.300,-,-,-,63.200
'122:08:41.344',0.375,-,-,-,63.200
'122:08:41.352',0.400,-,-,-,61.600
'122:08:41.360',0.400,-,-,-,61.600
'122:08:41.368',0.375,-,-,-,60.800
'122:08:41.376',0.350,-,-,-,60.800
'122:08:41.384',0.275,-,-,-,59.200
'122:08:41.392',0.225,-,-,-,59.200
'122:08:41.400',0.200,-,-,-,59.200
'122:08:41.408',0.175,-,-,-,58.400
'122:08:41.416',0.100,-,-,-,58.400
'122:08:41.424',0.050,-,-,-,56.800
'122:08:41.432',0.025,-,-,-,56.800
'122:08:41.440',0.000,-,-,-,56.800
'122:08:41.448',-0.025,-,-,-,56.000
'122:08:41.456',-0.025,-,-,-,56.000
'122:08:41.464',-0.050,-,-,-,54.400
'122:08:41.472',-0.050,-,-,-,54.400
'122:08:41.480',-0.050,-,-,-,53.600
'122:08:41.488',-0.050,-,-,-,53.600
'122:08:41.496',-0.025,-,-,-,52.000
'122:08:41.504',0.000,-,-,-,51.200
'122:08:41.512',0.025,-,-,-,51.200
'122:08:41.520',0.050,-,-,-,49.600
'122:08:41.528',0.075,-,-,-,49.600
'122:08:41.536',0.100,-,-,-,48.800
'122:08:41.544',0.100,-,-,-,48.800
'122:08:41.552',0.075,-,-,-,48.800
'122:08:41.560',0.075,-,-,-,47.200
'122:08:41.568',0.075,-,-,-,47.200
'122:08:41.576',0.075,-,-,-,47.200
'122:08:41.584',0.025,-,-,-,47.200
'122:08:41.592',0.000,-,-,-,47.200
'122:08:41.600',-0.025,-,-,-,47.200
'122:08:41.608',-0.050,-,-,-,46.400
'122:08:41.616',-0.050,-,-,-,46.400
'122:08:41.624',-0.050,-,-,-,46.400
'122:08:41.632',-0.050,-,-,-,44.800
'122:08:41.640',-0.075,-,-,-,44.800
'122:08:41.648',-0.075,-,-,-,44.800
'122:08:41.656',-0.075,-,-,-,44.800
'122:08:41.664',-0.050,-,-,-,44.800
'122:08:41.672',-0.025,-,-,-,44.800
'122:08:41.680',0.000,-,-,-,44.000
