'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'39:28.256',0.029,-0.770,-,60.320
'39:28.264',0.057,-0.759,-,60.320
'39:28.272',0.057,-0.759,-,60.320
'39:28.280',0.057,-0.747,-,59.800
'39:28.288',0.114,-0.747,-,59.800
'39:28.296',0.114,-0.736,-,59.800
'39:28.304',0.114,-0.736,-,59.800
'39:28.312',0.114,-0.736,-,59.800
'39:28.320',0.057,-0.724,-,58.760
'39:28.328',0.057,-0.724,-,58.760
'39:28.336',0.086,-0.724,-,58.760
'39:28.344',0.086,-0.724,-,58.760
'39:28.352',0.086,-0.724,-,58.240
'39:28.360',0.057,-0.724,-,58.240
'39:28.368',0.000,-0.713,-,58.240
'39:28.376',0.000,-0.713,-,58.240
'39:28.384',0.000,-0.713,-,57.200
'39:28.392',0.000,-0.713,-,57.200
'39:28.400',0.000,-0.713,-,57.200
'39:28.408',0.000,-0.713,-,57.200
'39:28.416',0.000,-0.724,-,57.200
'39:28.424',0.000,-0.724,-,57.200
'39:28.432',0.000,-0.724,-,56.680
'39:28.440',0.000,-0.724,-,56.680
'39:28.448',0.000,-0.724,-,56.680
'39:28.456',0.029,-0.724,-,56.680
'39:28.464',0.257,-0.724,-,56.680
'39:28.472',0.371,-0.724,-,56.680
'39:28.480',0.429,-0.724,-,56.680
'39:28.488',0.457,-0.724,-,55.640
'39:28.496',-0.257,-0.736,-,55.640
'39:28.504',-0.743,-0.736,-,55.640
'39:28.512',-0.800,-0.736,-,55.640
'39:28.520',-0.200,-0.736,-,55.640
'39:28.528',-0.057,-0.736,-,55.640
'39:28.536',-0.029,-0.747,-,55.120
'39:28.544',-0.029,-0.747,-,55.120
'39:28.552',0.000,-0.747,-,55.120
'39:28.560',0.000,-0.759,-,55.120
'39:28.568',0.000,-0.759,-,55.120
'39:28.576',0.000,-0.770,-,54.080
'39:28.584',0.000,-0.770,-,54.080
'39:28.592',0.000,-0.770,-,54.080
'39:28.600',0.000,-0.782,-,54.080
'39:28.608',0.000,-0.782,-,55.120
'39:28.616',0.000,-0.793,-,55.640
'39:28.624',0.000,-0.793,-,58.240
'39:28.632',0.000,-0.805,-,62.920
'39:28.640',0.000,-0.805,-,70.200
'39:28.648',0.000,-0.805,-,79.040
'39:28.656',0.000,-0.816,-,89.440
'39:28.664',0.000,-0.816,-,100.360
'39:28.672',0.000,-0.816,-,111.800
'39:28.680',0.000,-0.816,-,122.720
'39:28.688',0.000,-0.816,-,132.600
'39:28.696',0.000,-0.816,-,140.400
'39:28.704',0.000,-0.816,-,147.680
'39:28.712',0.000,-0.816,-,152.360
'39:28.720',0.000,-0.816,-,154.960
'39:28.728',0.000,-0.816,-,157.560
'39:28.736',0.000,-0.816,-,158.080
'39:28.744',-0.029,-0.816,-,157.560
'39:28.752',0.000,-0.816,-,156.520
'39:28.760',-0.029,-0.816,-,154.960
'39:28.768',-0.057,-0.816,-,153.400
'39:28.776',-0.057,-0.816,-,150.800
'39:28.784',-0.057,-0.805,-,147.680
'39:28.792',-0.057,-0.805,-,144.560
'39:28.800',-0.057,-0.805,-,141.440
'39:28.808',-0.029,-0.793,-,137.280
'39:28.816',-0.029,-0.793,-,133.120
'39:28.824',0.000,-0.793,-,129.480
'39:28.832',0.000,-0.782,-,124.800
'39:28.840',0.000,-0.782,-,120.640
'39:28.848',0.000,-0.782,-,115.960
'39:28.856',0.000,-0.770,-,111.800
'39:28.864',0.000,-0.770,-,107.640
'39:28.872',0.000,-0.770,-,105.560
'39:28.880',0.000,-0.759,-,102.960
'39:28.888',0.000,-0.759,-,101.400
'39:28.896',0.029,-0.759,-,100.360
'39:28.904',0.057,-0.747,-,100.360
'39:28.912',0.057,-0.747,-,100.360
'39:28.920',0.057,-0.747,-,100.360
'39:28.928',0.057,-0.736,-,100.360
'39:28.936',0.086,-0.736,-,99.840
'39:28.944',0.086,-0.724,-,99.840
'39:28.952',0.114,-0.724,-,99.840
'39:28.960',0.086,-0.724,-,98.800
'39:28.968',0.114,-0.713,-,98.280
'39:28.976',0.086,-0.713,-,97.240
'39:28.984',0.057,-0.713,-,96.720
'39:28.992',0.086,-0.713,-,95.680
'39:29.000',0.057,-0.713,-,95.160
'39:29.008',0.057,-0.713,-,94.120
'39:29.016',0.029,-0.701,-,93.600
'39:29.024',0.057,-0.701,-,92.560
'39:29.032',0.000,-0.701,-,91.520
'39:29.040',0.029,-0.701,-,91.000
'39:29.048',0.057,-0.701,-,89.960
'39:29.056',0.057,-0.701,-,89.440
'39:29.064',0.057,-0.701,-,87.880
'39:29.072',0.086,-0.701,-,86.840
'39:29.080',0.057,-0.713,-,86.320
'39:29.088',0.057,-0.713,-,85.280
'39:29.096',0.000,-0.713,-,84.760
'39:29.104',0.029,-0.724,-,83.720
