'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'121:44:21.304',0.075,-,-,-,134.400
'121:44:21.312',0.075,-,-,-,132.800
'121:44:21.320',0.100,-,-,-,132.000
'121:44:21.328',0.100,-,-,-,130.400
'121:44:21.336',0.100,-,-,-,128.000
'121:44:21.344',0.100,-,-,-,125.600
'121:44:21.352',0.125,-,-,-,123.200
'121:44:21.360',0.200,-,-,-,120.800
'121:44:21.368',0.500,-,-,-,118.400
'121:44:21.376',0.950,-,-,-,116.000
'121:44:21.384',1.125,-,-,-,113.600
'121:44:21.392',0.675,-,-,-,111.200
'121:44:21.400',-0.250,-,-,-,108.800
'121:44:21.408',-1.100,-,-,-,106.400
'121:44:21.416',-1.300,-,-,-,104.000
'121:44:21.424',-0.950,-,-,-,100.800
'121:44:21.432',-0.600,-,-,-,98.400
'121:44:21.440',-0.500,-,-,-,94.400
'121:44:21.448',-0.500,-,-,-,89.600
'121:44:21.456',-0.375,-,-,-,86.400
'121:44:21.464',-0.200,-,-,-,82.400
'121:44:21.472',-0.025,-,-,-,80.000
'121:44:21.480',0.075,-,-,-,77.600
'121:44:21.488',0.100,-,-,-,76.000
'121:44:21.496',0.075,-,-,-,75.200
'121:44:21.504',0.075,-,-,-,75.200
'121:44:21.512',0.075,-,-,-,75.200
'121:44:21.520',0.100,-,-,-,75.200
'121:44:21.528',0.075,-,-,-,75.200
'121:44:21.536',0.025,-,-,-,75.200
'121:44:21.544',0.000,-,-,-,75.200
'121:44:21.552',0.000,-,-,-,75.200
'121:44:21.560',-0.025,-,-,-,75.200
'121:44:21.568',-0.025,-,-,-,75.200
'121:44:21.576',0.000,-,-,-,73.600
'121:44:21.584',0.025,-,-,-,73.600
'121:44:21.592',0.050,-,-,-,72.800
'121:44:21.600',0.075,-,-,-,71.200
'121:44:21.608',0.125,-,-,-,70.400
'121:44:21.616',0.200,-,-,-,70.400
'121:44:21.624',0.275,-,-,-,68.800
'121:44:21.632',0.350,-,-,-,68.800
'121:44:21.640',0.375,-,-,-,68.000
'121:44:21.648',0.375,-,-,-,66.400
'121:44:21.656',0.375,-,-,-,66.400
'121:44:21.664',0.300,-,-,-,65.600
'121:44:21.672',0.250,-,-,-,65.600
'121:44:21.680',0.225,-,-,-,64.000
'121:44:21.688',0.200,-,-,-,64.000
'121:44:21.696',0.100,-,-,-,64.000
'121:44:21.704',0.050,-,-,-,64.000
'121:44:21.712',0.025,-,-,-,63.200
'121:44:21.720',0.000,-,-,-,63.200
'121:44:21.728',-0.025,-,-,-,61.600
'121:44:21.736',-0.025,-,-,-,61.600
'121:44:21.744',-0.050,-,-,-,60.800
'121:44:21.752',-0.025,-,-,-,59.200
'121:44:21.760',-0.050,-,-,-,58.400
'121:44:21.768',-0.050,-,-,-,58.400
'121:44:21.776',-0.025,-,-,-,56.800
'121:44:21.784',0.000,-,-,-,56.000
'121:44:21.792',0.025,-,-,-,54.400
'121:44:21.800',0.025,-,-,-,53.600
'121:44:21.808',0.050,-,-,-,53.600
'121:44:21.816',0.100,-,-,-,52.000
'121:44:21.824',0.100,-,-,-,51.200
'121:44:21.832',0.075,-,-,-,51.200
'121:44:21.840',0.075,-,-,-,49.600
'121:44:21.848',0.050,-,-,-,49.600
'121:44:21.856',0.025,-,-,-,49.600
'121:44:21.864',0.000,-,-,-,48.800
'121:44:21.872',-0.025,-,-,-,48.800
'121:44:21.880',-0.050,-,-,-,48.800
'121:44:21.888',-0.075,-,-,-,48.800
'121:44:21.896',-0.075,-,-,-,47.200
'121:44:21.904',-0.100,-,-,-,47.200
'121:44:21.912',-0.100,-,-,-,47.200
'121:44:21.920',-0.100,-,-,-,47.200
'121:44:21.928',-0.100,-,-,-,47.200
'121:44:21.936',-0.100,-,-,-,47.200
'121:44:21.944',-0.050,-,-,-,47.200
'121:44:21.952',-0.025,-,-,-,46.400
'121:44:21.960',0.000,-,-,-,46.400
'121:44:21.968',0.025,-,-,-,46.400
'121:44:21.976',0.050,-,-,-,46.400
'121:44:21.984',0.075,-,-,-,46.400
'121:44:21.992',0.075,-,-,-,46.400
'121:44:22.000',0.175,-,-,-,46.400
'121:44:22.008',0.450,-,-,-,44.800
'121:44:22.016',1.025,-,-,-,44.800
'121:44:22.024',1.300,-,-,-,44.800
'121:44:22.032',1.000,-,-,-,44.000
'121:44:22.040',0.050,-,-,-,44.000
'121:44:22.048',-0.925,-,-,-,44.000
'121:44:22.056',-1.250,-,-,-,44.000
'121:44:22.064',-0.875,-,-,-,44.000
'121:44:22.072',-0.450,-,-,-,44.000
'121:44:22.080',-0.275,-,-,-,44.000
'121:44:22.088',-0.250,-,-,-,42.400
'121:44:22.096',-0.200,-,-,-,42.400
'121:44:22.104',-0.175,-,-,-,41.600
'121:44:22.112',-0.125,-,-,-,41.600
'121:44:22.120',-0.100,-,-,-,41.600
'121:44:22.128',-0.050,-,-,-,41.600
'121:44:22.136',-0.025,-,-,-,41.600
'121:44:22.144',0.000,-,-,-,41.600
'121:44:22.152',0.025,-,-,-,41.600
'121:44:22.160',0.025,-,-,-,41.600
'121:44:22.168',0.000,-,-,-,41.600
'121:44:22.176',0.025,-,-,-,41.600
'121:44:22.184',0.000,-,-,-,44.000
'121:44:22.192',-0.025,-,-,-,48.800
'121:44:22.200',-0.075,-,-,-,54.400
'121:44:22.208',-0.100,-,-,-,61.600
'121:44:22.216',-0.100,-,-,-,71.200
'121:44:22.224',-0.125,-,-,-,80.000
'121:44:22.232',-0.175,-,-,-,89.600
'121:44:22.240',-0.175,-,-,-,100.800
'121:44:22.248',-0.175,-,-,-,108.800
'121:44:22.256',-0.125,-,-,-,117.600
'121:44:22.264',-0.100,-,-,-,123.200
'121:44:22.272',-0.050,-,-,-,128.000
'121:44:22.280',-0.025,-,-,-,130.400
'121:44:22.288',0.000,-,-,-,132.000
'121:44:22.296',0.025,-,-,-,132.800
'121:44:22.304',0.050,-,-,-,132.000
'121:44:22.312',0.100,-,-,-,130.400
