'Elapsed time','II','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'48:22:19.200',0.032,-,95.160,89.880
'48:22:19.208',0.054,-,97.560,89.880
'48:22:19.216',0.032,-,101.520,89.880
'48:22:19.224',0.054,-,105.480,89.880
'48:22:19.232',0.032,-,109.560,89.880
'48:22:19.240',0.054,-,114.360,89.880
'48:22:19.248',0.032,-,117.480,89.880
'48:22:19.256',0.054,-,121.560,89.880
'48:22:19.264',0.032,-,123.960,89.880
'48:22:19.272',0.032,-,126.360,89.880
'48:22:19.280',0.032,-,127.920,89.880
'48:22:19.288',0.032,-,129.480,89.880
'48:22:19.296',0.054,-,130.320,89.880
'48:22:19.304',0.032,-,130.320,89.880
'48:22:19.312',0.075,-,129.480,89.880
'48:22:19.320',0.097,-,128.760,89.880
'48:22:19.328',0.118,-,127.080,89.880
'48:22:19.336',0.140,-,125.520,89.880
'48:22:19.344',0.118,-,123.120,89.880
'48:22:19.352',0.118,-,120.720,89.880
'48:22:19.360',0.075,-,118.320,89.880
'48:22:19.368',0.075,-,115.920,89.880
'48:22:19.376',0.118,-,113.520,89.880
'48:22:19.384',0.118,-,111.120,89.880
'48:22:19.392',0.075,-,108.720,89.880
'48:22:19.400',0.032,-,106.320,89.880
'48:22:19.408',0.000,-,104.760,89.880
'48:22:19.416',0.000,-,103.080,89.880
'48:22:19.424',0.000,-,101.520,89.880
'48:22:19.432',0.000,-,99.960,89.880
'48:22:19.440',0.000,-,99.120,89.880
'48:22:19.448',0.000,-,97.560,89.880
'48:22:19.456',0.000,-,96.720,89.880
'48:22:19.464',0.000,-,95.880,89.880
'48:22:19.472',0.000,-,95.160,89.880
'48:22:19.480',0.140,-,94.320,89.880
'48:22:19.488',0.473,-,93.480,89.880
'48:22:19.496',0.774,-,92.760,89.880
'48:22:19.504',0.419,-,91.080,89.880
'48:22:19.512',0.118,-,89.520,89.880
'48:22:19.520',-0.011,-,87.960,89.880
'48:22:19.528',-0.172,-,85.560,89.880
'48:22:19.536',-0.312,-,82.320,89.880
'48:22:19.544',-0.258,-,79.080,89.880
'48:22:19.552',-0.215,-,75.960,89.880
'48:22:19.560',-0.172,-,71.880,89.880
'48:22:19.568',-0.151,-,68.760,89.880
'48:22:19.576',-0.140,-,65.520,89.880
'48:22:19.584',-0.151,-,62.280,89.880
'48:22:19.592',-0.140,-,60.720,89.880
'48:22:19.600',-0.140,-,59.160,89.880
'48:22:19.608',-0.151,-,58.320,89.880
'48:22:19.616',-0.140,-,57.480,89.880
'48:22:19.624',-0.140,-,58.320,89.880
'48:22:19.632',-0.140,-,59.160,89.880
'48:22:19.640',-0.140,-,60.720,89.880
'48:22:19.648',-0.140,-,63.120,89.880
'48:22:19.656',-0.151,-,64.680,89.880
'48:22:19.664',-0.140,-,67.080,89.880
'48:22:19.672',-0.151,-,68.760,89.880
'48:22:19.680',-0.140,-,71.160,89.880
'48:22:19.688',-0.172,-,73.560,89.880
'48:22:19.696',-0.151,-,75.960,89.880
'48:22:19.704',-0.172,-,78.360,89.880
'48:22:19.712',-0.172,-,81.480,89.880
'48:22:19.720',-0.151,-,84.720,89.880
'48:22:19.728',-0.151,-,87.960,89.880
'48:22:19.736',-0.151,-,91.080,89.880
'48:22:19.744',-0.140,-,94.320,89.880
'48:22:19.752',-0.140,-,97.560,89.880
'48:22:19.760',-0.097,-,99.960,89.880
'48:22:19.768',-0.054,-,102.360,89.880
'48:22:19.776',-0.011,-,104.760,89.880
'48:22:19.784',0.000,-,106.320,89.880
'48:22:19.792',0.032,-,107.880,89.880
'48:22:19.800',0.075,-,108.720,89.880
'48:22:19.808',0.097,-,109.560,89.880
'48:22:19.816',0.118,-,108.720,89.880
'48:22:19.824',0.140,-,108.720,89.880
'48:22:19.832',0.118,-,107.160,89.880
'48:22:19.840',0.118,-,105.480,89.880
'48:22:19.848',0.118,-,103.080,89.880
'48:22:19.856',0.075,-,100.680,89.880
'48:22:19.864',0.075,-,97.560,89.880
'48:22:19.872',0.075,-,94.320,89.880
'48:22:19.880',0.075,-,92.760,89.880
'48:22:19.888',0.054,-,91.080,89.880
'48:22:19.896',0.075,-,91.080,89.880
'48:22:19.904',0.054,-,91.920,89.880
'48:22:19.912',0.054,-,94.320,89.880
'48:22:19.920',0.054,-,97.560,89.880
'48:22:19.928',0.032,-,100.680,89.880
'48:22:19.936',0.054,-,104.760,89.880
'48:22:19.944',0.032,-,108.720,89.880
'48:22:19.952',0.054,-,112.680,89.880
'48:22:19.960',0.032,-,116.760,89.880
'48:22:19.968',0.032,-,119.880,89.880
'48:22:19.976',0.032,-,123.120,89.880
'48:22:19.984',0.032,-,125.520,89.880
'48:22:19.992',0.054,-,127.080,89.880
'48:22:20.000',0.032,-,127.920,89.880
'48:22:20.008',0.032,-,128.760,89.880
'48:22:20.016',0.032,-,127.920,89.880
'48:22:20.024',0.054,-,127.920,89.880
'48:22:20.032',0.075,-,126.360,89.880
'48:22:20.040',0.118,-,124.680,89.880
'48:22:20.048',0.118,-,122.280,89.880
'48:22:20.056',0.118,-,119.880,89.880
'48:22:20.064',0.118,-,117.480,89.880
'48:22:20.072',0.075,-,115.080,89.880
'48:22:20.080',0.075,-,112.680,89.880
'48:22:20.088',0.118,-,110.280,89.880
'48:22:20.096',0.097,-,107.880,89.880
'48:22:20.104',0.075,-,104.760,89.880
'48:22:20.112',0.075,-,103.080,89.880
'48:22:20.120',0.032,-,100.680,89.880
'48:22:20.128',0.000,-,99.120,89.880
'48:22:20.136',0.000,-,96.720,89.880
'48:22:20.144',0.000,-,95.880,89.880
'48:22:20.152',-0.011,-,94.320,89.880
'48:22:20.160',0.000,-,93.480,89.880
'48:22:20.168',-0.011,-,92.760,89.880
'48:22:20.176',0.000,-,91.920,89.880
'48:22:20.184',-0.011,-,90.360,89.880
'48:22:20.192',0.011,-,89.520,89.880
'48:22:20.200',0.151,-,87.960,89.880
'48:22:20.208',0.559,-,86.280,89.880
'48:22:20.216',0.817,-,83.880,89.880
'48:22:20.224',0.430,-,81.480,89.880
'48:22:20.232',0.075,-,77.520,89.880
'48:22:20.240',-0.032,-,74.280,89.880
'48:22:20.248',-0.194,-,70.320,89.880
'48:22:20.256',-0.312,-,66.360,89.880
'48:22:20.264',-0.258,-,62.280,89.880
'48:22:20.272',-0.215,-,58.320,89.880
'48:22:20.280',-0.172,-,55.080,89.880
'48:22:20.288',-0.194,-,51.960,89.880
'48:22:20.296',-0.172,-,49.560,89.880
'48:22:20.304',-0.194,-,47.880,89.880
'48:22:20.312',-0.151,-,47.160,89.880
'48:22:20.320',-0.172,-,46.320,89.880
'48:22:20.328',-0.172,-,47.160,89.880
'48:22:20.336',-0.194,-,47.880,89.880
'48:22:20.344',-0.172,-,49.560,89.880
'48:22:20.352',-0.172,-,51.960,89.880
'48:22:20.360',-0.151,-,54.360,89.880
'48:22:20.368',-0.172,-,56.760,89.880
'48:22:20.376',-0.194,-,59.160,89.880
'48:22:20.384',-0.172,-,61.560,89.880
'48:22:20.392',-0.172,-,64.680,89.880
'48:22:20.400',-0.172,-,67.920,89.880
'48:22:20.408',-0.194,-,71.160,89.880
'48:22:20.416',-0.215,-,74.280,89.880
'48:22:20.424',-0.194,-,77.520,89.880
'48:22:20.432',-0.194,-,80.760,89.880
'48:22:20.440',-0.172,-,83.880,89.880
'48:22:20.448',-0.215,-,87.120,89.880
'48:22:20.456',-0.194,-,90.360,89.880
'48:22:20.464',-0.194,-,93.480,89.880
'48:22:20.472',-0.172,-,95.880,89.880
'48:22:20.480',-0.140,-,98.280,89.880
'48:22:20.488',-0.097,-,99.960,89.880
'48:22:20.496',-0.054,-,102.360,89.880
'48:22:20.504',-0.011,-,103.920,89.880
'48:22:20.512',0.032,-,104.760,89.880
'48:22:20.520',0.054,-,105.480,89.880
'48:22:20.528',0.075,-,105.480,89.880
'48:22:20.536',0.118,-,105.480,89.880
'48:22:20.544',0.075,-,104.760,89.880
'48:22:20.552',0.075,-,103.080,89.880
'48:22:20.560',0.097,-,101.520,89.880
'48:22:20.568',0.075,-,99.960,89.880
'48:22:20.576',0.075,-,96.720,89.880
'48:22:20.584',0.075,-,94.320,89.880
'48:22:20.592',0.032,-,91.920,89.880
'48:22:20.600',0.032,-,89.520,89.880
'48:22:20.608',0.032,-,89.520,89.880
'48:22:20.616',0.054,-,89.520,89.880
'48:22:20.624',0.011,-,91.080,89.880
'48:22:20.632',0.032,-,94.320,89.880
'48:22:20.640',0.032,-,97.560,89.880
'48:22:20.648',0.011,-,101.520,89.880
'48:22:20.656',0.000,-,106.320,89.880
'48:22:20.664',0.032,-,110.280,89.880
'48:22:20.672',0.032,-,114.360,89.880
'48:22:20.680',0.032,-,118.320,89.880
'48:22:20.688',0.054,-,121.560,89.880
'48:22:20.696',0.032,-,123.960,89.880
'48:22:20.704',0.011,-,125.520,89.880
'48:22:20.712',0.032,-,127.080,89.880
'48:22:20.720',0.011,-,127.920,89.880
'48:22:20.728',0.032,-,128.760,89.880
'48:22:20.736',0.011,-,128.760,89.880
'48:22:20.744',0.032,-,127.920,89.880
'48:22:20.752',0.011,-,127.080,89.880
'48:22:20.760',0.032,-,125.520,89.880
'48:22:20.768',0.011,-,123.960,89.880
'48:22:20.776',0.054,-,121.560,89.880
'48:22:20.784',0.075,-,119.160,89.880
'48:22:20.792',0.075,-,116.760,89.880
'48:22:20.800',0.118,-,114.360,89.880
'48:22:20.808',0.118,-,111.960,89.880
'48:22:20.816',0.097,-,109.560,89.880
'48:22:20.824',0.118,-,107.160,89.880
'48:22:20.832',0.075,-,104.760,89.880
'48:22:20.840',0.140,-,103.080,89.880
'48:22:20.848',0.118,-,101.520,89.880
'48:22:20.856',0.075,-,99.960,89.880
'48:22:20.864',0.032,-,98.280,89.880
