'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'121:56:40.304',0.000,-,-,-,127.200
'121:56:40.312',0.050,-,-,-,127.200
'121:56:40.320',0.075,-,-,-,128.000
'121:56:40.328',0.075,-,-,-,127.200
'121:56:40.336',0.100,-,-,-,127.200
'121:56:40.344',0.125,-,-,-,125.600
'121:56:40.352',0.100,-,-,-,125.600
'121:56:40.360',0.225,-,-,-,124.800
'121:56:40.368',0.550,-,-,-,123.200
'121:56:40.376',1.025,-,-,-,122.400
'121:56:40.384',1.175,-,-,-,120.000
'121:56:40.392',0.525,-,-,-,118.400
'121:56:40.400',-0.550,-,-,-,116.000
'121:56:40.408',-1.400,-,-,-,113.600
'121:56:40.416',-1.575,-,-,-,111.200
'121:56:40.424',-1.250,-,-,-,108.800
'121:56:40.432',-0.875,-,-,-,105.600
'121:56:40.440',-0.700,-,-,-,101.600
'121:56:40.448',-0.625,-,-,-,96.800
'121:56:40.456',-0.550,-,-,-,92.000
'121:56:40.464',-0.375,-,-,-,88.800
'121:56:40.472',-0.100,-,-,-,84.800
'121:56:40.480',0.050,-,-,-,81.600
'121:56:40.488',0.100,-,-,-,80.000
'121:56:40.496',0.125,-,-,-,78.400
'121:56:40.504',0.125,-,-,-,77.600
'121:56:40.512',0.125,-,-,-,76.000
'121:56:40.520',0.125,-,-,-,76.000
'121:56:40.528',0.125,-,-,-,76.000
'121:56:40.536',0.125,-,-,-,75.200
'121:56:40.544',0.100,-,-,-,75.200
'121:56:40.552',0.075,-,-,-,73.600
'121:56:40.560',0.050,-,-,-,73.600
'121:56:40.568',0.025,-,-,-,72.800
'121:56:40.576',0.025,-,-,-,72.800
'121:56:40.584',0.050,-,-,-,71.200
'121:56:40.592',0.100,-,-,-,71.200
'121:56:40.600',0.125,-,-,-,70.400
'121:56:40.608',0.200,-,-,-,68.800
'121:56:40.616',0.250,-,-,-,68.800
'121:56:40.624',0.350,-,-,-,68.000
'121:56:40.632',0.400,-,-,-,68.000
'121:56:40.640',0.425,-,-,-,66.400
'121:56:40.648',0.425,-,-,-,66.400
'121:56:40.656',0.400,-,-,-,65.600
'121:56:40.664',0.375,-,-,-,65.600
'121:56:40.672',0.350,-,-,-,64.000
'121:56:40.680',0.275,-,-,-,64.000
'121:56:40.688',0.225,-,-,-,63.200
'121:56:40.696',0.200,-,-,-,61.600
'121:56:40.704',0.175,-,-,-,61.600
'121:56:40.712',0.125,-,-,-,60.800
'121:56:40.720',0.050,-,-,-,60.800
'121:56:40.728',0.025,-,-,-,60.800
'121:56:40.736',0.000,-,-,-,59.200
'121:56:40.744',-0.025,-,-,-,59.200
'121:56:40.752',-0.025,-,-,-,58.400
'121:56:40.760',-0.025,-,-,-,56.800
'121:56:40.768',-0.050,-,-,-,56.800
'121:56:40.776',-0.050,-,-,-,56.000
'121:56:40.784',-0.025,-,-,-,56.000
'121:56:40.792',-0.025,-,-,-,54.400
'121:56:40.800',0.000,-,-,-,54.400
'121:56:40.808',0.025,-,-,-,53.600
'121:56:40.816',0.050,-,-,-,53.600
'121:56:40.824',0.075,-,-,-,52.000
'121:56:40.832',0.100,-,-,-,52.000
'121:56:40.840',0.100,-,-,-,52.000
'121:56:40.848',0.100,-,-,-,51.200
'121:56:40.856',0.100,-,-,-,51.200
'121:56:40.864',0.075,-,-,-,51.200
'121:56:40.872',0.075,-,-,-,51.200
'121:56:40.880',0.050,-,-,-,51.200
'121:56:40.888',0.000,-,-,-,49.600
'121:56:40.896',-0.025,-,-,-,49.600
'121:56:40.904',-0.050,-,-,-,49.600
'121:56:40.912',-0.050,-,-,-,48.800
'121:56:40.920',-0.075,-,-,-,48.800
'121:56:40.928',-0.075,-,-,-,48.800
'121:56:40.936',-0.075,-,-,-,48.800
'121:56:40.944',-0.075,-,-,-,48.800
'121:56:40.952',-0.075,-,-,-,48.800
'121:56:40.960',-0.050,-,-,-,47.200
'121:56:40.968',-0.025,-,-,-,47.200
'121:56:40.976',0.000,-,-,-,47.200
'121:56:40.984',0.025,-,-,-,47.200
'121:56:40.992',0.050,-,-,-,47.200
'121:56:41.000',0.075,-,-,-,47.200
'121:56:41.008',0.100,-,-,-,47.200
'121:56:41.016',0.175,-,-,-,47.200
'121:56:41.024',0.500,-,-,-,46.400
'121:56:41.032',1.050,-,-,-,46.400
'121:56:41.040',1.400,-,-,-,46.400
'121:56:41.048',1.075,-,-,-,46.400
'121:56:41.056',0.100,-,-,-,46.400
'121:56:41.064',-0.900,-,-,-,44.800
'121:56:41.072',-1.250,-,-,-,44.800
'121:56:41.080',-0.900,-,-,-,44.800
'121:56:41.088',-0.500,-,-,-,44.000
'121:56:41.096',-0.300,-,-,-,44.000
'121:56:41.104',-0.250,-,-,-,44.000
'121:56:41.112',-0.225,-,-,-,42.400
'121:56:41.120',-0.200,-,-,-,42.400
'121:56:41.128',-0.175,-,-,-,42.400
'121:56:41.136',-0.100,-,-,-,42.400
'121:56:41.144',-0.075,-,-,-,42.400
'121:56:41.152',-0.050,-,-,-,42.400
'121:56:41.160',-0.025,-,-,-,42.400
'121:56:41.168',0.000,-,-,-,42.400
'121:56:41.176',0.000,-,-,-,42.400
'121:56:41.184',0.000,-,-,-,44.800
'121:56:41.192',0.000,-,-,-,47.200
'121:56:41.200',-0.025,-,-,-,52.000
'121:56:41.208',-0.050,-,-,-,58.400
'121:56:41.216',-0.100,-,-,-,65.600
'121:56:41.224',-0.125,-,-,-,72.800
'121:56:41.232',-0.200,-,-,-,80.000
'121:56:41.240',-0.200,-,-,-,86.400
'121:56:41.248',-0.225,-,-,-,93.600
'121:56:41.256',-0.225,-,-,-,100.800
'121:56:41.264',-0.200,-,-,-,108.000
'121:56:41.272',-0.175,-,-,-,113.600
'121:56:41.280',-0.100,-,-,-,118.400
'121:56:41.288',-0.050,-,-,-,122.400
'121:56:41.296',0.000,-,-,-,123.200
'121:56:41.304',0.025,-,-,-,124.800
'121:56:41.312',0.050,-,-,-,124.800
'121:56:41.320',0.075,-,-,-,125.600
'121:56:41.328',0.100,-,-,-,127.200
'121:56:41.336',0.125,-,-,-,127.200
'121:56:41.344',0.125,-,-,-,127.200
'121:56:41.352',0.175,-,-,-,125.600
'121:56:41.360',0.375,-,-,-,124.800
'121:56:41.368',0.800,-,-,-,122.400
'121:56:41.376',1.125,-,-,-,120.000
'121:56:41.384',0.850,-,-,-,118.400
'121:56:41.392',-0.075,-,-,-,116.000
'121:56:41.400',-1.025,-,-,-,115.200
'121:56:41.408',-1.450,-,-,-,112.800
'121:56:41.416',-1.525,-,-,-,110.400
'121:56:41.424',-1.125,-,-,-,106.400
'121:56:41.432',-0.750,-,-,-,103.200
'121:56:41.440',-0.350,-,-,-,98.400
'121:56:41.448',-0.075,-,-,-,94.400
'121:56:41.456',0.000,-,-,-,89.600
'121:56:41.464',0.025,-,-,-,86.400
'121:56:41.472',0.075,-,-,-,82.400
'121:56:41.480',0.100,-,-,-,80.000
'121:56:41.488',0.100,-,-,-,78.400
'121:56:41.496',0.125,-,-,-,77.600
'121:56:41.504',0.125,-,-,-,76.000
'121:56:41.512',0.100,-,-,-,76.000
'121:56:41.520',0.100,-,-,-,76.000
'121:56:41.528',0.100,-,-,-,76.000
'121:56:41.536',0.100,-,-,-,75.200
'121:56:41.544',0.050,-,-,-,75.200
'121:56:41.552',0.025,-,-,-,73.600
'121:56:41.560',0.025,-,-,-,73.600
'121:56:41.568',0.000,-,-,-,72.800
'121:56:41.576',0.025,-,-,-,71.200
'121:56:41.584',0.025,-,-,-,71.200
'121:56:41.592',0.075,-,-,-,70.400
'121:56:41.600',0.100,-,-,-,70.400
'121:56:41.608',0.175,-,-,-,68.800
'121:56:41.616',0.200,-,-,-,68.000
'121:56:41.624',0.250,-,-,-,68.000
'121:56:41.632',0.275,-,-,-,66.400
'121:56:41.640',0.300,-,-,-,65.600
'121:56:41.648',0.300,-,-,-,65.600
'121:56:41.656',0.275,-,-,-,64.000
'121:56:41.664',0.250,-,-,-,63.200
'121:56:41.672',0.250,-,-,-,61.600
'121:56:41.680',0.200,-,-,-,61.600
'121:56:41.688',0.200,-,-,-,60.800
'121:56:41.696',0.175,-,-,-,59.200
'121:56:41.704',0.125,-,-,-,58.400
'121:56:41.712',0.100,-,-,-,58.400
'121:56:41.720',0.050,-,-,-,56.800
'121:56:41.728',0.025,-,-,-,56.800
'121:56:41.736',0.000,-,-,-,56.000
'121:56:41.744',-0.025,-,-,-,56.000
'121:56:41.752',-0.025,-,-,-,54.400
'121:56:41.760',-0.025,-,-,-,53.600
'121:56:41.768',-0.025,-,-,-,53.600
'121:56:41.776',-0.025,-,-,-,52.000
'121:56:41.784',0.000,-,-,-,52.000
'121:56:41.792',0.000,-,-,-,51.200
'121:56:41.800',0.025,-,-,-,51.200
'121:56:41.808',0.050,-,-,-,51.200
'121:56:41.816',0.075,-,-,-,49.600
'121:56:41.824',0.100,-,-,-,49.600
'121:56:41.832',0.125,-,-,-,48.800
'121:56:41.840',0.125,-,-,-,48.800
'121:56:41.848',0.100,-,-,-,48.800
'121:56:41.856',0.100,-,-,-,47.200
'121:56:41.864',0.075,-,-,-,47.200
'121:56:41.872',0.075,-,-,-,47.200
'121:56:41.880',0.050,-,-,-,47.200
'121:56:41.888',0.000,-,-,-,46.400
'121:56:41.896',-0.025,-,-,-,46.400
'121:56:41.904',-0.050,-,-,-,44.800
'121:56:41.912',-0.050,-,-,-,44.800
'121:56:41.920',-0.050,-,-,-,44.800
'121:56:41.928',-0.050,-,-,-,44.800
'121:56:41.936',-0.050,-,-,-,44.800
'121:56:41.944',-0.050,-,-,-,44.800
'121:56:41.952',-0.050,-,-,-,44.800
'121:56:41.960',-0.025,-,-,-,44.000
'121:56:41.968',0.000,-,-,-,44.000
'121:56:41.976',0.025,-,-,-,44.000
'121:56:41.984',0.050,-,-,-,44.000
'121:56:41.992',0.075,-,-,-,44.000
'121:56:42.000',0.125,-,-,-,42.400
'121:56:42.008',0.175,-,-,-,42.400
'121:56:42.016',0.275,-,-,-,42.400
'121:56:42.024',0.700,-,-,-,42.400
'121:56:42.032',1.225,-,-,-,41.600
'121:56:42.040',1.375,-,-,-,41.600
'121:56:42.048',0.725,-,-,-,41.600
'121:56:42.056',-0.350,-,-,-,41.600
'121:56:42.064',-1.175,-,-,-,40.000
'121:56:42.072',-1.275,-,-,-,40.000
'121:56:42.080',-0.725,-,-,-,40.000
'121:56:42.088',-0.375,-,-,-,39.200
'121:56:42.096',-0.250,-,-,-,39.200
'121:56:42.104',-0.225,-,-,-,39.200
'121:56:42.112',-0.200,-,-,-,37.600
'121:56:42.120',-0.175,-,-,-,37.600
'121:56:42.128',-0.100,-,-,-,37.600
'121:56:42.136',-0.075,-,-,-,37.600
'121:56:42.144',-0.050,-,-,-,37.600
'121:56:42.152',-0.025,-,-,-,37.600
'121:56:42.160',0.000,-,-,-,37.600
'121:56:42.168',0.025,-,-,-,37.600
'121:56:42.176',0.000,-,-,-,37.600
'121:56:42.184',0.000,-,-,-,39.200
'121:56:42.192',0.000,-,-,-,41.600
'121:56:42.200',0.000,-,-,-,46.400
'121:56:42.208',-0.050,-,-,-,52.000
'121:56:42.216',-0.075,-,-,-,59.200
'121:56:42.224',-0.100,-,-,-,68.000
'121:56:42.232',-0.125,-,-,-,76.000
'121:56:42.240',-0.175,-,-,-,84.000
'121:56:42.248',-0.175,-,-,-,92.000
'121:56:42.256',-0.175,-,-,-,99.200
'121:56:42.264',-0.175,-,-,-,105.600
'121:56:42.272',-0.125,-,-,-,110.400
'121:56:42.280',-0.075,-,-,-,113.600
'121:56:42.288',-0.050,-,-,-,116.000
'121:56:42.296',0.000,-,-,-,118.400
'121:56:42.304',0.050,-,-,-,120.000
'121:56:42.312',0.075,-,-,-,120.000
'121:56:42.320',0.075,-,-,-,120.000
'121:56:42.328',0.125,-,-,-,120.000
'121:56:42.336',0.125,-,-,-,120.000
'121:56:42.344',0.125,-,-,-,118.400
'121:56:42.352',0.125,-,-,-,117.600
'121:56:42.360',0.275,-,-,-,116.000
'121:56:42.368',0.675,-,-,-,115.200
'121:56:42.376',1.075,-,-,-,112.800
'121:56:42.384',1.125,-,-,-,110.400
'121:56:42.392',0.375,-,-,-,108.000
'121:56:42.400',-0.575,-,-,-,105.600
'121:56:42.408',-1.225,-,-,-,103.200
'121:56:42.416',-1.350,-,-,-,100.800
'121:56:42.424',-0.950,-,-,-,96.800
'121:56:42.432',-0.600,-,-,-,93.600
'121:56:42.440',-0.500,-,-,-,89.600
'121:56:42.448',-0.500,-,-,-,84.800
'121:56:42.456',-0.425,-,-,-,81.600
'121:56:42.464',-0.250,-,-,-,78.400
'121:56:42.472',-0.050,-,-,-,76.000
'121:56:42.480',0.050,-,-,-,73.600
'121:56:42.488',0.075,-,-,-,72.800
'121:56:42.496',0.100,-,-,-,72.800
'121:56:42.504',0.125,-,-,-,71.200
'121:56:42.512',0.125,-,-,-,71.200
'121:56:42.520',0.125,-,-,-,71.200
'121:56:42.528',0.125,-,-,-,71.200
'121:56:42.536',0.100,-,-,-,72.800
'121:56:42.544',0.075,-,-,-,71.200
'121:56:42.552',0.050,-,-,-,71.200
'121:56:42.560',0.025,-,-,-,71.200
'121:56:42.568',0.025,-,-,-,70.400
'121:56:42.576',0.050,-,-,-,70.400
'121:56:42.584',0.075,-,-,-,68.800
'121:56:42.592',0.100,-,-,-,68.800
'121:56:42.600',0.175,-,-,-,68.000
'121:56:42.608',0.250,-,-,-,68.000
'121:56:42.616',0.300,-,-,-,66.400
'121:56:42.624',0.375,-,-,-,66.400
'121:56:42.632',0.425,-,-,-,65.600
'121:56:42.640',0.450,-,-,-,65.600
'121:56:42.648',0.425,-,-,-,64.000
'121:56:42.656',0.400,-,-,-,64.000
'121:56:42.664',0.375,-,-,-,64.000
'121:56:42.672',0.350,-,-,-,64.000
'121:56:42.680',0.275,-,-,-,63.200
'121:56:42.688',0.225,-,-,-,63.200
'121:56:42.696',0.200,-,-,-,61.600
'121:56:42.704',0.175,-,-,-,61.600
'121:56:42.712',0.100,-,-,-,60.800
'121:56:42.720',0.050,-,-,-,60.800
'121:56:42.728',0.025,-,-,-,60.800
'121:56:42.736',0.000,-,-,-,59.200
'121:56:42.744',0.000,-,-,-,58.400
'121:56:42.752',0.000,-,-,-,56.800
'121:56:42.760',-0.025,-,-,-,56.800
'121:56:42.768',-0.025,-,-,-,56.000
'121:56:42.776',-0.025,-,-,-,54.400
'121:56:42.784',-0.025,-,-,-,54.400
