'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'122:15:42.312',0.175,-,-,-,44.000
'122:15:42.320',0.400,-,-,-,44.000
'122:15:42.328',0.900,-,-,-,44.000
'122:15:42.336',1.275,-,-,-,44.000
'122:15:42.344',1.100,-,-,-,44.000
'122:15:42.352',0.225,-,-,-,44.000
'122:15:42.360',-0.775,-,-,-,44.000
'122:15:42.368',-1.200,-,-,-,42.400
'122:15:42.376',-0.900,-,-,-,42.400
'122:15:42.384',-0.450,-,-,-,41.600
'122:15:42.392',-0.275,-,-,-,41.600
'122:15:42.400',-0.225,-,-,-,40.000
'122:15:42.408',-0.225,-,-,-,40.000
'122:15:42.416',-0.200,-,-,-,40.000
'122:15:42.424',-0.175,-,-,-,39.200
'122:15:42.432',-0.175,-,-,-,39.200
'122:15:42.440',-0.125,-,-,-,39.200
'122:15:42.448',-0.100,-,-,-,39.200
'122:15:42.456',-0.050,-,-,-,39.200
'122:15:42.464',-0.050,-,-,-,39.200
'122:15:42.472',-0.050,-,-,-,39.200
'122:15:42.480',-0.025,-,-,-,40.000
'122:15:42.488',-0.050,-,-,-,41.600
'122:15:42.496',-0.050,-,-,-,44.800
'122:15:42.504',-0.075,-,-,-,49.600
'122:15:42.512',-0.075,-,-,-,56.800
'122:15:42.520',-0.125,-,-,-,66.400
'122:15:42.528',-0.200,-,-,-,77.600
'122:15:42.536',-0.225,-,-,-,88.800
'122:15:42.544',-0.250,-,-,-,99.200
'122:15:42.552',-0.225,-,-,-,110.400
'122:15:42.560',-0.250,-,-,-,120.000
'122:15:42.568',-0.225,-,-,-,127.200
'122:15:42.576',-0.175,-,-,-,132.000
'122:15:42.584',-0.125,-,-,-,135.200
'122:15:42.592',-0.100,-,-,-,135.200
'122:15:42.600',-0.025,-,-,-,135.200
'122:15:42.608',0.025,-,-,-,134.400
'122:15:42.616',0.050,-,-,-,132.800
'122:15:42.624',0.050,-,-,-,130.400
'122:15:42.632',0.050,-,-,-,128.000
'122:15:42.640',0.075,-,-,-,124.800
'122:15:42.648',0.125,-,-,-,122.400
'122:15:42.656',0.125,-,-,-,118.400
'122:15:42.664',0.175,-,-,-,117.600
'122:15:42.672',0.500,-,-,-,116.000
'122:15:42.680',1.000,-,-,-,115.200
'122:15:42.688',1.200,-,-,-,113.600
'122:15:42.696',0.775,-,-,-,113.600
'122:15:42.704',-0.100,-,-,-,112.800
'122:15:42.712',-0.925,-,-,-,111.200
'122:15:42.720',-1.200,-,-,-,110.400
'122:15:42.728',-1.025,-,-,-,108.000
'122:15:42.736',-0.750,-,-,-,104.000
'122:15:42.744',-0.600,-,-,-,100.800
'122:15:42.752',-0.575,-,-,-,96.800
'122:15:42.760',-0.600,-,-,-,93.600
'122:15:42.768',-0.450,-,-,-,89.600
'122:15:42.776',-0.250,-,-,-,87.200
'122:15:42.784',-0.075,-,-,-,84.800
'122:15:42.792',0.000,-,-,-,84.000
'122:15:42.800',0.000,-,-,-,82.400
'122:15:42.808',0.000,-,-,-,81.600
'122:15:42.816',0.025,-,-,-,81.600
'122:15:42.824',0.000,-,-,-,81.600
'122:15:42.832',0.025,-,-,-,81.600
'122:15:42.840',0.050,-,-,-,81.600
'122:15:42.848',0.050,-,-,-,81.600
'122:15:42.856',0.000,-,-,-,81.600
'122:15:42.864',-0.025,-,-,-,81.600
'122:15:42.872',-0.025,-,-,-,81.600
'122:15:42.880',-0.025,-,-,-,81.600
'122:15:42.888',0.000,-,-,-,81.600
'122:15:42.896',0.025,-,-,-,81.600
'122:15:42.904',0.075,-,-,-,81.600
'122:15:42.912',0.125,-,-,-,81.600
'122:15:42.920',0.200,-,-,-,81.600
'122:15:42.928',0.250,-,-,-,81.600
'122:15:42.936',0.300,-,-,-,81.600
'122:15:42.944',0.350,-,-,-,81.600
'122:15:42.952',0.275,-,-,-,81.600
'122:15:42.960',0.250,-,-,-,81.600
'122:15:42.968',0.225,-,-,-,81.600
'122:15:42.976',0.200,-,-,-,82.400
'122:15:42.984',0.175,-,-,-,82.400
'122:15:42.992',0.175,-,-,-,82.400
'122:15:43.000',0.125,-,-,-,82.400
'122:15:43.008',0.125,-,-,-,82.400
'122:15:43.016',0.125,-,-,-,81.600
'122:15:43.024',0.100,-,-,-,80.000
'122:15:43.032',0.050,-,-,-,80.000
'122:15:43.040',0.025,-,-,-,77.600
'122:15:43.048',0.000,-,-,-,76.000
'122:15:43.056',0.025,-,-,-,73.600
'122:15:43.064',0.000,-,-,-,71.200
'122:15:43.072',-0.025,-,-,-,70.400
'122:15:43.080',-0.025,-,-,-,68.000
'122:15:43.088',-0.025,-,-,-,66.400
'122:15:43.096',-0.050,-,-,-,65.600
'122:15:43.104',-0.025,-,-,-,65.600
'122:15:43.112',0.025,-,-,-,64.000
'122:15:43.120',0.050,-,-,-,64.000
'122:15:43.128',0.050,-,-,-,64.000
'122:15:43.136',0.075,-,-,-,64.000
'122:15:43.144',0.100,-,-,-,64.000
'122:15:43.152',0.100,-,-,-,64.000
'122:15:43.160',0.100,-,-,-,64.000
'122:15:43.168',0.075,-,-,-,63.200
'122:15:43.176',0.075,-,-,-,63.200
'122:15:43.184',0.100,-,-,-,63.200
'122:15:43.192',0.075,-,-,-,63.200
'122:15:43.200',0.025,-,-,-,61.600
'122:15:43.208',0.000,-,-,-,61.600
'122:15:43.216',0.000,-,-,-,61.600
'122:15:43.224',0.000,-,-,-,60.800
'122:15:43.232',-0.025,-,-,-,60.800
'122:15:43.240',-0.025,-,-,-,59.200
'122:15:43.248',-0.050,-,-,-,59.200
'122:15:43.256',-0.050,-,-,-,58.400
'122:15:43.264',-0.050,-,-,-,58.400
'122:15:43.272',-0.025,-,-,-,56.800
'122:15:43.280',0.000,-,-,-,56.000
'122:15:43.288',0.000,-,-,-,56.000
'122:15:43.296',0.025,-,-,-,54.400
'122:15:43.304',0.050,-,-,-,54.400
'122:15:43.312',0.075,-,-,-,53.600
'122:15:43.320',0.100,-,-,-,53.600
'122:15:43.328',0.175,-,-,-,53.600
'122:15:43.336',0.375,-,-,-,53.600
'122:15:43.344',0.850,-,-,-,52.000
'122:15:43.352',1.300,-,-,-,52.000
'122:15:43.360',1.375,-,-,-,52.000
'122:15:43.368',0.500,-,-,-,52.000
'122:15:43.376',-0.550,-,-,-,52.000
'122:15:43.384',-1.100,-,-,-,52.000
'122:15:43.392',-0.875,-,-,-,52.000
'122:15:43.400',-0.450,-,-,-,51.200
'122:15:43.408',-0.275,-,-,-,51.200
'122:15:43.416',-0.225,-,-,-,51.200
'122:15:43.424',-0.200,-,-,-,51.200
'122:15:43.432',-0.200,-,-,-,51.200
'122:15:43.440',-0.175,-,-,-,51.200
'122:15:43.448',-0.125,-,-,-,51.200
'122:15:43.456',-0.075,-,-,-,51.200
'122:15:43.464',-0.075,-,-,-,51.200
'122:15:43.472',-0.050,-,-,-,51.200
'122:15:43.480',-0.025,-,-,-,51.200
'122:15:43.488',0.000,-,-,-,51.200
'122:15:43.496',-0.025,-,-,-,52.000
'122:15:43.504',-0.050,-,-,-,54.400
'122:15:43.512',-0.025,-,-,-,58.400
'122:15:43.520',-0.025,-,-,-,64.000
'122:15:43.528',-0.050,-,-,-,71.200
'122:15:43.536',-0.100,-,-,-,80.000
'122:15:43.544',-0.175,-,-,-,88.800
'122:15:43.552',-0.200,-,-,-,96.800
'122:15:43.560',-0.225,-,-,-,105.600
'122:15:43.568',-0.250,-,-,-,113.600
'122:15:43.576',-0.250,-,-,-,120.800
'122:15:43.584',-0.225,-,-,-,128.000
'122:15:43.592',-0.125,-,-,-,132.800
'122:15:43.600',-0.075,-,-,-,136.800
'122:15:43.608',-0.025,-,-,-,140.000
'122:15:43.616',0.025,-,-,-,141.600
'122:15:43.624',0.050,-,-,-,141.600
'122:15:43.632',0.100,-,-,-,140.000
'122:15:43.640',0.125,-,-,-,139.200
'122:15:43.648',0.175,-,-,-,136.800
'122:15:43.656',0.175,-,-,-,134.400
'122:15:43.664',0.175,-,-,-,130.400
'122:15:43.672',0.275,-,-,-,128.000
'122:15:43.680',0.600,-,-,-,125.600
'122:15:43.688',1.075,-,-,-,123.200
'122:15:43.696',1.275,-,-,-,120.800
