'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'121:47:34.304',0.025,-,-,-,72.800
'121:47:34.312',0.050,-,-,-,71.200
'121:47:34.320',0.100,-,-,-,71.200
'121:47:34.328',0.200,-,-,-,70.400
'121:47:34.336',0.275,-,-,-,70.400
'121:47:34.344',0.375,-,-,-,70.400
'121:47:34.352',0.425,-,-,-,68.800
'121:47:34.360',0.450,-,-,-,70.400
'121:47:34.368',0.450,-,-,-,70.400
'121:47:34.376',0.425,-,-,-,71.200
'121:47:34.384',0.375,-,-,-,72.800
'121:47:34.392',0.300,-,-,-,75.200
'121:47:34.400',0.250,-,-,-,76.000
'121:47:34.408',0.225,-,-,-,77.600
'121:47:34.416',0.175,-,-,-,77.600
'121:47:34.424',0.100,-,-,-,77.600
'121:47:34.432',0.050,-,-,-,76.000
'121:47:34.440',0.025,-,-,-,76.000
'121:47:34.448',0.000,-,-,-,75.200
'121:47:34.456',0.000,-,-,-,72.800
'121:47:34.464',0.000,-,-,-,71.200
'121:47:34.472',0.000,-,-,-,68.800
'121:47:34.480',0.000,-,-,-,66.400
'121:47:34.488',0.000,-,-,-,64.000
'121:47:34.496',0.000,-,-,-,63.200
'121:47:34.504',0.025,-,-,-,60.800
'121:47:34.512',0.025,-,-,-,59.200
'121:47:34.520',0.075,-,-,-,58.400
'121:47:34.528',0.075,-,-,-,56.800
'121:47:34.536',0.100,-,-,-,56.000
'121:47:34.544',0.125,-,-,-,56.000
'121:47:34.552',0.125,-,-,-,54.400
'121:47:34.560',0.100,-,-,-,54.400
'121:47:34.568',0.100,-,-,-,54.400
'121:47:34.576',0.100,-,-,-,54.400
'121:47:34.584',0.075,-,-,-,54.400
'121:47:34.592',0.050,-,-,-,54.400
'121:47:34.600',0.025,-,-,-,54.400
'121:47:34.608',0.000,-,-,-,54.400
'121:47:34.616',-0.025,-,-,-,54.400
'121:47:34.624',-0.025,-,-,-,54.400
'121:47:34.632',-0.050,-,-,-,54.400
'121:47:34.640',-0.050,-,-,-,54.400
'121:47:34.648',-0.050,-,-,-,54.400
