'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'42:52.256',0.000,-0.655,-,116.480
'42:52.264',0.000,-0.655,-,119.080
'42:52.272',0.000,-0.655,-,121.160
'42:52.280',0.000,-0.644,-,122.200
'42:52.288',0.000,-0.644,-,122.720
'42:52.296',0.000,-0.632,-,122.720
'42:52.304',0.000,-0.632,-,121.160
'42:52.312',0.000,-0.632,-,119.600
'42:52.320',0.000,-0.621,-,118.040
'42:52.328',0.000,-0.621,-,115.960
'42:52.336',0.000,-0.609,-,112.320
'42:52.344',0.000,-0.598,-,108.680
'42:52.352',0.000,-0.598,-,104.520
'42:52.360',0.000,-0.586,-,100.360
'42:52.368',-0.029,-0.575,-,96.720
'42:52.376',-0.057,-0.575,-,92.560
'42:52.384',0.000,-0.563,-,88.400
'42:52.392',-0.029,-0.552,-,85.280
'42:52.400',0.000,-0.540,-,83.200
'42:52.408',0.000,-0.540,-,81.120
'42:52.416',0.000,-0.529,-,80.600
'42:52.424',0.000,-0.529,-,79.560
'42:52.432',0.000,-0.517,-,79.560
'42:52.440',0.000,-0.517,-,79.560
'42:52.448',0.000,-0.506,-,80.600
'42:52.456',0.000,-0.506,-,80.600
'42:52.464',0.000,-0.494,-,81.120
'42:52.472',0.000,-0.483,-,81.120
'42:52.480',0.000,-0.483,-,82.160
'42:52.488',0.000,-0.483,-,82.160
'42:52.496',0.029,-0.471,-,82.160
'42:52.504',-0.029,-0.471,-,82.160
'42:52.512',-0.029,-0.460,-,82.160
'42:52.520',0.000,-0.460,-,81.120
'42:52.528',0.000,-0.448,-,81.120
'42:52.536',0.000,-0.448,-,81.120
'42:52.544',0.057,-0.437,-,80.600
'42:52.552',0.057,-0.437,-,79.560
'42:52.560',0.029,-0.437,-,79.560
'42:52.568',0.029,-0.425,-,79.040
'42:52.576',0.000,-0.425,-,78.000
'42:52.584',0.000,-0.425,-,77.480
'42:52.592',0.000,-0.425,-,76.440
'42:52.600',0.057,-0.425,-,75.920
'42:52.608',0.057,-0.414,-,74.880
'42:52.616',0.029,-0.414,-,74.360
'42:52.624',0.000,-0.414,-,73.320
'42:52.632',-0.057,-0.402,-,72.800
'42:52.640',-0.057,-0.402,-,71.760
'42:52.648',-0.057,-0.402,-,71.760
'42:52.656',0.000,-0.402,-,70.720
'42:52.664',-0.057,-0.391,-,70.200
'42:52.672',-0.057,-0.391,-,70.200
'42:52.680',-0.086,-0.391,-,69.160
'42:52.688',-0.057,-0.379,-,69.160
'42:52.696',-0.057,-0.379,-,69.160
'42:52.704',-0.029,-0.379,-,68.640
'42:52.712',-0.057,-0.368,-,68.640
'42:52.720',-0.057,-0.368,-,68.640
'42:52.728',0.057,-0.356,-,68.640
'42:52.736',0.343,-0.356,-,67.600
'42:52.744',0.429,-0.356,-,67.600
'42:52.752',0.543,-0.356,-,67.600
'42:52.760',0.171,-0.356,-,67.600
'42:52.768',-0.371,-0.345,-,67.080
'42:52.776',-0.800,-0.345,-,67.080
'42:52.784',-0.457,-0.345,-,67.080
'42:52.792',-0.171,-0.333,-,67.080
'42:52.800',-0.057,-0.333,-,66.040
'42:52.808',-0.057,-0.333,-,66.040
'42:52.816',0.000,-0.333,-,66.040
'42:52.824',-0.029,-0.333,-,65.520
'42:52.832',0.000,-0.333,-,65.520
'42:52.840',-0.029,-0.333,-,65.520
'42:52.848',0.000,-0.345,-,64.480
'42:52.856',0.000,-0.345,-,64.480
'42:52.864',0.000,-0.345,-,64.480
'42:52.872',0.000,-0.345,-,64.480
'42:52.880',0.000,-0.345,-,63.960
'42:52.888',0.000,-0.345,-,63.960
'42:52.896',0.000,-0.356,-,63.960
'42:52.904',0.000,-0.356,-,63.960
'42:52.912',0.000,-0.356,-,64.480
'42:52.920',0.000,-0.368,-,66.040
'42:52.928',0.029,-0.368,-,67.600
'42:52.936',0.000,-0.368,-,71.760
'42:52.944',0.000,-0.368,-,75.920
'42:52.952',0.000,-0.368,-,81.120
'42:52.960',0.029,-0.379,-,86.840
'42:52.968',0.057,-0.379,-,93.600
'42:52.976',0.000,-0.379,-,100.360
'42:52.984',0.000,-0.379,-,107.120
'42:52.992',0.000,-0.379,-,112.320
'42:53.000',0.000,-0.379,-,118.040
'42:53.008',0.000,-0.379,-,122.200
'42:53.016',0.029,-0.379,-,125.320
'42:53.024',0.000,-0.379,-,127.920
'42:53.032',-0.029,-0.379,-,129.480
'42:53.040',-0.029,-0.368,-,130.000
'42:53.048',0.000,-0.368,-,130.000
'42:53.056',0.000,-0.368,-,129.480
'42:53.064',0.000,-0.368,-,127.920
'42:53.072',0.029,-0.368,-,126.360
'42:53.080',0.057,-0.368,-,123.760
'42:53.088',-0.029,-0.356,-,120.640
'42:53.096',0.000,-0.356,-,117.520
'42:53.104',0.000,-0.356,-,114.400
'42:53.112',0.000,-0.356,-,110.240
'42:53.120',0.000,-0.356,-,106.080
'42:53.128',0.000,-0.356,-,101.400
'42:53.136',0.000,-0.356,-,97.240
'42:53.144',0.000,-0.368,-,93.600
'42:53.152',0.000,-0.368,-,89.960
'42:53.160',-0.029,-0.368,-,87.880
'42:53.168',0.000,-0.368,-,86.320
'42:53.176',0.000,-0.368,-,85.280
'42:53.184',0.000,-0.368,-,85.280
'42:53.192',0.000,-0.368,-,84.760
'42:53.200',0.000,-0.368,-,85.280
'42:53.208',0.000,-0.379,-,85.280
'42:53.216',0.000,-0.379,-,86.320
'42:53.224',0.000,-0.379,-,86.320
'42:53.232',0.000,-0.391,-,86.840
'42:53.240',0.000,-0.391,-,86.840
'42:53.248',0.000,-0.391,-,86.840
'42:53.256',0.000,-0.402,-,86.840
'42:53.264',0.000,-0.402,-,86.840
'42:53.272',0.000,-0.402,-,86.320
'42:53.280',0.000,-0.402,-,86.320
'42:53.288',0.000,-0.414,-,85.280
'42:53.296',0.029,-0.414,-,85.280
'42:53.304',0.057,-0.414,-,84.760
'42:53.312',0.114,-0.425,-,83.720
'42:53.320',0.057,-0.425,-,83.720
'42:53.328',0.057,-0.425,-,83.200
'42:53.336',0.000,-0.437,-,82.160
'42:53.344',0.000,-0.437,-,81.120
'42:53.352',0.000,-0.448,-,80.600
'42:53.360',0.029,-0.448,-,79.040
'42:53.368',0.057,-0.460,-,78.000
'42:53.376',0.000,-0.460,-,77.480
'42:53.384',0.000,-0.471,-,77.480
'42:53.392',-0.057,-0.471,-,76.440
'42:53.400',-0.057,-0.483,-,75.920
'42:53.408',-0.057,-0.483,-,74.880
'42:53.416',-0.057,-0.494,-,74.360
'42:53.424',-0.057,-0.494,-,74.360
'42:53.432',-0.029,-0.506,-,73.320
'42:53.440',0.000,-0.506,-,73.320
'42:53.448',-0.086,-0.517,-,72.800
'42:53.456',-0.086,-0.529,-,72.800
'42:53.464',-0.057,-0.529,-,72.800
'42:53.472',-0.057,-0.529,-,72.800
'42:53.480',0.000,-0.540,-,71.760
'42:53.488',0.314,-0.540,-,71.760
'42:53.496',0.371,-0.540,-,71.760
'42:53.504',0.400,-0.552,-,71.760
'42:53.512',0.114,-0.552,-,70.720
'42:53.520',-0.457,-0.563,-,70.720
'42:53.528',-0.829,-0.563,-,70.720
'42:53.536',-0.514,-0.563,-,70.200
'42:53.544',-0.200,-0.563,-,70.200
'42:53.552',-0.029,-0.575,-,69.160
'42:53.560',-0.057,-0.575,-,69.160
'42:53.568',-0.029,-0.575,-,69.160
'42:53.576',0.000,-0.575,-,68.640
'42:53.584',0.000,-0.575,-,68.640
'42:53.592',0.000,-0.586,-,68.640
'42:53.600',0.000,-0.586,-,67.600
'42:53.608',0.000,-0.586,-,67.600
'42:53.616',0.000,-0.586,-,67.080
'42:53.624',0.000,-0.598,-,67.080
'42:53.632',0.000,-0.598,-,67.080
'42:53.640',0.000,-0.609,-,67.080
'42:53.648',0.000,-0.609,-,67.080
'42:53.656',0.057,-0.609,-,67.080
'42:53.664',0.029,-0.621,-,67.080
'42:53.672',0.000,-0.621,-,67.600
'42:53.680',0.000,-0.632,-,70.200
'42:53.688',0.000,-0.632,-,72.800
'42:53.696',0.000,-0.644,-,76.440
'42:53.704',0.057,-0.644,-,81.120
'42:53.712',0.086,-0.655,-,86.840
'42:53.720',0.000,-0.655,-,93.600
'42:53.728',0.000,-0.655,-,99.840
'42:53.736',0.000,-0.667,-,106.080
'42:53.744',0.000,-0.667,-,111.800
'42:53.752',0.029,-0.667,-,116.480
'42:53.760',0.057,-0.667,-,121.160
'42:53.768',0.029,-0.678,-,124.800
'42:53.776',0.000,-0.678,-,126.880
'42:53.784',0.000,-0.678,-,128.440
'42:53.792',0.000,-0.678,-,129.480
'42:53.800',0.000,-0.678,-,129.480
'42:53.808',0.000,-0.678,-,128.440
'42:53.816',0.029,-0.678,-,127.920
'42:53.824',0.057,-0.690,-,126.360
'42:53.832',0.000,-0.690,-,123.760
'42:53.840',0.000,-0.690,-,121.160
'42:53.848',0.000,-0.690,-,118.040
'42:53.856',0.000,-0.690,-,114.400
'42:53.864',0.000,-0.690,-,110.760
'42:53.872',0.000,-0.690,-,106.080
'42:53.880',0.000,-0.690,-,101.920
'42:53.888',0.000,-0.690,-,98.280
'42:53.896',-0.029,-0.690,-,94.120
'42:53.904',0.000,-0.690,-,91.000
