'Elapsed time','II','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'48:36:31.200',0.032,-,-3.120,51.960
'48:36:31.208',0.032,-,-2.280,51.120
'48:36:31.216',0.032,-,-0.720,49.920
'48:36:31.224',0.032,-,0.840,49.080
'48:36:31.232',0.032,-,1.680,47.880
'48:36:31.240',0.032,-,0.840,46.680
'48:36:31.248',0.032,-,0.000,45.480
'48:36:31.256',0.032,-,-0.720,44.760
'48:36:31.264',0.032,-,-1.560,43.920
'48:36:31.272',0.032,-,-1.560,43.080
'48:36:31.280',0.075,-,-1.560,42.720
'48:36:31.288',0.075,-,-1.560,41.880
'48:36:31.296',0.097,-,-0.720,41.520
'48:36:31.304',0.075,-,-0.720,40.680
'48:36:31.312',0.118,-,0.000,40.320
'48:36:31.320',0.118,-,-0.720,39.480
'48:36:31.328',0.075,-,-0.720,39.120
'48:36:31.336',0.075,-,-0.720,38.760
'48:36:31.344',0.075,-,-1.560,37.920
'48:36:31.352',0.075,-,-1.560,37.560
'48:36:31.360',0.118,-,-0.720,36.720
'48:36:31.368',0.075,-,-0.720,36.360
'48:36:31.376',0.011,-,-0.720,35.880
'48:36:31.384',0.000,-,-0.720,35.520
'48:36:31.392',0.000,-,-0.720,35.520
'48:36:31.400',-0.011,-,-1.560,35.880
'48:36:31.408',0.000,-,-1.560,35.520
'48:36:31.416',-0.011,-,-1.560,35.520
'48:36:31.424',0.000,-,-1.560,35.160
'48:36:31.432',-0.011,-,-0.720,34.680
'48:36:31.440',0.000,-,-0.720,34.320
'48:36:31.448',0.000,-,-0.720,34.320
'48:36:31.456',0.151,-,-0.720,34.320
'48:36:31.464',0.516,-,-0.720,33.960
'48:36:31.472',0.753,-,-0.720,33.960
'48:36:31.480',0.376,-,-0.720,34.320
'48:36:31.488',0.097,-,-0.720,34.320
'48:36:31.496',-0.032,-,-0.720,34.320
'48:36:31.504',-0.172,-,-1.560,34.320
'48:36:31.512',-0.312,-,-1.560,34.320
'48:36:31.520',-0.258,-,-2.280,34.680
'48:36:31.528',-0.215,-,-2.280,35.160
'48:36:31.536',-0.172,-,-2.280,36.360
'48:36:31.544',-0.172,-,-0.720,37.560
'48:36:31.552',-0.151,-,0.000,39.120
'48:36:31.560',-0.172,-,0.840,40.680
'48:36:31.568',-0.151,-,0.840,42.720
'48:36:31.576',-0.172,-,0.000,44.760
'48:36:31.584',-0.151,-,-0.720,47.160
'48:36:31.592',-0.151,-,-1.560,49.920
'48:36:31.600',-0.172,-,-1.560,52.680
'48:36:31.608',-0.140,-,-1.560,55.560
'48:36:31.616',-0.151,-,-0.720,58.680
'48:36:31.624',-0.151,-,-0.720,61.560
'48:36:31.632',-0.151,-,0.000,63.960
'48:36:31.640',-0.151,-,0.000,66.360
'48:36:31.648',-0.172,-,-0.720,68.280
'48:36:31.656',-0.151,-,-0.720,70.320
'48:36:31.664',-0.172,-,-0.720,71.880
'48:36:31.672',-0.172,-,-1.560,73.080
'48:36:31.680',-0.172,-,-1.560,73.920
'48:36:31.688',-0.172,-,-1.560,74.280
'48:36:31.696',-0.172,-,-0.720,74.280
'48:36:31.704',-0.172,-,-0.720,74.280
'48:36:31.712',-0.172,-,-0.720,74.280
'48:36:31.720',-0.140,-,-0.720,73.920
'48:36:31.728',-0.140,-,-0.720,73.920
'48:36:31.736',-0.097,-,-0.720,73.080
'48:36:31.744',-0.054,-,-0.720,72.360
'48:36:31.752',0.000,-,-0.720,71.520
'48:36:31.760',0.011,-,-1.560,70.320
'48:36:31.768',0.054,-,-1.560,68.760
'48:36:31.776',0.075,-,-1.560,67.080
'48:36:31.784',0.075,-,-0.720,65.520
'48:36:31.792',0.118,-,-0.720,63.960
'48:36:31.800',0.075,-,-0.720,63.120
'48:36:31.808',0.075,-,-0.720,62.760
'48:36:31.816',0.075,-,-0.720,62.280
'48:36:31.824',0.054,-,-0.720,61.560
'48:36:31.832',0.032,-,-0.720,60.720
'48:36:31.840',0.054,-,-0.720,59.520
'48:36:31.848',0.032,-,-1.560,58.680
'48:36:31.856',0.032,-,-1.560,57.960
'48:36:31.864',0.032,-,-1.560,57.480
'48:36:31.872',0.032,-,-0.720,57.120
'48:36:31.880',0.011,-,-0.720,56.760
'48:36:31.888',0.032,-,-1.560,56.280
'48:36:31.896',0.011,-,-2.280,55.080
'48:36:31.904',0.011,-,-2.280,54.360
'48:36:31.912',0.032,-,-0.720,53.160
'48:36:31.920',0.000,-,0.840,51.960
'48:36:31.928',0.011,-,0.840,51.120
'48:36:31.936',0.000,-,0.840,50.280
'48:36:31.944',0.011,-,-0.720,49.560
'48:36:31.952',0.000,-,-1.560,48.720
'48:36:31.960',0.011,-,-3.120,47.520
