'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'36:21.256',0.029,-0.460,-,97.240
'36:21.264',0.029,-0.471,-,96.720
'36:21.272',0.029,-0.471,-,95.680
'36:21.280',0.057,-0.483,-,95.680
'36:21.288',0.057,-0.494,-,95.160
'36:21.296',0.086,-0.506,-,95.160
'36:21.304',0.171,-0.506,-,95.160
'36:21.312',0.286,-0.517,-,95.160
'36:21.320',0.371,-0.529,-,94.120
'36:21.328',0.543,-0.529,-,94.120
'36:21.336',0.743,-0.540,-,93.600
'36:21.344',0.943,-0.540,-,92.560
'36:21.352',1.143,-0.552,-,91.520
'36:21.360',1.343,-0.563,-,91.520
'36:21.368',1.571,-0.563,-,91.000
'36:21.376',1.771,-0.575,-,89.960
'36:21.384',1.857,-0.575,-,89.440
'36:21.392',1.971,-0.586,-,88.400
'36:21.400',2.057,-0.586,-,87.880
'36:21.408',1.543,-0.598,-,86.840
'36:21.416',0.429,-0.598,-,86.320
'36:21.424',-0.057,-0.609,-,85.280
'36:21.432',-0.514,-0.609,-,84.760
'36:21.440',-0.543,-0.621,-,83.720
'36:21.448',-0.457,-0.621,-,83.200
'36:21.456',-0.457,-0.632,-,82.160
'36:21.464',-0.486,-0.632,-,81.120
'36:21.472',-0.486,-0.632,-,81.120
'36:21.480',-0.457,-0.644,-,80.600
'36:21.488',-0.457,-0.644,-,79.560
'36:21.496',-0.457,-0.655,-,79.040
'36:21.504',-0.514,-0.655,-,78.000
'36:21.512',-0.543,-0.667,-,78.000
'36:21.520',-0.571,-0.667,-,77.480
'36:21.528',-0.571,-0.678,-,77.480
'36:21.536',-0.571,-0.678,-,76.440
'36:21.544',-0.600,-0.690,-,76.440
'36:21.552',-0.629,-0.690,-,75.920
'36:21.560',-0.629,-0.701,-,75.920
'36:21.568',-0.657,-0.701,-,74.880
'36:21.576',-0.686,-0.701,-,74.880
'36:21.584',-0.686,-0.713,-,74.360
'36:21.592',-0.714,-0.713,-,74.360
'36:21.600',-0.743,-0.724,-,74.360
'36:21.608',-0.771,-0.724,-,73.320
'36:21.616',-0.800,-0.736,-,73.320
'36:21.624',-0.829,-0.736,-,73.320
'36:21.632',-0.829,-0.747,-,73.320
'36:21.640',-0.829,-0.747,-,74.360
'36:21.648',-0.800,-0.759,-,74.360
'36:21.656',-0.743,-0.759,-,74.880
'36:21.664',-0.743,-0.770,-,75.920
'36:21.672',-0.686,-0.770,-,76.440
'36:21.680',-0.600,-0.782,-,77.480
