'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'122:12:46.304',0.350,-,-,-,63.200
'122:12:46.312',0.300,-,-,-,61.600
'122:12:46.320',0.275,-,-,-,61.600
'122:12:46.328',0.225,-,-,-,60.800
'122:12:46.336',0.200,-,-,-,59.200
'122:12:46.344',0.175,-,-,-,59.200
'122:12:46.352',0.175,-,-,-,59.200
'122:12:46.360',0.125,-,-,-,58.400
'122:12:46.368',0.075,-,-,-,58.400
'122:12:46.376',0.025,-,-,-,56.800
'122:12:46.384',0.000,-,-,-,56.800
'122:12:46.392',-0.025,-,-,-,56.800
'122:12:46.400',-0.025,-,-,-,56.000
'122:12:46.408',-0.025,-,-,-,56.000
'122:12:46.416',-0.025,-,-,-,54.400
'122:12:46.424',-0.025,-,-,-,54.400
'122:12:46.432',-0.025,-,-,-,53.600
'122:12:46.440',-0.025,-,-,-,53.600
'122:12:46.448',0.000,-,-,-,52.000
'122:12:46.456',0.025,-,-,-,52.000
'122:12:46.464',0.050,-,-,-,51.200
'122:12:46.472',0.050,-,-,-,51.200
'122:12:46.480',0.075,-,-,-,49.600
'122:12:46.488',0.100,-,-,-,49.600
'122:12:46.496',0.100,-,-,-,49.600
'122:12:46.504',0.075,-,-,-,48.800
'122:12:46.512',0.075,-,-,-,48.800
'122:12:46.520',0.050,-,-,-,48.800
'122:12:46.528',0.025,-,-,-,47.200
'122:12:46.536',0.000,-,-,-,47.200
'122:12:46.544',0.000,-,-,-,46.400
'122:12:46.552',-0.050,-,-,-,46.400
'122:12:46.560',-0.050,-,-,-,46.400
'122:12:46.568',-0.050,-,-,-,44.800
'122:12:46.576',-0.075,-,-,-,44.800
'122:12:46.584',-0.075,-,-,-,44.800
'122:12:46.592',-0.075,-,-,-,44.000
'122:12:46.600',-0.075,-,-,-,44.000
'122:12:46.608',-0.050,-,-,-,44.000
'122:12:46.616',-0.025,-,-,-,42.400
'122:12:46.624',0.000,-,-,-,42.400
'122:12:46.632',0.000,-,-,-,42.400
'122:12:46.640',0.025,-,-,-,42.400
'122:12:46.648',0.075,-,-,-,42.400
'122:12:46.656',0.075,-,-,-,41.600
