'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'95:51:48.840',-0.042,-,0.000,163.200
'95:51:48.848',-0.014,-,0.000,182.400
'95:51:48.856',-0.042,-,0.000,200.000
'95:51:48.864',-0.042,-,0.000,216.000
'95:51:48.872',-0.014,-,0.000,225.600
'95:51:48.880',0.000,-,0.000,231.200
'95:51:48.888',0.000,-,-0.050,232.800
'95:51:48.896',0.000,-,-0.050,231.200
'95:51:48.904',0.014,-,-0.050,228.000
'95:51:48.912',0.069,-,0.000,224.000
'95:51:48.920',0.097,-,0.000,220.800
'95:51:48.928',0.139,-,0.000,216.800
'95:51:48.936',0.125,-,0.000,213.600
'95:51:48.944',0.097,-,0.050,209.600
'95:51:48.952',0.097,-,0.100,207.200
'95:51:48.960',0.069,-,0.050,204.000
'95:51:48.968',0.042,-,0.100,201.600
'95:51:48.976',0.014,-,0.050,199.200
'95:51:48.984',0.000,-,0.000,196.800
'95:51:48.992',0.000,-,0.000,192.800
'95:51:49.000',0.000,-,0.000,189.600
'95:51:49.008',-0.014,-,0.000,185.600
'95:51:49.016',-0.042,-,0.000,180.000
'95:51:49.024',-0.069,-,0.000,173.600
'95:51:49.032',-0.042,-,0.000,166.400
'95:51:49.040',-0.042,-,0.000,159.200
'95:51:49.048',-0.069,-,0.000,152.000
'95:51:49.056',-0.042,-,0.000,144.000
'95:51:49.064',0.000,-,0.000,137.600
'95:51:49.072',0.000,-,0.050,132.800
'95:51:49.080',0.000,-,0.050,129.600
'95:51:49.088',-0.014,-,0.050,125.600
'95:51:49.096',0.000,-,0.050,124.800
'95:51:49.104',0.000,-,0.050,123.200
'95:51:49.112',0.000,-,0.050,123.200
'95:51:49.120',0.000,-,0.050,123.200
'95:51:49.128',0.000,-,0.050,123.200
'95:51:49.136',0.000,-,0.000,123.200
'95:51:49.144',0.000,-,0.050,123.200
'95:51:49.152',-0.014,-,0.000,123.200
'95:51:49.160',-0.014,-,0.000,122.400
'95:51:49.168',0.000,-,0.000,122.400
'95:51:49.176',-0.014,-,0.000,120.800
'95:51:49.184',-0.042,-,0.050,120.000
'95:51:49.192',-0.042,-,0.100,118.400
'95:51:49.200',0.194,-,0.200,117.600
'95:51:49.208',0.667,-,0.000,116.000
'95:51:49.216',0.875,-,-0.312,115.200
'95:51:49.224',0.514,-,-0.463,113.600
'95:51:49.232',0.139,-,-0.675,112.800
'95:51:49.240',0.042,-,-0.362,111.200
'95:51:49.248',-0.042,-,-0.263,110.400
'95:51:49.256',-0.125,-,-0.100,108.000
'95:51:49.264',-0.125,-,0.000,106.400
'95:51:49.272',-0.069,-,0.000,105.600
'95:51:49.280',-0.125,-,0.000,104.000
'95:51:49.288',-0.125,-,0.000,103.200
'95:51:49.296',-0.069,-,0.050,101.600
'95:51:49.304',-0.097,-,0.000,100.800
'95:51:49.312',-0.042,-,0.050,99.200
'95:51:49.320',-0.069,-,0.000,99.200
'95:51:49.328',-0.069,-,0.000,99.200
'95:51:49.336',-0.097,-,0.000,101.600
'95:51:49.344',-0.069,-,0.000,105.600
'95:51:49.352',-0.042,-,0.000,111.200
'95:51:49.360',-0.014,-,0.000,118.400
'95:51:49.368',-0.014,-,0.000,129.600
'95:51:49.376',-0.042,-,0.000,141.600
'95:51:49.384',-0.014,-,0.000,156.000
'95:51:49.392',0.000,-,0.000,168.800
'95:51:49.400',0.042,-,0.000,182.400
'95:51:49.408',0.042,-,0.000,192.800
'95:51:49.416',0.042,-,0.000,201.600
'95:51:49.424',0.097,-,0.000,206.400
'95:51:49.432',0.125,-,0.000,207.200
'95:51:49.440',0.097,-,0.000,206.400
'95:51:49.448',0.125,-,0.050,204.000
'95:51:49.456',0.097,-,0.000,200.000
'95:51:49.464',0.042,-,0.050,196.800
'95:51:49.472',0.042,-,0.000,192.000
'95:51:49.480',0.000,-,0.000,188.000
'95:51:49.488',0.000,-,0.000,183.200
'95:51:49.496',-0.014,-,0.000,178.400
