'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'122:15:38.304',-0.125,-,-,-,49.600
'122:15:38.312',-1.025,-,-,-,49.600
'122:15:38.320',-1.125,-,-,-,48.800
'122:15:38.328',-0.625,-,-,-,48.800
'122:15:38.336',-0.350,-,-,-,47.200
'122:15:38.344',-0.250,-,-,-,47.200
'122:15:38.352',-0.250,-,-,-,47.200
'122:15:38.360',-0.225,-,-,-,47.200
'122:15:38.368',-0.225,-,-,-,47.200
'122:15:38.376',-0.200,-,-,-,47.200
'122:15:38.384',-0.175,-,-,-,46.400
'122:15:38.392',-0.100,-,-,-,46.400
'122:15:38.400',-0.050,-,-,-,46.400
'122:15:38.408',-0.025,-,-,-,46.400
'122:15:38.416',0.000,-,-,-,47.200
'122:15:38.424',0.000,-,-,-,48.800
'122:15:38.432',-0.025,-,-,-,49.600
'122:15:38.440',-0.075,-,-,-,52.000
'122:15:38.448',-0.075,-,-,-,56.800
'122:15:38.456',-0.075,-,-,-,63.200
'122:15:38.464',-0.125,-,-,-,70.400
'122:15:38.472',-0.200,-,-,-,80.000
'122:15:38.480',-0.225,-,-,-,88.800
'122:15:38.488',-0.275,-,-,-,96.800
'122:15:38.496',-0.300,-,-,-,106.400
'122:15:38.504',-0.275,-,-,-,115.200
'122:15:38.512',-0.275,-,-,-,123.200
'122:15:38.520',-0.225,-,-,-,130.400
'122:15:38.528',-0.175,-,-,-,136.800
'122:15:38.536',-0.100,-,-,-,140.000
'122:15:38.544',-0.025,-,-,-,141.600
'122:15:38.552',0.000,-,-,-,140.000
'122:15:38.560',0.025,-,-,-,139.200
'122:15:38.568',0.050,-,-,-,135.200
'122:15:38.576',0.075,-,-,-,132.800
'122:15:38.584',0.100,-,-,-,129.600
'122:15:38.592',0.125,-,-,-,125.600
'122:15:38.600',0.125,-,-,-,122.400
'122:15:38.608',0.225,-,-,-,120.000
'122:15:38.616',0.550,-,-,-,116.000
'122:15:38.624',1.050,-,-,-,113.600
'122:15:38.632',1.200,-,-,-,111.200
'122:15:38.640',0.625,-,-,-,110.400
'122:15:38.648',-0.350,-,-,-,108.000
'122:15:38.656',-1.100,-,-,-,105.600
