'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'1:12:10.256',0.057,-0.770,-,62.400
'1:12:10.264',0.029,-0.770,-,62.400
'1:12:10.272',0.029,-0.770,-,62.400
'1:12:10.280',0.029,-0.759,-,61.360
'1:12:10.288',0.029,-0.759,-,61.360
'1:12:10.296',0.029,-0.759,-,61.360
'1:12:10.304',0.029,-0.759,-,61.360
'1:12:10.312',0.029,-0.759,-,61.360
'1:12:10.320',0.029,-0.747,-,60.320
'1:12:10.328',0.029,-0.747,-,60.320
'1:12:10.336',0.029,-0.747,-,60.320
'1:12:10.344',0.029,-0.747,-,60.320
'1:12:10.352',0.029,-0.747,-,59.800
'1:12:10.360',0.057,-0.736,-,59.800
'1:12:10.368',0.057,-0.736,-,59.800
'1:12:10.376',0.086,-0.736,-,59.800
'1:12:10.384',0.114,-0.736,-,58.760
'1:12:10.392',0.114,-0.736,-,58.760
'1:12:10.400',0.114,-0.736,-,58.760
'1:12:10.408',0.086,-0.736,-,58.760
'1:12:10.416',0.057,-0.724,-,58.240
'1:12:10.424',0.057,-0.724,-,58.240
'1:12:10.432',0.086,-0.724,-,58.240
'1:12:10.440',0.086,-0.724,-,58.240
'1:12:10.448',0.057,-0.736,-,57.200
'1:12:10.456',0.029,-0.736,-,57.200
'1:12:10.464',0.000,-0.724,-,57.200
'1:12:10.472',0.000,-0.724,-,57.200
'1:12:10.480',0.000,-0.724,-,56.680
'1:12:10.488',0.000,-0.724,-,56.680
'1:12:10.496',0.000,-0.724,-,56.680
'1:12:10.504',0.000,-0.724,-,56.680
'1:12:10.512',0.000,-0.724,-,56.680
'1:12:10.520',0.000,-0.736,-,56.680
'1:12:10.528',0.000,-0.736,-,55.640
'1:12:10.536',0.000,-0.736,-,55.640
'1:12:10.544',0.000,-0.736,-,55.640
'1:12:10.552',0.114,-0.736,-,55.640
'1:12:10.560',0.343,-0.736,-,55.640
'1:12:10.568',0.400,-0.736,-,55.640
'1:12:10.576',0.457,-0.736,-,55.120
'1:12:10.584',0.000,-0.736,-,55.120
'1:12:10.592',-0.514,-0.747,-,55.120
'1:12:10.600',-0.829,-0.747,-,55.120
'1:12:10.608',-0.429,-0.747,-,55.120
'1:12:10.616',-0.143,-0.759,-,54.080
'1:12:10.624',-0.057,-0.759,-,54.080
'1:12:10.632',-0.029,-0.759,-,54.080
'1:12:10.640',-0.029,-0.759,-,54.080
'1:12:10.648',0.000,-0.759,-,54.080
'1:12:10.656',-0.029,-0.759,-,53.560
'1:12:10.664',0.000,-0.759,-,53.560
'1:12:10.672',0.000,-0.759,-,53.560
'1:12:10.680',0.000,-0.770,-,53.560
'1:12:10.688',0.000,-0.770,-,53.560
'1:12:10.696',0.000,-0.770,-,53.560
'1:12:10.704',0.000,-0.770,-,53.560
'1:12:10.712',0.000,-0.782,-,54.080
'1:12:10.720',0.000,-0.782,-,56.680
'1:12:10.728',0.000,-0.782,-,59.800
'1:12:10.736',0.000,-0.793,-,65.520
'1:12:10.744',0.000,-0.793,-,73.320
'1:12:10.752',0.000,-0.793,-,82.160
'1:12:10.760',0.000,-0.793,-,91.520
'1:12:10.768',0.000,-0.793,-,101.400
'1:12:10.776',0.000,-0.793,-,111.800
'1:12:10.784',0.000,-0.793,-,120.640
'1:12:10.792',0.000,-0.793,-,129.480
'1:12:10.800',0.000,-0.793,-,136.760
'1:12:10.808',0.000,-0.793,-,141.960
'1:12:10.816',0.000,-0.793,-,146.120
'1:12:10.824',0.000,-0.793,-,149.240
'1:12:10.832',0.000,-0.793,-,150.800
'1:12:10.840',0.000,-0.793,-,151.840
'1:12:10.848',0.000,-0.793,-,151.840
'1:12:10.856',0.000,-0.782,-,151.840
'1:12:10.864',0.000,-0.782,-,150.280
'1:12:10.872',-0.029,-0.782,-,148.720
'1:12:10.880',0.000,-0.782,-,147.160
'1:12:10.888',-0.029,-0.770,-,144.560
'1:12:10.896',0.000,-0.770,-,141.960
'1:12:10.904',0.000,-0.770,-,138.840
'1:12:10.912',0.000,-0.770,-,135.720
'1:12:10.920',0.000,-0.759,-,131.560
'1:12:10.928',0.000,-0.759,-,127.920
'1:12:10.936',0.000,-0.759,-,123.760
'1:12:10.944',0.000,-0.759,-,119.080
'1:12:10.952',0.000,-0.747,-,114.400
'1:12:10.960',0.000,-0.747,-,110.240
'1:12:10.968',0.000,-0.747,-,106.080
'1:12:10.976',0.000,-0.747,-,102.960
'1:12:10.984',0.000,-0.736,-,101.400
'1:12:10.992',0.029,-0.736,-,99.840
'1:12:11.000',0.000,-0.736,-,98.280
'1:12:11.008',0.029,-0.736,-,97.240
'1:12:11.016',0.057,-0.736,-,97.240
'1:12:11.024',0.057,-0.724,-,97.240
'1:12:11.032',0.057,-0.724,-,96.720
'1:12:11.040',0.057,-0.724,-,96.720
'1:12:11.048',0.086,-0.724,-,95.680
'1:12:11.056',0.086,-0.724,-,95.680
'1:12:11.064',0.086,-0.724,-,95.160
'1:12:11.072',0.057,-0.724,-,94.120
'1:12:11.080',0.057,-0.724,-,94.120
'1:12:11.088',0.057,-0.713,-,93.600
'1:12:11.096',0.057,-0.713,-,92.560
'1:12:11.104',0.057,-0.713,-,91.520
'1:12:11.112',0.057,-0.713,-,91.000
'1:12:11.120',0.029,-0.713,-,89.960
'1:12:11.128',0.000,-0.713,-,89.440
'1:12:11.136',0.029,-0.713,-,88.400
'1:12:11.144',0.057,-0.713,-,87.880
'1:12:11.152',0.057,-0.713,-,86.840
'1:12:11.160',0.057,-0.701,-,86.320
'1:12:11.168',0.086,-0.701,-,85.280
'1:12:11.176',0.057,-0.701,-,84.760
'1:12:11.184',0.057,-0.701,-,83.720
'1:12:11.192',0.029,-0.701,-,83.200
'1:12:11.200',0.000,-0.701,-,82.160
'1:12:11.208',0.057,-0.701,-,81.120
