'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'122:06:12.304',0.025,-,-,-,44.800
'122:06:12.312',0.025,-,-,-,44.000
'122:06:12.320',0.075,-,-,-,44.000
'122:06:12.328',0.100,-,-,-,42.400
'122:06:12.336',0.100,-,-,-,42.400
'122:06:12.344',0.075,-,-,-,42.400
'122:06:12.352',0.075,-,-,-,42.400
'122:06:12.360',0.050,-,-,-,42.400
'122:06:12.368',0.025,-,-,-,42.400
'122:06:12.376',0.000,-,-,-,41.600
'122:06:12.384',-0.025,-,-,-,41.600
'122:06:12.392',-0.050,-,-,-,41.600
'122:06:12.400',-0.075,-,-,-,41.600
'122:06:12.408',-0.075,-,-,-,41.600
'122:06:12.416',-0.075,-,-,-,41.600
'122:06:12.424',-0.100,-,-,-,41.600
'122:06:12.432',-0.075,-,-,-,41.600
'122:06:12.440',-0.075,-,-,-,40.000
'122:06:12.448',-0.075,-,-,-,40.000
'122:06:12.456',-0.050,-,-,-,40.000
'122:06:12.464',0.000,-,-,-,39.200
'122:06:12.472',0.025,-,-,-,39.200
'122:06:12.480',0.025,-,-,-,39.200
'122:06:12.488',0.050,-,-,-,39.200
'122:06:12.496',0.075,-,-,-,39.200
'122:06:12.504',0.125,-,-,-,39.200
'122:06:12.512',0.300,-,-,-,37.600
'122:06:12.520',0.775,-,-,-,37.600
'122:06:12.528',1.250,-,-,-,37.600
'122:06:12.536',1.350,-,-,-,36.800
'122:06:12.544',0.525,-,-,-,36.800
'122:06:12.552',-0.550,-,-,-,36.800
'122:06:12.560',-1.225,-,-,-,36.800
'122:06:12.568',-1.250,-,-,-,35.200
'122:06:12.576',-0.600,-,-,-,35.200
'122:06:12.584',-0.300,-,-,-,35.200
'122:06:12.592',-0.250,-,-,-,34.400
'122:06:12.600',-0.225,-,-,-,34.400
'122:06:12.608',-0.200,-,-,-,34.400
'122:06:12.616',-0.175,-,-,-,34.400
'122:06:12.624',-0.100,-,-,-,34.400
'122:06:12.632',-0.075,-,-,-,34.400
'122:06:12.640',-0.050,-,-,-,32.800
'122:06:12.648',-0.025,-,-,-,32.800
'122:06:12.656',0.000,-,-,-,32.800
'122:06:12.664',0.025,-,-,-,32.800
'122:06:12.672',0.025,-,-,-,34.400
'122:06:12.680',0.025,-,-,-,34.400
'122:06:12.688',0.000,-,-,-,36.800
'122:06:12.696',0.000,-,-,-,40.000
'122:06:12.704',0.000,-,-,-,44.800
'122:06:12.712',-0.025,-,-,-,51.200
'122:06:12.720',-0.050,-,-,-,58.400
'122:06:12.728',-0.075,-,-,-,65.600
'122:06:12.736',-0.100,-,-,-,72.800
'122:06:12.744',-0.125,-,-,-,80.000
'122:06:12.752',-0.125,-,-,-,86.400
'122:06:12.760',-0.125,-,-,-,92.000
'122:06:12.768',-0.100,-,-,-,96.000
'122:06:12.776',-0.075,-,-,-,99.200
'122:06:12.784',-0.050,-,-,-,101.600
'122:06:12.792',-0.025,-,-,-,104.000
'122:06:12.800',0.025,-,-,-,106.400
'122:06:12.808',0.050,-,-,-,108.000
'122:06:12.816',0.050,-,-,-,108.800
'122:06:12.824',0.075,-,-,-,108.800
'122:06:12.832',0.100,-,-,-,108.800
'122:06:12.840',0.100,-,-,-,108.000
'122:06:12.848',0.075,-,-,-,106.400
'122:06:12.856',0.175,-,-,-,105.600
'122:06:12.864',0.375,-,-,-,104.000
'122:06:12.872',0.775,-,-,-,101.600
'122:06:12.880',1.050,-,-,-,100.800
'122:06:12.888',0.750,-,-,-,98.400
'122:06:12.896',-0.075,-,-,-,96.800
'122:06:12.904',-0.950,-,-,-,94.400
'122:06:12.912',-1.350,-,-,-,92.000
'122:06:12.920',-1.175,-,-,-,88.800
'122:06:12.928',-0.775,-,-,-,86.400
'122:06:12.936',-0.550,-,-,-,82.400
'122:06:12.944',-0.525,-,-,-,80.000
'122:06:12.952',-0.525,-,-,-,75.200
'122:06:12.960',-0.400,-,-,-,71.200
'122:06:12.968',-0.200,-,-,-,68.800
'122:06:12.976',-0.025,-,-,-,65.600
'122:06:12.984',0.050,-,-,-,64.000
'122:06:12.992',0.075,-,-,-,63.200
'122:06:13.000',0.100,-,-,-,63.200
'122:06:13.008',0.125,-,-,-,61.600
'122:06:13.016',0.100,-,-,-,61.600
'122:06:13.024',0.100,-,-,-,61.600
'122:06:13.032',0.125,-,-,-,61.600
'122:06:13.040',0.100,-,-,-,61.600
'122:06:13.048',0.075,-,-,-,61.600
'122:06:13.056',0.050,-,-,-,61.600
'122:06:13.064',0.025,-,-,-,61.600
'122:06:13.072',0.050,-,-,-,61.600
'122:06:13.080',0.075,-,-,-,61.600
'122:06:13.088',0.100,-,-,-,61.600
'122:06:13.096',0.125,-,-,-,60.800
'122:06:13.104',0.200,-,-,-,60.800
'122:06:13.112',0.275,-,-,-,60.800
'122:06:13.120',0.350,-,-,-,59.200
'122:06:13.128',0.400,-,-,-,59.200
'122:06:13.136',0.425,-,-,-,59.200
'122:06:13.144',0.425,-,-,-,58.400
'122:06:13.152',0.400,-,-,-,58.400
'122:06:13.160',0.375,-,-,-,58.400
'122:06:13.168',0.350,-,-,-,58.400
'122:06:13.176',0.275,-,-,-,58.400
'122:06:13.184',0.225,-,-,-,58.400
'122:06:13.192',0.200,-,-,-,56.800
'122:06:13.200',0.175,-,-,-,56.800
'122:06:13.208',0.125,-,-,-,56.800
'122:06:13.216',0.075,-,-,-,56.800
'122:06:13.224',0.025,-,-,-,56.000
'122:06:13.232',0.000,-,-,-,56.000
'122:06:13.240',0.000,-,-,-,54.400
'122:06:13.248',-0.025,-,-,-,53.600
'122:06:13.256',-0.025,-,-,-,52.000
'122:06:13.264',-0.025,-,-,-,51.200
'122:06:13.272',-0.025,-,-,-,49.600
'122:06:13.280',-0.025,-,-,-,49.600
'122:06:13.288',-0.025,-,-,-,48.800
'122:06:13.296',0.000,-,-,-,48.800
'122:06:13.304',0.025,-,-,-,47.200
