'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'59:11.256',0.600,-0.851,-,107.120
'59:11.264',1.000,-0.828,-,106.080
'59:11.272',1.314,-0.816,-,105.560
'59:11.280',1.371,-0.793,-,104.520
'59:11.288',1.057,-0.770,-,104.000
'59:11.296',0.429,-0.747,-,102.960
'59:11.304',-0.257,-0.724,-,101.920
'59:11.312',-0.600,-0.701,-,101.400
'59:11.320',-0.371,-0.678,-,100.360
'59:11.328',-0.371,-0.655,-,99.840
'59:11.336',-0.314,-0.632,-,99.840
'59:11.344',-0.257,-0.609,-,98.800
'59:11.352',-0.257,-0.586,-,98.280
'59:11.360',-0.257,-0.563,-,98.280
'59:11.368',-0.286,-0.552,-,97.240
'59:11.376',-0.257,-0.529,-,96.720
'59:11.384',-0.314,-0.517,-,96.720
'59:11.392',-0.286,-0.494,-,96.720
'59:11.400',-0.314,-0.483,-,96.720
'59:11.408',-0.286,-0.471,-,97.240
'59:11.416',-0.257,-0.460,-,99.840
'59:11.424',-0.371,-0.448,-,104.000
'59:11.432',-0.371,-0.437,-,109.200
'59:11.440',-0.314,-0.437,-,116.480
'59:11.448',-0.371,-0.425,-,123.760
'59:11.456',-0.314,-0.414,-,131.040
'59:11.464',-0.314,-0.414,-,137.280
'59:11.472',-0.314,-0.402,-,143.000
'59:11.480',-0.200,-0.391,-,147.680
'59:11.488',-0.229,-0.391,-,150.280
'59:11.496',-0.086,-0.379,-,151.840
'59:11.504',-0.057,-0.368,-,151.840
'59:11.512',-0.143,-0.356,-,150.280
'59:11.520',0.000,-0.345,-,148.720
'59:11.528',0.029,-0.333,-,145.600
'59:11.536',-0.029,-0.322,-,141.960
'59:11.544',-0.029,-0.310,-,138.320
'59:11.552',0.000,-0.299,-,133.120
'59:11.560',-0.029,-0.287,-,129.480
'59:11.568',-0.057,-0.276,-,124.800
'59:11.576',0.000,-0.264,-,120.640
'59:11.584',0.000,-0.253,-,117.520
'59:11.592',-0.057,-0.241,-,114.920
'59:11.600',0.000,-0.230,-,113.360
'59:11.608',0.000,-0.207,-,112.320
'59:11.616',0.057,-0.195,-,111.800
'59:11.624',0.057,-0.184,-,111.800
'59:11.632',0.029,-0.172,-,111.800
'59:11.640',0.086,-0.161,-,110.760
'59:11.648',0.057,-0.138,-,110.760
'59:11.656',0.114,-0.126,-,110.240
'59:11.664',0.057,-0.115,-,109.200
'59:11.672',0.057,-0.092,-,108.680
'59:11.680',0.057,-0.080,-,107.640
'59:11.688',0.057,-0.057,-,107.120
'59:11.696',0.029,-0.046,-,106.080
'59:11.704',0.229,-0.034,-,105.560
'59:11.712',0.171,-0.011,-,104.000
'59:11.720',0.314,0.000,-,102.960
'59:11.728',0.457,0.023,-,101.920
'59:11.736',0.514,0.034,-,101.400
'59:11.744',0.657,0.046,-,100.360
'59:11.752',0.229,0.057,-,99.840
'59:11.760',-0.629,0.069,-,98.800
'59:11.768',-1.000,0.080,-,98.280
'59:11.776',-1.086,0.092,-,97.240
'59:11.784',-0.686,0.103,-,95.680
'59:11.792',-0.257,0.126,-,95.680
'59:11.800',-0.086,0.138,-,95.160
'59:11.808',-0.143,0.149,-,94.120
'59:11.816',-0.143,0.161,-,93.600
'59:11.824',-0.029,0.172,-,93.600
'59:11.832',-0.086,0.184,-,92.560
'59:11.840',-0.114,0.207,-,92.560
'59:11.848',0.000,0.218,-,91.520
'59:11.856',-0.114,0.230,-,91.520
'59:11.864',-0.086,0.241,-,91.520
'59:11.872',-0.029,0.253,-,91.000
'59:11.880',-0.143,0.276,-,91.000
'59:11.888',-0.086,0.287,-,91.520
'59:11.896',-0.114,0.287,-,92.560
'59:11.904',-0.086,0.299,-,95.160
'59:11.912',-0.114,0.310,-,98.800
'59:11.920',-0.057,0.322,-,104.520
'59:11.928',0.000,0.333,-,111.800
'59:11.936',0.029,0.333,-,119.600
'59:11.944',0.057,0.345,-,127.920
'59:11.952',0.200,0.345,-,135.200
'59:11.960',0.257,0.356,-,141.440
'59:11.968',0.371,0.368,-,147.160
'59:11.976',0.429,0.379,-,150.280
'59:11.984',0.400,0.391,-,151.840
'59:11.992',0.457,0.391,-,152.360
'59:12.000',0.314,0.402,-,150.800
'59:12.008',0.229,0.414,-,149.240
'59:12.016',0.200,0.425,-,146.120
'59:12.024',0.114,0.425,-,143.000
