'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'55:15.256',0.143,-0.816,-,174.200
'55:15.264',0.171,-0.816,-,178.360
'55:15.272',0.171,-0.816,-,179.920
'55:15.280',0.171,-0.828,-,179.920
'55:15.288',0.171,-0.828,-,179.920
'55:15.296',0.171,-0.828,-,179.920
'55:15.304',0.171,-0.839,-,178.880
'55:15.312',0.114,-0.839,-,176.800
'55:15.320',0.114,-0.839,-,174.200
'55:15.328',0.057,-0.839,-,171.080
'55:15.336',0.057,-0.851,-,167.960
'55:15.344',0.000,-0.851,-,163.800
'55:15.352',0.000,-0.851,-,159.640
'55:15.360',0.000,-0.851,-,154.960
'55:15.368',0.000,-0.862,-,150.280
'55:15.376',-0.029,-0.862,-,145.600
'55:15.384',-0.029,-0.862,-,140.400
'55:15.392',-0.057,-0.874,-,135.720
'55:15.400',-0.029,-0.874,-,132.600
'55:15.408',-0.029,-0.874,-,130.000
'55:15.416',-0.057,-0.874,-,127.920
'55:15.424',-0.029,-0.885,-,126.880
'55:15.432',0.000,-0.885,-,125.320
'55:15.440',-0.029,-0.885,-,124.800
'55:15.448',0.000,-0.885,-,124.800
'55:15.456',0.029,-0.885,-,123.760
'55:15.464',0.057,-0.885,-,122.720
'55:15.472',0.114,-0.885,-,121.160
'55:15.480',0.143,-0.885,-,120.640
'55:15.488',0.171,-0.885,-,119.080
'55:15.496',0.143,-0.897,-,118.040
'55:15.504',0.143,-0.897,-,116.480
'55:15.512',0.114,-0.897,-,114.920
'55:15.520',0.114,-0.897,-,114.400
'55:15.528',0.114,-0.897,-,112.320
'55:15.536',0.057,-0.897,-,111.800
'55:15.544',0.029,-0.897,-,110.760
'55:15.552',0.000,-0.897,-,110.240
'55:15.560',0.000,-0.897,-,109.200
'55:15.568',-0.029,-0.897,-,108.680
'55:15.576',-0.057,-0.897,-,107.640
'55:15.584',-0.057,-0.897,-,107.120
'55:15.592',-0.057,-0.885,-,106.080
'55:15.600',-0.057,-0.885,-,105.560
'55:15.608',-0.057,-0.885,-,104.520
'55:15.616',-0.057,-0.885,-,104.000
'55:15.624',-0.057,-0.874,-,102.960
'55:15.632',-0.057,-0.874,-,101.920
'55:15.640',0.000,-0.874,-,101.400
'55:15.648',0.229,-0.862,-,101.400
'55:15.656',0.257,-0.862,-,100.360
'55:15.664',0.229,-0.851,-,99.840
'55:15.672',0.229,-0.851,-,98.800
'55:15.680',-0.457,-0.839,-,98.280
'55:15.688',-0.857,-0.828,-,97.240
'55:15.696',-0.543,-0.828,-,96.720
'55:15.704',-0.200,-0.816,-,96.720
'55:15.712',-0.057,-0.816,-,95.680
'55:15.720',-0.029,-0.805,-,95.160
'55:15.728',-0.029,-0.793,-,95.160
'55:15.736',0.000,-0.793,-,94.120
'55:15.744',-0.029,-0.782,-,93.600
'55:15.752',0.000,-0.782,-,93.600
'55:15.760',0.000,-0.770,-,92.560
'55:15.768',0.000,-0.770,-,91.520
'55:15.776',0.000,-0.770,-,91.520
'55:15.784',0.000,-0.759,-,91.000
'55:15.792',0.000,-0.759,-,91.000
'55:15.800',0.000,-0.747,-,91.000
'55:15.808',0.000,-0.747,-,89.960
'55:15.816',0.000,-0.736,-,89.960
'55:15.824',0.029,-0.724,-,91.000
'55:15.832',0.057,-0.724,-,91.520
'55:15.840',0.057,-0.713,-,94.120
'55:15.848',0.057,-0.713,-,97.240
'55:15.856',0.086,-0.701,-,101.920
'55:15.864',0.114,-0.701,-,107.120
'55:15.872',0.114,-0.690,-,113.360
'55:15.880',0.143,-0.690,-,119.080
'55:15.888',0.171,-0.678,-,125.320
'55:15.896',0.171,-0.678,-,130.000
'55:15.904',0.171,-0.667,-,135.200
'55:15.912',0.171,-0.667,-,138.840
'55:15.920',0.114,-0.655,-,141.440
'55:15.928',0.114,-0.655,-,143.000
'55:15.936',0.057,-0.655,-,143.000
'55:15.944',0.029,-0.644,-,143.000
'55:15.952',0.000,-0.644,-,141.440
'55:15.960',0.000,-0.644,-,138.840
'55:15.968',-0.029,-0.632,-,135.720
'55:15.976',-0.057,-0.632,-,131.560
'55:15.984',-0.057,-0.621,-,127.920
'55:15.992',-0.057,-0.609,-,122.720
'55:16.000',-0.086,-0.609,-,119.080
'55:16.008',-0.057,-0.598,-,114.400
'55:16.016',-0.086,-0.598,-,110.240
'55:16.024',-0.057,-0.586,-,107.120
'55:16.032',-0.057,-0.575,-,105.560
'55:16.040',-0.029,-0.563,-,104.000
'55:16.048',0.000,-0.563,-,102.960
'55:16.056',0.057,-0.552,-,101.920
'55:16.064',0.143,-0.540,-,101.920
'55:16.072',0.229,-0.540,-,101.920
'55:16.080',0.314,-0.529,-,101.920
'55:16.088',0.429,-0.529,-,101.920
'55:16.096',0.629,-0.529,-,101.400
'55:16.104',0.800,-0.517,-,101.400
'55:16.112',1.029,-0.517,-,101.400
'55:16.120',1.343,-0.506,-,100.360
'55:16.128',1.657,-0.494,-,99.840
'55:16.136',1.886,-0.494,-,99.840
'55:16.144',2.114,-0.483,-,98.800
'55:16.152',2.200,-0.471,-,98.280
'55:16.160',1.914,-0.460,-,97.240
'55:16.168',1.343,-0.448,-,97.240
'55:16.176',0.686,-0.448,-,96.720
'55:16.184',0.171,-0.425,-,95.680
'55:16.192',-0.257,-0.414,-,95.160
'55:16.200',-0.657,-0.402,-,94.120
'55:16.208',-0.829,-0.391,-,93.600
'55:16.216',-0.829,-0.379,-,93.600
'55:16.224',-0.771,-0.356,-,92.560
'55:16.232',-0.743,-0.345,-,91.520
'55:16.240',-0.743,-0.333,-,91.000
'55:16.248',-0.743,-0.322,-,91.000
'55:16.256',-0.743,-0.310,-,89.960
'55:16.264',-0.771,-0.287,-,89.440
'55:16.272',-0.800,-0.276,-,89.440
'55:16.280',-0.829,-0.264,-,88.400
'55:16.288',-0.857,-0.253,-,88.400
'55:16.296',-0.886,-0.241,-,89.440
'55:16.304',-0.914,-0.230,-,91.000
'55:16.312',-0.943,-0.218,-,92.560
'55:16.320',-0.971,-0.218,-,95.680
'55:16.328',-1.000,-0.207,-,99.840
'55:16.336',-1.029,-0.207,-,104.000
'55:16.344',-1.029,-0.207,-,108.680
'55:16.352',-1.029,-0.207,-,113.360
'55:16.360',-1.000,-0.207,-,117.520
'55:16.368',-0.943,-0.207,-,120.640
'55:16.376',-0.886,-0.218,-,123.760
'55:16.384',-0.800,-0.218,-,125.320
'55:16.392',-0.686,-0.230,-,126.880
'55:16.400',-0.600,-0.230,-,126.880
'55:16.408',-0.486,-0.241,-,126.360
'55:16.416',-0.371,-0.241,-,124.800
'55:16.424',-0.257,-0.253,-,122.720
'55:16.432',-0.200,-0.253,-,120.640
'55:16.440',-0.114,-0.253,-,117.520
