'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'121:43:22.304',-0.050,-,-,-,75.200
'121:43:22.312',-0.050,-,-,-,73.600
'121:43:22.320',-0.050,-,-,-,70.400
'121:43:22.328',-0.025,-,-,-,66.400
'121:43:22.336',0.000,-,-,-,64.000
'121:43:22.344',0.025,-,-,-,64.000
'121:43:22.352',0.050,-,-,-,66.400
'121:43:22.360',0.125,-,-,-,68.000
'121:43:22.368',0.225,-,-,-,68.800
'121:43:22.376',0.350,-,-,-,68.800
'121:43:22.384',0.400,-,-,-,68.000
'121:43:22.392',0.425,-,-,-,66.400
'121:43:22.400',0.425,-,-,-,65.600
'121:43:22.408',0.425,-,-,-,64.000
'121:43:22.416',0.375,-,-,-,64.000
'121:43:22.424',0.300,-,-,-,64.000
'121:43:22.432',0.275,-,-,-,63.200
'121:43:22.440',0.200,-,-,-,61.600
'121:43:22.448',0.125,-,-,-,61.600
'121:43:22.456',0.075,-,-,-,60.800
'121:43:22.464',0.050,-,-,-,60.800
'121:43:22.472',0.025,-,-,-,60.800
'121:43:22.480',0.000,-,-,-,60.800
'121:43:22.488',0.000,-,-,-,59.200
'121:43:22.496',-0.025,-,-,-,58.400
'121:43:22.504',-0.025,-,-,-,58.400
'121:43:22.512',-0.050,-,-,-,56.800
'121:43:22.520',-0.025,-,-,-,56.000
'121:43:22.528',0.000,-,-,-,54.400
'121:43:22.536',0.025,-,-,-,53.600
'121:43:22.544',0.025,-,-,-,53.600
'121:43:22.552',0.050,-,-,-,52.000
'121:43:22.560',0.075,-,-,-,52.000
'121:43:22.568',0.100,-,-,-,51.200
'121:43:22.576',0.100,-,-,-,49.600
'121:43:22.584',0.075,-,-,-,49.600
'121:43:22.592',0.075,-,-,-,49.600
'121:43:22.600',0.075,-,-,-,48.800
'121:43:22.608',0.075,-,-,-,48.800
'121:43:22.616',0.025,-,-,-,48.800
'121:43:22.624',0.000,-,-,-,48.800
'121:43:22.632',-0.025,-,-,-,48.800
'121:43:22.640',-0.050,-,-,-,48.800
'121:43:22.648',-0.050,-,-,-,47.200
'121:43:22.656',-0.050,-,-,-,46.400
'121:43:22.664',-0.075,-,-,-,47.200
'121:43:22.672',-0.075,-,-,-,47.200
'121:43:22.680',-0.075,-,-,-,47.200
'121:43:22.688',-0.050,-,-,-,47.200
'121:43:22.696',-0.025,-,-,-,46.400
'121:43:22.704',0.000,-,-,-,46.400
'121:43:22.712',0.025,-,-,-,46.400
'121:43:22.720',0.050,-,-,-,47.200
'121:43:22.728',0.075,-,-,-,48.800
'121:43:22.736',0.075,-,-,-,48.800
'121:43:22.744',0.100,-,-,-,48.800
'121:43:22.752',0.275,-,-,-,47.200
'121:43:22.760',0.750,-,-,-,44.800
'121:43:22.768',1.250,-,-,-,44.000
'121:43:22.776',1.375,-,-,-,42.400
'121:43:22.784',0.725,-,-,-,42.400
'121:43:22.792',-0.300,-,-,-,44.000
'121:43:22.800',-1.100,-,-,-,42.400
'121:43:22.808',-1.200,-,-,-,41.600
'121:43:22.816',-0.625,-,-,-,40.000
'121:43:22.824',-0.350,-,-,-,40.000
'121:43:22.832',-0.225,-,-,-,42.400
'121:43:22.840',-0.200,-,-,-,42.400
'121:43:22.848',-0.175,-,-,-,42.400
'121:43:22.856',-0.125,-,-,-,40.000
'121:43:22.864',-0.100,-,-,-,36.800
'121:43:22.872',-0.075,-,-,-,32.800
'121:43:22.880',-0.050,-,-,-,30.400
'121:43:22.888',-0.025,-,-,-,30.400
'121:43:22.896',0.000,-,-,-,35.200
'121:43:22.904',0.000,-,-,-,42.400
'121:43:22.912',0.000,-,-,-,52.000
'121:43:22.920',0.000,-,-,-,58.400
'121:43:22.928',0.000,-,-,-,56.000
'121:43:22.936',-0.050,-,-,-,46.400
'121:43:22.944',-0.100,-,-,-,36.800
'121:43:22.952',-0.125,-,-,-,36.800
'121:43:22.960',-0.200,-,-,-,49.600
'121:43:22.968',-0.225,-,-,-,71.200
'121:43:22.976',-0.250,-,-,-,89.600
'121:43:22.984',-0.275,-,-,-,101.600
'121:43:22.992',-0.250,-,-,-,105.600
