'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'122:06:41.304',0.350,-,-,-,66.400
'122:06:41.312',0.425,-,-,-,65.600
'122:06:41.320',0.500,-,-,-,65.600
'122:06:41.328',0.450,-,-,-,64.000
'122:06:41.336',0.450,-,-,-,64.000
'122:06:41.344',0.425,-,-,-,63.200
'122:06:41.352',0.375,-,-,-,63.200
'122:06:41.360',0.300,-,-,-,61.600
'122:06:41.368',0.250,-,-,-,60.800
'122:06:41.376',0.200,-,-,-,60.800
'122:06:41.384',0.125,-,-,-,59.200
'122:06:41.392',0.075,-,-,-,59.200
'122:06:41.400',0.025,-,-,-,58.400
'122:06:41.408',0.000,-,-,-,58.400
'122:06:41.416',-0.025,-,-,-,56.800
'122:06:41.424',-0.050,-,-,-,56.800
'122:06:41.432',-0.050,-,-,-,56.800
'122:06:41.440',-0.050,-,-,-,56.000
'122:06:41.448',-0.050,-,-,-,56.000
'122:06:41.456',-0.050,-,-,-,54.400
'122:06:41.464',-0.050,-,-,-,54.400
'122:06:41.472',-0.025,-,-,-,53.600
'122:06:41.480',0.000,-,-,-,53.600
'122:06:41.488',0.025,-,-,-,53.600
'122:06:41.496',0.025,-,-,-,52.000
'122:06:41.504',0.050,-,-,-,52.000
'122:06:41.512',0.075,-,-,-,51.200
'122:06:41.520',0.075,-,-,-,51.200
'122:06:41.528',0.075,-,-,-,49.600
'122:06:41.536',0.050,-,-,-,49.600
'122:06:41.544',0.050,-,-,-,49.600
'122:06:41.552',0.050,-,-,-,49.600
'122:06:41.560',0.025,-,-,-,48.800
'122:06:41.568',-0.025,-,-,-,48.800
'122:06:41.576',-0.050,-,-,-,48.800
'122:06:41.584',-0.050,-,-,-,48.800
'122:06:41.592',-0.075,-,-,-,48.800
'122:06:41.600',-0.075,-,-,-,48.800
'122:06:41.608',-0.075,-,-,-,47.200
'122:06:41.616',-0.075,-,-,-,47.200
'122:06:41.624',-0.100,-,-,-,47.200
'122:06:41.632',-0.100,-,-,-,47.200
'122:06:41.640',-0.075,-,-,-,46.400
'122:06:41.648',-0.025,-,-,-,46.400
'122:06:41.656',0.000,-,-,-,46.400
