'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'122:03:31.304',-0.100,-,-,-,82.400
'122:03:31.312',-0.050,-,-,-,80.000
'122:03:31.320',-0.025,-,-,-,76.000
'122:03:31.328',0.000,-,-,-,73.600
'122:03:31.336',0.025,-,-,-,70.400
'122:03:31.344',0.025,-,-,-,68.800
'122:03:31.352',0.050,-,-,-,66.400
'122:03:31.360',0.050,-,-,-,65.600
'122:03:31.368',0.050,-,-,-,65.600
'122:03:31.376',0.050,-,-,-,65.600
'122:03:31.384',0.050,-,-,-,65.600
'122:03:31.392',0.050,-,-,-,65.600
'122:03:31.400',0.025,-,-,-,64.000
'122:03:31.408',0.000,-,-,-,64.000
'122:03:31.416',-0.025,-,-,-,64.000
'122:03:31.424',-0.025,-,-,-,63.200
'122:03:31.432',0.000,-,-,-,63.200
'122:03:31.440',0.000,-,-,-,63.200
'122:03:31.448',0.000,-,-,-,61.600
'122:03:31.456',0.025,-,-,-,60.800
'122:03:31.464',0.075,-,-,-,60.800
'122:03:31.472',0.100,-,-,-,59.200
'122:03:31.480',0.125,-,-,-,59.200
'122:03:31.488',0.175,-,-,-,58.400
'122:03:31.496',0.225,-,-,-,58.400
'122:03:31.504',0.200,-,-,-,56.800
'122:03:31.512',0.200,-,-,-,56.800
'122:03:31.520',0.200,-,-,-,56.800
'122:03:31.528',0.200,-,-,-,56.000
'122:03:31.536',0.175,-,-,-,56.000
'122:03:31.544',0.125,-,-,-,54.400
'122:03:31.552',0.125,-,-,-,54.400
'122:03:31.560',0.100,-,-,-,53.600
'122:03:31.568',0.050,-,-,-,53.600
'122:03:31.576',0.025,-,-,-,52.000
'122:03:31.584',0.000,-,-,-,52.000
'122:03:31.592',-0.025,-,-,-,51.200
'122:03:31.600',-0.025,-,-,-,51.200
'122:03:31.608',-0.050,-,-,-,49.600
'122:03:31.616',-0.050,-,-,-,49.600
'122:03:31.624',-0.050,-,-,-,48.800
'122:03:31.632',-0.050,-,-,-,48.800
'122:03:31.640',-0.025,-,-,-,47.200
'122:03:31.648',-0.025,-,-,-,46.400
'122:03:31.656',0.000,-,-,-,46.400
'122:03:31.664',0.025,-,-,-,44.800
'122:03:31.672',0.025,-,-,-,44.800
'122:03:31.680',0.050,-,-,-,44.800
'122:03:31.688',0.100,-,-,-,44.000
'122:03:31.696',0.100,-,-,-,44.000
'122:03:31.704',0.075,-,-,-,42.400
'122:03:31.712',0.075,-,-,-,42.400
'122:03:31.720',0.075,-,-,-,42.400
'122:03:31.728',0.050,-,-,-,41.600
'122:03:31.736',0.025,-,-,-,41.600
'122:03:31.744',0.000,-,-,-,41.600
'122:03:31.752',-0.025,-,-,-,40.000
'122:03:31.760',-0.050,-,-,-,40.000
'122:03:31.768',-0.075,-,-,-,40.000
'122:03:31.776',-0.075,-,-,-,40.000
'122:03:31.784',-0.075,-,-,-,40.000
'122:03:31.792',-0.075,-,-,-,40.000
'122:03:31.800',-0.075,-,-,-,40.000
'122:03:31.808',-0.075,-,-,-,40.000
'122:03:31.816',-0.050,-,-,-,40.000
'122:03:31.824',-0.025,-,-,-,40.000
'122:03:31.832',0.000,-,-,-,39.200
'122:03:31.840',0.025,-,-,-,39.200
'122:03:31.848',0.050,-,-,-,39.200
'122:03:31.856',0.075,-,-,-,39.200
'122:03:31.864',0.100,-,-,-,39.200
'122:03:31.872',0.200,-,-,-,37.600
'122:03:31.880',0.450,-,-,-,37.600
'122:03:31.888',0.950,-,-,-,37.600
'122:03:31.896',1.300,-,-,-,37.600
'122:03:31.904',1.025,-,-,-,37.600
'122:03:31.912',0.075,-,-,-,36.800
'122:03:31.920',-0.900,-,-,-,36.800
'122:03:31.928',-1.250,-,-,-,36.800
'122:03:31.936',-0.875,-,-,-,36.800
'122:03:31.944',-0.450,-,-,-,35.200
'122:03:31.952',-0.275,-,-,-,35.200
'122:03:31.960',-0.250,-,-,-,35.200
'122:03:31.968',-0.225,-,-,-,35.200
'122:03:31.976',-0.200,-,-,-,34.400
'122:03:31.984',-0.125,-,-,-,34.400
'122:03:31.992',-0.100,-,-,-,34.400
'122:03:32.000',-0.100,-,-,-,34.400
'122:03:32.008',-0.050,-,-,-,34.400
'122:03:32.016',-0.025,-,-,-,34.400
'122:03:32.024',0.000,-,-,-,34.400
'122:03:32.032',0.000,-,-,-,34.400
