'Elapsed time','II','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'48:28:31.200',0.097,-,115.080,89.880
'48:28:31.208',0.118,-,113.520,89.880
'48:28:31.216',0.075,-,111.960,89.880
'48:28:31.224',0.075,-,109.560,89.880
'48:28:31.232',0.054,-,106.320,89.880
'48:28:31.240',0.075,-,103.080,89.880
'48:28:31.248',0.054,-,100.680,89.880
'48:28:31.256',0.054,-,98.280,89.880
'48:28:31.264',0.032,-,97.560,89.880
'48:28:31.272',0.054,-,97.560,89.880
'48:28:31.280',0.032,-,99.120,89.880
'48:28:31.288',0.054,-,100.680,89.880
'48:28:31.296',0.032,-,103.920,89.880
'48:28:31.304',0.032,-,107.160,89.880
'48:28:31.312',0.054,-,111.120,89.880
'48:28:31.320',0.032,-,115.080,89.880
'48:28:31.328',0.054,-,119.160,89.880
'48:28:31.336',0.032,-,122.280,89.880
'48:28:31.344',0.054,-,126.360,89.880
'48:28:31.352',0.032,-,128.760,89.880
'48:28:31.360',0.054,-,131.160,89.880
'48:28:31.368',0.032,-,132.720,89.880
'48:28:31.376',0.032,-,134.280,89.880
'48:28:31.384',0.032,-,135.120,89.880
'48:28:31.392',0.032,-,135.960,89.880
'48:28:31.400',0.032,-,135.960,89.880
'48:28:31.408',0.054,-,135.960,89.880
'48:28:31.416',0.054,-,135.960,89.880
'48:28:31.424',0.075,-,134.280,89.880
'48:28:31.432',0.097,-,133.560,89.880
'48:28:31.440',0.140,-,131.880,89.880
'48:28:31.448',0.140,-,129.480,89.880
'48:28:31.456',0.140,-,127.080,89.880
'48:28:31.464',0.118,-,125.520,89.880
'48:28:31.472',0.118,-,123.120,89.880
'48:28:31.480',0.097,-,120.720,89.880
'48:28:31.488',0.140,-,118.320,89.880
'48:28:31.496',0.118,-,115.920,89.880
'48:28:31.504',0.075,-,113.520,89.880
'48:28:31.512',0.032,-,111.120,89.880
'48:28:31.520',0.011,-,109.560,89.880
'48:28:31.528',0.000,-,107.160,89.880
'48:28:31.536',0.000,-,106.320,89.880
'48:28:31.544',0.000,-,104.760,89.880
'48:28:31.552',0.000,-,103.920,89.880
'48:28:31.560',0.000,-,103.080,89.880
'48:28:31.568',0.000,-,102.360,89.880
'48:28:31.576',0.000,-,100.680,89.880
'48:28:31.584',0.000,-,99.960,89.880
'48:28:31.592',0.237,-,99.120,89.880
'48:28:31.600',0.613,-,98.280,89.880
'48:28:31.608',0.817,-,96.720,89.880
'48:28:31.616',0.333,-,95.160,89.880
'48:28:31.624',0.075,-,93.480,89.880
'48:28:31.632',-0.032,-,91.080,89.880
'48:28:31.640',-0.194,-,87.960,89.880
'48:28:31.648',-0.312,-,84.720,89.880
'48:28:31.656',-0.215,-,80.760,89.880
'48:28:31.664',-0.194,-,77.520,89.880
'48:28:31.672',-0.172,-,73.560,89.880
'48:28:31.680',-0.151,-,69.480,89.880
'48:28:31.688',-0.140,-,66.360,89.880
'48:28:31.696',-0.151,-,63.960,89.880
