'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'1:01:04.256',-0.543,-0.126,-,97.240
'1:01:04.264',-0.571,-0.126,-,96.720
'1:01:04.272',-0.571,-0.126,-,96.720
'1:01:04.280',-0.600,-0.126,-,95.680
'1:01:04.288',-0.600,-0.126,-,95.160
'1:01:04.296',-0.600,-0.126,-,95.160
'1:01:04.304',-0.543,-0.126,-,94.120
'1:01:04.312',-0.629,-0.126,-,93.600
'1:01:04.320',-0.686,-0.138,-,93.600
'1:01:04.328',-0.714,-0.138,-,93.600
'1:01:04.336',-0.743,-0.138,-,94.120
'1:01:04.344',-0.743,-0.138,-,95.680
'1:01:04.352',-0.771,-0.149,-,98.280
'1:01:04.360',-0.743,-0.161,-,100.360
'1:01:04.368',-0.829,-0.161,-,104.520
'1:01:04.376',-0.829,-0.172,-,107.640
'1:01:04.384',-0.800,-0.184,-,111.800
'1:01:04.392',-0.743,-0.195,-,115.960
'1:01:04.400',-0.629,-0.207,-,119.080
'1:01:04.408',-0.514,-0.207,-,121.160
'1:01:04.416',-0.314,-0.218,-,123.760
'1:01:04.424',-0.143,-0.230,-,124.800
'1:01:04.432',0.114,-0.241,-,124.800
'1:01:04.440',0.486,-0.253,-,124.800
'1:01:04.448',0.714,-0.264,-,122.720
'1:01:04.456',0.829,-0.276,-,120.640
'1:01:04.464',1.057,-0.287,-,118.040
'1:01:04.472',1.314,-0.287,-,114.920
'1:01:04.480',1.543,-0.299,-,111.800
'1:01:04.488',1.686,-0.310,-,108.680
'1:01:04.496',1.800,-0.322,-,105.560
'1:01:04.504',1.657,-0.322,-,101.920
'1:01:04.512',1.171,-0.333,-,100.360
'1:01:04.520',0.229,-0.333,-,98.800
'1:01:04.528',0.000,-0.333,-,97.240
'1:01:04.536',-0.200,-0.345,-,96.720
'1:01:04.544',-0.429,-0.345,-,95.680
'1:01:04.552',-0.571,-0.345,-,95.680
'1:01:04.560',-0.571,-0.345,-,95.680
'1:01:04.568',-0.543,-0.345,-,95.680
'1:01:04.576',-0.514,-0.345,-,95.680
'1:01:04.584',-0.543,-0.345,-,95.160
'1:01:04.592',-0.543,-0.345,-,95.160
'1:01:04.600',-0.543,-0.345,-,95.160
'1:01:04.608',-0.543,-0.356,-,95.160
'1:01:04.616',-0.543,-0.356,-,94.120
'1:01:04.624',-0.571,-0.356,-,94.120
'1:01:04.632',-0.629,-0.356,-,93.600
'1:01:04.640',-0.686,-0.368,-,92.560
'1:01:04.648',-0.686,-0.368,-,91.520
'1:01:04.656',-0.714,-0.379,-,91.000
'1:01:04.664',-0.771,-0.391,-,89.960
'1:01:04.672',-0.743,-0.391,-,89.440
'1:01:04.680',-0.657,-0.402,-,89.440
'1:01:04.688',-0.629,-0.402,-,88.400
'1:01:04.696',-0.743,-0.414,-,89.440
'1:01:04.704',-0.629,-0.425,-,89.440
'1:01:04.712',-0.514,-0.437,-,89.960
'1:01:04.720',-0.429,-0.448,-,91.000
'1:01:04.728',-0.314,-0.460,-,91.520
'1:01:04.736',-0.257,-0.471,-,92.560
'1:01:04.744',-0.143,-0.471,-,93.600
'1:01:04.752',-0.057,-0.483,-,93.600
'1:01:04.760',-0.114,-0.494,-,93.600
'1:01:04.768',-0.057,-0.506,-,92.560
'1:01:04.776',-0.057,-0.517,-,91.000
'1:01:04.784',-0.029,-0.529,-,89.440
'1:01:04.792',0.000,-0.529,-,87.880
'1:01:04.800',-0.029,-0.540,-,86.840
'1:01:04.808',0.000,-0.552,-,86.320
'1:01:04.816',0.000,-0.552,-,84.760
'1:01:04.824',0.000,-0.563,-,83.720
'1:01:04.832',0.029,-0.575,-,83.200
'1:01:04.840',0.114,-0.575,-,82.160
'1:01:04.848',0.000,-0.575,-,81.120
'1:01:04.856',0.000,-0.586,-,81.120
'1:01:04.864',0.000,-0.586,-,80.600
'1:01:04.872',0.000,-0.598,-,79.560
'1:01:04.880',0.029,-0.598,-,79.560
'1:01:04.888',0.029,-0.598,-,79.560
'1:01:04.896',0.029,-0.609,-,79.040
'1:01:04.904',0.057,-0.609,-,79.040
'1:01:04.912',0.086,-0.609,-,79.040
'1:01:04.920',0.000,-0.621,-,79.040
'1:01:04.928',0.000,-0.621,-,79.040
'1:01:04.936',0.000,-0.621,-,78.000
'1:01:04.944',0.000,-0.632,-,78.000
'1:01:04.952',0.029,-0.632,-,78.000
'1:01:04.960',0.029,-0.632,-,77.480
'1:01:04.968',0.057,-0.644,-,77.480
'1:01:04.976',0.114,-0.644,-,77.480
'1:01:04.984',0.000,-0.644,-,76.440
'1:01:04.992',0.000,-0.655,-,76.440
'1:01:05.000',0.000,-0.655,-,76.440
'1:01:05.008',0.029,-0.655,-,75.920
'1:01:05.016',0.029,-0.655,-,75.920
'1:01:05.024',0.000,-0.667,-,74.880
'1:01:05.032',0.029,-0.667,-,74.880
'1:01:05.040',0.000,-0.667,-,74.880
'1:01:05.048',0.000,-0.667,-,74.360
'1:01:05.056',0.029,-0.678,-,74.360
'1:01:05.064',0.057,-0.678,-,74.360
'1:01:05.072',0.086,-0.678,-,74.360
'1:01:05.080',0.000,-0.678,-,74.360
'1:01:05.088',0.000,-0.678,-,73.320
'1:01:05.096',0.000,-0.678,-,73.320
'1:01:05.104',0.029,-0.678,-,73.320
'1:01:05.112',0.057,-0.678,-,73.320
'1:01:05.120',0.114,-0.678,-,73.320
'1:01:05.128',0.000,-0.678,-,72.800
'1:01:05.136',0.000,-0.690,-,72.800
'1:01:05.144',0.000,-0.690,-,72.800
'1:01:05.152',0.000,-0.690,-,71.760
'1:01:05.160',0.057,-0.690,-,71.760
'1:01:05.168',0.057,-0.690,-,71.760
'1:01:05.176',0.114,-0.690,-,71.760
'1:01:05.184',0.143,-0.701,-,70.720
'1:01:05.192',0.057,-0.701,-,70.720
'1:01:05.200',0.086,-0.701,-,70.720
'1:01:05.208',0.114,-0.713,-,70.720
'1:01:05.216',0.114,-0.713,-,70.200
'1:01:05.224',0.114,-0.713,-,70.200
'1:01:05.232',0.086,-0.713,-,70.200
'1:01:05.240',0.029,-0.724,-,70.200
'1:01:05.248',0.029,-0.724,-,70.200
'1:01:05.256',0.000,-0.736,-,69.160
'1:01:05.264',0.000,-0.736,-,69.160
'1:01:05.272',0.000,-0.747,-,69.160
'1:01:05.280',0.029,-0.747,-,69.160
'1:01:05.288',-0.029,-0.747,-,69.160
'1:01:05.296',-0.029,-0.747,-,69.160
'1:01:05.304',-0.029,-0.759,-,68.640
'1:01:05.312',0.000,-0.759,-,68.640
'1:01:05.320',0.000,-0.759,-,68.640
'1:01:05.328',0.000,-0.759,-,68.640
'1:01:05.336',0.029,-0.759,-,68.640
'1:01:05.344',0.314,-0.759,-,67.600
'1:01:05.352',0.429,-0.759,-,67.600
'1:01:05.360',0.371,-0.770,-,67.600
'1:01:05.368',0.400,-0.770,-,67.600
'1:01:05.376',-0.314,-0.770,-,67.600
'1:01:05.384',-0.829,-0.770,-,67.080
'1:01:05.392',-0.829,-0.770,-,67.080
'1:01:05.400',-0.171,-0.782,-,67.080
'1:01:05.408',-0.086,-0.782,-,66.040
'1:01:05.416',-0.114,-0.782,-,66.040
'1:01:05.424',-0.057,-0.782,-,66.040
'1:01:05.432',-0.057,-0.793,-,65.520
'1:01:05.440',-0.029,-0.793,-,65.520
'1:01:05.448',0.000,-0.805,-,65.520
'1:01:05.456',0.000,-0.805,-,65.520
'1:01:05.464',0.000,-0.816,-,66.040
'1:01:05.472',0.000,-0.816,-,69.160
'1:01:05.480',-0.029,-0.828,-,74.880
'1:01:05.488',0.000,-0.839,-,84.760
'1:01:05.496',0.000,-0.839,-,97.240
'1:01:05.504',0.000,-0.851,-,112.320
'1:01:05.512',0.000,-0.851,-,126.880
'1:01:05.520',0.057,-0.862,-,141.440
'1:01:05.528',0.086,-0.862,-,154.960
'1:01:05.536',0.000,-0.862,-,166.400
'1:01:05.544',0.000,-0.874,-,174.720
'1:01:05.552',0.057,-0.874,-,179.920
'1:01:05.560',0.057,-0.874,-,179.920
'1:01:05.568',0.114,-0.874,-,179.920
'1:01:05.576',0.171,-0.874,-,179.920
'1:01:05.584',0.057,-0.885,-,179.920
'1:01:05.592',0.114,-0.885,-,179.920
'1:01:05.600',0.086,-0.885,-,179.920
'1:01:05.608',0.114,-0.885,-,179.920
'1:01:05.616',0.114,-0.885,-,179.920
'1:01:05.624',0.114,-0.885,-,178.360
'1:01:05.632',0.057,-0.885,-,175.760
'1:01:05.640',0.057,-0.885,-,172.640
'1:01:05.648',0.029,-0.897,-,168.480
'1:01:05.656',0.057,-0.897,-,164.320
'1:01:05.664',0.000,-0.897,-,160.680
'1:01:05.672',0.000,-0.908,-,156.000
'1:01:05.680',0.000,-0.908,-,150.800
'1:01:05.688',-0.029,-0.908,-,145.600
'1:01:05.696',-0.057,-0.908,-,141.440
'1:01:05.704',-0.029,-0.920,-,136.760
'1:01:05.712',-0.029,-0.920,-,133.120
'1:01:05.720',-0.029,-0.920,-,131.040
'1:01:05.728',-0.057,-0.920,-,128.440
'1:01:05.736',0.000,-0.920,-,126.880
'1:01:05.744',0.000,-0.920,-,125.320
'1:01:05.752',0.057,-0.920,-,123.760
'1:01:05.760',0.114,-0.920,-,122.720
'1:01:05.768',0.114,-0.920,-,121.160
'1:01:05.776',0.114,-0.920,-,119.600
'1:01:05.784',0.171,-0.920,-,118.040
'1:01:05.792',0.171,-0.908,-,116.480
'1:01:05.800',0.171,-0.908,-,114.920
'1:01:05.808',0.229,-0.908,-,113.360
'1:01:05.816',0.114,-0.897,-,112.320
'1:01:05.824',0.114,-0.897,-,110.760
'1:01:05.832',0.057,-0.897,-,110.240
'1:01:05.840',0.029,-0.885,-,108.680
'1:01:05.848',0.000,-0.885,-,107.640
'1:01:05.856',0.000,-0.885,-,107.120
'1:01:05.864',0.000,-0.874,-,106.080
'1:01:05.872',-0.029,-0.874,-,105.560
'1:01:05.880',-0.029,-0.862,-,104.520
'1:01:05.888',-0.057,-0.862,-,102.960
'1:01:05.896',-0.057,-0.851,-,101.920
'1:01:05.904',-0.057,-0.839,-,101.400
'1:01:05.912',-0.057,-0.839,-,100.360
'1:01:05.920',-0.029,-0.828,-,99.840
'1:01:05.928',0.229,-0.816,-,98.800
'1:01:05.936',0.314,-0.805,-,98.280
'1:01:05.944',0.257,-0.805,-,97.240
'1:01:05.952',0.314,-0.793,-,96.720
'1:01:05.960',-0.314,-0.782,-,95.680
'1:01:05.968',-0.829,-0.770,-,95.160
'1:01:05.976',-0.857,-0.759,-,94.120
'1:01:05.984',-0.257,-0.747,-,93.600
'1:01:05.992',-0.086,-0.736,-,92.560
'1:01:06.000',-0.057,-0.724,-,91.520
'1:01:06.008',-0.029,-0.713,-,91.520
'1:01:06.016',-0.057,-0.701,-,91.000
'1:01:06.024',-0.029,-0.701,-,89.960
'1:01:06.032',-0.029,-0.690,-,89.440
'1:01:06.040',0.000,-0.678,-,89.440
'1:01:06.048',0.000,-0.667,-,88.400
'1:01:06.056',0.000,-0.655,-,88.400
'1:01:06.064',-0.029,-0.644,-,87.880
'1:01:06.072',0.000,-0.644,-,87.880
'1:01:06.080',0.000,-0.632,-,86.840
'1:01:06.088',0.000,-0.621,-,86.840
'1:01:06.096',0.029,-0.609,-,86.840
'1:01:06.104',0.000,-0.609,-,86.840
'1:01:06.112',0.029,-0.598,-,86.840
'1:01:06.120',0.057,-0.586,-,88.400
'1:01:06.128',0.057,-0.586,-,91.000
'1:01:06.136',0.057,-0.575,-,95.160
'1:01:06.144',0.086,-0.575,-,98.280
