'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'56:09.256',-0.029,-0.115,-,153.920
'56:09.264',-0.143,-0.069,-,151.840
'56:09.272',-0.029,-0.023,-,149.240
'56:09.280',-0.057,0.034,-,147.680
'56:09.288',0.057,0.080,-,145.600
'56:09.296',-0.200,0.138,-,143.520
'56:09.304',0.000,0.195,-,141.960
'56:09.312',0.314,0.241,-,140.400
'56:09.320',0.371,0.299,-,138.840
'56:09.328',0.171,0.356,-,138.320
'56:09.336',0.229,0.402,-,137.280
'56:09.344',-0.629,0.460,-,136.760
'56:09.352',-0.829,0.517,-,135.720
'56:09.360',-0.371,0.563,-,135.720
'56:09.368',-0.143,0.609,-,135.720
'56:09.376',-0.057,0.655,-,135.720
'56:09.384',-0.086,0.701,-,135.720
'56:09.392',0.000,0.747,-,135.200
'56:09.400',-0.029,0.782,-,135.200
'56:09.408',0.057,0.816,-,135.200
'56:09.416',-0.200,0.851,-,134.160
'56:09.424',0.057,0.874,-,134.160
'56:09.432',0.057,0.897,-,135.200
'56:09.440',0.000,0.920,-,135.720
'56:09.448',-0.143,0.943,-,138.320
'56:09.456',0.000,0.966,-,141.960
'56:09.464',0.000,0.989,-,147.680
'56:09.472',0.114,1.000,-,156.000
'56:09.480',0.029,1.011,-,163.800
'56:09.488',-0.029,1.034,-,171.600
'56:09.496',0.114,1.046,-,179.920
'56:09.504',0.029,1.069,-,179.920
'56:09.512',0.000,1.080,-,179.920
'56:09.520',0.057,1.103,-,179.920
'56:09.528',0.229,1.115,-,179.920
'56:09.536',0.029,1.126,-,179.920
'56:09.544',0.114,1.149,-,179.920
'56:09.552',0.257,1.161,-,179.920
'56:09.560',0.057,1.184,-,179.920
'56:09.568',0.057,1.195,-,174.720
'56:09.576',0.171,1.218,-,169.520
'56:09.584',0.171,1.230,-,162.760
'56:09.592',0.000,1.241,-,158.080
'56:09.600',0.143,1.264,-,153.400
'56:09.608',0.171,1.276,-,150.280
'56:09.616',-0.029,1.299,-,147.680
'56:09.624',0.029,1.310,-,147.160
'56:09.632',0.000,1.322,-,147.160
'56:09.640',0.057,1.345,-,147.160
'56:09.648',0.000,1.356,-,147.680
'56:09.656',0.114,1.379,-,148.720
'56:09.664',-0.057,1.391,-,148.720
'56:09.672',-0.114,1.402,-,148.720
'56:09.680',0.171,1.414,-,147.680
'56:09.688',0.000,1.425,-,147.160
'56:09.696',-0.057,1.437,-,145.600
'56:09.704',-0.086,1.448,-,143.520
'56:09.712',0.114,1.460,-,141.440
'56:09.720',0.000,1.460,-,140.400
'56:09.728',0.000,1.460,-,138.840
'56:09.736',0.000,1.460,-,137.280
'56:09.744',0.114,1.460,-,135.720
'56:09.752',0.371,1.460,-,135.200
'56:09.760',0.429,1.460,-,133.120
'56:09.768',0.571,1.460,-,132.600
'56:09.776',0.114,1.460,-,131.560
'56:09.784',-0.371,1.460,-,130.000
'56:09.792',-0.686,1.460,-,130.000
'56:09.800',-0.314,1.460,-,129.480
'56:09.808',-0.057,1.460,-,129.480
'56:09.816',-0.143,1.460,-,128.440
'56:09.824',-0.029,1.460,-,128.440
'56:09.832',0.000,1.460,-,128.440
'56:09.840',0.029,1.460,-,129.480
'56:09.848',0.000,1.460,-,129.480
'56:09.856',0.057,1.460,-,130.000
'56:09.864',0.000,1.460,-,130.000
'56:09.872',0.000,1.460,-,130.000
'56:09.880',0.057,1.460,-,131.560
'56:09.888',-0.029,1.448,-,134.160
'56:09.896',-0.029,1.425,-,138.320
'56:09.904',0.000,1.414,-,144.560
'56:09.912',0.086,1.402,-,152.360
'56:09.920',0.000,1.379,-,161.200
'56:09.928',0.057,1.356,-,171.080
'56:09.936',0.086,1.345,-,179.920
'56:09.944',0.057,1.322,-,179.920
'56:09.952',0.257,1.299,-,179.920
'56:09.960',0.000,1.264,-,179.920
'56:09.968',0.229,1.241,-,179.920
'56:09.976',0.286,1.218,-,179.920
'56:09.984',0.000,1.195,-,179.920
'56:09.992',0.086,1.161,-,179.920
'56:10.000',0.200,1.138,-,179.920
