'Elapsed time','II','III','AVR','AVF','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg','mmHg'
'47:30:53.696',-0.064,-,-,-0.048,-,-
'47:30:53.704',-0.064,-,-,-0.048,-,-
'47:30:53.712',-0.064,-,-,-0.048,-,-
'47:30:53.720',-0.064,-,-,-0.048,-,-
'47:30:53.728',-0.064,-,-,-0.048,-,-
'47:30:53.736',-0.064,-,-,-0.048,-,-
'47:30:53.744',-0.064,-,-,-0.048,-,-
'47:30:53.752',-0.064,-,-,-0.048,-,-
'47:30:53.760',-0.056,-,-,-0.048,-,-
'47:30:53.768',-0.048,-,-,-0.048,-,-
'47:30:53.776',-0.016,-,-,-0.064,-,-
'47:30:53.784',0.112,-,-,-0.096,-,-
'47:30:53.792',0.376,-,-,-0.096,-,-
'47:30:53.800',0.664,-,-,0.008,-,-
'47:30:53.808',0.776,-,-,0.184,-,-
'47:30:53.816',0.656,-,-,0.328,-,-
'47:30:53.824',0.464,-,-,0.360,-,-
'47:30:53.832',0.288,-,-,0.296,-,-
'47:30:53.840',0.128,-,-,0.192,-,-
'47:30:53.848',0.000,-,-,0.080,-,-
'47:30:53.856',-0.104,-,-,-0.016,-,-
'47:30:53.864',-0.144,-,-,-0.048,-,-
'47:30:53.872',-0.144,-,-,-0.048,-,-
'47:30:53.880',-0.144,-,-,-0.048,-,-
'47:30:53.888',-0.136,-,-,-0.048,-,-
'47:30:53.896',-0.128,-,-,-0.040,-,-
'47:30:53.904',-0.128,-,-,-0.040,-,-
'47:30:53.912',-0.120,-,-,-0.040,-,-
'47:30:53.920',-0.120,-,-,-0.040,-,-
'47:30:53.928',-0.120,-,-,-0.040,-,-
'47:30:53.936',-0.120,-,-,-0.040,-,-
'47:30:53.944',-0.112,-,-,-0.032,-,-
'47:30:53.952',-0.112,-,-,-0.032,-,-
'47:30:53.960',-0.104,-,-,-0.024,-,-
'47:30:53.968',-0.104,-,-,-0.024,-,-
'47:30:53.976',-0.104,-,-,-0.024,-,-
'47:30:53.984',-0.104,-,-,-0.024,-,-
'47:30:53.992',-0.104,-,-,-0.024,-,-
'47:30:54.000',-0.104,-,-,-0.024,-,-
'47:30:54.008',-0.104,-,-,-0.024,-,-
'47:30:54.016',-0.104,-,-,-0.024,-,-
'47:30:54.024',-0.104,-,-,-0.032,-,-
'47:30:54.032',-0.104,-,-,-0.032,-,-
'47:30:54.040',-0.104,-,-,-0.032,-,-
'47:30:54.048',-0.096,-,-,-0.032,-,-
'47:30:54.056',-0.088,-,-,-0.032,-,-
'47:30:54.064',-0.072,-,-,-0.032,-,-
'47:30:54.072',-0.056,-,-,-0.024,-,-
'47:30:54.080',-0.048,-,-,-0.024,-,-
'47:30:54.088',-0.024,-,-,-0.016,-,-
'47:30:54.096',-0.008,-,-,-0.008,-,-
'47:30:54.104',0.008,-,-,0.008,-,-
'47:30:54.112',0.008,-,-,0.008,-,-
'47:30:54.120',0.008,-,-,0.008,-,-
'47:30:54.128',0.016,-,-,0.016,-,-
'47:30:54.136',0.008,-,-,0.016,-,-
'47:30:54.144',0.008,-,-,0.008,-,-
'47:30:54.152',0.008,-,-,0.008,-,-
'47:30:54.160',0.008,-,-,0.008,-,-
'47:30:54.168',0.008,-,-,0.008,-,-
'47:30:54.176',0.008,-,-,0.008,-,-
'47:30:54.184',0.008,-,-,0.016,-,-
'47:30:54.192',0.008,-,-,0.016,-,-
'47:30:54.200',0.008,-,-,0.016,-,-
'47:30:54.208',0.008,-,-,0.016,-,-
'47:30:54.216',0.008,-,-,0.008,-,-
'47:30:54.224',0.008,-,-,0.008,-,-
'47:30:54.232',0.008,-,-,0.008,-,-
'47:30:54.240',0.008,-,-,0.016,-,-
'47:30:54.248',0.008,-,-,0.016,-,-
'47:30:54.256',0.008,-,-,0.008,-,-
'47:30:54.264',0.008,-,-,0.008,-,-
'47:30:54.272',0.008,-,-,0.008,-,-
'47:30:54.280',0.008,-,-,0.008,-,-
'47:30:54.288',0.008,-,-,0.008,-,-
'47:30:54.296',0.008,-,-,0.008,-,-
'47:30:54.304',0.008,-,-,0.008,-,-
'47:30:54.312',0.008,-,-,0.008,-,-
'47:30:54.320',0.008,-,-,0.008,-,-
'47:30:54.328',0.008,-,-,0.008,-,-
'47:30:54.336',0.008,-,-,0.008,-,-
'47:30:54.344',0.008,-,-,0.008,-,-
'47:30:54.352',0.008,-,-,0.008,-,-
'47:30:54.360',0.016,-,-,0.008,-,-
'47:30:54.368',0.024,-,-,0.024,-,-
'47:30:54.376',0.040,-,-,0.032,-,-
'47:30:54.384',0.056,-,-,0.048,-,-
'47:30:54.392',0.072,-,-,0.064,-,-
'47:30:54.400',0.088,-,-,0.064,-,-
'47:30:54.408',0.104,-,-,0.072,-,-
'47:30:54.416',0.120,-,-,0.080,-,-
'47:30:54.424',0.128,-,-,0.088,-,-
'47:30:54.432',0.104,-,-,0.064,-,-
'47:30:54.440',0.072,-,-,0.040,-,-
'47:30:54.448',0.048,-,-,0.016,-,-
'47:30:54.456',0.032,-,-,0.000,-,-
'47:30:54.464',0.000,-,-,-0.016,-,-
'47:30:54.472',-0.024,-,-,-0.024,-,-
'47:30:54.480',-0.040,-,-,-0.032,-,-
'47:30:54.488',-0.048,-,-,-0.032,-,-
'47:30:54.496',-0.048,-,-,-0.032,-,-
'47:30:54.504',-0.048,-,-,-0.032,-,-
'47:30:54.512',-0.048,-,-,-0.032,-,-
'47:30:54.520',-0.048,-,-,-0.032,-,-
'47:30:54.528',-0.048,-,-,-0.032,-,-
'47:30:54.536',-0.048,-,-,-0.032,-,-
'47:30:54.544',-0.056,-,-,-0.040,-,-
'47:30:54.552',-0.056,-,-,-0.032,-,-
'47:30:54.560',-0.048,-,-,-0.032,-,-
'47:30:54.568',-0.056,-,-,-0.032,-,-
'47:30:54.576',-0.048,-,-,-0.048,-,-
'47:30:54.584',0.024,-,-,-0.096,-,-
'47:30:54.592',0.184,-,-,-0.192,-,-
'47:30:54.600',0.392,-,-,-0.256,-,-
'47:30:54.608',0.528,-,-,-0.144,-,-
'47:30:54.616',0.464,-,-,0.032,-,-
'47:30:54.624',0.288,-,-,0.112,-,-
'47:30:54.632',0.184,-,-,0.152,-,-
'47:30:54.640',0.112,-,-,0.160,-,-
'47:30:54.648',0.008,-,-,0.088,-,-
'47:30:54.656',-0.064,-,-,0.016,-,-
'47:30:54.664',-0.088,-,-,0.000,-,-
'47:30:54.672',-0.088,-,-,0.000,-,-
'47:30:54.680',-0.080,-,-,0.008,-,-
'47:30:54.688',-0.072,-,-,0.008,-,-
'47:30:54.696',-0.072,-,-,0.008,-,-
'47:30:54.704',-0.064,-,-,0.008,-,-
'47:30:54.712',-0.064,-,-,0.008,-,-
'47:30:54.720',-0.056,-,-,0.016,-,-
'47:30:54.728',-0.056,-,-,0.016,-,-
'47:30:54.736',-0.048,-,-,0.024,-,-
'47:30:54.744',-0.048,-,-,0.024,-,-
'47:30:54.752',-0.048,-,-,0.024,-,-
