'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'121:48:29.304',0.100,-,-,-,47.200
'121:48:29.312',0.100,-,-,-,46.400
'121:48:29.320',0.100,-,-,-,46.400
'121:48:29.328',0.075,-,-,-,44.800
'121:48:29.336',0.075,-,-,-,44.800
'121:48:29.344',0.075,-,-,-,44.800
'121:48:29.352',0.025,-,-,-,44.000
'121:48:29.360',0.000,-,-,-,44.000
'121:48:29.368',0.000,-,-,-,44.000
'121:48:29.376',-0.025,-,-,-,44.000
'121:48:29.384',-0.050,-,-,-,44.000
'121:48:29.392',-0.050,-,-,-,44.000
'121:48:29.400',-0.050,-,-,-,44.000
'121:48:29.408',-0.050,-,-,-,44.000
'121:48:29.416',-0.050,-,-,-,44.000
'121:48:29.424',-0.050,-,-,-,44.000
'121:48:29.432',-0.050,-,-,-,44.000
'121:48:29.440',-0.025,-,-,-,44.000
'121:48:29.448',0.000,-,-,-,44.000
'121:48:29.456',0.025,-,-,-,44.000
'121:48:29.464',0.050,-,-,-,44.000
'121:48:29.472',0.075,-,-,-,44.000
'121:48:29.480',0.075,-,-,-,44.000
'121:48:29.488',0.100,-,-,-,44.800
'121:48:29.496',0.225,-,-,-,44.800
'121:48:29.504',0.600,-,-,-,44.800
'121:48:29.512',1.175,-,-,-,44.800
'121:48:29.520',1.350,-,-,-,44.800
'121:48:29.528',0.875,-,-,-,44.000
'121:48:29.536',-0.175,-,-,-,44.000
'121:48:29.544',-1.100,-,-,-,44.000
'121:48:29.552',-1.275,-,-,-,44.000
'121:48:29.560',-0.775,-,-,-,44.000
'121:48:29.568',-0.400,-,-,-,44.000
'121:48:29.576',-0.275,-,-,-,42.400
'121:48:29.584',-0.225,-,-,-,42.400
'121:48:29.592',-0.200,-,-,-,42.400
'121:48:29.600',-0.175,-,-,-,42.400
'121:48:29.608',-0.125,-,-,-,42.400
'121:48:29.616',-0.100,-,-,-,42.400
'121:48:29.624',-0.075,-,-,-,42.400
'121:48:29.632',-0.050,-,-,-,42.400
'121:48:29.640',-0.025,-,-,-,42.400
'121:48:29.648',-0.025,-,-,-,42.400
'121:48:29.656',-0.050,-,-,-,44.000
'121:48:29.664',-0.050,-,-,-,44.000
'121:48:29.672',-0.050,-,-,-,44.800
'121:48:29.680',-0.075,-,-,-,48.800
'121:48:29.688',-0.125,-,-,-,52.000
'121:48:29.696',-0.175,-,-,-,58.400
'121:48:29.704',-0.200,-,-,-,65.600
'121:48:29.712',-0.225,-,-,-,72.800
'121:48:29.720',-0.250,-,-,-,80.000
'121:48:29.728',-0.250,-,-,-,86.400
'121:48:29.736',-0.225,-,-,-,93.600
'121:48:29.744',-0.200,-,-,-,99.200
'121:48:29.752',-0.125,-,-,-,106.400
'121:48:29.760',-0.075,-,-,-,111.200
'121:48:29.768',-0.025,-,-,-,116.000
'121:48:29.776',0.025,-,-,-,120.000
'121:48:29.784',0.075,-,-,-,122.400
'121:48:29.792',0.100,-,-,-,122.400
'121:48:29.800',0.125,-,-,-,122.400
'121:48:29.808',0.125,-,-,-,120.800
'121:48:29.816',0.125,-,-,-,120.000
'121:48:29.824',0.125,-,-,-,118.400
'121:48:29.832',0.125,-,-,-,117.600
'121:48:29.840',0.225,-,-,-,116.000
'121:48:29.848',0.550,-,-,-,113.600
'121:48:29.856',1.025,-,-,-,111.200
'121:48:29.864',1.250,-,-,-,108.800
'121:48:29.872',0.850,-,-,-,106.400
'121:48:29.880',-0.050,-,-,-,104.000
'121:48:29.888',-0.950,-,-,-,101.600
'121:48:29.896',-1.425,-,-,-,99.200
'121:48:29.904',-1.300,-,-,-,96.000
'121:48:29.912',-0.875,-,-,-,93.600
'121:48:29.920',-0.400,-,-,-,88.800
