'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'51:23.256',0.114,-1.000,-,179.920
'51:23.264',0.143,-1.000,-,179.920
'51:23.272',0.000,-0.989,-,179.920
'51:23.280',0.057,-0.977,-,179.920
'51:23.288',0.114,-0.966,-,178.880
'51:23.296',0.143,-0.954,-,174.720
'51:23.304',0.000,-0.931,-,171.080
'51:23.312',0.057,-0.920,-,166.400
'51:23.320',0.086,-0.897,-,161.200
'51:23.328',0.029,-0.874,-,156.000
'51:23.336',0.057,-0.851,-,150.800
'51:23.344',0.000,-0.828,-,145.600
'51:23.352',0.029,-0.805,-,140.400
'51:23.360',0.000,-0.793,-,137.280
'51:23.368',0.000,-0.770,-,134.160
'51:23.376',0.057,-0.747,-,133.120
'51:23.384',0.057,-0.736,-,132.600
'51:23.392',-0.114,-0.713,-,132.600
'51:23.400',-0.057,-0.701,-,132.600
'51:23.408',0.000,-0.678,-,132.600
'51:23.416',-0.057,-0.667,-,132.600
'51:23.424',-0.029,-0.655,-,131.560
'51:23.432',-0.057,-0.632,-,131.040
'51:23.440',-0.029,-0.621,-,129.480
'51:23.448',0.000,-0.609,-,127.920
'51:23.456',-0.114,-0.609,-,126.360
'51:23.464',-0.057,-0.598,-,124.800
'51:23.472',-0.057,-0.586,-,122.720
'51:23.480',-0.086,-0.586,-,121.160
'51:23.488',-0.057,-0.575,-,119.600
'51:23.496',-0.029,-0.575,-,118.040
'51:23.504',-0.057,-0.563,-,116.480
'51:23.512',0.057,-0.563,-,115.960
'51:23.520',0.314,-0.552,-,114.400
'51:23.528',0.229,-0.552,-,113.360
'51:23.536',0.371,-0.552,-,111.800
'51:23.544',0.057,-0.540,-,110.760
'51:23.552',-0.457,-0.540,-,110.240
'51:23.560',-0.857,-0.529,-,109.200
'51:23.568',-0.429,-0.529,-,108.680
'51:23.576',-0.086,-0.529,-,107.640
'51:23.584',-0.029,-0.517,-,107.120
'51:23.592',-0.143,-0.517,-,106.080
'51:23.600',-0.057,-0.506,-,106.080
'51:23.608',0.000,-0.506,-,105.560
'51:23.616',-0.029,-0.494,-,105.560
'51:23.624',-0.057,-0.494,-,105.560
