'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'1:05:34.256',0.000,-0.034,-,83.200
'1:05:34.264',-0.029,-0.023,-,82.160
'1:05:34.272',-0.057,-0.011,-,81.120
'1:05:34.280',-0.086,0.000,-,81.120
'1:05:34.288',0.114,0.000,-,80.600
'1:05:34.296',0.371,0.011,-,79.560
'1:05:34.304',0.486,0.023,-,79.560
'1:05:34.312',0.600,0.034,-,79.040
'1:05:34.320',0.171,0.046,-,79.040
'1:05:34.328',-0.371,0.046,-,78.000
'1:05:34.336',-0.743,0.057,-,78.000
'1:05:34.344',-0.371,0.069,-,78.000
'1:05:34.352',-0.143,0.069,-,77.480
'1:05:34.360',-0.029,0.080,-,77.480
'1:05:34.368',-0.057,0.080,-,76.440
'1:05:34.376',-0.114,0.092,-,76.440
'1:05:34.384',-0.057,0.103,-,76.440
'1:05:34.392',-0.057,0.103,-,75.920
'1:05:34.400',-0.029,0.103,-,75.920
'1:05:34.408',0.000,0.115,-,75.920
'1:05:34.416',-0.029,0.115,-,75.920
'1:05:34.424',-0.057,0.115,-,75.920
'1:05:34.432',-0.029,0.115,-,74.880
'1:05:34.440',-0.057,0.115,-,74.880
'1:05:34.448',0.000,0.115,-,74.880
'1:05:34.456',0.000,0.115,-,75.920
'1:05:34.464',-0.029,0.103,-,76.440
'1:05:34.472',0.000,0.103,-,77.480
'1:05:34.480',0.000,0.092,-,80.600
'1:05:34.488',0.000,0.080,-,83.720
'1:05:34.496',0.000,0.069,-,88.400
'1:05:34.504',0.000,0.057,-,94.120
'1:05:34.512',0.029,0.046,-,100.360
'1:05:34.520',0.000,0.034,-,107.120
'1:05:34.528',0.029,0.023,-,113.360
'1:05:34.536',0.000,0.011,-,119.080
'1:05:34.544',0.029,0.011,-,124.800
'1:05:34.552',0.057,0.000,-,129.480
'1:05:34.560',0.029,-0.011,-,133.120
'1:05:34.568',0.057,-0.023,-,136.760
'1:05:34.576',0.029,-0.034,-,138.840
'1:05:34.584',0.057,-0.034,-,139.880
'1:05:34.592',0.057,-0.046,-,140.400
'1:05:34.600',0.029,-0.046,-,140.400
'1:05:34.608',0.057,-0.057,-,139.880
'1:05:34.616',0.057,-0.057,-,138.320
'1:05:34.624',0.000,-0.069,-,135.720
'1:05:34.632',0.000,-0.069,-,133.120
'1:05:34.640',0.000,-0.080,-,130.000
