'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'31:23.256',0.000,-0.885,-,147.680
'31:23.264',-0.057,-0.885,-,147.680
'31:23.272',-0.057,-0.885,-,147.680
'31:23.280',-0.057,-0.885,-,146.120
'31:23.288',-0.057,-0.885,-,145.600
'31:23.296',-0.057,-0.885,-,143.000
'31:23.304',-0.057,-0.885,-,140.400
'31:23.312',-0.057,-0.885,-,138.320
'31:23.320',-0.029,-0.885,-,135.200
'31:23.328',-0.029,-0.885,-,131.040
'31:23.336',-0.029,-0.885,-,126.880
'31:23.344',0.000,-0.885,-,122.720
'31:23.352',0.000,-0.885,-,119.080
'31:23.360',0.000,-0.874,-,114.400
'31:23.368',0.000,-0.874,-,109.200
'31:23.376',0.000,-0.874,-,106.080
'31:23.384',0.000,-0.874,-,101.920
'31:23.392',0.000,-0.862,-,99.840
'31:23.400',0.000,-0.862,-,98.280
'31:23.408',0.000,-0.862,-,97.240
'31:23.416',0.057,-0.851,-,96.720
'31:23.424',0.057,-0.851,-,95.680
'31:23.432',0.057,-0.851,-,95.680
'31:23.440',0.057,-0.839,-,95.160
'31:23.448',0.057,-0.839,-,95.160
'31:23.456',0.086,-0.828,-,95.160
'31:23.464',0.057,-0.828,-,94.120
'31:23.472',0.057,-0.816,-,94.120
'31:23.480',0.057,-0.816,-,93.600
'31:23.488',0.057,-0.805,-,93.600
'31:23.496',0.057,-0.805,-,92.560
'31:23.504',0.057,-0.805,-,91.520
'31:23.512',0.057,-0.793,-,91.000
'31:23.520',0.029,-0.793,-,89.960
'31:23.528',0.057,-0.793,-,89.440
'31:23.536',0.086,-0.793,-,89.440
'31:23.544',0.114,-0.782,-,88.400
'31:23.552',0.057,-0.782,-,87.880
'31:23.560',0.086,-0.782,-,86.840
'31:23.568',0.029,-0.782,-,86.320
'31:23.576',0.029,-0.770,-,85.280
'31:23.584',0.057,-0.770,-,84.760
'31:23.592',0.029,-0.770,-,83.720
'31:23.600',0.057,-0.770,-,83.200
'31:23.608',0.000,-0.770,-,82.160
'31:23.616',0.000,-0.759,-,81.120
'31:23.624',-0.029,-0.759,-,80.600
'31:23.632',-0.057,-0.759,-,79.560
'31:23.640',-0.057,-0.759,-,79.040
'31:23.648',-0.057,-0.759,-,79.040
'31:23.656',-0.057,-0.759,-,78.000
'31:23.664',-0.029,-0.759,-,77.480
'31:23.672',-0.057,-0.747,-,77.480
'31:23.680',-0.057,-0.747,-,76.440
'31:23.688',-0.057,-0.736,-,76.440
'31:23.696',-0.057,-0.724,-,75.920
'31:23.704',-0.057,-0.724,-,75.920
'31:23.712',0.000,-0.713,-,74.880
'31:23.720',0.257,-0.701,-,74.880
'31:23.728',0.371,-0.701,-,74.880
'31:23.736',0.429,-0.690,-,74.360
'31:23.744',0.143,-0.678,-,74.360
'31:23.752',-0.371,-0.678,-,73.320
'31:23.760',-0.829,-0.667,-,73.320
'31:23.768',-0.857,-0.655,-,72.800
'31:23.776',-0.200,-0.644,-,72.800
'31:23.784',-0.057,-0.644,-,71.760
'31:23.792',-0.029,-0.632,-,71.760
'31:23.800',-0.057,-0.632,-,70.720
