'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'121:43:16.304',0.075,-,-,-,68.000
'121:43:16.312',0.075,-,-,-,66.400
'121:43:16.320',0.075,-,-,-,65.600
'121:43:16.328',0.075,-,-,-,65.600
'121:43:16.336',0.050,-,-,-,65.600
'121:43:16.344',0.025,-,-,-,65.600
'121:43:16.352',0.000,-,-,-,65.600
'121:43:16.360',-0.025,-,-,-,66.400
'121:43:16.368',-0.050,-,-,-,68.000
'121:43:16.376',-0.025,-,-,-,68.000
'121:43:16.384',0.000,-,-,-,68.000
'121:43:16.392',0.000,-,-,-,68.000
'121:43:16.400',0.025,-,-,-,68.000
'121:43:16.408',0.050,-,-,-,68.000
'121:43:16.416',0.125,-,-,-,66.400
'121:43:16.424',0.200,-,-,-,66.400
'121:43:16.432',0.275,-,-,-,65.600
'121:43:16.440',0.350,-,-,-,65.600
'121:43:16.448',0.375,-,-,-,65.600
'121:43:16.456',0.400,-,-,-,64.000
'121:43:16.464',0.400,-,-,-,63.200
'121:43:16.472',0.350,-,-,-,61.600
'121:43:16.480',0.300,-,-,-,60.800
'121:43:16.488',0.250,-,-,-,60.800
'121:43:16.496',0.225,-,-,-,59.200
'121:43:16.504',0.175,-,-,-,59.200
'121:43:16.512',0.075,-,-,-,59.200
'121:43:16.520',0.025,-,-,-,58.400
'121:43:16.528',0.000,-,-,-,58.400
'121:43:16.536',-0.025,-,-,-,56.800
'121:43:16.544',-0.025,-,-,-,56.000
'121:43:16.552',-0.050,-,-,-,54.400
'121:43:16.560',-0.050,-,-,-,54.400
'121:43:16.568',-0.050,-,-,-,53.600
'121:43:16.576',-0.050,-,-,-,52.000
'121:43:16.584',-0.050,-,-,-,52.000
'121:43:16.592',-0.025,-,-,-,51.200
'121:43:16.600',0.000,-,-,-,49.600
'121:43:16.608',0.025,-,-,-,48.800
'121:43:16.616',0.025,-,-,-,48.800
'121:43:16.624',0.075,-,-,-,47.200
'121:43:16.632',0.100,-,-,-,47.200
'121:43:16.640',0.075,-,-,-,46.400
'121:43:16.648',0.075,-,-,-,46.400
'121:43:16.656',0.075,-,-,-,44.800
'121:43:16.664',0.050,-,-,-,44.800
'121:43:16.672',0.025,-,-,-,44.000
'121:43:16.680',0.025,-,-,-,44.000
'121:43:16.688',-0.025,-,-,-,44.000
'121:43:16.696',-0.050,-,-,-,44.000
'121:43:16.704',-0.050,-,-,-,44.000
'121:43:16.712',-0.075,-,-,-,44.000
'121:43:16.720',-0.100,-,-,-,44.000
'121:43:16.728',-0.100,-,-,-,44.000
'121:43:16.736',-0.075,-,-,-,44.000
'121:43:16.744',-0.075,-,-,-,44.000
'121:43:16.752',-0.075,-,-,-,44.000
'121:43:16.760',-0.050,-,-,-,44.000
