'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'95:49:21.840',0.292,-,0.200,115.200
'95:49:21.848',0.750,-,-0.100,113.600
'95:49:21.856',0.875,-,-0.362,112.800
'95:49:21.864',0.375,-,-0.675,111.200
'95:49:21.872',0.097,-,-0.675,110.400
'95:49:21.880',0.000,-,-0.412,110.400
'95:49:21.888',-0.125,-,-0.263,108.800
'95:49:21.896',-0.139,-,-0.100,108.000
'95:49:21.904',-0.167,-,0.000,106.400
'95:49:21.912',-0.139,-,0.000,106.400
'95:49:21.920',-0.125,-,0.000,105.600
'95:49:21.928',-0.167,-,0.000,105.600
'95:49:21.936',-0.167,-,0.000,104.000
'95:49:21.944',-0.125,-,0.000,104.000
'95:49:21.952',-0.125,-,0.000,105.600
'95:49:21.960',-0.139,-,0.000,108.000
'95:49:21.968',-0.125,-,0.000,112.800
'95:49:21.976',-0.125,-,0.000,120.000
'95:49:21.984',-0.125,-,0.000,130.400
'95:49:21.992',-0.097,-,0.000,144.800
'95:49:22.000',-0.125,-,0.000,161.600
'95:49:22.008',-0.069,-,0.000,178.400
'95:49:22.016',-0.097,-,0.000,196.800
'95:49:22.024',-0.042,-,0.000,211.200
'95:49:22.032',-0.014,-,0.000,223.200
'95:49:22.040',0.000,-,0.000,230.400
'95:49:22.048',0.000,-,0.000,233.600
'95:49:22.056',0.014,-,0.000,235.200
'95:49:22.064',0.042,-,0.000,233.600
'95:49:22.072',0.042,-,0.000,231.200
'95:49:22.080',0.097,-,0.000,228.000
'95:49:22.088',0.069,-,0.000,224.000
'95:49:22.096',0.042,-,0.000,221.600
'95:49:22.104',0.014,-,0.000,218.400
'95:49:22.112',0.000,-,0.000,216.000
'95:49:22.120',-0.014,-,0.000,213.600
'95:49:22.128',-0.042,-,0.000,209.600
'95:49:22.136',-0.042,-,0.000,207.200
'95:49:22.144',-0.097,-,0.000,204.800
'95:49:22.152',-0.069,-,0.000,201.600
'95:49:22.160',-0.097,-,0.000,197.600
'95:49:22.168',-0.125,-,0.000,192.800
'95:49:22.176',-0.069,-,0.000,187.200
'95:49:22.184',-0.097,-,0.000,180.800
'95:49:22.192',-0.097,-,0.000,172.800
'95:49:22.200',-0.125,-,0.000,165.600
'95:49:22.208',-0.069,-,0.000,156.800
'95:49:22.216',-0.042,-,0.050,151.200
'95:49:22.224',-0.014,-,0.000,144.800
'95:49:22.232',-0.042,-,0.000,140.000
'95:49:22.240',-0.014,-,0.000,136.800
'95:49:22.248',-0.042,-,0.000,135.200
'95:49:22.256',-0.014,-,0.000,134.400
'95:49:22.264',-0.042,-,0.050,132.800
'95:49:22.272',-0.125,-,0.050,132.800
'95:49:22.280',0.000,-,0.150,132.800
'95:49:22.288',0.472,-,0.050,132.800
'95:49:22.296',0.819,-,-0.150,132.800
'95:49:22.304',0.847,-,-0.263,132.800
'95:49:22.312',0.222,-,-0.575,132.800
'95:49:22.320',0.042,-,-0.412,132.000
'95:49:22.328',-0.069,-,-0.362,130.400
'95:49:22.336',-0.167,-,-0.200,129.600
'95:49:22.344',-0.167,-,-0.050,128.000
'95:49:22.352',-0.125,-,0.000,127.200
'95:49:22.360',-0.125,-,0.000,125.600
'95:49:22.368',-0.125,-,0.000,124.800
'95:49:22.376',-0.125,-,0.000,123.200
'95:49:22.384',-0.125,-,0.000,122.400
'95:49:22.392',-0.125,-,0.000,122.400
'95:49:22.400',-0.125,-,0.000,123.200
'95:49:22.408',-0.125,-,0.000,127.200
'95:49:22.416',-0.125,-,0.000,132.800
'95:49:22.424',-0.125,-,0.000,141.600
