'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'48:23.256',0.057,-0.655,-,59.800
'48:23.264',0.057,-0.655,-,59.800
'48:23.272',0.057,-0.655,-,59.800
'48:23.280',0.114,-0.655,-,58.760
'48:23.288',0.114,-0.655,-,58.760
'48:23.296',0.114,-0.667,-,58.760
'48:23.304',0.143,-0.667,-,58.760
'48:23.312',0.114,-0.667,-,58.240
'48:23.320',0.086,-0.667,-,58.240
'48:23.328',0.057,-0.667,-,58.240
'48:23.336',0.114,-0.667,-,58.240
'48:23.344',0.114,-0.667,-,57.200
'48:23.352',0.114,-0.678,-,57.200
'48:23.360',0.057,-0.678,-,57.200
'48:23.368',0.057,-0.678,-,56.680
'48:23.376',0.000,-0.678,-,56.680
'48:23.384',0.000,-0.678,-,56.680
'48:23.392',0.000,-0.678,-,56.680
'48:23.400',0.000,-0.678,-,56.680
'48:23.408',0.000,-0.690,-,55.640
'48:23.416',0.000,-0.690,-,55.640
'48:23.424',0.000,-0.690,-,55.640
'48:23.432',0.000,-0.690,-,55.640
'48:23.440',0.000,-0.690,-,55.640
'48:23.448',0.000,-0.690,-,55.640
'48:23.456',0.000,-0.690,-,55.120
'48:23.464',0.171,-0.690,-,55.120
'48:23.472',0.371,-0.701,-,55.120
'48:23.480',0.429,-0.701,-,55.120
'48:23.488',0.486,-0.701,-,55.120
'48:23.496',-0.057,-0.701,-,54.080
'48:23.504',-0.600,-0.701,-,54.080
'48:23.512',-0.771,-0.713,-,54.080
'48:23.520',-0.286,-0.713,-,54.080
'48:23.528',-0.086,-0.713,-,54.080
'48:23.536',-0.029,-0.713,-,54.080
'48:23.544',0.000,-0.724,-,53.560
'48:23.552',0.000,-0.724,-,53.560
'48:23.560',0.000,-0.724,-,53.560
'48:23.568',0.000,-0.736,-,53.560
'48:23.576',0.000,-0.736,-,53.560
'48:23.584',0.000,-0.736,-,52.520
'48:23.592',0.000,-0.747,-,52.520
'48:23.600',0.000,-0.747,-,52.520
'48:23.608',0.000,-0.759,-,52.520
'48:23.616',0.000,-0.759,-,52.520
'48:23.624',0.000,-0.770,-,53.560
'48:23.632',0.000,-0.782,-,55.120
'48:23.640',0.000,-0.782,-,58.240
'48:23.648',0.000,-0.793,-,62.920
'48:23.656',0.000,-0.805,-,70.200
'48:23.664',0.000,-0.805,-,79.040
'48:23.672',0.000,-0.816,-,87.880
'48:23.680',0.000,-0.816,-,98.280
'48:23.688',0.000,-0.816,-,107.640
'48:23.696',0.000,-0.828,-,117.520
'48:23.704',0.000,-0.828,-,126.360
'48:23.712',0.000,-0.828,-,133.120
'48:23.720',0.000,-0.828,-,138.840
'48:23.728',0.000,-0.828,-,143.520
'48:23.736',0.000,-0.828,-,146.120
'48:23.744',0.000,-0.828,-,147.680
'48:23.752',-0.029,-0.828,-,147.680
'48:23.760',-0.029,-0.828,-,147.680
'48:23.768',-0.029,-0.828,-,147.160
'48:23.776',-0.057,-0.828,-,145.600
'48:23.784',-0.057,-0.828,-,143.000
'48:23.792',-0.057,-0.816,-,140.400
'48:23.800',-0.057,-0.816,-,138.320
'48:23.808',-0.029,-0.816,-,135.200
'48:23.816',0.000,-0.816,-,131.560
'48:23.824',-0.029,-0.805,-,127.920
'48:23.832',0.000,-0.805,-,123.760
'48:23.840',0.000,-0.805,-,119.600
'48:23.848',0.000,-0.805,-,115.960
'48:23.856',0.000,-0.805,-,110.760
'48:23.864',0.000,-0.805,-,107.120
'48:23.872',0.000,-0.805,-,102.960
'48:23.880',0.000,-0.805,-,98.800
'48:23.888',0.000,-0.793,-,96.720
'48:23.896',0.029,-0.793,-,95.160
'48:23.904',0.029,-0.793,-,93.600
'48:23.912',0.057,-0.793,-,93.600
'48:23.920',0.057,-0.793,-,92.560
'48:23.928',0.057,-0.782,-,92.560
'48:23.936',0.057,-0.782,-,93.600
'48:23.944',0.057,-0.782,-,93.600
'48:23.952',0.086,-0.782,-,93.600
'48:23.960',0.086,-0.782,-,93.600
'48:23.968',0.086,-0.782,-,93.600
'48:23.976',0.086,-0.782,-,92.560
'48:23.984',0.086,-0.782,-,92.560
'48:23.992',0.057,-0.782,-,91.520
'48:24.000',0.057,-0.782,-,91.000
'48:24.008',0.057,-0.782,-,89.960
'48:24.016',0.057,-0.782,-,89.440
'48:24.024',0.029,-0.782,-,88.400
'48:24.032',0.000,-0.782,-,87.880
'48:24.040',0.000,-0.782,-,86.840
'48:24.048',0.000,-0.782,-,86.320
'48:24.056',0.000,-0.793,-,85.280
'48:24.064',0.000,-0.793,-,84.760
'48:24.072',0.000,-0.793,-,83.720
'48:24.080',0.029,-0.793,-,83.200
'48:24.088',0.057,-0.793,-,82.160
'48:24.096',0.057,-0.793,-,81.120
'48:24.104',0.057,-0.793,-,80.600
'48:24.112',0.057,-0.793,-,79.560
'48:24.120',0.029,-0.805,-,79.040
'48:24.128',0.000,-0.805,-,78.000
'48:24.136',0.000,-0.805,-,77.480
'48:24.144',0.057,-0.805,-,77.480
'48:24.152',0.057,-0.805,-,76.440
'48:24.160',0.000,-0.805,-,75.920
'48:24.168',0.000,-0.805,-,75.920
'48:24.176',-0.029,-0.805,-,74.880
'48:24.184',-0.029,-0.805,-,74.880
'48:24.192',-0.057,-0.793,-,74.360
'48:24.200',-0.057,-0.793,-,74.360
'48:24.208',-0.057,-0.793,-,73.320
'48:24.216',-0.057,-0.793,-,73.320
'48:24.224',-0.057,-0.793,-,73.320
'48:24.232',-0.057,-0.793,-,72.800
'48:24.240',-0.057,-0.793,-,72.800
'48:24.248',-0.057,-0.782,-,72.800
'48:24.256',-0.057,-0.782,-,71.760
'48:24.264',-0.029,-0.782,-,71.760
'48:24.272',0.171,-0.782,-,71.760
'48:24.280',0.314,-0.770,-,70.720
'48:24.288',0.371,-0.770,-,70.720
